Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 18 1941,Thu,West Texas A&M,34,,Oklahoma City,0,
2,1,Sep 19 1941,Fri,New Mexico State,52,,New Mexico Highlands,0,
3,1,Sep 20 1941,Sat,Arizona State,6,@,Gonzaga,0,
4,1,Sep 20 1941,Sat,Boston College,78,,St. Anselm,0,
5,1,Sep 20 1941,Sat,Clemson,41,,Presbyterian,12,
6,1,Sep 20 1941,Sat,Denver,41,@,Colorado Mines,0,
7,1,Sep 20 1941,Sat,Drake,21,,St. Ambrose,6,
8,1,Sep 20 1941,Sat,Duquesne,14,,Waynesburg,0,
9,1,Sep 20 1941,Sat,Florida,26,,Randolph-Macon,0,
10,1,Sep 20 1941,Sat,Hardin-Simmons,31,@,Texas Wesleyan,7,
11,1,Sep 20 1941,Sat,Louisiana State,25,,Louisiana Tech,0,
12,1,Sep 20 1941,Sat,Millsaps,20,@,Centenary (LA),0,
13,1,Sep 20 1941,Sat,North Carolina,42,,Lenoir-Rhyne,6,
14,1,Sep 20 1941,Sat,North Carolina State,14,,Richmond,7,
15,1,Sep 20 1941,Sat,Northern Arizona,32,,Eastern New Mexico,0,
16,1,Sep 20 1941,Sat,Rollins,0,,Davidson,0,
17,1,Sep 20 1941,Sat,Saint Mary's (CA),6,,Moffett Field,0,
18,1,Sep 20 1941,Sat,Tennessee,32,,Furman,6,
19,1,Sep 20 1941,Sat,Virginia,41,,Hampden-Sydney,0,
20,1,Sep 20 1941,Sat,Virginia Tech,22,,Catawba College,2,
21,1,Sep 20 1941,Sat,Wake Forest,66,@,Camp Davis,0,
22,1,Sep 20 1941,Sat,William & Mary,53,,Newport News,0,
23,1,Sep 21 1941,Sun,Creighton,13,,St. Benedict,7,
24,1,Sep 21 1941,Sun,Texas Tech,34,,Abilene Christian,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
25,2,Sep 26 1941,Fri,Auburn,13,,Samford,0,Montgomery AL
26,2,Sep 26 1941,Fri,Creighton,32,,Centenary (LA),20,
27,2,Sep 26 1941,Fri,Duquesne,33,,Niagara,0,
28,2,Sep 26 1941,Fri,Furman,40,,Wofford,19,
29,2,Sep 26 1941,Fri,Georgetown,16,,Mississippi,6,
30,2,Sep 26 1941,Fri,Iowa State,7,@,Denver,6,
31,2,Sep 26 1941,Fri,Montana,20,@,Brigham Young,7,
32,2,Sep 26 1941,Fri,New Mexico,12,,Northern Arizona,6,
33,2,Sep 26 1941,Fri,New Mexico State,7,,Western New Mexico,6,
34,2,Sep 26 1941,Fri,Saint Louis,13,,Missouri-Rolla,7,
35,2,Sep 26 1941,Fri,San Jose State,30,,Utah State,0,
