Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 16 1939,Sat,Northern Arizona,12,,Western New Mexico,12,
2,1,Sep 16 1939,Sat,Northwestern State,15,@,Centenary (LA),0,
3,1,Sep 16 1939,Sat,Wake Forest,34,,Elon,0,Greensboro NC
4,1,Sep 17 1939,Sun,St. Mary's (Texas),7,@,San Francisco,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
5,2,Sep 22 1939,Fri,Detroit Mercy,20,,Central Michigan,7,
6,2,Sep 22 1939,Fri,Furman,38,,Erskine,7,
7,2,Sep 22 1939,Fri,New Mexico,29,,Western New Mexico,7,
8,2,Sep 22 1939,Fri,New Mexico State,33,,Fort Hays State,7,
9,2,Sep 22 1939,Fri,Washburn,27,@,Baker,0,
10,2,Sep 23 1939,Sat,Arizona,21,,Pomona-Pitzer,0,
11,2,Sep 23 1939,Sat,Arizona State,20,@,San Diego State,0,
12,2,Sep 23 1939,Sat,Arkansas,32,,East Central Oklahoma,6,
13,2,Sep 23 1939,Sat,Brigham Young,25,@,Northern Arizona,0,
14,2,Sep 23 1939,Sat,Clemson,18,,Presbyterian,0,
15,2,Sep 23 1939,Sat,Florida,21,,Stetson,0,
16,2,Sep 23 1939,Sat,Iowa State,19,,Coe,0,
17,2,Sep 23 1939,Sat,Mississippi State,45,,Samford,0,
18,2,Sep 23 1939,Sat,North Carolina,50,,Citadel,0,
19,2,Sep 23 1939,Sat,North Carolina State,18,,Davidson,14,Greensboro NC
20,2,Sep 23 1939,Sat,Richmond,37,@,Newport News,0,
21,2,Sep 23 1939,Sat,Tennessee Tech,13,,Vanderbilt,13,
22,2,Sep 23 1939,Sat,Texas A&M,32,@,Oklahoma State,0,
23,2,Sep 23 1939,Sat,Texas-El Paso,7,,Texas Tech,2,
24,2,Sep 23 1939,Sat,Virginia,26,,Hampden-Sydney,0,
25,2,Sep 23 1939,Sat,Virginia Military Institute,41,,Roanoke,0,
26,2,Sep 23 1939,Sat,Virginia Tech,26,,Randolph-Macon,0,
27,2,Sep 23 1939,Sat,Wake Forest,19,,South Carolina,7,
28,2,Sep 23 1939,Sat,Washington State,19,,Gonzaga,6,
29,2,Sep 23 1939,Sat,William & Mary,31,,Guilford,6,
30,2,Sep 24 1939,Sun,San Jose State,16,@,San Francisco,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
31,3,Sep 28 1939,Thu,New Mexico State,12,@,Arkansas-Monticello,3,
32,3,Sep 29 1939,Fri,Auburn,6,,Birmingham-Southern,0,Montgomery AL
33,3,Sep 29 1939,Fri,California,32,,California-Davis,14,
34,3,Sep 29 1939,Fri,Catholic,12,@,South Carolina,0,
35,3,Sep 29 1939,Fri,Denver,6,,Iowa State,0,
36,3,Sep 29 1939,Fri,Detroit Mercy,14,,Western Michigan,0,
37,3,Sep 29 1939,Fri,Drake,12,,Kansas,6,
38,3,Sep 29 1939,Fri,Duquesne,31,,Illinois Wesleyan,0,
39,3,Sep 29 1939,Fri,New Mexico,34,,Wyoming,7,
40,3,Sep 29 1939,Fri,Saint Louis,13,,Missouri-Rolla,0,
41,3,Sep 29 1939,Fri,Syracuse,12,,Clarkson,0,
42,3,Sep 29 1939,Fri,Tennessee,13,@,North Carolina State,0,
43,3,Sep 29 1939,Fri,UCLA,6,,Texas Christian,2,
