Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 23 1922,Sat,Auburn,61,,Marion,0,
2,1,Sep 23 1922,Sat,Centre,72,,Carson-Newman,0,
3,1,Sep 23 1922,Sat,Davidson,24,,Elon,0,
4,1,Sep 23 1922,Sat,Georgia,82,,Newberry,13,
5,1,Sep 23 1922,Sat,Mercer,24,,Piedmont,3,
6,1,Sep 23 1922,Sat,Penn State,54,,St. Bonaventure,0,
7,1,Sep 23 1922,Sat,Samford,12,,Jacksonville State,0,
8,1,Sep 23 1922,Sat,Syracuse,28,,Hobart,7,
9,1,Sep 23 1922,Sat,Tennessee,50,,Emory & Henry,0,
10,1,Sep 23 1922,Sat,Texas Christian,21,@,Dallas,6,
11,1,Sep 23 1922,Sat,Virginia Tech,38,,Hampden-Sydney,0,
12,1,Sep 23 1922,Sat,Wake Forest,34,,Atlantic Christian,0,
13,1,Sep 23 1922,Sat,Yale,48,,Bates,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
14,2,Sep 29 1922,Fri,Army,35,,Springfield,0,
15,2,Sep 29 1922,Fri,Chattanooga,40,,Bryson,0,
16,2,Sep 29 1922,Fri,Furman,33,,Newberry,0,
17,2,Sep 29 1922,Fri,South Carolina,13,,Erskine,0,
18,2,Sep 29 1922,Fri,Southern California,20,,USS Mississippi,0,
19,2,Sep 29 1922,Fri,Texas,19,,Austin,0,
20,2,Sep 30 1922,Sat,Alabama,110,,Marion,0,
21,2,Sep 30 1922,Sat,Arkansas,39,,Hendrix,0,
22,2,Sep 30 1922,Sat,Army,12,,Lebanon Valley,0,
23,2,Sep 30 1922,Sat,Auburn,72,@,Samford,0,
24,2,Sep 30 1922,Sat,Baylor,55,,North Texas,0,
25,2,Sep 30 1922,Sat,Birmingham-Southern,31,,Jacksonville State,0,
26,2,Sep 30 1922,Sat,Brown,27,,Rhode Island,0,
27,2,Sep 30 1922,Sat,California,45,,Santa Clara,14,
28,2,Sep 30 1922,Sat,Centre,21,@,Clemson,0,
29,2,Sep 30 1922,Sat,Colgate,50,,Clarkson,6,
30,2,Sep 30 1922,Sat,Colorado College,20,,Wyoming,0,
31,2,Sep 30 1922,Sat,Columbia,48,,Ursinus,7,
32,2,Sep 30 1922,Sat,Cornell,55,,St. Bonaventure,6,
33,2,Sep 30 1922,Sat,Dartmouth,20,,Norwich,0,
34,2,Sep 30 1922,Sat,Duke,43,,Guilford,0,
35,2,Sep 30 1922,Sat,Georgia,41,,Mercer,0,
36,2,Sep 30 1922,Sat,Georgia Tech,31,,Oglethorpe,6,
37,2,Sep 30 1922,Sat,Grinnell,14,,Parsons (Iowa),0,
38,2,Sep 30 1922,Sat,Harvard,20,,Middlebury,0,
39,2,Sep 30 1922,Sat,Howard Payne,13,@,Texas A&M,7,
40,2,Sep 30 1922,Sat,Kentucky,16,,Marshall,0,
41,2,Sep 30 1922,Sat,Lafayette,34,,Richmond,0,
42,2,Sep 30 1922,Sat,Lehigh,0,,Gettysburg,0,
43,2,Sep 30 1922,Sat,Louisiana State,13,,Northwestern State,0,
44,2,Sep 30 1922,Sat,Maryland,7,,3rd Army Corps,0,Baltimore MD
45,2,Sep 30 1922,Sat,Mississippi College,22,,Louisiana College,0,
46,2,Sep 30 1922,Sat,North Carolina,62,,Wake Forest,3,
47,2,Sep 30 1922,Sat,North Carolina State,20,,Randolph-Macon,2,
48,2,Sep 30 1922,Sat,Notre Dame,46,,Kalamazoo,0,
49,2,Sep 30 1922,Sat,Oklahoma State,49,,Northwestern Oklahoma State,0,
50,2,Sep 30 1922,Sat,Penn State,27,,William & Mary,7,
51,2,Sep 30 1922,Sat,Pennsylvania,14,,Franklin & Marshall,0,
52,2,Sep 30 1922,Sat,Pittsburgh,38,@,Cincinnati,0,
53,2,Sep 30 1922,Sat,Presbyterian,8,,Davidson,7,
54,2,Sep 30 1922,Sat,Princeton,30,,Johns Hopkins,0,
55,2,Sep 30 1922,Sat,Rutgers,13,,Pennsylvania Military,0,
56,2,Sep 30 1922,Sat,Southern California,20,,Southern California Alumni,0,
57,2,Sep 30 1922,Sat,Southern Methodist,16,,Southern Methodist Freshmen,0,
58,2,Sep 30 1922,Sat,Syracuse,47,,Muhlenberg,0,
59,2,Sep 30 1922,Sat,Talladega,27,,Fort Benning,13,
60,2,Sep 30 1922,Sat,Tennessee,32,,Carson-Newman,7,
61,2,Sep 30 1922,Sat,Union (Tennessee),0,,Mississippi,0,
62,2,Sep 30 1922,Sat,Utah State,6,@,Montana Wesleyan,0,
63,2,Sep 30 1922,Sat,Vanderbilt,38,,Middle Tennessee State,0,
64,2,Sep 30 1922,Sat,Virginia,34,,George Washington,0,
65,2,Sep 30 1922,Sat,Virginia Military Institute,34,@,Lynchburg,7,
66,2,Sep 30 1922,Sat,Virginia Tech,25,,King,0,
67,2,Sep 30 1922,Sat,Washington,49,,USS Idaho,0,
68,2,Sep 30 1922,Sat,Washington & Jefferson,14,,Geneva,0,
