Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 14 1951,Fri,Brigham Young,27,,Idaho State,7,
2,1,Sep 14 1951,Fri,Furman,39,,Presbyterian,0,
3,1,Sep 15 1951,Sat,Arizona,67,,New Mexico State,13,
4,1,Sep 15 1951,Sat,Cincinnati,26,,Virginia Military Institute,7,
5,1,Sep 15 1951,Sat,Denver,41,,Colorado College,0,
6,1,Sep 15 1951,Sat,Drake,19,,Abilene Christian,7,
7,1,Sep 15 1951,Sat,Florida,13,,Wyoming,0,Jacksonville FL
8,1,Sep 15 1951,Sat,(6) Kentucky,72,,Tennessee Tech,13,
9,1,Sep 15 1951,Sat,New Mexico Highlands,13,,Northern Arizona,6,
10,1,Sep 15 1951,Sat,North Carolina State,34,,Catawba College,0,
11,1,Sep 15 1951,Sat,Trinity (Texas),19,@,West Texas A&M,7,Amarillo TX
12,1,Sep 15 1951,Sat,Utah,55,,Montana State,6,
13,1,Sep 15 1951,Sat,Virginia Tech,18,,Marshall,12,Bluefield WV
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
14,2,Sep 21 1951,Fri,(9) Alabama,89,,Delta State,0,Montgomery AL
15,2,Sep 21 1951,Fri,Mississippi,32,@,Memphis,0,
16,2,Sep 21 1951,Fri,San Francisco,39,,San Jose State,2,
17,2,Sep 21 1951,Fri,Syracuse,19,,Temple,0,
18,2,Sep 21 1951,Fri,(6) Texas A&M,21,@,UCLA,14,
19,2,Sep 21 1951,Fri,Wake Forest,20,@,Boston College,6,
20,2,Sep 22 1951,Sat,Arizona State,33,@,Utah State,27,
21,2,Sep 22 1951,Sat,Arkansas,42,@,Oklahoma State,7,
22,2,Sep 22 1951,Sat,(13) Baylor,19,@,Houston,0,
23,2,Sep 22 1951,Sat,Bradley,32,,Tampa,6,
24,2,Sep 22 1951,Sat,Brigham Young,67,,Western State,7,
25,2,Sep 22 1951,Sat,(5) California,34,,Santa Clara,0,
26,2,Sep 22 1951,Sat,Cincinnati,34,@,Kansas State,0,
27,2,Sep 22 1951,Sat,Clemson,53,,Presbyterian,6,
28,2,Sep 22 1951,Sat,Colorado,28,,Colorado State,13,
29,2,Sep 22 1951,Sat,Detroit Mercy,34,,Toledo,32,
30,2,Sep 22 1951,Sat,Drake,20,@,Denver,7,
31,2,Sep 22 1951,Sat,Duke,34,@,South Carolina,6,
32,2,Sep 22 1951,Sat,Florida,27,,Citadel,7,
33,2,Sep 22 1951,Sat,Fordham,34,@,Missouri,20,
34,2,Sep 22 1951,Sat,Georgia,33,,George Washington,0,
35,2,Sep 22 1951,Sat,Georgia Tech,21,,Southern Methodist,7,
36,2,Sep 22 1951,Sat,Harvard,21,,Springfield,13,
37,2,Sep 22 1951,Sat,Iowa State,53,,Wayne State,21,
38,2,Sep 22 1951,Sat,Kansas,27,@,Texas Christian,13,
39,2,Sep 22 1951,Sat,Lenoir-Rhyne,21,@,Davidson,7,
40,2,Sep 22 1951,Sat,Louisiana State,13,,Southern Mississippi,0,
41,2,Sep 22 1951,Sat,Marquette,48,,South Dakota,6,
42,2,Sep 22 1951,Sat,Miami (OH),21,@,Wichita State,13,
43,2,Sep 22 1951,Sat,(2) Michigan State,6,,Oregon State,0,
44,2,Sep 22 1951,Sat,Mississippi State,32,,Arkansas State,0,
45,2,Sep 22 1951,Sat,New Mexico,55,,Northern Arizona,6,
46,2,Sep 22 1951,Sat,North Carolina,21,,North Carolina State,0,
47,2,Sep 22 1951,Sat,North Texas,33,@,Texas-El Paso,0,
48,2,Sep 22 1951,Sat,Pacific,33,,Hardin-Simmons,7,
49,2,Sep 22 1951,Sat,Richmond,13,,Randolph-Macon,6,
50,2,Sep 22 1951,Sat,Southern California,31,,Washington State,21,
51,2,Sep 22 1951,Sat,Stanford,27,@,Oregon,20,Portland OR
52,2,Sep 22 1951,Sat,Stephen F. Austin,27,@,New Mexico State,7,
53,2,Sep 22 1951,Sat,(11) Texas,7,,(6) Kentucky,6,
54,2,Sep 22 1951,Sat,Texas Tech,46,,West Texas A&M,7,
55,2,Sep 22 1951,Sat,Tulsa,58,,Hawaii,0,
56,2,Sep 22 1951,Sat,Utah,27,@,Arizona,7,
57,2,Sep 22 1951,Sat,Vanderbilt,22,,Middle Tennessee State,7,
58,2,Sep 22 1951,Sat,Virginia Military Institute,29,,Wofford,6,
59,2,Sep 22 1951,Sat,(8) Washington,58,,Montana,7,
60,2,Sep 22 1951,Sat,Washington & Lee,25,@,Furman,7,
61,2,Sep 22 1951,Sat,West Virginia,20,,Waynesburg,9,
62,2,Sep 22 1951,Sat,William & Mary,34,,Boston University,25,
63,2,Sep 22 1951,Sat,Wyoming,28,,Idaho,0,
64,2,Sep 22 1951,Sat,Yale,48,,Bates,0,
65,2,Sep 23 1951,Sun,San Diego Navy,42,@,Loyola Marymount,28,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
66,3,Sep 28 1951,Fri,Houston,33,@,Detroit Mercy,7,
67,3,Sep 28 1951,Fri,Utah State,21,,Wichita State,7,
68,3,Sep 28 1951,Fri,West Virginia,18,@,Furman,7,
69,3,Sep 29 1951,Sat,Arkansas,30,,Arizona State,13,
70,3,Sep 29 1951,Sat,Auburn,24,,Vanderbilt,14,
71,3,Sep 29 1951,Sat,Brigham Young,20,,Hawaii,7,
72,3,Sep 29 1951,Sat,(5) California,35,@,(19) Pennsylvania,0,
73,3,Sep 29 1951,Sat,California Tech,28,@,Northern Arizona,14,
74,3,Sep 29 1951,Sat,Cincinnati,47,,Tulsa,35,
75,3,Sep 29 1951,Sat,Clemson,20,@,Rice,14,
76,3,Sep 29 1951,Sat,Colgate,47,@,Buffalo,13,
77,3,Sep 29 1951,Sat,Colorado State,41,,Colorado Mines,0,
78,3,Sep 29 1951,Sat,(20) Cornell,21,,Syracuse,14,
79,3,Sep 29 1951,Sat,Davidson,32,@,Virginia Tech,20,
80,3,Sep 29 1951,Sat,Drake,20,@,Bradley,14,
81,3,Sep 29 1951,Sat,Duke,19,@,Pittsburgh,14,
82,3,Sep 29 1951,Sat,Fordham,14,@,Dartmouth,6,
83,3,Sep 29 1951,Sat,Georgia,28,@,North Carolina,16,
84,3,Sep 29 1951,Sat,Georgia Tech,27,@,Florida,0,
85,3,Sep 29 1951,Sat,Hardin-Simmons,20,@,Trinity (Texas),6,
86,3,Sep 29 1951,Sat,Holy Cross,33,@,Harvard,6,
87,3,Sep 29 1951,Sat,(10) Illinois,27,,UCLA,13,
88,3,Sep 29 1951,Sat,Iowa,16,,Kansas State,0,
89,3,Sep 29 1951,Sat,Kansas,53,,Iowa State,33,
90,3,Sep 29 1951,Sat,Louisiana State,13,@,(9) Alabama,7,Mobile AL
91,3,Sep 29 1951,Sat,(16) Maryland,54,@,Washington & Lee,14,
92,3,Sep 29 1951,Sat,(2) Michigan State,25,@,(17) Michigan,0,
93,3,Sep 29 1951,Sat,Mississippi,21,,(6) Kentucky,17,
94,3,Sep 29 1951,Sat,Missouri,27,,Oklahoma State,26,
95,3,Sep 29 1951,Sat,Montana,25,,New Mexico,7,
96,3,Sep 29 1951,Sat,Navy,7,,Yale,7,
97,3,Sep 29 1951,Sat,Northwestern,35,,Colorado,14,
98,3,Sep 29 1951,Sat,(14) Notre Dame,48,,Indiana,6,
99,3,Sep 29 1951,Sat,(3) Ohio State,7,,Southern Methodist,0,
100,3,Sep 29 1951,Sat,(4) Oklahoma,49,,William & Mary,7,
101,3,Sep 29 1951,Sat,Oregon,39,,Arizona,21,
102,3,Sep 29 1951,Sat,Oregon State,61,,Utah,28,
103,3,Sep 29 1951,Sat,Pacific,41,,Loyola Marymount,28,
104,3,Sep 29 1951,Sat,Penn State,40,,Boston University,34,
105,3,Sep 29 1951,Sat,(18) Princeton,54,,New York University,20,
106,3,Sep 29 1951,Sat,Rutgers,47,@,Lafayette,12,
107,3,Sep 29 1951,Sat,San Francisco,28,@,Idaho,7,Boise ID
108,3,Sep 29 1951,Sat,South Carolina,26,,Citadel,7,
109,3,Sep 29 1951,Sat,Southern California,41,,San Diego Navy,7,
