Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
252,7,Oct 20 1945,Sat,(10) Texas,34,@,Arkansas,7,Little Rock AR
253,7,Oct 20 1945,Sat,Texas Christian,13,,Texas A&M,12,
254,7,Oct 20 1945,Sat,(18) Tulsa,40,,Nevada,0,
255,7,Oct 20 1945,Sat,Utah State,13,,Colorado State,0,
256,7,Oct 20 1945,Sat,Vanderbilt,19,,Kentucky,6,
257,7,Oct 20 1945,Sat,Virginia Tech,21,,Maryland,13,
258,7,Oct 20 1945,Sat,Wake Forest,19,@,North Carolina State,18,
259,7,Oct 20 1945,Sat,Washington,13,@,Oregon State,0,Portland OR
260,7,Oct 20 1945,Sat,William & Mary,13,@,Virginia Military Institute,9,
261,7,Oct 21 1945,Sun,(11) Saint Mary's (CA),58,,McClellan Field,0,San Francisco CA
262,7,Oct 21 1945,Sun,Villanova,14,,Detroit Mercy,0,Philadelphia PA
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
263,8,Oct 25 1945,Thu,Clemson,0,,South Carolina,0,
264,8,Oct 26 1945,Fri,Detroit Mercy,19,,Drake,14,
265,8,Oct 26 1945,Fri,Miami (FL),27,,Miami (OH),13,
266,8,Oct 26 1945,Fri,Saint Louis,19,@,Olathe Navy,13,
267,8,Oct 27 1945,Sat,(6) Alabama,28,,Georgia,14,Birmingham AL
268,8,Oct 27 1945,Sat,Arkansas,19,,Mississippi,0,Memphis TN
269,8,Oct 27 1945,Sat,(1) Army,48,,(19) Duke,13,New York NY
270,8,Oct 27 1945,Sat,Bucknell,26,@,Lafayette,2,
271,8,Oct 27 1945,Sat,California,19,,Nevada,6,
272,8,Oct 27 1945,Sat,Catawba College,21,,Richmond,7,
273,8,Oct 27 1945,Sat,Cincinnati,16,,Kentucky,7,
274,8,Oct 27 1945,Sat,(11) Columbia,27,,Brown,6,
275,8,Oct 27 1945,Sat,Dartmouth,8,@,Syracuse,0,
276,8,Oct 27 1945,Sat,Denver,41,,Utah State,6,
277,8,Oct 27 1945,Sat,Florida,45,,Louisiana-Lafayette,0,
278,8,Oct 27 1945,Sat,Georgia Tech,20,,Auburn,7,
279,8,Oct 27 1945,Sat,Great Lakes Navy,39,@,Western Michigan,0,
280,8,Oct 27 1945,Sat,Harvard,25,,Coast Guard,0,
281,8,Oct 27 1945,Sat,(15) Holy Cross,21,,Colgate,0,
282,8,Oct 27 1945,Sat,(8) Indiana,7,,(14) Tulsa,2,
283,8,Oct 27 1945,Sat,Kansas,13,@,Wichita State,0,
284,8,Oct 27 1945,Sat,(13) Louisiana State,39,,Vanderbilt,7,
285,8,Oct 27 1945,Sat,Marquette,13,,Michigan State,13,
286,8,Oct 27 1945,Sat,Maryland,13,,West Virginia,13,
287,8,Oct 27 1945,Sat,Merchant Marine,33,@,Boston College,20,Boston MA
288,8,Oct 27 1945,Sat,(16) Michigan,19,@,Illinois,0,
289,8,Oct 27 1945,Sat,Missouri,19,,Nebraska,0,
290,8,Oct 27 1945,Sat,(3) Navy,14,@,(7) Pennsylvania,7,
291,8,Oct 27 1945,Sat,New York University,13,,Brooklyn,6,
292,8,Oct 27 1945,Sat,North Carolina State,20,,William & Mary,6,
293,8,Oct 27 1945,Sat,Northwestern,26,,(4) Purdue,14,
294,8,Oct 27 1945,Sat,(2) Notre Dame,56,,Iowa,0,
295,8,Oct 27 1945,Sat,(12) Ohio State,20,@,(5) Minnesota,7,
296,8,Oct 27 1945,Sat,Oklahoma,41,@,Kansas State,13,
297,8,Oct 27 1945,Sat,(17) Oklahoma State,25,@,Texas Christian,12,
298,8,Oct 27 1945,Sat,Presbyterian,34,,Camp Mackall,20,
299,8,Oct 27 1945,Sat,Princeton,14,,Rutgers,6,
300,8,Oct 27 1945,Sat,Rice,7,@,(9) Texas,6,
301,8,Oct 27 1945,Sat,Temple,6,@,Pittsburgh,0,
302,8,Oct 27 1945,Sat,Tennessee,33,,Villanova,2,
303,8,Oct 27 1945,Sat,Texas A&M,19,,Baylor,13,
304,8,Oct 27 1945,Sat,Texas Tech,12,,West Texas A&M,6,
305,8,Oct 27 1945,Sat,Tulane,19,,Southern Methodist,7,
306,8,Oct 27 1945,Sat,UCLA,12,,Oregon,0,
307,8,Oct 27 1945,Sat,Utah,28,@,Colorado State,0,
308,8,Oct 27 1945,Sat,Virginia,31,,Virginia Tech,13,Roanoke VA
309,8,Oct 27 1945,Sat,Washington,13,,(20) Southern California,7,
310,8,Oct 27 1945,Sat,Washington State,21,@,Idaho,0,
311,8,Oct 27 1945,Sat,Yale,18,,Cornell,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
312,9,Nov 1 1945,Thu,West Texas A&M,21,,Dalhart Field,9,
313,9,Nov 2 1945,Fri,Miami (FL),7,,Clemson,6,
314,9,Nov 3 1945,Sat,(4) Alabama,60,@,Kentucky,19,Louisville KY
315,9,Nov 3 1945,Sat,(1) Army,54,,Villanova,0,
316,9,Nov 3 1945,Sat,Auburn,19,,Florida,0,
317,9,Nov 3 1945,Sat,Baylor,19,,Southwestern (TX),0,
318,9,Nov 3 1945,Sat,Brown,33,,Coast Guard,6,
319,9,Nov 3 1945,Sat,Colorado State,25,,Northern Colorado,14,
320,9,Nov 3 1945,Sat,(12) Columbia,34,,Cornell,26,
321,9,Nov 3 1945,Sat,Drake,25,@,Saint Louis,0,
322,9,Nov 3 1945,Sat,(18) Duke,14,@,Georgia Tech,6,
323,9,Nov 3 1945,Sat,Great Lakes Navy,12,@,Illinois,6,
324,9,Nov 3 1945,Sat,(5) Indiana,46,,Cornell College,6,
325,9,Nov 3 1945,Sat,Iowa State,40,,Kansas State,13,
326,9,Nov 3 1945,Sat,(17) Louisiana State,32,,Mississippi,13,
327,9,Nov 3 1945,Sat,Marquette,32,,Detroit Mercy,14,
328,9,Nov 3 1945,Sat,(10) Michigan,26,,(16) Minnesota,0,
329,9,Nov 3 1945,Sat,Michigan State,14,,Missouri,7,
330,9,Nov 3 1945,Sat,Nebraska,27,,Kansas,13,
331,9,Nov 3 1945,Sat,New Mexico,12,,Colorado,6,
332,9,Nov 3 1945,Sat,North Carolina State,6,,Virginia Tech,0,
333,9,Nov 3 1945,Sat,(2) Notre Dame,6,,(3) Navy,6,Cleveland OH
334,9,Nov 3 1945,Sat,(6) Ohio State,16,,(20) Northwestern,14,
335,9,Nov 3 1945,Sat,Oregon State,34,,Idaho,0,
336,9,Nov 3 1945,Sat,Penn State,26,,Syracuse,0,
337,9,Nov 3 1945,Sat,(7) Pennsylvania,28,,Princeton,0,
338,9,Nov 3 1945,Sat,(13) Purdue,28,,Pittsburgh,0,
339,9,Nov 3 1945,Sat,Rice,13,,Texas Tech,0,
340,9,Nov 3 1945,Sat,Richmond,28,,Oceana NAS,12,
341,9,Nov 3 1945,Sat,Rochester,19,@,New York University,3,
342,9,Nov 3 1945,Sat,(8) Saint Mary's (CA),26,@,Southern California,0,
343,9,Nov 3 1945,Sat,Temple,20,,Lafayette,0,
344,9,Nov 3 1945,Sat,Tennessee,20,,North Carolina,6,
345,9,Nov 3 1945,Sat,Texas,12,@,Southern Methodist,7,
346,9,Nov 3 1945,Sat,Texas A&M,34,@,Arkansas,0,
347,9,Nov 3 1945,Sat,Texas Christian,13,@,(14) Oklahoma,7,
348,9,Nov 3 1945,Sat,Tulane,14,,(15) Mississippi State,13,
349,9,Nov 3 1945,Sat,Utah,33,,Denver,21,
350,9,Nov 3 1945,Sat,Utah State,52,@,Idaho Marines,0,
351,9,Nov 3 1945,Sat,Virginia,13,,West Virginia,7,Charleston WV
352,9,Nov 3 1945,Sat,Virginia Military Institute,27,@,Vanderbilt,13,
353,9,Nov 3 1945,Sat,Wake Forest,53,,Presbyterian,0,
354,9,Nov 3 1945,Sat,(18) Washington,7,@,Oregon,0,Portland OR
355,9,Nov 3 1945,Sat,Washington State,7,,California,7,
356,9,Nov 3 1945,Sat,Wichita State,40,@,Pittsburg State,9,
357,9,Nov 3 1945,Sat,William & Mary,33,@,Maryland,14,
358,9,Nov 3 1945,Sat,Wisconsin,27,@,Iowa,7,
359,9,Nov 3 1945,Sat,Yale,6,,Dartmouth,0,
360,9,Nov 4 1945,Sun,Georgia,34,@,Chattanooga,7,
361,9,Nov 4 1945,Sun,(11) Holy Cross,20,,New London Submarine Base,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
362,10,Nov 9 1945,Fri,South Carolina,13,,Miami (FL),13,
363,10,Nov 10 1945,Sat,(1) Army,48,,(2) Notre Dame,0,Bronx NY
364,10,Nov 10 1945,Sat,Auburn,52,,Louisiana-Lafayette,0,
365,10,Nov 10 1945,Sat,Brown,20,@,Yale,7,
366,10,Nov 10 1945,Sat,Chattanooga,13,@,Vanderbilt,6,
367,10,Nov 10 1945,Sat,Clemson,35,,Virginia Tech,0,
368,10,Nov 10 1945,Sat,Colorado,14,,Utah State,7,
