Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 8 1972,Fri,San Diego State,17,,Oregon State,8,
2,1,Sep 9 1972,Sat,(7) Alabama,35,,Duke,12,Birmingham AL
3,1,Sep 9 1972,Sat,Appalachian State,7,@,Western Kentucky,6,
4,1,Sep 9 1972,Sat,Arizona,17,,Colorado State,0,
5,1,Sep 9 1972,Sat,Auburn,14,@,Mississippi State,3,Jackson MS
6,1,Sep 9 1972,Sat,Cincinnati,10,@,Indiana State,7,
7,1,Sep 9 1972,Sat,Clemson,13,,Citadel,0,
8,1,Sep 9 1972,Sat,(2) Colorado,20,,California,10,
9,1,Sep 9 1972,Sat,Dayton,18,,Youngstown State,13,
10,1,Sep 9 1972,Sat,East Carolina,30,@,Virginia Military Institute,3,
11,1,Sep 9 1972,Sat,(19) Florida State,19,@,Pittsburgh,7,
12,1,Sep 9 1972,Sat,Fresno State,24,,Sacramento State,7,
13,1,Sep 9 1972,Sat,Kansas State,21,,Tulsa,13,
14,1,Sep 9 1972,Sat,Kent State,13,,Akron,13,
15,1,Sep 9 1972,Sat,Maryland,24,,North Carolina State,24,
16,1,Sep 9 1972,Sat,Missouri,24,,Oregon,22,
17,1,Sep 9 1972,Sat,North Carolina,28,,Richmond,18,
18,1,Sep 9 1972,Sat,Northern Illinois,21,,Illinois State,7,
19,1,Sep 9 1972,Sat,Ohio,26,,Central Michigan,21,
20,1,Sep 9 1972,Sat,Rice,14,,Houston,13,
21,1,Sep 9 1972,Sat,San Jose State,33,,Santa Clara,28,
22,1,Sep 9 1972,Sat,(8) Southern California,31,@,(4) Arkansas,10,Little Rock AR
23,1,Sep 9 1972,Sat,Southern Mississippi,38,,Texas-Arlington,17,
24,1,Sep 9 1972,Sat,Syracuse,17,,Temple,10,
25,1,Sep 9 1972,Sat,Tampa,21,,Toledo,0,
26,1,Sep 9 1972,Sat,(15) Tennessee,34,@,Georgia Tech,3,
