Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 15 1917,Sat,Mare Island Marines,27,@,California,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 22 1917,Sat,Colorado,6,,Colorado Alumni,0,
3,2,Sep 22 1917,Sat,Oklahoma,99,@,Central Oklahoma,0,
4,2,Sep 22 1917,Sat,Olympic Club,6,@,California,2,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
5,3,Sep 28 1917,Fri,Clemson,13,,Presbyterian,0,
6,3,Sep 28 1917,Fri,Georgia Tech,25,,Furman,0,
7,3,Sep 29 1917,Sat,47th Infantry,0,,Syracuse,0,
8,3,Sep 29 1917,Sat,Brown,27,,Rhode Island,0,
9,3,Sep 29 1917,Sat,Bucknell,25,,Mansfield,0,
10,3,Sep 29 1917,Sat,Carlisle,59,,Albright,0,
11,3,Sep 29 1917,Sat,Colorado Mines,54,,Camp Logan,0,
12,3,Sep 29 1917,Sat,Cornell,22,,Oberlin,0,
13,3,Sep 29 1917,Sat,Georgia Tech,33,,Wake Forest,0,
14,3,Sep 29 1917,Sat,Indiana,50,,Franklin,0,
15,3,Sep 29 1917,Sat,Iowa State,47,,Simpson,0,
16,3,Sep 29 1917,Sat,Kansas State,28,,Baker,0,
17,3,Sep 29 1917,Sat,Kentucky,33,,Butler,0,
18,3,Sep 29 1917,Sat,Lehigh,7,@,7th Infantry,0,
19,3,Sep 29 1917,Sat,Mare Island Marines,26,@,California,0,
20,3,Sep 29 1917,Sat,Navy,27,,Davidson,6,
21,3,Sep 29 1917,Sat,North Carolina State,19,@,Guilford,0,
22,3,Sep 29 1917,Sat,Ohio State,49,,Case,0,
23,3,Sep 29 1917,Sat,Oklahoma,179,,Kingfisher,0,
24,3,Sep 29 1917,Sat,Penn State,10,,Army Ambulance Corps,0,Allentown PA
25,3,Sep 29 1917,Sat,Pittsburgh,14,@,West Virginia,9,
26,3,Sep 29 1917,Sat,Rutgers,25,,Ursinus,0,
27,3,Sep 29 1917,Sat,Samford,6,,Sewanee,6,
28,3,Sep 29 1917,Sat,Texas Christian,20,,Meridian,0,
29,3,Sep 29 1917,Sat,Virginia Military Institute,15,,Hampden-Sydney,14,
30,3,Sep 29 1917,Sat,Washington & Jefferson,17,@,Kiski Preparatory,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
31,4,Oct 3 1917,Wed,Alabama,7,,Ohio Am. Corp.,0,Montgomery AL
32,4,Oct 3 1917,Wed,Pennsylvania,73,,Albright,10,
33,4,Oct 5 1917,Fri,Mississippi State,18,,Marion,6,
34,4,Oct 6 1917,Sat,Arkansas,34,,Central Missouri State,0,
35,4,Oct 6 1917,Sat,Arkansas State,0,,Mississippi,0,
36,4,Oct 6 1917,Sat,Army,28,,Carnegie Mellon,0,
37,4,Oct 6 1917,Sat,Auburn,53,,Samford,0,
38,4,Oct 6 1917,Sat,Baylor,17,,Howard Payne,0,
39,4,Oct 6 1917,Sat,Brown,20,,Johns Hopkins,0,
40,4,Oct 6 1917,Sat,Bucknell,16,,Swarthmore,7,
41,4,Oct 6 1917,Sat,California,40,,Olympic Club,0,
42,4,Oct 6 1917,Sat,Carlisle,63,,Franklin & Marshall,0,
43,4,Oct 6 1917,Sat,Citadel,19,,Charleston Navy,7,
44,4,Oct 6 1917,Sat,Colorado,54,@,Northern Colorado,0,
45,4,Oct 6 1917,Sat,Dartmouth,14,,Springfield,0,
46,4,Oct 6 1917,Sat,Denver,45,,Camp Logan,0,
47,4,Oct 6 1917,Sat,Drury,14,@,Tulsa,13,
48,4,Oct 6 1917,Sat,Furman,7,,Wake Forest,6,
49,4,Oct 6 1917,Sat,Georgetown,33,,Lebanon Valley,7,
50,4,Oct 6 1917,Sat,Georgia Tech,41,,Pennsylvania,0,
51,4,Oct 6 1917,Sat,Illinois,22,,Kansas,0,
52,4,Oct 6 1917,Sat,Indiana,51,,Wabash,0,
53,4,Oct 6 1917,Sat,Iowa,22,,Cornell College,13,
54,4,Oct 6 1917,Sat,Iowa State,7,,Coe,0,
55,4,Oct 6 1917,Sat,Kansas State,23,,Oklahoma State,0,
56,4,Oct 6 1917,Sat,Kentucky,19,,Maryville (TN),0,
57,4,Oct 6 1917,Sat,Lafayette,20,,Army Ambulance Corps,0,
58,4,Oct 6 1917,Sat,Lehigh,13,,Ursinus,7,
59,4,Oct 6 1917,Sat,Louisiana State,20,,Louisiana-Lafayette,6,
60,4,Oct 6 1917,Sat,Maryland,20,,Delaware,0,
61,4,Oct 6 1917,Sat,Michigan,41,,Case,0,
62,4,Oct 6 1917,Sat,Missouri,14,,William Jewell,6,
63,4,Oct 6 1917,Sat,Nebraska,100,,Nebraska Wesleyan,0,
64,4,Oct 6 1917,Sat,North Carolina State,7,,Davidson,3,
65,4,Oct 6 1917,Sat,Northwestern,48,,Lake Forest,0,
66,4,Oct 6 1917,Sat,Notre Dame,55,,Kalamazoo,0,
67,4,Oct 6 1917,Sat,Ohio State,53,,Ohio Wesleyan,0,
68,4,Oct 6 1917,Sat,Oklahoma,52,,Phillips,9,Oklahoma City OK
69,4,Oct 6 1917,Sat,Penn State,80,,Gettysburg,0,
70,4,Oct 6 1917,Sat,Pittsburgh,40,,Bethany (West Virginia),0,
71,4,Oct 6 1917,Sat,Presbyterian,55,@,Bailey Military,0,
