Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 15 1955,Thu,Newberry,14,@,Furman,0,
2,1,Sep 16 1955,Fri,Davidson,26,,Catawba College,0,Charlotte NC
3,1,Sep 16 1955,Fri,Drake,21,,North Dakota State,6,
4,1,Sep 16 1955,Fri,San Jose State,13,@,Utah State,0,
5,1,Sep 16 1955,Fri,(1) UCLA,21,,Texas A&M,0,
6,1,Sep 17 1955,Sat,Arizona,20,,Colorado State,7,
7,1,Sep 17 1955,Sat,Arizona State,20,,Wichita State,20,
8,1,Sep 17 1955,Sat,Arkansas,21,,Tulsa,6,
9,1,Sep 17 1955,Sat,Baylor,35,,Hardin-Simmons,7,
10,1,Sep 17 1955,Sat,Clemson,33,,Presbyterian,0,
11,1,Sep 17 1955,Sat,Denver,19,@,Iowa State,7,
12,1,Sep 17 1955,Sat,Florida,20,,Mississippi State,14,
13,1,Sep 17 1955,Sat,Florida State,7,,North Carolina State,0,
14,1,Sep 17 1955,Sat,(10) Georgia Tech,14,,(9) Miami (FL),6,
15,1,Sep 17 1955,Sat,Hawaii,6,@,Nebraska,0,
16,1,Sep 17 1955,Sat,Houston,54,,Montana,12,
17,1,Sep 17 1955,Sat,Louisiana State,19,,Kentucky,7,
18,1,Sep 17 1955,Sat,(5) Maryland,13,@,Missouri,12,
19,1,Sep 17 1955,Sat,(15) Mississippi,26,@,Georgia,13,Atlanta GA
20,1,Sep 17 1955,Sat,New Mexico,14,,New Mexico State,7,
21,1,Sep 17 1955,Sat,Oregon,14,@,Utah,13,
22,1,Sep 17 1955,Sat,Oregon State,33,,Brigham Young,0,
23,1,Sep 17 1955,Sat,Pittsburgh,27,,California,7,
24,1,Sep 17 1955,Sat,Richmond,33,,Randolph-Macon,6,
25,1,Sep 17 1955,Sat,South Carolina,26,,Wofford,7,
26,1,Sep 17 1955,Sat,(13) Southern California,50,,Washington State,12,
27,1,Sep 17 1955,Sat,Stanford,33,,Pacific,14,
28,1,Sep 17 1955,Sat,Texas Christian,47,,Kansas,14,
29,1,Sep 17 1955,Sat,Texas Tech,20,@,Texas,14,
30,1,Sep 17 1955,Sat,Tulane,20,,Virginia Military Institute,7,
