Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 18 1915,Sat,Carlisle,21,,Albright,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 25 1915,Sat,Brown,38,,Rhode Island,0,
3,2,Sep 25 1915,Sat,Bucknell,14,,Bloomsburg,0,
4,2,Sep 25 1915,Sat,Citadel,46,,Charleston Navy,0,
5,2,Sep 25 1915,Sat,Clemson,99,@,Furman,0,
6,2,Sep 25 1915,Sat,Cornell,13,,Gettysburg,0,
7,2,Sep 25 1915,Sat,Dartmouth,13,,Massachusetts,0,
8,2,Sep 25 1915,Sat,Harvard,39,,Colby,6,
9,2,Sep 25 1915,Sat,Haskell,7,,Kansas Wesleyan,0,
10,2,Sep 25 1915,Sat,Iowa State,31,,Ellsworth,0,
11,2,Sep 25 1915,Sat,Lafayette,14,,Muhlenberg,7,
12,2,Sep 25 1915,Sat,Lebanon Valley,0,,Carlisle,0,
13,2,Sep 25 1915,Sat,Lehigh,20,,Ursinus,0,
14,2,Sep 25 1915,Sat,Mississippi College,28,,Chamberlain Hunt,0,
15,2,Sep 25 1915,Sat,Oklahoma,67,,Kingfisher,0,
16,2,Sep 25 1915,Sat,Penn State,26,,Westminster (Pennsylvania),0,
17,2,Sep 25 1915,Sat,Pennsylvania,7,,West Virginia,0,
18,2,Sep 25 1915,Sat,Princeton,13,,Georgetown,0,
19,2,Sep 25 1915,Sat,Syracuse,43,,Syracuse Alumni,0,
20,2,Sep 25 1915,Sat,Tennessee,101,,Carson-Newman,0,
21,2,Sep 25 1915,Sat,Tulane,24,@,St. Paul,0,
22,2,Sep 25 1915,Sat,Vanderbilt,51,,Middle Tennessee State,0,
23,2,Sep 25 1915,Sat,Virginia,20,,Randolph-Macon,0,
24,2,Sep 25 1915,Sat,Virginia Military Institute,25,,Hampden-Sydney,7,
25,2,Sep 25 1915,Sat,Wake Forest,80,,Florence YMCA,0,
26,2,Sep 25 1915,Sat,Washington & Jefferson,6,@,Geneva,0,
27,2,Sep 25 1915,Sat,Washington & Lee,14,,Davidson,0,
28,2,Sep 25 1915,Sat,West Virginia Wesleyan,61,,St. Francis (Pennsylvania),0,
29,2,Sep 25 1915,Sat,Wyoming,19,,Laramie High,0,
30,2,Sep 25 1915,Sat,Yale,37,,Maine,0,
31,2,Sep 26 1915,Sun,Virginia Tech,26,,Roanoke,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
32,3,Sep 28 1915,Tue,Georgia,79,,Newberry,0,
33,3,Sep 29 1915,Wed,Pennsylvania,63,,Albright,0,
34,3,Sep 29 1915,Wed,Susquehanna,0,,Bucknell,0,
35,3,Oct 1 1915,Fri,Arkansas State,10,@,Mississippi,0,
36,3,Oct 1 1915,Fri,Auburn,78,,Marion,0,Selma AL
37,3,Oct 1 1915,Fri,Georgia,64,,North Georgia,0,
38,3,Oct 1 1915,Fri,Kansas State,9,,Southwestern (Kansas),0,
39,3,Oct 1 1915,Fri,Louisiana State,42,,Jefferson,0,
40,3,Oct 2 1915,Sat,Alabama,44,,Samford,0,
41,3,Oct 2 1915,Sat,Arkansas,41,,Hendrix,0,
42,3,Oct 2 1915,Sat,Baylor,3,,Howard Payne,0,
43,3,Oct 2 1915,Sat,Colgate,44,,Susquehanna,0,
44,3,Oct 2 1915,Sat,Colorado,30,,Wyoming,0,
45,3,Oct 2 1915,Sat,Colorado College,76,,Colorado Springs High,0,
46,3,Oct 2 1915,Sat,Cornell,34,,Oberlin,7,
47,3,Oct 2 1915,Sat,Dartmouth,32,,Maine,0,
48,3,Oct 2 1915,Sat,Davidson,6,,Clemson,6,
49,3,Oct 2 1915,Sat,Furman,60,,Erskine,0,
50,3,Oct 2 1915,Sat,Georgetown,9,@,Navy,0,
51,3,Oct 2 1915,Sat,Georgia Tech,52,,Mercer,0,
52,3,Oct 2 1915,Sat,Harvard,7,,Massachusetts,0,
53,3,Oct 2 1915,Sat,Holy Cross,14,,Army,14,
54,3,Oct 2 1915,Sat,Illinois,36,,Haskell,0,
55,3,Oct 2 1915,Sat,Indiana,7,,DePauw,0,
56,3,Oct 2 1915,Sat,Iowa,33,@,Cornell College,0,
57,3,Oct 2 1915,Sat,Iowa State,27,,Simpson,0,
58,3,Oct 2 1915,Sat,Kansas,20,,William Jewell,0,
59,3,Oct 2 1915,Sat,Kentucky,33,,Butler,0,
60,3,Oct 2 1915,Sat,Lafayette,13,,Ursinus,2,
61,3,Oct 2 1915,Sat,Lehigh,14,,Carlisle,0,
62,3,Oct 2 1915,Sat,Minnesota,41,,North Dakota,0,
63,3,Oct 2 1915,Sat,Mississippi State,12,,Mississippi College,0,Jackson MS
64,3,Oct 2 1915,Sat,Missouri,13,,Oklahoma State,6,
65,3,Oct 2 1915,Sat,Nebraska,48,,Drake,13,
66,3,Oct 2 1915,Sat,North Carolina,14,,Citadel,7,
67,3,Oct 2 1915,Sat,Northwestern,27,,Lake Forest,6,
68,3,Oct 2 1915,Sat,Notre Dame,32,,Alma,0,
69,3,Oct 2 1915,Sat,Ohio State,19,,Ohio Wesleyan,6,
70,3,Oct 2 1915,Sat,Oklahoma,55,@,Southwestern Oklahoma State,0,
71,3,Oct 2 1915,Sat,Penn State,13,,Lebanon Valley,0,
72,3,Oct 2 1915,Sat,Pennsylvania,10,,Franklin & Marshall,6,
73,3,Oct 2 1915,Sat,Pittsburgh,32,,Westminster (Pennsylvania),0,
74,3,Oct 2 1915,Sat,Presbyterian,16,,Wofford,6,
75,3,Oct 2 1915,Sat,Princeton,10,,Rutgers,0,
76,3,Oct 2 1915,Sat,Rice,46,,Trinity (Texas),0,
77,3,Oct 2 1915,Sat,Sewanee,57,,Morgan,0,
78,3,Oct 2 1915,Sat,South Carolina,29,,Newberry,0,
79,3,Oct 2 1915,Sat,Syracuse,6,,Bucknell,0,
80,3,Oct 2 1915,Sat,Tennessee,21,,Tusculum,0,
81,3,Oct 2 1915,Sat,Texas,72,,Texas Christian,0,
82,3,Oct 2 1915,Sat,Texas A&M,40,,Austin,0,
83,3,Oct 2 1915,Sat,Trinity (CT),0,,Brown,0,
84,3,Oct 2 1915,Sat,Vanderbilt,47,,Rhodes,0,
85,3,Oct 2 1915,Sat,Virginia,10,@,Yale,0,
86,3,Oct 2 1915,Sat,Virginia Military Institute,19,,William & Mary,6,
87,3,Oct 2 1915,Sat,Virginia Tech,19,,Randolph-Macon,3,
88,3,Oct 2 1915,Sat,Wabash,7,,Purdue,7,
89,3,Oct 2 1915,Sat,Washington & Jefferson,6,,West Virginia,6,
90,3,Oct 2 1915,Sat,Washington & Lee,20,,West Virginia Wesleyan,0,
91,3,Oct 2 1915,Sat,Wisconsin,82,,Lawrence,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
92,4,Oct 6 1915,Wed,Michigan,39,,Lawrence,0,
93,4,Oct 8 1915,Fri,Baylor,26,@,Rice,0,
94,4,Oct 8 1915,Fri,Louisiana State,14,,Mississippi College,0,
95,4,Oct 8 1915,Fri,Mississippi,13,,Rhodes,6,
96,4,Oct 8 1915,Fri,Texas Christian,43,,Southern Methodist,0,
97,4,Oct 8 1915,Fri,Wisconsin,85,,Marquette,0,
98,4,Oct 9 1915,Sat,Alabama,67,,Birmingham,0,
99,4,Oct 9 1915,Sat,Amherst,7,,Brown,0,
100,4,Oct 9 1915,Sat,Arkansas,13,,Ouachita,9,
101,4,Oct 9 1915,Sat,Army,22,,Gettysburg,0,
102,4,Oct 9 1915,Sat,Auburn,7,,Florida,0,
103,4,Oct 9 1915,Sat,Chicago,7,@,Northwestern,0,
104,4,Oct 9 1915,Sat,Citadel,54,@,Porter Military,0,
105,4,Oct 9 1915,Sat,Clemson,3,@,Tennessee,0,
106,4,Oct 9 1915,Sat,Colgate,44,@,Rochester,0,
107,4,Oct 9 1915,Sat,Colorado College,47,,Montana State,0,
108,4,Oct 9 1915,Sat,Colorado State,23,@,Colorado,6,
109,4,Oct 9 1915,Sat,Cornell,46,,Williams,6,
110,4,Oct 9 1915,Sat,Dartmouth,20,,Tufts,7,
111,4,Oct 9 1915,Sat,Denver,47,,South Denver High,0,
112,4,Oct 9 1915,Sat,Georgetown,58,,Reina Mercedes,0,
113,4,Oct 9 1915,Sat,Georgia,6,,Chattanooga,6,
114,4,Oct 9 1915,Sat,Georgia Tech,27,,Davidson,7,
115,4,Oct 9 1915,Sat,Harvard,29,,Carlisle,7,
116,4,Oct 9 1915,Sat,Highland Park,16,@,Drake,13,
117,4,Oct 9 1915,Sat,Illinois,75,,Missouri-Rolla,7,
118,4,Oct 9 1915,Sat,Indiana,41,,Miami (OH),0,
119,4,Oct 9 1915,Sat,Iowa,17,@,Morningside,6,
120,4,Oct 9 1915,Sat,Kansas,21,,Emporia State,3,
121,4,Oct 9 1915,Sat,Kentucky,54,,Earlham,13,
122,4,Oct 9 1915,Sat,Mercer,13,,Wofford,6,
123,4,Oct 9 1915,Sat,Michigan,35,,Mount Union,0,
124,4,Oct 9 1915,Sat,Minnesota,34,,Iowa State,6,
125,4,Oct 9 1915,Sat,Nebraska,31,,Kansas State,0,
126,4,Oct 9 1915,Sat,North Carolina,35,,Wake Forest,0,
127,4,Oct 9 1915,Sat,Notre Dame,34,,Haskell,0,
128,4,Oct 9 1915,Sat,Ohio State,14,,Case,0,
129,4,Oct 9 1915,Sat,Oklahoma,102,,Northwestern Oklahoma State,0,
130,4,Oct 9 1915,Sat,Oklahoma State,6,,Friends,0,
131,4,Oct 9 1915,Sat,Penn State,13,@,Pennsylvania,3,
132,4,Oct 9 1915,Sat,Pittsburgh,47,@,Navy,12,
133,4,Oct 9 1915,Sat,Princeton,3,,Syracuse,0,
134,4,Oct 9 1915,Sat,Purdue,26,,Beloit,0,
135,4,Oct 9 1915,Sat,Roanoke,0,,North Carolina State,0,
136,4,Oct 9 1915,Sat,Sewanee,47,,Cumberland,0,
137,4,Oct 9 1915,Sat,South Carolina,41,,Presbyterian,0,
138,4,Oct 9 1915,Sat,Swarthmore,3,@,Bucknell,0,
139,4,Oct 9 1915,Sat,Texas,92,,Daniel Baker,0,
140,4,Oct 9 1915,Sat,Texas A&M,62,,Trinity (Texas),0,
141,4,Oct 9 1915,Sat,Transylvania,0,,Mississippi State,0,
142,4,Oct 9 1915,Sat,Tulane,13,,Louisiana-Lafayette,0,
143,4,Oct 9 1915,Sat,Utah,70,,Wyoming,7,
144,4,Oct 9 1915,Sat,Utah State,13,,Granite High,0,
145,4,Oct 9 1915,Sat,Vanderbilt,75,,Georgetown (Kentucky),0,
146,4,Oct 9 1915,Sat,Virginia,74,,Richmond,0,
147,4,Oct 9 1915,Sat,Virginia Military Institute,7,,Gallaudet,0,
148,4,Oct 9 1915,Sat,Virginia Tech,19,,Hampden-Sydney,0,
149,4,Oct 9 1915,Sat,Washington & Jefferson,17,,Lafayette,0,
150,4,Oct 9 1915,Sat,Washington & Lee,27,,Marshall,0,
151,4,Oct 9 1915,Sat,Washington (MO),13,,Missouri,0,
152,4,Oct 9 1915,Sat,West Virginia Wesleyan,65,,Bethany (West Virginia),0,
153,4,Oct 9 1915,Sat,Yale,7,,Lehigh,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
154,5,Oct 13 1915,Wed,Michigan,28,,Marietta,6,
155,5,Oct 13 1915,Wed,Vanderbilt,60,,Cumberland,0,
