Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 27 1918,Fri,Clemson,65,,Camp Sevier,0,
2,1,Sep 27 1918,Fri,Kansas State,22,,Baker,0,
3,1,Sep 28 1918,Sat,Camp Pike,6,@,Arkansas,0,
4,1,Sep 28 1918,Sat,Great Lakes Navy,10,@,Iowa,0,
5,1,Sep 28 1918,Sat,Notre Dame,26,@,Case,6,
6,1,Sep 28 1918,Sat,Rutgers,66,,Ursinus,0,
7,1,Sep 28 1918,Sat,Texas,19,,Texas Christian,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
8,2,Oct 4 1918,Fri,Illinois,3,@,Chanute Field,0,
9,2,Oct 5 1918,Sat,Arkansas,6,,Missouri-Rolla,0,
10,2,Oct 5 1918,Sat,Camp Logan,10,@,Rice,0,
11,2,Oct 5 1918,Sat,Camp MacDowell,21,@,California,7,
12,2,Oct 5 1918,Sat,Carruthers Field,7,@,Texas Christian,6,
13,2,Oct 5 1918,Sat,Georgia Tech,28,,Clemson,0,
14,2,Oct 5 1918,Sat,Iowa,12,@,Nebraska,0,
15,2,Oct 5 1918,Sat,Kansas State,27,,Fort Riley,7,
16,2,Oct 5 1918,Sat,Kentucky,24,@,Indiana,7,
17,2,Oct 5 1918,Sat,Mare Island Marines,31,@,Goat Island Navy,0,
18,2,Oct 5 1918,Sat,Michigan,33,,Case,0,
19,2,Oct 5 1918,Sat,Michigan State,21,,Albion,6,
20,2,Oct 5 1918,Sat,Minnesota Alumni,0,,Minnesota,0,
21,2,Oct 5 1918,Sat,Ohio State,41,,Ohio Wesleyan,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
22,3,Oct 12 1918,Sat,California,13,,Presidio of San Francisco,7,
23,3,Oct 12 1918,Sat,Chicago Naval Reserve,14,@,Chicago,7,
24,3,Oct 12 1918,Sat,Georgia Tech,118,,Furman,0,
25,3,Oct 12 1918,Sat,Great Lakes Navy,7,@,Illinois,0,
26,3,Oct 12 1918,Sat,Iowa,27,,Coe,0,
27,3,Oct 12 1918,Sat,Lehigh,6,,League Island Navy,0,
28,3,Oct 12 1918,Sat,Mare Island Marines,66,,Fremont Ammuntion,0,
29,3,Oct 12 1918,Sat,Michigan State,66,,Hillsdale,6,
30,3,Oct 12 1918,Sat,Minnesota,30,,Overland Station,0,
31,3,Oct 12 1918,Sat,Multnomah A.C.,20,@,Oregon,0,
32,3,Oct 12 1918,Sat,Ohio State,34,,Denison,0,
33,3,Oct 12 1918,Sat,Oklahoma State,19,,Haskell,6,
34,3,Oct 12 1918,Sat,Texas A&M,6,,Ream Field,0,
35,3,Oct 13 1918,Sun,Texas,25,,Penn Radio School,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
36,4,Oct 16 1918,Wed,Chicago,46,,Crane J.C.,0,
37,4,Oct 18 1918,Fri,Chicago,41,,Hyde Park High,0,
38,4,Oct 19 1918,Sat,Auburn,58,,Oglethorpe,0,
39,4,Oct 19 1918,Sat,Camp Greenleaf,6,@,Vanderbilt,0,
40,4,Oct 19 1918,Sat,Davidson,21,,Washington & Lee,0,
41,4,Oct 19 1918,Sat,Georgia Tech,123,,11th Cavalry,0,
42,4,Oct 19 1918,Sat,Iowa,34,,Cornell College,0,
43,4,Oct 19 1918,Sat,Lafayette,17,,Ursinus,0,
44,4,Oct 19 1918,Sat,MacAurthur Field,7,@,Baylor,6,
45,4,Oct 19 1918,Sat,Mare Island Marines,67,,Camp Baker,0,
46,4,Oct 19 1918,Sat,Minnesota,25,@,St. Thomas,7,
47,4,Oct 19 1918,Sat,Oklahoma,103,,Arkansas,0,
48,4,Oct 19 1918,Sat,Oklahoma State,26,@,Central Oklahoma,6,
49,4,Oct 19 1918,Sat,Pennsylvania,27,,USS Minnesota,0,
50,4,Oct 19 1918,Sat,Ream Field,7,@,Rice,0,
51,4,Oct 19 1918,Sat,Rutgers,7,,Pelham Bay Navy,0,
52,4,Oct 19 1918,Sat,Texas A&M,12,,Camp Travis,6,
53,4,Oct 19 1918,Sat,Texas Christian,14,@,Southwestern (TX),6,
54,4,Oct 19 1918,Sat,U.S. Marines,12,,Lehigh,6,
55,4,Oct 19 1918,Sat,Virginia Tech,30,,Belmont A.C.,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
56,5,Oct 26 1918,Sat,American,13,@,Maryland,6,
57,5,Oct 26 1918,Sat,Arkansas,23,,Tulsa,6,
58,5,Oct 26 1918,Sat,Barron Field,26,@,Baylor,0,
59,5,Oct 26 1918,Sat,Camp Grant,7,@,Wisconsin,0,
60,5,Oct 26 1918,Sat,Camp Griffin,26,@,Auburn,0,
61,5,Oct 26 1918,Sat,Camp Hancock,25,@,Vanderbilt,6,
62,5,Oct 26 1918,Sat,Camp Logan,0,,Rice,0,
63,5,Oct 26 1918,Sat,Chicago Naval Reserve,7,@,Illinois,0,
64,5,Oct 26 1918,Sat,Dartmouth,20,,Norwich,0,
65,5,Oct 26 1918,Sat,DePauw,9,@,Purdue,7,
66,5,Oct 26 1918,Sat,Drake,36,@,Des Moines,7,
67,5,Oct 26 1918,Sat,Furman,26,,48th Infantry,0,
68,5,Oct 26 1918,Sat,Georgia Tech,28,,Camp Gordon,0,
69,5,Oct 26 1918,Sat,Mare Island Marines,34,@,Saint Mary's (CA),7,
70,5,Oct 26 1918,Sat,Minnesota,59,,Carleton-St. Olaf,6,
71,5,Oct 26 1918,Sat,Muhlenberg,7,@,Lafayette,0,
72,5,Oct 26 1918,Sat,Navy,47,,Newport NTS,7,
73,5,Oct 26 1918,Sat,Northwestern,0,,Great Lakes Navy,0,
74,5,Oct 26 1918,Sat,Oklahoma,44,,Central Oklahoma,0,
75,5,Oct 26 1918,Sat,Oregon State,7,@,Vancouver Barracks,0,
76,5,Oct 26 1918,Sat,Philadelphia Naval Yard,7,@,Pennsylvania,0,
77,5,Oct 26 1918,Sat,Presbyterian,20,,Bailey Military,0,
78,5,Oct 26 1918,Sat,Rutgers,39,@,Lehigh,0,
79,5,Oct 26 1918,Sat,Sewanee,68,,Morgan,6,
80,5,Oct 26 1918,Sat,Southern Methodist,19,,Austin,0,
81,5,Oct 26 1918,Sat,Southwestern (TX),35,,Texas State,0,
82,5,Oct 26 1918,Sat,Syracuse,13,,Navy Transport,0,
83,5,Oct 26 1918,Sat,Virginia Tech,33,,Camp Humphreys,6,
84,5,Oct 26 1918,Sat,Washington & Jefferson,7,,Indiana (Pennsylvania),0,
85,5,Oct 26 1918,Sat,Washington (MO),30,,Westminster (Missouri),6,
86,5,Oct 27 1918,Sun,Texas,22,,Penn Radio School,7,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
87,6,Oct 29 1918,Tue,Chicago,6,,Loyola Academy,0,
88,6,Nov 2 1918,Sat,Arkansas,12,@,Missouri State,6,
89,6,Nov 2 1918,Sat,Camp Greenleaf,14,@,Sewanee,0,
90,6,Nov 2 1918,Sat,Camp Taylor,7,,Indiana,3,
91,6,Nov 2 1918,Sat,Chicago Naval Reserve,25,@,Northwestern,0,
92,6,Nov 2 1918,Sat,Clemson,39,@,South Carolina,0,
93,6,Nov 2 1918,Sat,Colorado Mines,47,,Camp Logan,9,
94,6,Nov 2 1918,Sat,Davidson,14,@,North Carolina,0,
95,6,Nov 2 1918,Sat,Fort Lewis,21,,Oregon State,6,
96,6,Nov 2 1918,Sat,Furman,20,,48th Infantry,7,
97,6,Nov 2 1918,Sat,Grinnell,71,@,Drake,0,
98,6,Nov 2 1918,Sat,Illinois,19,@,Iowa,0,
99,6,Nov 2 1918,Sat,Kelly Field,28,@,Rice,0,
100,6,Nov 2 1918,Sat,Lehigh,54,@,Muhlenberg,0,
101,6,Nov 2 1918,Sat,Mare Island Navy,80,@,Stanford,0,
102,6,Nov 2 1918,Sat,Maryland,7,@,Virginia Military Institute,6,
103,6,Nov 2 1918,Sat,Michigan State,16,,Western Michigan,7,
104,6,Nov 2 1918,Sat,Navy,66,,St. Helena NTS,0,
105,6,Nov 2 1918,Sat,North Carolina State,54,,Guilford,0,
106,6,Nov 2 1918,Sat,Notre Dame,67,@,Wabash,7,
107,6,Nov 2 1918,Sat,Oklahoma,58,,Post Field,0,
108,6,Nov 2 1918,Sat,Oregon,41,,Foundation,0,
109,6,Nov 2 1918,Sat,Payne Field,7,@,Mississippi State,6,
110,6,Nov 2 1918,Sat,Purdue,7,,Chicago,3,
111,6,Nov 2 1918,Sat,Rutgers,40,,Hoboken Navy,0,
112,6,Nov 2 1918,Sat,Southern Methodist,6,,Love Field,0,
113,6,Nov 2 1918,Sat,Southwestern (TX),65,,Howard Payne,0,
114,6,Nov 2 1918,Sat,Texas A&M,19,@,Baylor,0,
115,6,Nov 2 1918,Sat,Texas Christian,39,,North Texas,0,
116,6,Nov 2 1918,Sat,Vanderbilt,33,,Kentucky,0,
117,6,Nov 2 1918,Sat,Virginia Tech,13,,Washington & Lee,0,Roanoke VA
118,6,Nov 2 1918,Sat,Washington & Jefferson,68,,Camp Sherman,0,
119,6,Nov 2 1918,Sat,Washington (MO),26,,Missouri-Rolla,0,
120,6,Nov 2 1918,Sat,Wisconsin,21,,Beloit,0,
121,6,Nov 2 1918,Sat,Wissahickon Barracks,6,,Penn State,6,
122,6,Nov 3 1918,Sun,Auburn,20,@,Marion,7,
123,6,Nov 3 1918,Sun,Camp Devens,19,@,Brown,7,
124,6,Nov 3 1918,Sun,Swarthmore,20,@,Pennsylvania,12,
125,6,Nov 3 1918,Sun,Syracuse,34,@,Dartmouth,6,
126,6,Nov 3 1918,Sun,Texas,26,,Ream Field,2,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
127,7,Nov 6 1918,Wed,Crane J.C.,0,,Chicago,0,
128,7,Nov 7 1918,Thu,Pennsylvania,12,,St. Joseph's (Pennsylvania),0,
129,7,Nov 9 1918,Sat,California,40,,Saint Mary's (CA),14,
130,7,Nov 9 1918,Sat,Camp Dodge,6,@,Iowa State,0,
131,7,Nov 9 1918,Sat,Camp Gordon,14,,Auburn,6,Columbus GA
132,7,Nov 9 1918,Sat,Camp Hancock,66,@,Clemson,13,
133,7,Nov 9 1918,Sat,Colorado Mines,48,,Denver,6,
134,7,Nov 9 1918,Sat,Erskine,6,,Furman,6,
135,7,Nov 9 1918,Sat,Great Lakes Navy,7,,Notre Dame,7,
136,7,Nov 9 1918,Sat,Harvard,7,,Tufts,0,
137,7,Nov 9 1918,Sat,Illinois,22,@,Wisconsin,0,
138,7,Nov 9 1918,Sat,Indiana,41,,Camp Harrison,0,
139,7,Nov 9 1918,Sat,Iowa,6,,Minnesota,0,
140,7,Nov 9 1918,Sat,Kansas State,28,,Washburn,9,
141,7,Nov 9 1918,Sat,Kentucky,21,@,Georgetown (Kentucky),3,
142,7,Nov 9 1918,Sat,Mare Island Marines,39,,Vancouver Barracks,0,
143,7,Nov 9 1918,Sat,Maryland,19,,McDaniel,14,Baltimore MD
144,7,Nov 9 1918,Sat,Mather Field,70,@,Stanford,0,
145,7,Nov 9 1918,Sat,Michigan,13,@,Chicago,0,
146,7,Nov 9 1918,Sat,Mississippi State,12,,Camp Shelby,0,
147,7,Nov 9 1918,Sat,Navy,37,,Norfolk Navy,6,
148,7,Nov 9 1918,Sat,Nebraska,19,,Omaha Balloon,0,
149,7,Nov 9 1918,Sat,Newport NTS,41,,Virginia Military Institute,0,
150,7,Nov 9 1918,Sat,Northwestern,47,,Knox,7,
151,7,Nov 9 1918,Sat,Ohio State,56,,Case,0,
152,7,Nov 9 1918,Sat,Oklahoma,33,@,Kansas,0,
153,7,Nov 9 1918,Sat,Oregon,20,@,Fort Lewis,3,
154,7,Nov 9 1918,Sat,Oregon State,14,,Standifer Shipbuilders,0,
155,7,Nov 9 1918,Sat,Payne Field,6,@,Mississippi,0,West Point MS
156,7,Nov 9 1918,Sat,Pittsburgh,34,,Washington & Jefferson,0,
157,7,Nov 9 1918,Sat,Purdue,14,@,Michigan State,6,
158,7,Nov 9 1918,Sat,Ream Field,3,@,Rice,0,
159,7,Nov 9 1918,Sat,Rutgers,26,@,Penn State,3,
160,7,Nov 9 1918,Sat,Southern Methodist,14,,Baylor,0,
161,7,Nov 9 1918,Sat,Texas A&M,7,,Southwestern (TX),0,
162,7,Nov 9 1918,Sat,Texas Christian,25,,Austin,0,
163,7,Nov 9 1918,Sat,Vanderbilt,76,,Tennessee,0,
164,7,Nov 9 1918,Sat,Virginia Tech,27,,Wake Forest,0,
165,7,Nov 9 1918,Sat,Washington (MO),26,,Drake,0,
166,7,Nov 10 1918,Sun,Dartmouth,26,,U.S. Marines,0,
167,7,Nov 10 1918,Sun,Georgia Tech,128,,North Carolina State,0,
168,7,Nov 10 1918,Sun,Pennsylvania,34,,Lafayette,0,
169,7,Nov 10 1918,Sun,Syracuse,53,,Brown,0,
170,7,Nov 10 1918,Sun,Texas,27,,Oklahoma State,5,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
171,8,Nov 13 1918,Wed,Texas,22,,Camp Mabry,0,
172,8,Nov 15 1918,Fri,Colorado Mines,48,,Colorado College,6,Denver CO
173,8,Nov 16 1918,Sat,Camp Greene,0,,Davidson,0,
174,8,Nov 16 1918,Sat,Clemson,7,,Citadel,0,Columbia SC
175,8,Nov 16 1918,Sat,Denver,14,,Colorado State,0,
176,8,Nov 16 1918,Sat,Drake,13,,Simpson,6,
177,8,Nov 16 1918,Sat,Erskine,27,@,Wofford,0,
178,8,Nov 16 1918,Sat,Geneva,3,,Washington & Jefferson,0,
179,8,Nov 16 1918,Sat,Great Lakes Navy,54,@,Rutgers,14,Brooklyn NY
180,8,Nov 16 1918,Sat,Illinois,13,,Ohio State,0,
181,8,Nov 16 1918,Sat,Indiana,13,,DePauw,0,
182,8,Nov 16 1918,Sat,Iowa,21,,Iowa State,0,
183,8,Nov 16 1918,Sat,Mare Island Marines,16,,Fort Lewis,0,
184,8,Nov 16 1918,Sat,Maryland,6,,New York University,2,
185,8,Nov 16 1918,Sat,Mather Field,13,@,California,0,
186,8,Nov 16 1918,Sat,Michigan,15,,Syracuse,0,
187,8,Nov 16 1918,Sat,Michigan State,13,,Notre Dame,7,
188,8,Nov 16 1918,Sat,Minnesota,6,,Wisconsin,0,
189,8,Nov 16 1918,Sat,Mississippi,39,,Union (Tennessee),0,
190,8,Nov 16 1918,Sat,Navy,127,,Ursinus,0,
