Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 13 1952,Sat,Virginia Tech,19,,Marshall,14,Bluefield WV
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
2,2,Sep 19 1952,Fri,Alabama,20,,Southern Mississippi,6,Montgomery AL
3,2,Sep 19 1952,Fri,Brigham Young,14,,San Diego Navy,7,
4,2,Sep 19 1952,Fri,Furman,47,,Newberry,6,
5,2,Sep 19 1952,Fri,Mississippi,54,@,Memphis,6,
6,2,Sep 19 1952,Fri,(16) Southern California,35,,(15) Washington State,7,
7,2,Sep 20 1952,Sat,Arizona,57,,Hawaii,7,
8,2,Sep 20 1952,Sat,Arizona State,26,@,Hardin-Simmons,7,
9,2,Sep 20 1952,Sat,Arkansas,22,,Oklahoma State,20,Little Rock AR
10,2,Sep 20 1952,Sat,Baylor,17,,Wake Forest,14,
11,2,Sep 20 1952,Sat,Bolling Field,13,@,Syracuse,12,
12,2,Sep 20 1952,Sat,Boston University,6,@,Wichita State,0,
13,2,Sep 20 1952,Sat,(8) California,34,,Pacific,13,
14,2,Sep 20 1952,Sat,Clemson,53,,Presbyterian,13,
15,2,Sep 20 1952,Sat,Colorado,20,,San Jose State,14,
16,2,Sep 20 1952,Sat,Colorado State,26,@,Colorado Mines,0,
17,2,Sep 20 1952,Sat,Denver,34,,Colorado College,12,
18,2,Sep 20 1952,Sat,Drake,14,@,Northern Iowa,12,
19,2,Sep 20 1952,Sat,(19) Duke,34,,Washington & Lee,0,
20,2,Sep 20 1952,Sat,Florida,33,,Stetson,6,
21,2,Sep 20 1952,Sat,Georgia,19,@,Vanderbilt,7,
22,2,Sep 20 1952,Sat,(3) Georgia Tech,54,,Citadel,6,
23,2,Sep 20 1952,Sat,Iowa State,57,,South Dakota State,19,
24,2,Sep 20 1952,Sat,(17) Kansas,13,,(9) Texas Christian,0,
25,2,Sep 20 1952,Sat,Kansas State,21,,Bradley,7,
26,2,Sep 20 1952,Sat,(2) Maryland,13,@,Missouri,10,
27,2,Sep 20 1952,Sat,Nebraska,46,,South Dakota,0,
28,2,Sep 20 1952,Sat,New Mexico State,20,,Howard Payne,7,
29,2,Sep 20 1952,Sat,North Texas,27,,Texas-El Paso,14,Odessa TX
30,2,Sep 20 1952,Sat,Oregon State,14,@,Utah,7,
31,2,Sep 20 1952,Sat,Penn State,20,,Temple,13,
32,2,Sep 20 1952,Sat,Richmond,34,,Randolph-Macon,19,
33,2,Sep 20 1952,Sat,South Carolina,33,,Wofford,0,
34,2,Sep 20 1952,Sat,(13) Stanford,28,,Santa Clara,13,
35,2,Sep 20 1952,Sat,(11) Texas,35,@,Louisiana State,14,
36,2,Sep 20 1952,Sat,Texas A&M,21,@,Houston,13,
37,2,Sep 20 1952,Sat,Texas Tech,48,,West Texas A&M,7,
38,2,Sep 20 1952,Sat,(18) UCLA,13,,Oregon,6,
39,2,Sep 20 1952,Sat,Utah State,7,@,Montana,0,
40,2,Sep 20 1952,Sat,Villanova,25,@,Kentucky,6,
