Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
1,1,Sep 23 1920,Thu,Auburn,27,,Marion,0,
2,1,Sep 24 1920,Fri,Clemson,26,,Erskine,0,
3,1,Sep 24 1920,Fri,Morgan,0,,Samford,0,
4,1,Sep 25 1920,Sat,Alabama,59,,Southern Military Academy,0,
5,1,Sep 25 1920,Sat,Baylor,9,,Austin,0,
6,1,Sep 25 1920,Sat,Birmingham-Southern,47,,Hamilton A.C.,0,
7,1,Sep 25 1920,Sat,Brown,25,,Rhode Island,0,
8,1,Sep 25 1920,Sat,California,21,,Olympic Club,0,
9,1,Sep 25 1920,Sat,Drake,54,@,William Penn,0,
10,1,Sep 25 1920,Sat,Furman,33,,Elon,0,
11,1,Sep 25 1920,Sat,Georgia Tech,44,,Wake Forest,0,
12,1,Sep 25 1920,Sat,Harvard,3,,Holy Cross,0,
13,1,Sep 25 1920,Sat,Indiana,47,,Franklin,0,
14,1,Sep 25 1920,Sat,Lehigh,28,@,Lebanon Valley,0,
15,1,Sep 25 1920,Sat,Maryland,54,,Randolph-Macon,0,
16,1,Sep 25 1920,Sat,North Carolina State,23,,Davidson,0,
17,1,Sep 25 1920,Sat,Oglethorpe,66,,North Georgia,0,
18,1,Sep 25 1920,Sat,Penn State,27,,Muhlenberg,7,
19,1,Sep 25 1920,Sat,Pennsylvania,35,,Delaware,0,
20,1,Sep 25 1920,Sat,Phillips,35,,Southwestern Oklahoma State,0,
21,1,Sep 25 1920,Sat,Southern Methodist,70,,Daniel Baker,0,
22,1,Sep 25 1920,Sat,Syracuse,55,,Hobart,7,
23,1,Sep 25 1920,Sat,Tennessee,45,,Emory & Henry,0,
24,1,Sep 25 1920,Sat,Texas,63,,Hardin-Simmons,0,
25,1,Sep 25 1920,Sat,Ursinus,14,@,Rutgers,7,
26,1,Sep 25 1920,Sat,Virginia,27,,William & Mary,0,
27,1,Sep 25 1920,Sat,Virginia Military Institute,54,,Roanoke,0,
28,1,Sep 25 1920,Sat,Virginia Tech,35,,Hampden-Sydney,0,
29,1,Sep 25 1920,Sat,Washington & Jefferson,28,,Bethany (West Virginia),0,
30,1,Sep 25 1920,Sat,West Virginia,14,,West Virginia Wesleyan,0,Fairmount WV
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
31,2,Oct 1 1920,Fri,Kansas State,14,,Fort Hays State,0,
32,2,Oct 1 1920,Fri,Louisiana State,81,,Jefferson,0,
33,2,Oct 1 1920,Fri,Presbyterian,7,,Clemson,7,
34,2,Oct 2 1920,Sat,Alabama,49,,Marion,0,
35,2,Oct 2 1920,Sat,Auburn,88,,Samford,0,
36,2,Oct 2 1920,Sat,Baylor,7,,Oklahoma State,0,
37,2,Oct 2 1920,Sat,Brown,13,,Amherst,0,
38,2,Oct 2 1920,Sat,California,88,,Mare Island Marines,0,
39,2,Oct 2 1920,Sat,Centre,66,,Morris Harvey,0,
40,2,Oct 2 1920,Sat,Chattanooga,21,,Tusculum,0,Knoxville TN
41,2,Oct 2 1920,Sat,Clemson,26,,Newberry,6,
42,2,Oct 2 1920,Sat,Coe,6,@,Iowa State,0,
43,2,Oct 2 1920,Sat,Colorado State,13,@,Wyoming,0,
44,2,Oct 2 1920,Sat,Cornell,13,,Rochester,6,
45,2,Oct 2 1920,Sat,Dartmouth,31,,Norwich,0,
46,2,Oct 2 1920,Sat,Denver,20,,Northern Colorado,0,
47,2,Oct 2 1920,Sat,Drake,66,,Simpson,0,
48,2,Oct 2 1920,Sat,Furman,41,,Erskine,0,
49,2,Oct 2 1920,Sat,Georgia,40,,Citadel,0,
50,2,Oct 2 1920,Sat,Georgia Tech,55,,Oglethorpe,0,
51,2,Oct 2 1920,Sat,Grinnell,42,,William Penn,0,
52,2,Oct 2 1920,Sat,Hardin-Simmons,0,,Southern Methodist,0,
53,2,Oct 2 1920,Sat,Harvard,41,,Maine,0,
54,2,Oct 2 1920,Sat,Iowa,14,@,Indiana,7,
55,2,Oct 2 1920,Sat,Kansas,47,,Emporia State,0,
56,2,Oct 2 1920,Sat,Kentucky,62,,Rhodes,0,
57,2,Oct 2 1920,Sat,Lafayette,20,,Muhlenberg,0,
58,2,Oct 2 1920,Sat,Lehigh,7,,West Virginia,7,
59,2,Oct 2 1920,Sat,Louisiana State,34,,Northwestern State,0,
60,2,Oct 2 1920,Sat,Mercer,59,,Lanier,0,
61,2,Oct 2 1920,Sat,Minnesota,41,,North Dakota,3,
62,2,Oct 2 1920,Sat,Mississippi State,27,,Mississippi College,0,
63,2,Oct 2 1920,Sat,Missouri,41,,Missouri Wesleyan,0,
64,2,Oct 2 1920,Sat,Nebraska,14,,Washburn,0,
65,2,Oct 2 1920,Sat,North Carolina,6,,Wake Forest,0,
66,2,Oct 2 1920,Sat,North Carolina State,14,@,Navy,7,
67,2,Oct 2 1920,Sat,Northwestern,14,,Knox,0,
68,2,Oct 2 1920,Sat,Notre Dame,39,,Kalamazoo,0,
69,2,Oct 2 1920,Sat,Ohio State,55,,Ohio Wesleyan,0,
70,2,Oct 2 1920,Sat,Penn State,13,,Gettysburg,0,
71,2,Oct 2 1920,Sat,Pennsylvania,7,,Bucknell,0,
72,2,Oct 2 1920,Sat,Phillips,27,@,Southwestern Oklahoma State,7,
73,2,Oct 2 1920,Sat,Pittsburgh,47,@,Geneva,0,
74,2,Oct 2 1920,Sat,Princeton,17,,Swarthmore,6,
75,2,Oct 2 1920,Sat,Purdue,10,,DePauw,0,
76,2,Oct 2 1920,Sat,Rutgers,6,,Maryland,0,
77,2,Oct 2 1920,Sat,Sewanee,7,,Bryson,0,
78,2,Oct 2 1920,Sat,South Carolina,10,,Wofford,0,
79,2,Oct 2 1920,Sat,Stanford,41,,Saint Mary's (CA),0,
80,2,Oct 2 1920,Sat,Susquehanna,0,,Colgate,0,
81,2,Oct 2 1920,Sat,Syracuse,49,,Vermont,0,
82,2,Oct 2 1920,Sat,Tennessee,47,,Maryville (TN),0,
83,2,Oct 2 1920,Sat,Texas,27,,Southwestern (TX),0,
84,2,Oct 2 1920,Sat,Texas A&M,110,,Daniel Baker,0,
85,2,Oct 2 1920,Sat,Texas Christian,20,,Southeastern Oklahoma State,0,
86,2,Oct 2 1920,Sat,Tulane,79,,Louisiana-Lafayette,0,
87,2,Oct 2 1920,Sat,Vanderbilt,54,,Birmingham-Southern,0,
88,2,Oct 2 1920,Sat,Virginia,65,,Randolph-Macon,0,
89,2,Oct 2 1920,Sat,Virginia Military Institute,136,,Hampden-Sydney,0,
90,2,Oct 2 1920,Sat,Virginia Tech,21,,William & Mary,0,
91,2,Oct 2 1920,Sat,Washington & Jefferson,7,,West Virginia Wesleyan,7,
92,2,Oct 2 1920,Sat,Washington & Lee,6,,Davidson,0,
93,2,Oct 2 1920,Sat,Washington (MO),21,,Missouri-Rolla,0,
94,2,Oct 2 1920,Sat,Wisconsin,60,,Lawrence,0,
95,2,Oct 2 1920,Sat,Yale,44,,Carnegie Mellon,0,
96,2,Oct 4 1920,Mon,Colorado College,41,,New Mexico,3,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
97,3,Oct 8 1920,Fri,Kansas State,55,,Camp Funston,0,
98,3,Oct 8 1920,Fri,Phillips,7,,Haskell,6,
99,3,Oct 9 1920,Sat,Alabama,45,,Birmingham-Southern,0,
100,3,Oct 9 1920,Sat,Allegheny,7,,Colgate,7,
101,3,Oct 9 1920,Sat,Auburn,14,,Fort Benning,2,
102,3,Oct 9 1920,Sat,Brown,32,,Maine,6,
103,3,Oct 9 1920,Sat,California,127,,Saint Mary's (CA),0,
104,3,Oct 9 1920,Sat,Centre,120,,Samford,0,
105,3,Oct 9 1920,Sat,Chicago,20,,Purdue,0,
106,3,Oct 9 1920,Sat,Clemson,13,,Wofford,7,
107,3,Oct 9 1920,Sat,Cornell,55,,St. Bonaventure,7,
108,3,Oct 9 1920,Sat,Florida,21,,Newberry,0,
109,3,Oct 9 1920,Sat,Furman,21,@,Citadel,6,
110,3,Oct 9 1920,Sat,Georgetown,27,,North Carolina State,0,
111,3,Oct 9 1920,Sat,Georgia,37,@,South Carolina,0,
112,3,Oct 9 1920,Sat,Georgia Tech,66,,Davidson,0,
113,3,Oct 9 1920,Sat,Harvard,21,,Valparaiso,0,
114,3,Oct 9 1920,Sat,Hendrix,0,,Arkansas,0,
115,3,Oct 9 1920,Sat,Illinois,41,,Drake,0,
116,3,Oct 9 1920,Sat,Indiana,24,,Mississippi State,0,
117,3,Oct 9 1920,Sat,Iowa,63,,Cornell College,0,
118,3,Oct 9 1920,Sat,Iowa State,28,@,Grinnell,0,
119,3,Oct 9 1920,Sat,Kansas,6,,Washburn,0,
120,3,Oct 9 1920,Sat,Kentucky,31,,Maryville (TN),0,
121,3,Oct 9 1920,Sat,Lehigh,9,,Rutgers,0,
122,3,Oct 9 1920,Sat,Louisiana State,40,,Spring Hill,0,
123,3,Oct 9 1920,Sat,Mercer,19,@,Stetson,6,
124,3,Oct 9 1920,Sat,Michigan,35,,Case,0,
125,3,Oct 9 1920,Sat,Missouri,44,@,Saint Louis,0,
126,3,Oct 9 1920,Sat,Navy,12,,Lafayette,7,
127,3,Oct 9 1920,Sat,Nebraska,7,,Colorado State,0,
128,3,Oct 9 1920,Sat,Northwestern,17,,Minnesota,0,
129,3,Oct 9 1920,Sat,Notre Dame,42,,Western Michigan,0,
130,3,Oct 9 1920,Sat,Oglethorpe,14,,Chattanooga,14,
131,3,Oct 9 1920,Sat,Ohio State,37,,Oberlin,0,
132,3,Oct 9 1920,Sat,Oklahoma,16,,Central Oklahoma,7,
133,3,Oct 9 1920,Sat,Olympic Club,10,@,Stanford,7,
134,3,Oct 9 1920,Sat,Oregon,7,,Multnomah A.C.,0,
135,3,Oct 9 1920,Sat,Penn State,14,,Dartmouth,7,
136,3,Oct 9 1920,Sat,Pennsylvania,21,,Swarthmore,0,
137,3,Oct 9 1920,Sat,Pittsburgh,34,,West Virginia,13,
138,3,Oct 9 1920,Sat,Princeton,35,,Maryland,0,
139,3,Oct 9 1920,Sat,Rice,28,,Baylor,0,
140,3,Oct 9 1920,Sat,Sewanee,54,,Georgetown (Kentucky),0,
141,3,Oct 9 1920,Sat,Syracuse,45,,Johns Hopkins,0,
142,3,Oct 9 1920,Sat,Texas,41,,Howard Payne,7,
143,3,Oct 9 1920,Sat,Texas A&M,3,@,Southern Methodist,0,
144,3,Oct 9 1920,Sat,Texas Christian,9,,Austin,7,
145,3,Oct 9 1920,Sat,Texas State,3,,Southwestern (TX),3,
146,3,Oct 9 1920,Sat,Tulane,29,,Mississippi College,0,
147,3,Oct 9 1920,Sat,Tulsa,21,,Oklahoma State,14,
148,3,Oct 9 1920,Sat,Utah State,21,@,Ogden A.C.,0,
149,3,Oct 9 1920,Sat,Vanderbilt,20,@,Tennessee,0,
150,3,Oct 9 1920,Sat,Virginia Military Institute,22,@,Virginia,6,
151,3,Oct 9 1920,Sat,Virginia Tech,75,,Emory & Henry,6,
152,3,Oct 9 1920,Sat,Washington,33,,Whitman,14,
153,3,Oct 9 1920,Sat,Washington & Jefferson,67,,Kalamazoo,0,
154,3,Oct 9 1920,Sat,Washington & Lee,27,,Wake Forest,0,
155,3,Oct 9 1920,Sat,Washington (MO),36,@,Drury,0,
156,3,Oct 9 1920,Sat,Washington State,35,@,Gonzaga,0,
157,3,Oct 9 1920,Sat,Wisconsin,27,,Michigan State,0,
158,3,Oct 9 1920,Sat,Wyoming,10,@,Denver,7,
159,3,Oct 9 1920,Sat,Yale,21,,North Carolina,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
160,4,Oct 13 1920,Wed,Georgia,7,@,Furman,0,
161,4,Oct 15 1920,Fri,Auburn,21,@,Clemson,0,
162,4,Oct 15 1920,Fri,Emporia State,7,,Kansas State,7,
163,4,Oct 15 1920,Fri,Newberry,9,,Wofford,7,
164,4,Oct 15 1920,Fri,Southern Methodist,14,,Howard Payne,0,
165,4,Oct 15 1920,Fri,Washington State,14,@,Idaho,7,
166,4,Oct 16 1920,Sat,Alabama,57,,Mississippi College,0,
167,4,Oct 16 1920,Sat,Austin,28,,Southwestern (TX),0,
168,4,Oct 16 1920,Sat,Baylor,20,,Trinity (Texas),6,
169,4,Oct 16 1920,Sat,Birmingham-Southern,27,,Mississippi,6,
170,4,Oct 16 1920,Sat,Boston College,21,@,Yale,13,
171,4,Oct 16 1920,Sat,Brown,14,,Colgate,0,
172,4,Oct 16 1920,Sat,California,79,,Nevada,7,
173,4,Oct 16 1920,Sat,Centre,55,,Transylvania,0,
174,4,Oct 16 1920,Sat,Chicago,41,,Wabash,0,
175,4,Oct 16 1920,Sat,Colorado,31,@,Denver,0,
176,4,Oct 16 1920,Sat,Colorado College,20,,Utah,2,
177,4,Oct 16 1920,Sat,Colorado State,42,,Wyoming,0,
178,4,Oct 16 1920,Sat,Cornell,60,,Union (NY),0,
179,4,Oct 16 1920,Sat,Dartmouth,27,,Holy Cross,14,
180,4,Oct 16 1920,Sat,Davidson,27,,Wake Forest,7,Charlotte NC
181,4,Oct 16 1920,Sat,Georgia Tech,44,@,Vanderbilt,0,
182,4,Oct 16 1920,Sat,Harvard,38,,Williams,0,
183,4,Oct 16 1920,Sat,Illinois,20,,Iowa,3,
184,4,Oct 16 1920,Sat,Kansas,7,,Drake,3,
185,4,Oct 16 1920,Sat,Lehigh,41,,Rochester,0,
186,4,Oct 16 1920,Sat,Louisiana State,0,,Texas A&M,0,
187,4,Oct 16 1920,Sat,Maryland,27,,Washington (Maryland),0,
188,4,Oct 16 1920,Sat,Miami (OH),14,,Kentucky,0,
189,4,Oct 16 1920,Sat,Michigan,35,,Michigan State,0,
190,4,Oct 16 1920,Sat,Mississippi State,33,,Southern Military Academy,0,
191,4,Oct 16 1920,Sat,Missouri,14,@,Iowa State,2,
192,4,Oct 16 1920,Sat,Montana,18,@,Washington,14,
193,4,Oct 16 1920,Sat,Multnomah A.C.,0,,Oregon State,0,
194,4,Oct 16 1920,Sat,Navy,7,,Bucknell,2,
195,4,Oct 16 1920,Sat,North Carolina,7,,South Carolina,0,
196,4,Oct 16 1920,Sat,Notre Dame,16,@,Nebraska,7,
197,4,Oct 16 1920,Sat,Ohio State,17,,Purdue,0,
198,4,Oct 16 1920,Sat,Penn State,41,,North Carolina State,0,
199,4,Oct 16 1920,Sat,Pennsylvania,7,,Lafayette,0,
200,4,Oct 16 1920,Sat,Phillips,13,@,Hardin-Simmons,7,
201,4,Oct 16 1920,Sat,Pittsburgh,7,,Syracuse,7,
202,4,Oct 16 1920,Sat,Presbyterian,34,@,North Georgia,7,
203,4,Oct 16 1920,Sat,Princeton,34,,Washington & Lee,0,
204,4,Oct 16 1920,Sat,Rice,0,,Tulane,0,
205,4,Oct 16 1920,Sat,Rutgers,19,,Virginia Tech,6,
206,4,Oct 16 1920,Sat,Samford,33,,Mercer,13,
207,4,Oct 16 1920,Sat,Sewanee,21,@,Oglethorpe,13,
