Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
80,3,Sep 24 1960,Sat,North Carolina State,3,@,North Carolina,0,
81,3,Sep 24 1960,Sat,(14) Northwestern,19,@,Oklahoma,3,
82,3,Sep 24 1960,Sat,Notre Dame,21,,California,7,
83,3,Sep 24 1960,Sat,(20) Ohio State,24,,Southern Methodist,0,
84,3,Sep 24 1960,Sat,Pennsylvania,35,,Lafayette,14,
85,3,Sep 24 1960,Sat,Rutgers,13,@,Princeton,8,
86,3,Sep 24 1960,Sat,(2) Syracuse,35,,Boston University,7,
87,3,Sep 24 1960,Sat,Tennessee,10,@,Auburn,3,Birmingham AL
88,3,Sep 24 1960,Sat,(15) Texas,34,@,Maryland,0,
89,3,Sep 24 1960,Sat,Texas Christian,7,@,Southern California,6,
90,3,Sep 24 1960,Sat,Texas Tech,14,,Texas A&M,14,
91,3,Sep 24 1960,Sat,Texas-El Paso,16,,North Texas,16,
92,3,Sep 24 1960,Sat,(8) UCLA,27,,Purdue,27,
93,3,Sep 24 1960,Sat,Utah,13,@,Arizona,3,
94,3,Sep 24 1960,Sat,Utah State,14,@,Montana,12,
95,3,Sep 24 1960,Sat,Virginia Tech,15,,West Virginia,0,Richmond VA
96,3,Sep 24 1960,Sat,(3) Washington,41,,Idaho,12,
97,3,Sep 24 1960,Sat,Wichita State,20,,Xavier,13,
98,3,Sep 24 1960,Sat,William & Mary,41,,Virginia,21,Norfolk VA
99,3,Sep 24 1960,Sat,Wisconsin,24,@,Stanford,7,
100,3,Sep 24 1960,Sat,Wofford,6,,Davidson,0,
101,3,Sep 24 1960,Sat,Wyoming,13,,New Mexico,3,
102,3,Sep 24 1960,Sat,Yale,11,,Connecticut,8,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
103,4,Sep 30 1960,Fri,Miami (FL),29,,North Carolina,12,
104,4,Oct 1 1960,Sat,Air Force,32,,Stanford,9,
105,4,Oct 1 1960,Sat,(15) Alabama,21,,Vanderbilt,0,Birmingham AL
106,4,Oct 1 1960,Sat,Arizona,21,,Wyoming,19,
107,4,Oct 1 1960,Sat,Arizona State,24,,Washington State,21,
108,4,Oct 1 1960,Sat,(14) Arkansas,7,@,Texas Christian,0,
109,4,Oct 1 1960,Sat,Army,28,@,California,10,
110,4,Oct 1 1960,Sat,Auburn,10,@,Kentucky,7,
111,4,Oct 1 1960,Sat,Baylor,7,@,Louisiana State,3,
112,4,Oct 1 1960,Sat,Boston University,20,,Holy Cross,14,
113,4,Oct 1 1960,Sat,Cincinnati,21,@,North Texas,0,
114,4,Oct 1 1960,Sat,Citadel,21,@,Davidson,15,
115,4,Oct 1 1960,Sat,(7) Clemson,13,,Virginia Tech,7,
116,4,Oct 1 1960,Sat,Colorado,27,,Kansas State,7,
117,4,Oct 1 1960,Sat,Colorado State,8,,Brigham Young,7,
118,4,Oct 1 1960,Sat,Cornell,15,,Bucknell,7,
119,4,Oct 1 1960,Sat,Dartmouth,15,,Pennsylvania,0,
120,4,Oct 1 1960,Sat,Dayton,14,,Villanova,0,
121,4,Oct 1 1960,Sat,Detroit Mercy,26,@,Xavier,6,
122,4,Oct 1 1960,Sat,Duke,20,@,Maryland,7,
123,4,Oct 1 1960,Sat,Florida,18,,(10) Georgia Tech,17,
124,4,Oct 1 1960,Sat,Florida State,14,,Wake Forest,6,
125,4,Oct 1 1960,Sat,Georgia,38,,South Carolina,6,
126,4,Oct 1 1960,Sat,(4) Illinois,33,,West Virginia,0,
127,4,Oct 1 1960,Sat,(8) Iowa,42,@,(6) Northwestern,0,
128,4,Oct 1 1960,Sat,Iowa State,10,@,Nebraska,7,
129,4,Oct 1 1960,Sat,Lehigh,39,@,Colgate,22,
130,4,Oct 1 1960,Sat,Massachusetts,27,@,Harvard,12,
131,4,Oct 1 1960,Sat,Michigan State,24,,Michigan,17,
132,4,Oct 1 1960,Sat,(18) Minnesota,42,,Indiana,0,
133,4,Oct 1 1960,Sat,(1) Mississippi,31,@,Memphis,20,
134,4,Oct 1 1960,Sat,(19) Missouri,21,@,(20) Penn State,8,
135,4,Oct 1 1960,Sat,Montana,18,,Idaho,14,
136,4,Oct 1 1960,Sat,(17) Navy,15,@,(3) Washington,14,
137,4,Oct 1 1960,Sat,North Carolina State,26,,Virginia,7,
138,4,Oct 1 1960,Sat,(9) Ohio State,20,,Southern California,0,
139,4,Oct 1 1960,Sat,Oklahoma,15,,Pittsburgh,14,
140,4,Oct 1 1960,Sat,Oregon,20,@,Utah,17,
141,4,Oct 1 1960,Sat,Oregon State,29,,Houston,20,Portland OR
142,4,Oct 1 1960,Sat,Pacific,28,,Hawaii,20,
143,4,Oct 1 1960,Sat,Princeton,49,,Columbia,0,
144,4,Oct 1 1960,Sat,Purdue,51,@,(12) Notre Dame,19,
145,4,Oct 1 1960,Sat,Rice,10,,Tulane,7,
146,4,Oct 1 1960,Sat,Rutgers,19,@,Connecticut,6,
147,4,Oct 1 1960,Sat,Southern Mississippi,28,,West Texas A&M,18,
148,4,Oct 1 1960,Sat,(2) Syracuse,14,@,(5) Kansas,7,
149,4,Oct 1 1960,Sat,(11) Tennessee,0,,Mississippi State,0,Memphis TN
150,4,Oct 1 1960,Sat,(13) Texas,17,,Texas Tech,0,
151,4,Oct 1 1960,Sat,Texas A&M,14,@,Trinity (Texas),0,
152,4,Oct 1 1960,Sat,Texas-El Paso,23,,New Mexico,17,
153,4,Oct 1 1960,Sat,Tulsa,21,,Hardin-Simmons,7,
154,4,Oct 1 1960,Sat,Utah State,31,,Denver,8,
155,4,Oct 1 1960,Sat,Virginia Military Institute,21,,Richmond,6,
156,4,Oct 1 1960,Sat,Wichita State,14,@,Montana State,3,
157,4,Oct 1 1960,Sat,William & Mary,19,,George Washington,9,
158,4,Oct 1 1960,Sat,Wisconsin,35,,Marquette,6,
159,4,Oct 1 1960,Sat,Yale,9,,Brown,0,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
160,5,Oct 7 1960,Fri,Detroit Mercy,14,,Cincinnati,0,
161,5,Oct 7 1960,Fri,Southern California,10,,Georgia,3,
162,5,Oct 7 1960,Fri,Utah,17,,Brigham Young,0,
163,5,Oct 7 1960,Fri,Virginia Military Institute,34,@,George Washington,10,
164,5,Oct 8 1960,Sat,Arizona State,28,@,Hardin-Simmons,0,
165,5,Oct 8 1960,Sat,Auburn,10,,Chattanooga,0,
166,5,Oct 8 1960,Sat,(20) Baylor,28,@,(9) Arkansas,14,
167,5,Oct 8 1960,Sat,(8) Clemson,21,,Virginia,7,
168,5,Oct 8 1960,Sat,Colorado,35,,Arizona,16,
169,5,Oct 8 1960,Sat,Colorado State,30,,Drake,3,
170,5,Oct 8 1960,Sat,Cornell,12,,Harvard,0,
171,5,Oct 8 1960,Sat,Dartmouth,20,@,Brown,0,
172,5,Oct 8 1960,Sat,Florida State,0,,Citadel,0,
173,5,Oct 8 1960,Sat,Furman,25,,William & Mary,23,
174,5,Oct 8 1960,Sat,Georgia Tech,6,,Louisiana State,2,
175,5,Oct 8 1960,Sat,Houston,17,,Texas A&M,0,
176,5,Oct 8 1960,Sat,(3) Iowa,27,@,(13) Michigan State,15,
177,5,Oct 8 1960,Sat,(10) Kansas,28,@,Iowa State,14,
178,5,Oct 8 1960,Sat,Kentucky,55,,Marshall,0,
179,5,Oct 8 1960,Sat,Marquette,13,,Boston College,12,
180,5,Oct 8 1960,Sat,Memphis,44,@,North Texas,0,
181,5,Oct 8 1960,Sat,Michigan,31,,Duke,6,
182,5,Oct 8 1960,Sat,(14) Minnesota,7,,Northwestern,0,
183,5,Oct 8 1960,Sat,(2) Mississippi,26,@,Vanderbilt,0,
184,5,Oct 8 1960,Sat,Mississippi State,29,,Arkansas State,9,
185,5,Oct 8 1960,Sat,(11) Missouri,34,@,Air Force,8,Denver CO
186,5,Oct 8 1960,Sat,(6) Navy,26,,Southern Methodist,7,Norfolk VA
187,5,Oct 8 1960,Sat,Nebraska,17,,Kansas State,7,
188,5,Oct 8 1960,Sat,New Mexico State,34,@,New Mexico,0,
189,5,Oct 8 1960,Sat,North Carolina,12,,Notre Dame,7,
190,5,Oct 8 1960,Sat,North Carolina State,13,,Maryland,10,
191,5,Oct 8 1960,Sat,Ohio,36,@,Boston University,6,
192,5,Oct 8 1960,Sat,(5) Ohio State,34,@,(4) Illinois,7,
193,5,Oct 8 1960,Sat,Oklahoma State,28,@,Tulsa,7,
194,5,Oct 8 1960,Sat,Oregon,33,,San Jose State,0,
195,5,Oct 8 1960,Sat,Oregon State,20,@,Indiana,6,
196,5,Oct 8 1960,Sat,Pacific,24,@,Villanova,7,
197,5,Oct 8 1960,Sat,Penn State,27,@,(18) Army,16,
198,5,Oct 8 1960,Sat,Pittsburgh,17,,Miami (FL),6,
199,5,Oct 8 1960,Sat,Presbyterian,6,,Davidson,0,
200,5,Oct 8 1960,Sat,Princeton,21,@,Pennsylvania,0,
201,5,Oct 8 1960,Sat,Rice,10,@,(18) Florida,0,Miami FL
202,5,Oct 8 1960,Sat,Richmond,6,,West Virginia,6,
203,5,Oct 8 1960,Sat,Rutgers,49,,Colgate,12,
204,5,Oct 8 1960,Sat,(1) Syracuse,15,@,Holy Cross,6,
205,5,Oct 8 1960,Sat,Tennessee,62,,Tampa,7,
206,5,Oct 8 1960,Sat,(15) Texas,24,,Oklahoma,0,Dallas TX
207,5,Oct 8 1960,Sat,Texas Christian,21,,Texas Tech,7,
208,5,Oct 8 1960,Sat,Texas-El Paso,6,@,West Texas A&M,3,
209,5,Oct 8 1960,Sat,Utah State,33,@,Idaho,6,Boise ID
210,5,Oct 8 1960,Sat,Virginia Tech,22,,Wake Forest,13,
211,5,Oct 8 1960,Sat,(12) Washington,29,@,Stanford,10,
212,5,Oct 8 1960,Sat,Washington State,21,,California,21,
213,5,Oct 8 1960,Sat,Wisconsin,24,,(7) Purdue,13,
214,5,Oct 8 1960,Sat,Wyoming,41,,Denver,2,
215,5,Oct 8 1960,Sat,Xavier,18,,Dayton,12,
216,5,Oct 8 1960,Sat,Yale,30,,Columbia,8,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
217,6,Oct 14 1960,Fri,Miami (FL),21,,South Carolina,6,
218,6,Oct 15 1960,Sat,(18) Arizona State,31,@,Brigham Young,0,
219,6,Oct 15 1960,Sat,Arkansas,24,@,(11) Texas,23,
220,6,Oct 15 1960,Sat,Auburn,9,,(19) Georgia Tech,7,Birmingham AL
221,6,Oct 15 1960,Sat,(7) Baylor,14,@,Texas Tech,7,
222,6,Oct 15 1960,Sat,Citadel,24,@,Richmond,12,
223,6,Oct 15 1960,Sat,Colorado,21,@,Iowa State,6,
224,6,Oct 15 1960,Sat,Detroit Mercy,19,@,Boston College,17,
225,6,Oct 15 1960,Sat,Duke,17,,North Carolina State,13,
226,6,Oct 15 1960,Sat,Florida,12,,Vanderbilt,0,
227,6,Oct 15 1960,Sat,Furman,41,,Wofford,26,
228,6,Oct 15 1960,Sat,George Washington,0,,Boston University,0,
229,6,Oct 15 1960,Sat,Georgia,20,,Mississippi State,17,
230,6,Oct 15 1960,Sat,Harvard,8,@,Columbia,7,
231,6,Oct 15 1960,Sat,Holy Cross,9,@,Dartmouth,8,
232,6,Oct 15 1960,Sat,Houston,12,,Oklahoma State,7,
233,6,Oct 15 1960,Sat,Indiana,34,,Marquette,8,
234,6,Oct 15 1960,Sat,(2) Iowa,28,,(12) Wisconsin,21,
235,6,Oct 15 1960,Sat,Kentucky,3,,Louisiana State,0,
236,6,Oct 15 1960,Sat,Louisville,36,@,Dayton,0,
237,6,Oct 15 1960,Sat,Maryland,19,,(8) Clemson,17,
238,6,Oct 15 1960,Sat,Memphis,42,,Hardin-Simmons,7,
239,6,Oct 15 1960,Sat,Miami (OH),17,@,Villanova,7,
240,6,Oct 15 1960,Sat,Michigan,14,,Northwestern,7,
241,6,Oct 15 1960,Sat,(14) Michigan State,21,@,Notre Dame,0,
242,6,Oct 15 1960,Sat,(10) Minnesota,21,,Illinois,10,
243,6,Oct 15 1960,Sat,(1) Mississippi,26,@,Tulane,13,
244,6,Oct 15 1960,Sat,(6) Missouri,45,@,Kansas State,0,
245,6,Oct 15 1960,Sat,Montana,26,@,Denver,12,
246,6,Oct 15 1960,Sat,(5) Navy,35,,Air Force,3,Baltimore MD
247,6,Oct 15 1960,Sat,Nebraska,14,,Army,9,
248,6,Oct 15 1960,Sat,New Mexico State,47,,McMurry,17,
249,6,Oct 15 1960,Sat,Ohio,6,@,Xavier,0,
250,6,Oct 15 1960,Sat,Oklahoma,13,,(9) Kansas,13,
251,6,Oct 15 1960,Sat,Oregon,21,,Washington State,12,
252,6,Oct 15 1960,Sat,(17) Oregon State,28,@,Idaho,8,
253,6,Oct 15 1960,Sat,Pennsylvania,36,,Brown,7,
254,6,Oct 15 1960,Sat,Pittsburgh,42,,West Virginia,0,
255,6,Oct 15 1960,Sat,Princeton,36,,Colgate,26,
256,6,Oct 15 1960,Sat,Purdue,24,,(3) Ohio State,21,
257,6,Oct 15 1960,Sat,Rice,47,@,Southern Methodist,0,
258,6,Oct 15 1960,Sat,Rutgers,23,,Bucknell,19,
259,6,Oct 15 1960,Sat,San Jose State,34,@,Stanford,20,
260,6,Oct 15 1960,Sat,Southern California,27,,California,10,
261,6,Oct 15 1960,Sat,Southern Mississippi,15,,Florida State,13,Mobile AL
262,6,Oct 15 1960,Sat,(4) Syracuse,21,,(20) Penn State,15,
263,6,Oct 15 1960,Sat,Tennessee,20,,(15) Alabama,7,
264,6,Oct 15 1960,Sat,Texas Christian,14,,Texas A&M,14,
265,6,Oct 15 1960,Sat,Texas-El Paso,41,,Trinity (Texas),14,
266,6,Oct 15 1960,Sat,Tulsa,17,@,Arizona,16,
267,6,Oct 15 1960,Sat,Utah State,46,@,New Mexico,7,
268,6,Oct 15 1960,Sat,Virginia Military Institute,30,@,Virginia,16,
269,6,Oct 15 1960,Sat,Virginia Tech,27,@,William & Mary,0,
270,6,Oct 15 1960,Sat,Wake Forest,13,@,North Carolina,12,
271,6,Oct 15 1960,Sat,(13) Washington,10,,(15) UCLA,8,
272,6,Oct 15 1960,Sat,West Texas A&M,14,,North Texas,6,
273,6,Oct 15 1960,Sat,Wichita State,25,@,Cincinnati,8,
274,6,Oct 15 1960,Sat,Wyoming,40,@,Colorado State,8,
275,6,Oct 15 1960,Sat,Yale,22,,Cornell,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
276,7,Oct 21 1960,Fri,Xavier,28,,Quantico Marines,20,
277,7,Oct 22 1960,Sat,Alabama,14,,Houston,0,
278,7,Oct 22 1960,Sat,Arizona,26,@,New Mexico,14,
279,7,Oct 22 1960,Sat,Army,54,,Villanova,0,
280,7,Oct 22 1960,Sat,(17) Auburn,20,,Miami (FL),7,
281,7,Oct 22 1960,Sat,(7) Baylor,14,,Texas A&M,0,
282,7,Oct 22 1960,Sat,Brigham Young,7,@,Montana,6,
283,7,Oct 22 1960,Sat,Brown,36,,Rhode Island,14,
284,7,Oct 22 1960,Sat,Citadel,7,@,Furman,6,
285,7,Oct 22 1960,Sat,Colorado,19,,Nebraska,6,
286,7,Oct 22 1960,Sat,Connecticut,16,,Boston University,14,
287,7,Oct 22 1960,Sat,Detroit Mercy,13,,Dayton,0,
288,7,Oct 22 1960,Sat,Duke,21,,Clemson,6,
289,7,Oct 22 1960,Sat,Florida,13,@,Louisiana State,10,
290,7,Oct 22 1960,Sat,Florida State,22,,William & Mary,0,
291,7,Oct 22 1960,Sat,Georgia,17,@,Kentucky,13,
292,7,Oct 22 1960,Sat,Georgia Tech,14,,Tulane,6,
293,7,Oct 22 1960,Sat,Harvard,9,,Dartmouth,6,
294,7,Oct 22 1960,Sat,Holy Cross,27,@,Columbia,6,
295,7,Oct 22 1960,Sat,Illinois,10,,Penn State,8,
296,7,Oct 22 1960,Sat,(1) Iowa,21,,(10) Purdue,14,
297,7,Oct 22 1960,Sat,(15) Kansas,14,@,Oklahoma State,7,
298,7,Oct 22 1960,Sat,Maryland,14,@,Wake Forest,13,
299,7,Oct 22 1960,Sat,(13) Michigan State,35,@,Indiana,0,
300,7,Oct 22 1960,Sat,(6) Minnesota,10,@,Michigan,0,
301,7,Oct 22 1960,Sat,(2) Mississippi,10,@,(14) Arkansas,7,Little Rock AR
302,7,Oct 22 1960,Sat,Mississippi State,21,,Memphis,0,
303,7,Oct 22 1960,Sat,(5) Missouri,34,,Iowa State,8,
304,7,Oct 22 1960,Sat,(4) Navy,27,@,Pennsylvania,0,
305,7,Oct 22 1960,Sat,New Mexico State,40,,Wichita State,8,
306,7,Oct 22 1960,Sat,North Carolina State,20,@,Southern Mississippi,13,
307,7,Oct 22 1960,Sat,North Texas,29,,Drake,7,
308,7,Oct 22 1960,Sat,Northwestern,7,,Notre Dame,6,
309,7,Oct 22 1960,Sat,(9) Ohio State,34,,(11) Wisconsin,7,
310,7,Oct 22 1960,Sat,Oklahoma,49,,Kansas State,7,
311,7,Oct 22 1960,Sat,Oregon,20,@,California,0,
312,7,Oct 22 1960,Sat,Pittsburgh,7,,Texas Christian,7,
313,7,Oct 22 1960,Sat,Princeton,21,@,Cornell,18,
314,7,Oct 22 1960,Sat,(20) Rice,7,,(16) Texas,0,
315,7,Oct 22 1960,Sat,Richmond,35,@,Davidson,6,
316,7,Oct 22 1960,Sat,Rutgers,8,@,Lehigh,0,
317,7,Oct 22 1960,Sat,San Jose State,12,@,Arizona State,7,
318,7,Oct 22 1960,Sat,South Carolina,22,,North Carolina,6,
319,7,Oct 22 1960,Sat,(3) Syracuse,45,@,West Virginia,0,
320,7,Oct 22 1960,Sat,(12) Tennessee,35,,Chattanooga,0,
321,7,Oct 22 1960,Sat,Texas Tech,28,,Southern Methodist,7,
322,7,Oct 22 1960,Sat,Tulsa,34,@,Cincinnati,3,
323,7,Oct 22 1960,Sat,(19) UCLA,26,,Stanford,8,
324,7,Oct 22 1960,Sat,Utah,49,,Denver,16,
325,7,Oct 22 1960,Sat,Utah State,21,,Colorado State,0,
326,7,Oct 22 1960,Sat,Vanderbilt,23,@,Marquette,6,
327,7,Oct 22 1960,Sat,Virginia Military Institute,14,,Boston College,14,
328,7,Oct 22 1960,Sat,Virginia Tech,40,,Virginia,6,Roanoke VA
329,7,Oct 22 1960,Sat,(8) Washington,30,@,(18) Oregon State,29,Portland OR
330,7,Oct 22 1960,Sat,Washington State,51,,Pacific,12,
331,7,Oct 22 1960,Sat,West Texas A&M,21,,Hardin-Simmons,0,
332,7,Oct 22 1960,Sat,Wyoming,15,,Air Force,0,
333,7,Oct 22 1960,Sat,Yale,36,,Colgate,14,
334,7,Oct 23 1960,Sun,Idaho,14,@,Hawaii,6,
Rk,Wk,Date,Day,Winner/Tie,Pts,,Loser/Tie,Pts,Notes
335,8,Oct 28 1960,Fri,Detroit Mercy,28,,Quantico Marines,7,
336,8,Oct 28 1960,Fri,Miami (FL),10,,Boston College,7,
337,8,Oct 28 1960,Fri,New Mexico,41,@,Denver,6,
338,8,Oct 28 1960,Fri,Tulane,40,,William & Mary,8,
339,8,Oct 29 1960,Sat,Alabama,7,@,Mississippi State,0,
340,8,Oct 29 1960,Sat,Arizona,21,,West Texas A&M,14,
341,8,Oct 29 1960,Sat,(12) Arkansas,7,@,Texas A&M,3,
342,8,Oct 29 1960,Sat,Army,30,,Miami (OH),7,
343,8,Oct 29 1960,Sat,(14) Auburn,10,@,Florida,7,
344,8,Oct 29 1960,Sat,Boston University,20,,Massachusetts,7,
345,8,Oct 29 1960,Sat,California,14,@,(15) Oregon State,6,
346,8,Oct 29 1960,Sat,Citadel,27,,Presbyterian,0,
347,8,Oct 29 1960,Sat,Colgate,28,@,Buffalo,20,
348,8,Oct 29 1960,Sat,Colorado,7,,Oklahoma,0,
349,8,Oct 29 1960,Sat,Columbia,44,,Cornell,6,
350,8,Oct 29 1960,Sat,(15) Duke,6,,Georgia Tech,0,
351,8,Oct 29 1960,Sat,Furman,33,,Mississippi College,20,
352,8,Oct 29 1960,Sat,George Washington,20,@,Air Force,6,
353,8,Oct 29 1960,Sat,Georgia,45,,Tulsa,7,
354,8,Oct 29 1960,Sat,Harvard,8,,Pennsylvania,0,
355,8,Oct 29 1960,Sat,Holy Cross,20,,Marquette,0,
356,8,Oct 29 1960,Sat,Houston,41,@,North Texas,16,
357,8,Oct 29 1960,Sat,Illinois,14,@,(15) Purdue,12,
358,8,Oct 29 1960,Sat,(1) Iowa,21,,(19) Kansas,7,
359,8,Oct 29 1960,Sat,Iowa State,13,@,Oklahoma State,6,
360,8,Oct 29 1960,Sat,Kentucky,23,@,Florida State,0,
361,8,Oct 29 1960,Sat,Louisiana State,6,,(2) Mississippi,6,
362,8,Oct 29 1960,Sat,Maryland,15,,South Carolina,0,
363,8,Oct 29 1960,Sat,Memphis,21,,Virginia Military Institute,8,
364,8,Oct 29 1960,Sat,(6) Minnesota,48,,Kansas State,7,
365,8,Oct 29 1960,Sat,(5) Missouri,28,@,Nebraska,0,
366,8,Oct 29 1960,Sat,Montana,26,@,Colorado State,14,
367,8,Oct 29 1960,Sat,(4) Navy,14,,Notre Dame,7,Philadelphia PA
368,8,Oct 29 1960,Sat,(18) New Mexico State,27,@,Arizona State,24,
369,8,Oct 29 1960,Sat,Northwestern,21,@,Indiana,3,
370,8,Oct 29 1960,Sat,(8) Ohio State,21,@,(10) Michigan State,10,
371,8,Oct 29 1960,Sat,Pacific,25,,Idaho,14,
372,8,Oct 29 1960,Sat,Penn State,34,,West Virginia,13,
373,8,Oct 29 1960,Sat,Pittsburgh,10,@,(3) Syracuse,0,
374,8,Oct 29 1960,Sat,Princeton,54,,Brown,21,
375,8,Oct 29 1960,Sat,(13) Rice,30,,Texas Tech,6,
