Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
Southern Illinois-nm,Jack Hartman [1384],,,,,,2,,,
Toledo,Bob Nichols [2361],,,,,,3,,,
Princeton,Butch van Breda Kolff [3230],,,,,,4,,,
Western Kentucky,John Oldham [2424],,,,,,5,,,
Boston College,Bob Cousy [673],,,,,,6,,,
Houston,Guy Lewis [1902],,,,,,7,,,
Pacific,Dick Edwards [944],,,,,,8,,,
Kansas,Ted Owens [2450],,,,,,9,,,
Florida,Tommy Bartlett [162],,,,,,10,,,
St. John's (NY),Lou Carnesecca [500],,,,,,11,,,
Louisville,Peck Hickman [1455],,,,,,12,,,
North Carolina,Dean Smith [2954],,,,,,13,,,
Vanderbilt,Roy Skinner [2942],,,,,,14,,,
Dayton,Don Donoher [851],,,,,,15,,,
Cornell,Sam MacNeil [1982],,,,,,16,,,
Texas-El Paso,Don Haskins [1390],,,,,,17,,,
Gonzaga,Hank Anderson [63],,,,,,18,,,
Utah State,Ladell Andersen [57],,,,,,19,,,
Saint Francis (PA),John Clark [574],,,,,,20,,,
Southern Methodist,Doc Hayes [1401],,,,,,21,,,
Syracuse,Fred B. Lewis [1900],,,,,,22,,,
Rutgers,Bill E. Foster [1097],,,,,,23,,,
Long Island University-nm,Roy Rubin [2782],,,,,,24,,,
Saint Peter's,Don Kennedy [1741],,,,,,25,,,
Tennessee,Ray Mears [2166],,,,,,26,,,
Providence,Joseph Mullaney [2298],,,,,,27,,,
Virginia Tech,Howie Shannon [2893],,,,,,28,,,
Weber State,Dick Motta [2291],,,,,,29,,,
Marshall,Ellis Johnson [1644],,,,,,30,,,
Temple,Harry Litwack [1919],,,,,,31,,,
Connecticut,Fred Shabel [2889],,,,,,32,,,
New Mexico,Bob King [1763],,,,,,33,,,
Tulsa,Joe Swank [3095],,,,,,34,,,
Marquette,Al McGuire [2127],,,,,,35,,,
Michigan State,John Benington [209],,,,,,36,,,
South Carolina,Frank McGuire [2128],,,,,,37,,,
Seattle,Lionel Purcell [2603],,,,,,38,,,
Indiana,Lou Watson [3318],,,,,,39,,,
Auburn,Bill Lynn [1969],,,,,,40,,,
DePaul,Ray Meyer [2196],,,,,,41,,,
Clemson,Bobby Roberts [2717],,,,,,42,,,
Colorado,Sox Walseth [3291],,,,,,43,,,
Kansas State,Tex Winter [3445],,,,,,44,,,
Wagner,Chester Sellitto [2879],,,,,,45,,,
West Virginia,Bucky Waters [3312],,,,,,46,,,
Duke,Vic Bubas [406],,,,,,47,,,
American,Alan Kyber [1822],,,,,,48,,,
Iowa,Ralph Miller [2217],,,,,,49,,,
Yale,Joseph Vancisin [3239],,,,,,50,,,
Morehead State,Bob Wright [3476],,,,,,51,,,
Cincinnati,Tay Baker [122],,,,,,52,,,
East Tennessee State,John Brooks [361],,,,,,53,,,
Georgia Tech,Whack Hyder [1585],,,,,,54,,,
Memphis,Moe Iba [1590],,,,,,55,,,
Villanova,Jack Kraft [1798],,,,,,56,,,
Hardin-Simmons,Paul Lambert [1832],,,,,,57,,,
Bradley,Joe Stowell [3066],,,,,,58,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,59,,,
Nebraska,Joe Cipriano [569],,,,,,60,,,
Holy Cross,Jack Donohue [852],,,,,,61,,,
Southern Mississippi,Lee Floyd [1076],,,,,,62,,,
California,Rene Herrerias [1443],,,,,,63,,,
Purdue,George King [1764],,,,,,64,,,
Delaware,Dan Peters [2511],,,,,,65,,,
Army,Bob Knight [1782],,,,,,66,,,
Manhattan,Kenneth Norton [2380],,,,,,67,,,
Loyola Marymount,John Arndt [91],,,,,,68,,,
Oklahoma City,Abe Lemons [1890],,,,,,69,,,
Saint Joseph's,Jack McKinney [2139],,,,,,70,,,
Austin Peay,George Fisher [1050],,,,,,71,,,
Murray State,Cal Luther [1961],,,,,,72,,,
Loyola (IL),George Ireland [1595],,,,,,73,,,
St. Bonaventure,Larry Weise [3340],,,,,,74,,,
Texas,Harold Bradley [315],,,,,,75,,,
Miami (OH),Tates Locke [1927],,,,,,76,,,
Canisius,Bob MacKinnon [1978],,,,,,77,,,
Baylor,Bill Menefee [2177],,,,,,78,,,
Tulane,Ralph Pedersen [2493],,,,,,79,,,
Brigham Young,Stan Watts [3322],,,,,,80,,,
Stanford,Howard Dallmar [732],,,,,,81,,,
Utah,Jack Gardner [1154],,,,,,82,,,
Miami (FL),Bruce Hale [1315],,,,,,83,,,
Washington State,Marv Harshman [1381],,,,,,84,,,
New Mexico State,Lou Henson [1437],,,,,,85,,,
Fairfield,George Bisacca [250],,,,,,86,,,
Colorado State,Jim Williams [3405],,,,,,87,,,
Idaho,Wayne Anderson [72],,,,,,88,,,
Fordham,John Bach [110],,,,,,89,,,
Montana State,Roger Craft [683],,,,,,90,,,
Mississippi State,Joe Dan Gold [1219],,,,,,91,,,
William & Mary,Warren Mitchell [2237],,,,,,92,,,
Davidson,Lefty Driesell [883],,,,,,93,,,
Gettysburg,Robert Hulton [1561],,,,,,94,,,
Wisconsin,John Erickson [981],,,,,,95,,,
Ohio State,Fred Taylor [3124],,,,,,96,,,
Rhode Island,Ernest Calverley [461],,,,,,97,,,
La Salle,Joseph Heyer [1452],,,,,,98,,,
Wichita State,Gary Thompson [3152],,,,,,99,,,
Iona,James McDermott [2103],,,,,,100,,,
Georgetown,Jack Magee [1989],,,,,,101,,,
Tennessee Tech,Kenny Sidwell [2923],,,,,,102,,,
Iowa State,Glendon Anderson [62],,,,,,103,,,
Denver,Troy Bledsoe [271],,,,,,104,,,
Southern California,Bob Boyd [304],,,,,,105,,,
Mississippi,Eddie Crawford [691],,,,,,106,,,
Washington,Mac Duckworth [891],,,,,,107,,,
San Francisco,Phil Vukicevich [3263],,,,,,108,,,
Wyoming,Bill Strannigan [3068],,,,,,109,,,
Saint Louis,Buddy Brehmer [334],,,,,,110,,,
Illinois,Harry Combes [622],,,,,,111,,,
Notre Dame,Johnny Dee [785],,,,,,112,,,
Santa Clara,Dick Garibaldi [1156],,,,,,113,,,
Northwestern,Larry Glass [1209],,,,,,114,,,
Loyola (LA),Ronald Greene [1263],,,,,,115,,,
Alabama,Hayden Riley [2703],,,,,,116,,,
Xavier,Don Ruberg [2781],,,,,,117,,,
Kentucky,Adolph Rupp [2789],,,,,,118,,,
Bucknell,Don Smith [2955],,,,,,119,,,
Oregon State,Paul Valenti [3227],,,,,,120,,,
Hofstra,Paul Lynner [1970],,,,,,121,,,
Niagara,James Maloney [2006],,,,,,122,,,
Creighton,Red McManus [2150],,,,,,123,,,
North Texas,Dan Spika [2998],,,,,,124,,,
Rider-nm,John Carpenter [503],,,,,,125,,,
Lehigh,Pete Carril [504],,,,,,126,,,
Richmond,Lewis Mills [2228],,,,,,127,,,
