Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Seton Hall,Honey Russell [2792],,,,,,1,,,
New York University,Howard Cann [473],,,,,,2,,,
Marshall,Cam Henderson [1426],,,,,,3,,,
Oklahoma State,Hank Iba [1589],,,,,,4,,,
Villanova,Alex Severence [2885],,,,,,5,,,
North Carolina,Bill Lange [1843],,,,,,6,,,
Southern California,Sam Barry [158],,,,,,7,,,
Duquesne,Chick Davies [753],,,,,,8,,,
Indiana,Branch McCracken [2093],,,,,,9,,,
Rhode Island,Frank Keaney [1712],,,,,,10,,,
Rice,Buster Brannon [326],,,,,,11,,,
Santa Clara,George Barsi [159],,,,,,12,,,
Indiana State,Glenn Curtis [722],,,,,,13,,,
Long Island University,Clair Bee [185],,,,,,14,,,
Utah,Vadal Peterson [2515],,,,,,15,,,
Colorado,Frosty Cox [681],,,,,,16,,,
Toledo,Harold Anderson [64],,,,,,17,,,
Western Kentucky,E.A. Diddle [819],,,,,,18,,,
Purdue,Piggy Lambert [1833],,,,,,19,,,
DePaul,Thomas Haggerty [1306],,,,,,20,,,
Alabama,Hank Crisp [700],,,,,,21,,,
Texas,Jack Gray [1250],,,,,,22,,,
Georgia,Elmer Lampe [1834],,,,,,23,,,
Bowling Green State,Paul Landis [1837],,,,,,24,,,
Virginia,Gus Tebell [3129],,,,,,25,,,
Kansas,Phog Allen [42],,,,,,26,,,
Ohio,William Trautwein [3189],,,,,,27,,,
Texas Tech,Berl Huffman [1551],,,,,,28,,,
St. John's (NY),Joe Lapchick [1851],,,,,,29,,,
Butler,Tony Hinkle [1480],,,,,,30,,,
Army,Valentine Lentz [1892],,,,,,31,,,
Duke,Eddie Cameron [463],,,,,,32,,,
St. Francis (NY),Rody Cooney [651],,,,,,33,,,
Washington & Lee,Harold Cunningham [718],,,,,,34,,,
Dartmouth,Ozzie Cowles [680],,,,,,35,,,
Notre Dame,George Keogan [1748],,,,,,36,,,
Kentucky,Adolph Rupp [2789],,,,,,37,,,
Oregon State,Slats Gill [1190],,,,,,38,,,
Illinois,Douglas Mills [2225],,,,,,39,,,
Bradley,Alfred Robertson [2725],,,,,,40,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,41,,,
Washington State,Jack Friel [1128],,,,,,42,,,
New Mexico State,Jerry Hines [1478],,,,,,43,,,
Brown,Eck Allen [37],,,,,,44,,,
Missouri,George Edwards [946],,,,,,45,,,
Yale,Kenneth Loeffler [1928],,,,,,46,,,
West Virginia,Dyke Raese [2620],,,,,,47,,,
George Washington,William Reinhart [2669],,,,,,48,,,
Montana,Jiggs Dahlberg [728],,,,,,49,,,
Brigham Young,Edwin Kimball [1761],,,,,,50,,,
Colgate,Paul Bixler [251],,,,,,51,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,52,,,
Tennessee,John Mauer [2049],,,,,,53,,,
Miami (OH),Rip Van Winkle [3236],,,,,,54,,,
Penn State,John Lawther [1869],,,,,,55,,,
Northwestern,Dutch Lonborg [1930],,,,,,56,,,
Bucknell,Malcolm Musser [2324],,,,,,57,,,
Ohio State,Harold Olsen [2432],,,,,,58,,,
Michigan,Bennie Oosterbaan [2436],,,,,,59,,,
Richmond,Malcolm Pitt [2543],,,,,,60,,,
St. Bonaventure,Carroll Reilly [2666],,,,,,61,,,
Princeton,Cappy Cappon [481],,,,,,62,,,
Loyola (MD),Lefty Reitz [2671],,,,,,63,,,
Siena,Henry Bunoski [415],,,,,,64,,,
Oklahoma,Bruce Drake [872],,,,,,65,,,
Niagara,Taps Gallagher [1144],,,,,,66,,,
Oregon,Howard Hobson [1490],,,,,,67,,,
Utah State,Dick Romney [2756],,,,,,68,,,
Detroit Mercy,Lloyd Brazil [331],,,,,,69,,,
Manhattan,Neil Cohalan [601],,,,,,70,,,
Stanford,Everett Dean [777],,,,,,71,,,
Maryland,Burton Shipley [2913],,,,,,72,,,
Arizona,Fred Enke [979],,,,,,73,,,
Mississippi State,Dick Hitt [1484],,,,,,74,,,
Minnesota,Dave McMillan [2152],,,,,,75,,,
La Salle,Leonard Tanseer [3112],,,,,,76,,,
Wake Forest,Murray Greason [1253],,,,,,77,,,
Florida,Sam McAllister [2053],,,,,,78,,,
Fordham,Edward Kelleher [1725],,,,,,79,,,
Lafayette,R.C. Madison [1986],,,,,,80,,,
Texas-El Paso,Marshall Pennington [2502],,,,,,81,,,
Baylor,Ralph Wolf [3461],,,,,,82,,,
Temple,Ernest Messikomer [2188],,,,,,83,,,
Kent State,Donald Starn [3020],,,,,,84,,,
Connecticut,Donald White [3363],,,,,,85,,,
Syracuse,Lew Andreas [74],,,,,,86,,,
Wichita State,Bill Hennigh [1433],,,,,,87,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,88,,,
Creighton,Eddie Hickey [1453],,,,,,89,,,
Muhlenburg,Doggie Julian [1695],,,,,,90,,,
Arkansas,Glen Rose [2764],,,,,,91,,,
San Francisco,Wally Cameron [464],,,,,,92,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,93,,,
William & Mary,Dwight Steussey [3035],,,,,,94,,,
Drake,Bill Williams [3395],,,,,,95,,,
Washburn,Dee Errikson [982],,,,,,96,,,
City College of New York,Nat Holman [1513],,,,,,97,,,
Texas A&M,Hub McQuillan [2161],,,,,,98,,,
Iowa State,Louis Menze [2180],,,,,,99,,,
Brooklyn,Arthur Musicat [2322],,,,,,100,,,
Citadel,Rock Norman [2379],,,,,,101,,,
Furman,Robert Smith [2970],,,,,,102,,,
Mississippi,Charles Jaskwhich [1623],,,,,,103,,,
Cincinnati,Clark Ballard [127],,,,,,104,,,
