Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Columbia,Lou Rossini [2773],,,,,,1,,,
Kentucky,Adolph Rupp [2789],,,,,,2,,,
Lawrence-nm,Don Ridley [2702],,,,,,3,,,
Indiana,Branch McCracken [2093],,,,,,4,,,
Kansas State,Jack Gardner [1154],,,,,,5,,,
Connecticut-nm,Hugh Greer [1267],,,,,,6,,,
Dayton,Tom Blackburn [256],,,,,,7,,,
Bradley,Forddy Anderson [61],,,,,,8,,,
St. John's (NY),Frank McGuire [2128],,,,,,9,,,
Long Island University,Clair Bee [185],,,,,,10,,,
Oklahoma State,Hank Iba [1589],,,,,,11,,,
Cincinnati,John Wiethe [3384],,,,,,12,,,
Illinois,Harry Combes [622],,,,,,13,,,
North Carolina State,Everett Case [516],,,,,,14,,,
Washington,Tippy Dye [919],,,,,,15,,,
Arizona,Fred Enke [979],,,,,,16,,,
Cornell,Royner Greene [1264],,,,,,17,,,
Holy Cross,Buster Sheary [2898],,,,,,18,,,
Villanova,Alex Severence [2885],,,,,,19,,,
Murray State-nm,Harlan Hodges [1495],,,,,,20,,,
Southern California,Forrest Twogood [3213],,,,,,21,,,
Seton Hall,Honey Russell [2792],,,,,,22,,,
Washington (MO)-nm,Blair Gullion [1289],,,,,,23,,,
St. Bonaventure,Edward Melvin [2174],,,,,,24,,,
Toledo,Jerry Bush [438],,,,,,25,,,
La Salle,Kenneth Loeffler [1928],,,,,,26,,,
Brigham Young,Stan Watts [3322],,,,,,27,,,
New York University,Howard Cann [473],,,,,,28,,,
Saint Louis,Eddie Hickey [1453],,,,,,29,,,
Louisville,Peck Hickman [1455],,,,,,30,,,
Baldwin-Wallace,Wagner [3271],,,,,,31,,,
Navy,Ben Carnevale [501],,,,,,32,,,
Manhattan,Kenneth Norton [2380],,,,,,33,,,
Bowling Green State,Harold Anderson [64],,,,,,34,,,
Fordham,John Bach [110],,,,,,35,,,
Siena,Dan Cunha [716],,,,,,36,,,
Pennsylvania,Howard Dallmar [732],,,,,,37,,,
Vanderbilt,Robert Polk [2552],,,,,,38,,,
Wyoming,Everett Shelton [2902],,,,,,39,,,
Vermont-nm,Fuzzy Evans [995],,,,,,40,,,
Eastern Kentucky-nm,Paul McBrayer [2059],,,,,,41,,,
Princeton,Cappy Cappon [481],,,,,,42,,,
Iowa,Rollie Williams [3413],,,,,,43,,,
Syracuse,Marcel Guley [1288],,,,,,44,,,
Kansas,Phog Allen [42],,,,,,45,,,
Montana State-nm,Brick Breeden [333],,,,,,46,,,
West Virginia,Red Brown [387],,,,,,47,,,
Missouri,Sparky Stalcup [3012],,,,,,48,,,
Western Kentucky,E.A. Diddle [819],,,,,,49,,,
Virginia Tech,Red Laird [1829],,,,,,50,,,
UCLA,John Wooden [3466],,,,,,51,,,
Alabama,Floyd Burdette [420],,,,,,52,,,
William & Mary,Bernard Wilson [3427],,,,,,53,,,
Niagara,Taps Gallagher [1144],,,,,,54,,,
Texas Christian,Buster Brannon [326],,,,,,55,,,
Utah,Vadal Peterson [2515],,,,,,56,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,57,,,
City College of New York,Nat Holman [1513],,,,,,58,,,
Xavier,Lew Hirt [1483],,,,,,59,,,
Clemson,Banks McFadden [2117],,,,,,60,,,
Penn State,Elmer Gross [1282],,,,,,61,,,
Boston College,Albert McClellan [2081],,,,,,62,,,
Duke,Harold Bradley [315],,,,,,63,,,
San Jose State-nm,Walter McPherson [2159],,,,,,64,,,
Maryland,Bud Millikan [2224],,,,,,65,,,
Canisius,Joseph Niland [2367],,,,,,66,,,
Duquesne,Dudey Moore [2259],,,,,,67,,,
Minnesota,Ozzie Cowles [680],,,,,,68,,,
Western Michigan,Bill Perigo [2503],,,,,,69,,,
Texas A&M,John Floyd [1074],,,,,,70,,,
Oklahoma,Bruce Drake [872],,,,,,71,,,
Southern Methodist,Doc Hayes [1401],,,,,,72,,,
Oregon,John Warren [3307],,,,,,73,,,
New Mexico State,George McCarty [2078],,,,,,74,,,
Loyola Marymount,Scotty McDonald [2112],,,,,,75,,,
Lafayette,Raymond Stanley [3016],,,,,,76,,,
Brooklyn-nm,Tubby Raskin [2634],,,,,,77,,,
Detroit Mercy,Bob Calihan [456],,,,,,78,,,
Valparaiso,Sonny Allen [43],,,,,,79,,,
Auburn,Joel Eaves [931],,,,,,80,,,
Colgate,Howard Hartman [1383],,,,,,81,,,
Northwestern,Harold Olsen [2432],,,,,,82,,,
Arkansas,Presley Askew [101],,,,,,83,,,
New Mexico,Woody Clements [584],,,,,,84,,,
Notre Dame,Moose Krause [1802],,,,,,85,,,
Ohio,James Snyder [2982],,,,,,86,,,
Georgia,Jim Whatley [3358],,,,,,87,,,
Morehead State-nm,Ellis Johnson [1644],,,,,,88,,,
West Texas A&M,Gus Miller [2210],,,,,,89,,,
Wake Forest,Murray Greason [1253],,,,,,90,,,
Oklahoma City,Doyle Parrack [2469],,,,,,91,,,
Washington State,Jack Friel [1128],,,,,,92,,,
Army,John Mauer [2049],,,,,,93,,,
South Carolina,Frank Johnson [1646],,,,,,94,,,
DePaul,Ray Meyer [2196],,,,,,95,,,
Yale,Howard Hobson [1490],,,,,,96,,,
Idaho,Charles Finley [1043],,,,,,97,,,
Loyola (IL),John Jordan [1685],,,,,,98,,,
Mississippi,Country Graham [1237],,,,,,99,,,
Marshall-nm,Cam Henderson [1426],,,,,,100,,,
California,Nibs Price [2588],,,,,,101,,,
George Washington,William Reinhart [2669],,,,,,102,,,
Texas Tech,Polk Robison [2734],,,,,,103,,,
Tulane,Clifford Wells [3342],,,,,,104,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,105,,,
Texas,Jack Gray [1250],,,,,,106,,,
Temple,Josh Cody [596],,,,,,107,,,
Florida,Sam McAllister [2053],,,,,,108,,,
Michigan State,Pete Newell [2354],,,,,,109,,,
Denver,Hoyt Brawner [329],,,,,,110,,,
Rhode Island,Robert Haire [1311],,,,,,111,,,
Hardin-Simmons,Jack Martin [2032],,,,,,112,,,
Stanford,Everett Dean [777],,,,,,113,,,
Wisconsin,Bud Foster [1099],,,,,,114,,,
Miami (FL),Hart Morris [2272],,,,,,115,,,
Saint Mary's (CA),Thomas Foley [1085],,,,,,116,,,
North Carolina,Tom Scott [2871],,,,,,117,,,
Muhlenburg,Bennie Borgmann [295],,,,,,118,,,
Drake,Jack McClelland [2082],,,,,,119,,,
Oregon State,Slats Gill [1190],,,,,,120,,,
Miami (OH),John Brickels [345],,,,,,121,,,
Tennessee,Emmett Lowery [1947],,,,,,122,,,
Iowa State,Clay Sutherland [3089],,,,,,123,,,
Brown,Robert Morris [2273],,,,,,124,,,
Montana-nm,Jiggs Dahlberg [728],,,,,,125,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,126,,,
Bucknell,Jack Guy [1294],,,,,,127,,,
Texas-El Paso,Dale Waters [3313],,,,,,128,,,
Colorado State,Bill Strannigan [3068],,,,,,129,,,
Houston,Alden Pasche [2474],,,,,,130,,,
Nebraska,Harry Good [1223],,,,,,131,,,
Bowling Green State,George Muellich [2295],,,,,,132,,,
Santa Clara,Bob Feerick [1023],,,,,,133,,,
Tulsa,Clarence Iba [1587],,,,,,134,,,
Marquette,Bill Chandler [540],,,,,,135,,,
Purdue,Ray Eddy [936],,,,,,136,,,
Georgetown,Buddy O'Grady [2401],,,,,,137,,,
Virginia,Gus Tebell [3129],,,,,,138,,,
Wichita State,Kenneth Gunning [1291],,,,,,139,,,
Arizona State,Bill Kajikawa [1699],,,,,,140,,,
Utah State,Cecil Baker [118],,,,,,141,,,
Citadel,Bernard O'Neil [2407],,,,,,142,,,
Rice,Don Suman [3086],,,,,,143,,,
Pittsburgh,Doc Carlson [494],,,,,,144,,,
San Francisco,Phil Woolpert [3472],,,,,,145,,,
Creighton,Duce Belford [191],,,,,,146,,,
Baylor,BIll Henderson [1425],,,,,,147,,,
Richmond,Malcolm Pitt [2543],,,,,,148,,,
Rutgers,Donald White [3363],,,,,,149,,,
Washington & Lee,Scott Hamilton [1331],,,,,,150,,,
Michigan,Ernie McCoy [2091],,,,,,151,,,
Lehigh,Anthony Packer [2451],,,,,,152,,,
Harvard,Bo Shepard [2904],,,,,,153,,,
Northern Arizona,Herb Gregg [1268],,,,,,154,,,
Georgia Tech,Roy McArthur [2056],,,,,,155,,,
Massachusetts-nm,Lorin Ball [126],,,,,,156,,,
Ohio State,Floyd Stahl [3011],,,,,,157,,,
Davidson,Boydson Baird [117],,,,,,158,,,
Butler,Tony Hinkle [1480],,,,,,159,,,
Colorado,Bebe Lee [1877],,,,,,160,,,
Mississippi State,Paul Gregory [1271],,,,,,161,,,
Case Western Reserve,Bob Dewey [809],,,,,,162,,,
Virginia Military Institute,William O'Hara [2403],,,,,,163,,,
Furman,Lyles Alley [46],,,,,,164,,,
Dartmouth,Doggie Julian [1695],,,,,,165,,,
John Carroll,Elmer Ripley [2707],,,,,,166,,,
