Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
California,Pete Newell [2354],,,,,,1,,,
Cincinnati,George Smith [2960],,,,,,2,,,
Bradley,Chuck Orsborn [2439],,,,,,3,,,
Utah,Jack Gardner [1154],,,,,,4,,,
Ohio State,Fred Taylor [3124],,,,,,5,,,
Auburn,Joel Eaves [931],,,,,,6,,,
Miami (FL),Bruce Hale [1315],,,,,,7,,,
West Virginia,Fred Schaus [2835],,,,,,8,,,
Indiana,Branch McCracken [2093],,,,,,9,,,
Utah State,Cecil Baker [118],,,,,,10,,,
Providence,Joseph Mullaney [2298],,,,,,11,,,
Maine-nm,Brian McCall [2066],,,,,,12,,,
New York University,Lou Rossini [2773],,,,,,13,,,
St. Bonaventure,Edward Donovan [854],,,,,,14,,,
Idaho State,John Evans [1001],,,,,,15,,,
Texas A&M,Bobby Rogers [2746],,,,,,16,,,
Georgia Tech,Whack Hyder [1585],,,,,,17,,,
Memphis,Bob Vanatta [3238],,,,,,18,,,
Holy Cross,Roy Leenig [1882],,,,,,19,,,
Virginia Tech,Chuck Noe [2371],,,,,,20,,,
Villanova,Alex Severence [2885],,,,,,21,,,
Dayton,Tom Blackburn [256],,,,,,22,,,
Western Kentucky,E.A. Diddle [819],,,,,,23,,,
Oregon State,Slats Gill [1190],,,,,,24,,,
North Carolina,Frank McGuire [2128],,,,,,25,,,
Wake Forest,Bones McKinney [2138],,,,,,26,,,
Toledo,Edward Melvin [2174],,,,,,27,,,
New Mexico State,Presley Askew [101],,,,,,28,,,
Detroit Mercy,Bob Calihan [456],,,,,,29,,,
Saint Joseph's,Jack Ramsay [2627],,,,,,30,,,
Navy,Ben Carnevale [501],,,,,,31,,,
La Salle,Dudey Moore [2259],,,,,,32,,,
Iona,James McDermott [2103],,,,,,33,,,
Kentucky,Adolph Rupp [2789],,,,,,34,,,
Southern Methodist,Doc Hayes [1401],,,,,,35,,,
DePaul,Ray Meyer [2196],,,,,,36,,,
Saint Louis,John Benington [209],,,,,,37,,,
Loyola Marymount,William Donovan [855],,,,,,38,,,
Illinois,Harry Combes [622],,,,,,39,,,
Seton Hall,Honey Russell [2792],,,,,,40,,,
Arizona State,Ned Wulk [3482],,,,,,41,,,
Texas,Harold Bradley [315],,,,,,42,,,
St. John's (NY),Joe Lapchick [1851],,,,,,43,,,
Kansas,Dick Harp [1361],,,,,,44,,,
Santa Clara,Bob Feerick [1023],,,,,,45,,,
Ohio,James Snyder [2982],,,,,,46,,,
Oregon,Steve Belko [192],,,,,,47,,,
Connecticut,Hugh Greer [1267],,,,,,48,,,
Notre Dame,John Jordan [1685],,,,,,49,,,
Temple,Harry Litwack [1919],,,,,,50,,,
Xavier,James McCafferty [2063],,,,,,51,,,
Maryland,Bud Millikan [2224],,,,,,52,,,
Citadel,Norm Sloan [2944],,,,,,53,,,
Eastern Kentucky,Paul McBrayer [2059],,,,,,54,,,
Iowa State,Glendon Anderson [62],,,,,,55,,,
Princeton,Cappy Cappon [481],,,,,,56,,,
Mississippi,Country Graham [1237],,,,,,57,,,
Syracuse,Marcel Guley [1288],,,,,,58,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,59,,,
Seattle,Vincent Cazzetta [533],,,,,,60,,,
Kansas State,Tex Winter [3445],,,,,,61,,,
Saint Francis (PA),Skip Hughes [1558],,,,,,62,,,
Army,George Hunter [1568],,,,,,63,,,
Dartmouth,Doggie Julian [1695],,,,,,64,,,
Vanderbilt,Robert Polk [2552],,,,,,65,,,
Duke,Vic Bubas [406],,,,,,66,,,
Southern California,Forrest Twogood [3213],,,,,,67,,,
Tennessee Tech,John Oldham [2424],,,,,,68,,,
Boston University,John Burke [423],,,,,,69,,,
Iowa,Sharm Scheuerman [2838],,,,,,70,,,
Massachusetts-nm,Matt Zunic [3512],,,,,,71,,,
William & Mary,William Chambers [539],,,,,,72,,,
Louisville,Peck Hickman [1455],,,,,,73,,,
Butler,Tony Hinkle [1480],,,,,,74,,,
Gettysburg,Robert Hulton [1561],,,,,,75,,,
George Washington,William Reinhart [2669],,,,,,76,,,
Saint Mary's (CA),James Weaver [3327],,,,,,77,,,
Cornell,Sam MacNeil [1982],,,,,,78,,,
Colorado State,Jim Williams [3405],,,,,,79,,,
Pepperdine,Duck Dowell [869],,,,,,80,,,
Pennsylvania,Jack McCloskey [2083],,,,,,81,,,
Oklahoma,Doyle Parrack [2469],,,,,,82,,,
West Texas A&M,Metz LaFollette [1826],,,,,,83,,,
Air Force,Bob Spear [2993],,,,,,84,,,
Western Michigan,Don Boven [298],,,,,,85,,,
Denver,Hoyt Brawner [329],,,,,,86,,,
Creighton,Red McManus [2150],,,,,,87,,,
Manhattan,Kenneth Norton [2380],,,,,,88,,,
Colorado,Sox Walseth [3291],,,,,,89,,,
Tulane,Clifford Wells [3342],,,,,,90,,,
Gonzaga,Hank Anderson [63],,,,,,91,,,
Wichita State,Ralph Miller [2217],,,,,,92,,,
UCLA,John Wooden [3466],,,,,,93,,,
Washington,John Grayson [1252],,,,,,94,,,
Murray State,Cal Luther [1961],,,,,,95,,,
Arkansas,Glen Rose [2764],,,,,,96,,,
Tennessee,John Sines [2934],,,,,,97,,,
Harvard,Floyd S. Wilson [3430],,,,,,98,,,
Niagara,Taps Gallagher [1144],,,,,,99,,,
Marquette,Eddie Hickey [1453],,,,,,100,,,
Houston,Guy Lewis [1902],,,,,,101,,,
Brown,Stanley Ward [3302],,,,,,102,,,
Penn State,John Egli [952],,,,,,103,,,
Washington State,Marv Harshman [1381],,,,,,104,,,
Baylor,BIll Henderson [1425],,,,,,105,,,
Minnesota,John Kundla [1817],,,,,,106,,,
Centenary (LA),Orvis Sigler [2925],,,,,,107,,,
Lafayette,George Davidson [749],,,,,,108,,,
Loyola (LA),Bill Gardiner [1151],,,,,,109,,,
Georgia,Red Lawson [1868],,,,,,110,,,
Oklahoma City,Abe Lemons [1890],,,,,,111,,,
Mississippi State,Babe McCarthy [2073],,,,,,112,,,
Missouri,Sparky Stalcup [3012],,,,,,113,,,
Purdue,Ray Eddy [936],,,,,,114,,,
Colgate,Howard Hartman [1383],,,,,,115,,,
Georgetown,Tommy Nolan [2372],,,,,,116,,,
Northwestern,Bill Rohr [2750],,,,,,117,,,
Michigan State,Forddy Anderson [61],,,,,,118,,,
Bucknell,Ben Kribbs [1807],,,,,,119,,,
Rhode Island,Ernest Calverley [461],,,,,,120,,,
Washington (MO),Chuck Smith [2953],,,,,,121,,,
Loyola (IL),George Ireland [1595],,,,,,122,,,
Vermont-nm,Fuzzy Evans [995],,,,,,123,,,
Stanford,Howard Dallmar [732],,,,,,124,,,
Drake,Maury John [1636],,,,,,125,,,
Rutgers,Anthony Kuolt [1818],,,,,,126,,,
Montana State,Dobbie Lambert [1830],,,,,,127,,,
Boston College,Don Martin [2029],,,,,,128,,,
Pittsburgh,Robert Timmons [3176],,,,,,129,,,
Canisius,Bob MacKinnon [1978],,,,,,130,,,
Marshall,Jule Rivlin [2713],,,,,,131,,,
Oregon State,Paul Valenti [3227],,,,,,132,,,
North Carolina State,Everett Case [516],,,,,,133,,,
Portland,Albert E. Negratti [2344],,,,,,134,,,
Idaho,Dave Strack [3067],,,,,,135,,,
Bowling Green State,Harold Anderson [64],,,,,,136,,,
Arizona,Fred Enke [979],,,,,,137,,,
Texas Tech,Polk Robison [2734],,,,,,138,,,
Oklahoma State,Hank Iba [1589],,,,,,139,,,
Florida State,Bud Kennedy [1739],,,,,,140,,,
East Tennessee State,John Brooks [361],,,,,,141,,,
Middle Tennessee,Edgar Diddle [820],,,,,,142,,,
Columbia,Archie Oldham [2423],,,,,,143,,,
New Hampshire-nm,Bill Olson [2433],,,,,,144,,,
Clemson,Press Maravich [2013],,,,,,145,,,
South Carolina,Bob Stevens [3036],,,,,,146,,,
Furman,Lyles Alley [46],,,,,,147,,,
San Francisco,Ross Giudice [1206],,,,,,148,,,
Duquesne,Red Manning [2012],,,,,,149,,,
Tulsa,Clarence Iba [1587],,,,,,150,,,
Pacific,Van Sweet [3101],,,,,,151,,,
Wisconsin,John Erickson [981],,,,,,152,,,
Miami (OH),Richard Shrider [2915],,,,,,153,,,
Brigham Young,Stan Watts [3322],,,,,,154,,,
Fordham,John Bach [110],,,,,,155,,,
Muhlenburg,Birney Crum [710],,,,,,156,,,
Hardin-Simmons,Bill Scott [2867],,,,,,157,,,
Kent State,William Bertka [231],,,,,,158,,,
Delaware,Irvin Wisniewski [3451],,,,,,159,,,
Texas Christian,Buster Brannon [326],,,,,,160,,,
Nebraska,Jerry Bush [438],,,,,,161,,,
Montana,Frosty Cox [681],,,,,,162,,,
Alabama,Eugene Lambert [1831],,,,,,163,,,
City College of New York-nm,David Polansky [2550],,,,,,164,,,
Richmond,Lester Hooker [1525],,,,,,165,,,
Florida,John Mauer [2049],,,,,,166,,,
Lehigh,Anthony Packer [2451],,,,,,167,,,
North Texas,Charles Johnson [1641],,,,,,168,,,
Morehead State,Bobby Laughlin [1860],,,,,,169,,,
Yale,Joseph Vancisin [3239],,,,,,170,,,
Virginia,Billy McCann [2070],,,,,,171,,,
Texas-El Paso,Harold Davis [758],,,,,,172,,,
San Jose State,Walter McPherson [2159],,,,,,173,,,
New Mexico,Bob Sweeney [3099],,,,,,174,,,
Louisiana State,Jay McCreary [2098],,,,,,175,,,
Davidson,Tom Scott [2871],,,,,,176,,,
Wyoming,Bill Strannigan [3068],,,,,,177,,,
Virginia Military Institute,Weenie Miller [2220],,,,,,178,,,
Rice,John Frankie [1112],,,,,,179,,,
Michigan,Bill Perigo [2503],,,,,,180,,,
Siena,Dan Cunha [716],,,,,,181,,,
City College of New York-nm,Nat Holman [1513],,,,,,182,,,
