Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
Oral Roberts,Ken Trickey [3192],,,,,,2,,,
Pennsylvania,Chuck Daly [733],,,,,,3,,,
Louisiana Tech-nm,Scotty Robertson [2726],,,,,,4,,,
Marquette,Al McGuire [2127],,,,,,5,,,
Louisiana-Lafayette,Beryl Shipley [2912],,,,,,6,,,
Long Beach State,Jerry Tarkanian [3114],,,,,,7,,,
Hawaii,Red Rocha [2738],,,,,,8,,,
Marshall,Carl Tacy [3109],,,,,,9,,,
Florida State,Hugh Durham [911],,,,,,10,,,
Maryland,Lefty Driesell [883],,,,,,11,,,
Northern Illinois,Thomas Jorgensen [1688],,,,,,12,,,
Louisville,Denny Crum [711],,,,,,13,,,
North Carolina,Dean Smith [2954],,,,,,14,,,
South Carolina,Frank McGuire [2128],,,,,,15,,,
Brigham Young,Stan Watts [3322],,,,,,16,,,
Duquesne,Red Manning [2012],,,,,,17,,,
Syracuse,Roy Danforth [737],,,,,,18,,,
Lafayette,Tom Davis [771],,,,,,19,,,
Providence,Dave Gavitt [1169],,,,,,20,,,
Missouri,Norm Stewart [3051],,,,,,21,,,
Washington,Marv Harshman [1381],,,,,,22,,,
New Mexico State,Lou Henson [1437],,,,,,23,,,
Tennessee,Ray Mears [2166],,,,,,24,,,
Memphis,Gene Bartow [163],,,,,,25,,,
Virginia,Bill Gibson [1183],,,,,,26,,,
Detroit Mercy,Jim Harding [1349],,,,,,27,,,
Kentucky,Adolph Rupp [2789],,,,,,28,,,
Ohio State,Fred Taylor [3124],,,,,,29,,,
Temple,Harry Litwack [1919],,,,,,30,,,
Maryland-Eastern Shore-nm,John Bates [168],,,,,,31,,,
Princeton,Pete Carril [504],,,,,,32,,,
Texas-El Paso,Don Haskins [1390],,,,,,33,,,
Houston,Guy Lewis [1902],,,,,,34,,,
Delaware,Don Harnum [1358],,,,,,35,,,
Minnesota,Bill Musselman [2323],,,,,,36,,,
Toledo,Bob Nichols [2361],,,,,,37,,,
San Francisco,Bob Gaillard [1137],,,,,,38,,,
Villanova,Jack Kraft [1798],,,,,,39,,,
Jacksonville,Tom Wasdin [3309],,,,,,40,,,
Texas-Pan American,Sam Williams [3415],,,,,,41,,,
Niagara,Frank Layden [1870],,,,,,42,,,
Alabama,C.M. Newton [2358],,,,,,43,,,
Saint Louis,Robert Polk [2552],,,,,,44,,,
Arizona State,Ned Wulk [3482],,,,,,45,,,
Penn State,John Bach [110],,,,,,46,,,
Abilene Christian,Carnie Hatch [1392],,,,,,47,,,
Indiana,Bob Knight [1782],,,,,,48,,,
Texas,Leon Black [253],,,,,,49,,,
Kansas State,Jack Hartman [1384],,,,,,50,,,
Davidson,Terry Holland [1508],,,,,,51,,,
Saint Joseph's,Jack McKinney [2139],,,,,,52,,,
Howard-nm,Marshall Emery [970],,,,,,53,,,
St. Bonaventure,Larry Weise [3340],,,,,,54,,,
Fordham,Hal Wissel [3452],,,,,,55,,,
American,Tom Young [3499],,,,,,56,,,
Cincinnati,Tay Baker [122],,,,,,57,,,
California-Santa Barbara,Ralph Barkey [142],,,,,,58,,,
Seattle,Morris Buckwalter [411],,,,,,59,,,
Pacific,Dick Edwards [944],,,,,,60,,,
Georgia Southern,J.E. Rowe [2778],,,,,,61,,,
Bradley,Joe Stowell [3066],,,,,,62,,,
Santa Clara,Carroll Williams [3398],,,,,,63,,,
Colgate,Edward Ashnault [100],,,,,,64,,,
San Diego State,Dick Davis [756],,,,,,65,,,
Oregon State,Ralph Miller [2217],,,,,,66,,,
St. John's (NY),Frank Mulzoff [2306],,,,,,67,,,
Fairleigh Dickinson,Al Lobalbo [1924],,,,,,68,,,
Texas Christian,Johnny Swaim [3094],,,,,,69,,,
Colorado State,Jim Williams [3405],,,,,,70,,,
Weber State,Gene Visscher [3257],,,,,,71,,,
Southern California,Bob Boyd [304],,,,,,72,,,
Virginia Tech,Don DeVoe [808],,,,,,73,,,
Morgan State-nm,Nathaniel Frazier [1114],,,,,,74,,,
Texas A&M,Shelby Metcalf [2189],,,,,,75,,,
Wichita State,Harry Miller [2211],,,,,,76,,,
Illinois State,Will Robinson [2733],,,,,,77,,,
Vanderbilt,Roy Skinner [2942],,,,,,78,,,
North Carolina State,Norm Sloan [2944],,,,,,79,,,
New Hampshire,Gerry Friel [1127],,,,,,80,,,
Furman,Joe Williams [3407],,,,,,81,,,
Maine,Skip Chappelle [546],,,,,,82,,,
Morehead State,Bill Harrell [1365],,,,,,83,,,
Southern Methodist,Bob Prewitt [2583],,,,,,84,,,
Michigan,Johnny Orr [2437],,,,,,85,,,
Illinois,Harv Schmidt [2845],,,,,,86,,,
Rhode Island,Thomas Carmody [498],,,,,,87,,,
Rider,John Carpenter [503],,,,,,88,,,
Holy Cross,Jack Donohue [852],,,,,,89,,,
Middle Tennessee,Jimmy Earle [922],,,,,,90,,,
Harvard,Robert Harrison [1378],,,,,,91,,,
Tulsa,Ken Hayes [1403],,,,,,92,,,
South Carolina State,Ben Jobe [1634],,,,,,93,,,
New Mexico,Bob King [1763],,,,,,94,,,
Murray State,Cal Luther [1961],,,,,,95,,,
Canisius,Bob MacKinnon [1978],,,,,,96,,,
Western Kentucky,Jim Richards [2691],,,,,,97,,,
Ohio,James Snyder [2982],,,,,,98,,,
Eastern Kentucky,Guy Strong [3074],,,,,,99,,,
Creighton,Eddie Sutton [3090],,,,,,100,,,
Oklahoma City,Abe Lemons [1890],,,,,,101,,,
Northern Arizona,Herb Gregg [1268],,,,,,102,,,
Tennessee Tech,Connie Inman [1593],,,,,,103,,,
Rutgers,Richard Lloyd [1923],,,,,,104,,,
Loyola (LA),Bob Luksta [1955],,,,,,105,,,
West Texas A&M,Dennis Walling [3290],,,,,,106,,,
Michigan State,Gus Ganakas [1147],,,,,,107,,,
West Virginia,Sonny Moran [2263],,,,,,108,,,
Wisconsin,John Powless [2575],,,,,,109,,,
Gonzaga,Hank Anderson [63],,,,,,110,,,
Nevada-Las Vegas,John Bayer [175],,,,,,111,,,
Dartmouth,George Blaney [266],,,,,,112,,,
Nebraska,Joe Cipriano [569],,,,,,113,,,
Texas-Arlington,Barry Dowd [868],,,,,,114,,,
Montana,Jud Heathcote [1414],,,,,,115,,,
Idaho State,Jim Killingsworth [1760],,,,,,116,,,
Massachusetts,Jack Leaman [1873],,,,,,117,,,
Oklahoma,John MacLeod [1980],,,,,,118,,,
Baylor,Bill Menefee [2177],,,,,,119,,,
Cal State Los Angeles,Bob Miller [2204],,,,,,120,,,
Texas Tech,Gerald Myers [2329],,,,,,121,,,
Georgia,Ken Rosemond [2769],,,,,,122,,,
Boise State,Murray Satterfield [2818],,,,,,123,,,
Duke,Bucky Waters [3312],,,,,,124,,,
Hardin-Simmons,Glen Whitis [3375],,,,,,125,,,
DePaul,Ray Meyer [2196],,,,,,126,,,
Utah,Bill E. Foster [1097],,,,,,127,,,
Mississippi,Cob Jarvis [1618],,,,,,128,,,
Centenary (LA),Larry Little [1914],,,,,,129,,,
Long Island University,Roy Rubin [2782],,,,,,130,,,
Mississippi State,Kermit Davis [766],,,,,,131,,,
Dayton,Don Donoher [851],,,,,,132,,,
Miami (OH),Darrell Hedric [1417],,,,,,133,,,
Purdue,George King [1764],,,,,,134,,,
Lamar,Jack Martin [2032],,,,,,135,,,
Pittsburgh,Buzz Ridl [2701],,,,,,136,,,
Boston College,Bob Zuffelato [3511],,,,,,137,,,
East Carolina,Tom Quinn [2612],,,,,,138,,,
Fairfield,Fred Barakat [136],,,,,,139,,,
Saint Francis (PA),Dick Conover [637],,,,,,140,,,
Air Force,Hank Egan [951],,,,,,141,,,
Citadel,George Hill [1468],,,,,,142,,,
Saint Peter's,Don Kennedy [1741],,,,,,143,,,
Gettysburg,Robert Hulton [1561],,,,,,144,,,
Xavier,Dick Campbell [468],,,,,,145,,,
Iowa State,Maury John [1636],,,,,,146,,,
Utah State,T.L. Plain [2546],,,,,,147,,,
Arkansas State,John Rose [2766],,,,,,148,,,
Indiana State,Gordon Stauffer [3024],,,,,,149,,,
Wyoming,Bill Strannigan [3068],,,,,,150,,,
St. Francis (NY),Lester Yellin [3491],,,,,,151,,,
Army,Dan Dougherty [860],,,,,,152,,,
Manhattan,John Powers [2574],,,,,,153,,,
Iowa,Dick Schultz [2862],,,,,,154,,,
California,Jim Padgett [2452],,,,,,155,,,
East Tennessee State,John Brooks [361],,,,,,156,,,
Drexel-nm,Ray Haesler [1303],,,,,,157,,,
Hofstra,Paul Lynner [1970],,,,,,158,,,
George Washington,Carl Slone [2947],,,,,,159,,,
Navy,Dave Smalley [2948],,,,,,160,,,
Loyola Marymount,Dick Baker [119],,,,,,161,,,
Washington State,Bob Greenwood [1265],,,,,,162,,,
San Jose State,Ivan Guevara [1287],,,,,,163,,,
Denver,Jim Karabetsos [1703],,,,,,164,,,
Kansas,Ted Owens [2450],,,,,,165,,,
Lehigh,Roy Heckman [1415],,,,,,166,,,
Austin Peay,Lake Kelly [1732],,,,,,167,,,
Western Michigan,Eldon Miller [2208],,,,,,168,,,
Florida,Tommy Bartlett [162],,,,,,169,,,
Pepperdine,Gary Colson [619],,,,,,170,,,
Stanford,Howard Dallmar [732],,,,,,171,,,
Brown,Gerald Alaimo [25],,,,,,172,,,
Portland,Jack Avina [106],,,,,,173,,,
Montana State,Gary Hulst [1560],,,,,,174,,,
Southern Illinois,Paul Lambert [1832],,,,,,175,,,
Clemson,Tates Locke [1927],,,,,,176,,,
Auburn,Bill Lynn [1969],,,,,,177,,,
Louisiana State,Press Maravich [2013],,,,,,178,,,
Seton Hall,Bill Raftery [2622],,,,,,179,,,
Ball State,Bud Getchell [1178],,,,,,180,,,
William & Mary,Warren Mitchell [2237],,,,,,181,,,
Loyola (IL),George Ireland [1595],,,,,,182,,,
Fresno State,Ed Gregory [1270],,,,,,183,,,
Saint Mary's (CA),Bruce Hale [1315],,,,,,184,,,
Connecticut,Dee Rowe [2777],,,,,,185,,,
Delaware State-nm,Ira Mitchell [2234],,,,,,186,,,
Tulane,Dick Longo [1937],,,,,,187,,,
Wake Forest,Jack McCloskey [2083],,,,,,188,,,
North Texas,Gene Robbins [2715],,,,,,189,,,
Arkansas,Larry Van Eman [3232],,,,,,190,,,
Boston University,Fang Mitchell [2233],,,,,,191,,,
South Alabama,Jim Taylor [3127],,,,,,192,,,
Kent State,Frank Truitt [3198],,,,,,193,,,
Yale,Joseph Vancisin [3239],,,,,,194,,,
Drake,Howard Stacey [3007],,,,,,195,,,
Colorado,Sox Walseth [3291],,,,,,196,,,
Iona,James McDermott [2103],,,,,,197,,,
Trinity (TX),Jimmy Littleton [1918],,,,,,198,,,
Richmond,Lewis Mills [2228],,,,,,199,,,
Virginia Military Institute,Mike Schuler [2861],,,,,,200,,,
La Salle,Paul Westhead [3354],,,,,,201,,,
Oregon,Dick Harter [1382],,,,,,202,,,
Georgia Tech,Whack Hyder [1585],,,,,,203,,,
Rice,Don Knodel [1786],,,,,,204,,,
Arizona,Bruce Larson [1857],,,,,,205,,,
Notre Dame,Digger Phelps [2525],,,,,,206,,,
Butler,George Theofanis [3137],,,,,,207,,,
Stetson,Glenn Wilkes [3389],,,,,,208,,,
Bucknell,Don Smith [2955],,,,,,209,,,
Northwestern,Brad Snyder [2981],,,,,,210,,,
Cornell,Jerry Lace [1825],,,,,,211,,,
Vermont,Art Loche [1925],,,,,,212,,,
Idaho,Wayne Anderson [72],,,,,,213,,,
Bowling Green State,Pat Haley [1318],,,,,,214,,,
Columbia,Jack Rohan [2749],,,,,,215,,,
Oklahoma State,Sam Aubrey [102],,,,,,216,,,
Georgetown,Jack Magee [1989],,,,,,217,,,
Nevada,Jackson Spencer [2995],,,,,,218,,,
