Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Loyola (IL),George Ireland [1595],,,,,,1,,,
Cincinnati,Ed Jucker [1693],,,,,,2,,,
Duke,Vic Bubas [406],,,,,,3,,,
Arizona State,Ned Wulk [3482],,,,,,4,,,
Auburn,Joel Eaves [931],,,,,,5,,,
Providence,Joseph Mullaney [2298],,,,,,6,,,
Ohio State,Fred Taylor [3124],,,,,,7,,,
Miami (FL),Bruce Hale [1315],,,,,,8,,,
Saint Joseph's,Jack Ramsay [2627],,,,,,9,,,
Georgia Tech,Whack Hyder [1585],,,,,,10,,,
Mississippi State,Babe McCarthy [2073],,,,,,11,,,
New York University,Lou Rossini [2773],,,,,,12,,,
Colorado State,Jim Williams [3405],,,,,,13,,,
Seattle,Vincent Cazzetta [533],,,,,,14,,,
Niagara,Taps Gallagher [1144],,,,,,15,,,
Idaho,Joe Cipriano [569],,,,,,16,,,
Illinois,Harry Combes [622],,,,,,17,,,
Pennsylvania,Jack McCloskey [2083],,,,,,18,,,
Pittsburgh,Robert Timmons [3176],,,,,,19,,,
Princeton,Butch van Breda Kolff [3230],,,,,,20,,,
Penn State,John Egli [952],,,,,,21,,,
West Virginia,George King [1764],,,,,,22,,,
Utah State,Ladell Andersen [57],,,,,,23,,,
Texas,Harold Bradley [315],,,,,,24,,,
Davidson,Lefty Driesell [883],,,,,,25,,,
Connecticut,George Wigton [3386],,,,,,26,,,
Memphis,Dean Ehlers [953],,,,,,27,,,
Texas-El Paso,Don Haskins [1390],,,,,,28,,,
Canisius,Bob MacKinnon [1978],,,,,,29,,,
Colorado,Sox Walseth [3291],,,,,,30,,,
Auburn,Bill Lynn [1969],,,,,,31,,,
North Carolina,Dean Smith [2954],,,,,,32,,,
Oregon State,Slats Gill [1190],,,,,,33,,,
Bowling Green State,Harold Anderson [64],,,,,,34,,,
Wichita State,Ralph Miller [2217],,,,,,35,,,
Connecticut,Hugh Greer [1267],,,,,,36,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,37,,,
Seton Hall,Richard Regan [2657],,,,,,38,,,
Vanderbilt,Roy Skinner [2942],,,,,,39,,,
Fordham,John Bach [110],,,,,,40,,,
Marquette,Eddie Hickey [1453],,,,,,41,,,
Southern California,Forrest Twogood [3213],,,,,,42,,,
