Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
South Carolina,Frank Johnson [1646],,,,,,1,,,
Illinois,Douglas Mills [2225],,,,,,2,,,
Wyoming,Everett Shelton [2902],,,,,,3,,,
Notre Dame,George Keogan [1748],,,,,,4,,,
Arizona,Fred Enke [979],,,,,,5,,,
Creighton,Eddie Hickey [1453],,,,,,6,,,
Villanova,Alex Severence [2885],,,,,,7,,,
Indiana,Branch McCracken [2093],,,,,,8,,,
Western Kentucky,E.A. Diddle [819],,,,,,9,,,
Seton Hall,Honey Russell [2792],,,,,,10,,,
St. John's (NY),Joe Lapchick [1851],,,,,,11,,,
Dartmouth,Ozzie Cowles [680],,,,,,12,,,
Rochester (NY),Louis Alexander [31],,,,,,13,,,
Akron,Russell Beichly [188],,,,,,14,,,
Manhattan,Joseph Daher [727],,,,,,15,,,
Notre Dame,Moose Krause [1802],,,,,,16,,,
Toledo,Burl Friddle [1125],,,,,,17,,,
Rhode Island,Frank Keaney [1712],,,,,,18,,,
Southern California,Ernest Holbrook [1503],,,,,,19,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,20,,,
Louisiana State,Dale Morey [2265],,,,,,21,,,
Georgetown,Elmer Ripley [2707],,,,,,22,,,
DePaul,Ray Meyer [2196],,,,,,23,,,
Penn State,John Lawther [1869],,,,,,24,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,25,,,
Kansas,Phog Allen [42],,,,,,26,,,
Bowling Green State,Harold Anderson [64],,,,,,27,,,
Washington & Jefferson,Adam Sanders [2811],,,,,,28,,,
Nevada,Jake Lawlor [1866],,,,,,29,,,
Tennessee,John Mauer [2049],,,,,,30,,,
Washington,Hec Edmundson [940],,,,,,31,,,
Montana State,Brick Breeden [333],,,,,,32,,,
Valparaiso,Loren Ellis [965],,,,,,33,,,
Niagara,Taps Gallagher [1144],,,,,,34,,,
Duke,Gerry Gerard [1176],,,,,,35,,,
Indiana State,Glenn Curtis [722],,,,,,36,,,
Detroit Mercy,Lloyd Brazil [331],,,,,,37,,,
Davidson,Bo Shepard [2904],,,,,,38,,,
Kentucky,Adolph Rupp [2789],,,,,,39,,,
George Washington,Otis Zahn [3504],,,,,,40,,,
Texas,H.C. Gilstrap [1201],,,,,,41,,,
Arkansas,Eugene Lambert [1831],,,,,,42,,,
New York University,Howard Cann [473],,,,,,43,,,
Denver,Mark Duncan [900],,,,,,44,,,
Fordham,Edward Kelleher [1725],,,,,,45,,,
Hofstra,Jack McDonald [2107],,,,,,46,,,
Princeton,Cappy Cappon [481],,,,,,47,,,
Miami (OH),Blue Foster [1098],,,,,,48,,,
Denver,Ellison Ketchum [1754],,,,,,49,,,
Georgia Tech,Roy Mundorff [2307],,,,,,50,,,
Richmond,Malcolm Pitt [2543],,,,,,51,,,
Long Island University,Clair Bee [185],,,,,,52,,,
Siena,Dan Cunha [716],,,,,,53,,,
West Texas A&M,Gus Miller [2210],,,,,,54,,,
Brigham Young,Floyd Millet [2222],,,,,,55,,,
Oregon State,Slats Gill [1190],,,,,,56,,,
West Virginia,Rudy Baric [140],,,,,,57,,,
Pittsburgh,Doc Carlson [494],,,,,,58,,,
Montana,Clyde Carpenter [502],,,,,,59,,,
Oklahoma,Bruce Drake [872],,,,,,60,,,
UCLA,Wilbur Johns [1639],,,,,,61,,,
Pennsylvania,Lon Jourdet [1689],,,,,,62,,,
Texas Christian,Hub McQuillan [2161],,,,,,63,,,
Utah State,Delbert Young [3495],,,,,,64,,,
Oregon,Howard Hobson [1490],,,,,,65,,,
Rice,Joe Davis [761],,,,,,66,,,
St. Francis (NY),Joseph Brennan [337],,,,,,67,,,
South Carolina,Rex Enright [980],,,,,,68,,,
Texas-El Paso,Marshall Pennington [2502],,,,,,69,,,
Mississippi State,Dick Hitt [1484],,,,,,70,,,
Washington State,Jack Friel [1128],,,,,,71,,,
Wichita State,Melvin Binford [247],,,,,,72,,,
Duquesne,Chick Davies [753],,,,,,73,,,
Muhlenburg,Doggie Julian [1695],,,,,,74,,,
Citadel,Bo Sherman [2906],,,,,,75,,,
Ohio,William Trautwein [3189],,,,,,76,,,
Montana,Eddie Chinske [557],,,,,,77,,,
Maine,Samuel Sezak [2888],,,,,,78,,,
San Francisco,James Needles [2342],,,,,,79,,,
Marshall,Cam Henderson [1426],,,,,,80,,,
Oklahoma State,Hank Iba [1589],,,,,,81,,,
Saint Mary's (CA),Louis Conlan [626],,,,,,82,,,
Wisconsin,Bud Foster [1099],,,,,,83,,,
La Salle,Obie O'Brien [2393],,,,,,84,,,
Vanderbilt,Norm Cooper [655],,,,,,85,,,
Michigan,Bennie Oosterbaan [2436],,,,,,86,,,
Southern Methodist,James Stewart [3047],,,,,,87,,,
Canisius,Allie Seelbach [2875],,,,,,88,,,
Loyola (IL),John Connelly [631],,,,,,89,,,
North Carolina,Bill Lange [1843],,,,,,90,,,
Texas Tech,Polk Robison [2734],,,,,,91,,,
Lafayette,A.R. Winters [3446],,,,,,92,,,
Florida,Spurgeon Cherry [551],,,,,,93,,,
Connecticut,Donald White [3363],,,,,,94,,,
Dayton,James Carter [512],,,,,,95,,,
Santa Clara,George Barsi [159],,,,,,96,,,
Arizona State,Rudy Lavik [1863],,,,,,97,,,
Minnesota,Carl Nordly [2377],,,,,,98,,,
Saint Louis,Bob Klenck [1779],,,,,,99,,,
William & Mary,Dwight Steussey [3035],,,,,,100,,,
Columbia,Cliff Battles [170],,,,,,101,,,
Alabama,Paul Burnham [430],,,,,,102,,,
Temple,Josh Cody [596],,,,,,103,,,
Virginia Military Institute,Pooley Hubert [1548],,,,,,104,,,
Virginia Tech,Mac McEver [2116],,,,,,105,,,
Maryland,Burton Shipley [2913],,,,,,106,,,
Texas A&M,Manning Smith [2967],,,,,,107,,,
Kent State,Donald Starn [3020],,,,,,108,,,
Stanford,Everett Dean [777],,,,,,109,,,
Marquette,Bill Chandler [540],,,,,,110,,,
Washington (MO),Bob Kinnan [1767],,,,,,111,,,
Cincinnati,Bob Ruess [2785],,,,,,112,,,
Northwestern,Dutch Lonborg [1930],,,,,,113,,,
Ohio State,Harold Olsen [2432],,,,,,114,,,
St. Bonaventure,Carroll Reilly [2666],,,,,,115,,,
Drake,Bill Williams [3395],,,,,,116,,,
Harvard,Earl Brown [370],,,,,,117,,,
Utah,Vadal Peterson [2515],,,,,,118,,,
Brown,Rip Engle [974],,,,,,119,,,
Purdue,Piggy Lambert [1833],,,,,,120,,,
Syracuse,Lew Andreas [74],,,,,,121,,,
Mississippi,Goat Hale [1316],,,,,,122,,,
City College of New York,Nat Holman [1513],,,,,,123,,,
Colorado State,John Davis [762],,,,,,124,,,
Rutgers,Frank Hill [1466],,,,,,125,,,
North Carolina State,Leroy Jay [1624],,,,,,126,,,
Iowa State,Louis Menze [2180],,,,,,127,,,
Geneva,Harold Bruce [397],,,,,,128,,,
Navy,John Wilson [3433],,,,,,129,,,
Bradley,Alfred Robertson [2725],,,,,,130,,,
Colgate,Karl Lawrence [1867],,,,,,131,,,
Idaho,Babe Brown [365],,,,,,132,,,
Missouri,George Edwards [946],,,,,,133,,,
Iowa,Pops Harrison [1377],,,,,,134,,,
Bucknell,John Sitarski [2938],,,,,,135,,,
Virginia,Gus Tebell [3129],,,,,,136,,,
Xavier,Clem Crowe [705],,,,,,137,,,
Nebraska,Adolph Lewandowski [1899],,,,,,138,,,
California,Nibs Price [2588],,,,,,139,,,
Northeastern,Foxy Flumere [1078],,,,,,140,,,
Washington & Lee,George S. Gummy Proctor [2596],,,,,,141,,,
Brooklyn,Arthur Musicat [2322],,,,,,142,,,
Northern Arizona,Frank Brickey [346],,,,,,143,,,
Lehigh,James Gordon [1229],,,,,,144,,,
Army,Valentine Lentz [1892],,,,,,145,,,
Loyola (MD),Lefty Reitz [2671],,,,,,146,,,
Cornell,Speed Wilson [3438],,,,,,147,,,
Tulane,Vernon Haynes [1407],,,,,,148,,,
Butler,Pop Hedden [1416],,,,,,149,,,
Kansas State,Chili Cochrane [594],,,,,,150,,,
Baylor,BIll Henderson [1425],,,,,,151,,,
Yale,Red Rolfe [2753],,,,,,152,,,
Georgia,Elmer Lampe [1834],,,,,,153,,,
Boston University,Mel Collard [610],,,,,,154,,,
New Hampshire,Henry Swasey [3097],,,,,,155,,,
Clemson,Rock Norman [2379],,,,,,156,,,
Holy Cross,Hop Riopel [2706],,,,,,157,,,
New Mexico,Willis Barnes [149],,,,,,158,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,159,,,
Hardin-Simmons,Clark Jarnigan [1616],,,,,,160,,,
Wake Forest,Murray Greason [1253],,,,,,161,,,
Auburn,Bob Evans [992],,,,,,162,,,
Chicago,Kyle Anderson [68],,,,,,163,,,
Tulsa,W.S. Milligan [2223],,,,,,164,,,
