Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
Davidson,Lefty Driesell [883],,,,,,2,,,
Providence,Joseph Mullaney [2298],,,,,,3,,,
Saint Joseph's,Jack Ramsay [2627],,,,,,4,,,
Connecticut,Fred Shabel [2889],,,,,,5,,,
Weber State,Dick Motta [2291],,,,,,6,,,
Vanderbilt,Roy Skinner [2942],,,,,,7,,,
Michigan,Dave Strack [3067],,,,,,8,,,
Miami (FL),Bruce Hale [1315],,,,,,9,,,
Penn State,John Egli [952],,,,,,10,,,
North Carolina State,Press Maravich [2013],,,,,,11,,,
San Francisco,Peter Peletta [2496],,,,,,12,,,
Villanova,Jack Kraft [1798],,,,,,13,,,
Duke,Vic Bubas [406],,,,,,14,,,
Tennessee,Ray Mears [2166],,,,,,15,,,
Miami (OH),Richard Shrider [2915],,,,,,16,,,
Princeton,Butch van Breda Kolff [3230],,,,,,17,,,
Minnesota,John Kundla [1817],,,,,,18,,,
Cornell,Sam MacNeil [1982],,,,,,19,,,
Indiana,Branch McCracken [2093],,,,,,20,,,
Eastern Kentucky,Jim Baechtold [113],,,,,,21,,,
Dayton,Don Donoher [851],,,,,,22,,,
Illinois,Harry Combes [622],,,,,,23,,,
Boston College,Bob Cousy [673],,,,,,24,,,
Brigham Young,Stan Watts [3322],,,,,,25,,,
Oklahoma State,Hank Iba [1589],,,,,,26,,,
Texas Tech,Eugene Gibson [1184],,,,,,27,,,
Seattle,Bob Boyd [304],,,,,,28,,,
Murray State,Cal Luther [1961],,,,,,29,,,
Ohio,James Snyder [2982],,,,,,30,,,
St. John's (NY),Joe Lapchick [1851],,,,,,31,,,
Army,Tates Locke [1927],,,,,,32,,,
Florida,Norm Sloan [2944],,,,,,33,,,
Detroit Mercy,Bob Calihan [456],,,,,,34,,,
New Mexico,Bob King [1763],,,,,,35,,,
Wichita State,Gary Thompson [3152],,,,,,36,,,
Gonzaga,Hank Anderson [63],,,,,,37,,,
Maryland,Bud Millikan [2224],,,,,,38,,,
Hardin-Simmons,Lou Henson [1437],,,,,,39,,,
Kansas,Ted Owens [2450],,,,,,40,,,
Oklahoma City,Abe Lemons [1890],,,,,,41,,,
Saint Louis,John Benington [209],,,,,,42,,,
Fairfield,George Bisacca [250],,,,,,43,,,
Western Kentucky,John Oldham [2424],,,,,,44,,,
Bradley,Chuck Orsborn [2439],,,,,,45,,,
Colorado State,Jim Williams [3405],,,,,,46,,,
Houston,Guy Lewis [1902],,,,,,47,,,
