Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Carleton College,Everett Dean [777],,,,,,1,,,
North Carolina,Bo Shepard [2904],,,,,,2,,,
Texas,Doc Stewart [3043],,,,,,3,,,
Tulane,Claude Simons [2930],,,,,,4,,,
Franklin,Griz Wagner [3270],,,,,,5,,,
Mount Union,Raymond Detrick [802],,,,,,6,,,
City College of New York,Nat Holman [1513],,,,,,7,,,
Rensselaer,E. W. Donald [846],,,,,,8,,,
Canisius,Luke Urban [3221],,,,,,9,,,
Army,Van Vleit [3259],,,,,,10,,,
Vermont,Tom Keady [1711],,,,,,11,,,
Colorado College,Telfor Mead [2163],,,,,,12,,,
West Virginia,Francis Stadsvold [3008],,,,,,13,,,
Montana State,Ott Romney [2759],,,,,,14,,,
Penn State,Dutch Hermann [1441],,,,,,15,,,
Creighton,Arthur Schabinger [2830],,,,,,16,,,
Valparaiso,William Shadoan [2891],,,,,,17,,,
Kansas,Phog Allen [42],,,,,,18,,,
Navy,James Allen [40],,,,,,19,,,
Oklahoma,Hugh McDermott [2102],,,,,,20,,,
Arizona,Basil Stanley [3015],,,,,,21,,,
DePauw,Jimmy Ashmore [99],,,,,,22,,,
Kentucky,George Buchheit [407],,,,,,23,,,
West Texas A&M,Sam Burton [437],,,,,,24,,,
Cornell,Howard Ortner [2441],,,,,,25,,,
Springfield,Paul Otto [2446],,,,,,26,,,
Lehigh,James Baldwin [124],,,,,,27,,,
Texas Christian,Matty Bell [194],,,,,,28,,,
Oregon State,Robert Hager [1304],,,,,,29,,,
Virginia,Henry Lannigan [1849],,,,,,30,,,
Denison,Walter Livingston [1920],,,,,,31,,,
Saint Mary's (CA),Slip Madigan [1985],,,,,,32,,,
Saint Louis,Dan Savage [2825],,,,,,33,,,
UCLA,Caddy Works [3473],,,,,,34,,,
Columbia,Joseph Deering [786],,,,,,35,,,
Southern California,Les Turner [3209],,,,,,36,,,
San Francisco,James Needles [2342],,,,,,37,,,
Brigham Young,Alvin Twitchell [3212],,,,,,38,,,
California,Earl Wright [3477],,,,,,39,,,
Washburn,Dutch Lonborg [1930],,,,,,40,,,
Ohio,Brandon Grover [1283],,,,,,41,,,
Georgia,Herman Stegeman [3028],,,,,,42,,,
Duke,J.S. Burbage [418],,,,,,43,,,
Alabama,Hank Crisp [700],,,,,,44,,,
Temple,Samuel Dienes [822],,,,,,45,,,
Washington,Hec Edmundson [940],,,,,,46,,,
Xavier,Joe Meyer [2194],,,,,,47,,,
Oregon,William Reinhart [2669],,,,,,48,,,
Richmond,Frank Dobson [834],,,,,,49,,,
Mississippi,R.L. Sullivan [3084],,,,,,50,,,
Wake Forest,Hank Garrity [1160],,,,,,51,,,
Grove City,Bob Thorn [3162],,,,,,52,,,
Purdue,Piggy Lambert [1833],,,,,,53,,,
Ohio State,Harold Olsen [2432],,,,,,54,,,
St. Bonaventure,Glenn Carberry [486],,,,,,55,,,
Oklahoma State,John Maulbetsch [2050],,,,,,56,,,
North Dakota State,George Dewey [810],,,,,,57,,,
Indiana State,Arthur Strum [3076],,,,,,58,,,
Pennsylvania,Edward McNichol [2156],,,,,,59,,,
Wisconsin,Doc Meanwell [2165],,,,,,60,,,
Muhlenburg,Walter Wood [3465],,,,,,61,,,
Colgate,Bill Reid [2659],,,,,,62,,,
Tulsa,Howard Acher [7],,,,,,63,,,
St. Francis (NY),Frank Brennan [336],,,,,,64,,,
Northern Colorado,George Cooper [653],,,,,,65,,,
Rutgers,Frank Hill [1466],,,,,,66,,,
Colorado School of Mines,Chuck Kearney [1713],,,,,,67,,,
Stanford,Andrew Kerr [1750],,,,,,68,,,
Washington College,Thomas Kibler [1756],,,,,,69,,,
Georgetown,John O'Reilly [2411],,,,,,70,,,
Villanova,Michael Saxe [2826],,,,,,71,,,
Notre Dame,George Keogan [1748],,,,,,72,,,
Indiana,Leslie Mann [2010],,,,,,73,,,
Chicago,Nelson Norgren [2378],,,,,,74,,,
Illinois,Craig Ruby [2783],,,,,,75,,,
Princeton,Albert Wittmer [3457],,,,,,76,,,
Dayton,Harry Baujan [173],,,,,,77,,,
Washington & Lee,K.E. Hines [1479],,,,,,78,,,
Butler,Pat Page [2453],,,,,,79,,,
Union (NY),W. Hardman [1350],,,,,,80,,,
New Mexico,Roy Johnson [1655],,,,,,81,,,
Mississippi State,E.C. Hayes [1402],,,,,,82,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,83,,,
Nebraska,William Kline [1780],,,,,,84,,,
Washington State,J. Fred Bohler [282],,,,,,85,,,
Arkansas,Francis Schmidt [2844],,,,,,86,,,
Rhode Island,Frank Keaney [1712],,,,,,87,,,
Fordham,Edward Kelleher [1725],,,,,,88,,,
Pittsburgh,Doc Carlson [494],,,,,,89,,,
Michigan,E.J. Mather [2045],,,,,,90,,,
Cincinnati,Boyd Chambers [536],,,,,,91,,,
Harvard,Edward Wachter [3264],,,,,,92,,,
Duquesne,Bill Campbell [466],,,,,,93,,,
Manhattan,Arthur Carroll [506],,,,,,94,,,
Virginia Military Institute,William Raftery [2623],,,,,,95,,,
DePaul,Robert Stevenson [3039],,,,,,96,,,
Dartmouth,W.A. Zahn [3505],,,,,,97,,,
Texas A&M,Dana Bible [242],,,,,,98,,,
Tennessee,Mark Banks [132],,,,,,99,,,
Idaho,David MacMillan [1981],,,,,,100,,,
South Carolina,Jack Crawford [693],,,,,,101,,,
Yale,Joseph Fogarty [1081],,,,,,102,,,
Colorado State,Harry Hughes [1553],,,,,,103,,,
Buffalo,Arthur Powell [2567],,,,,,104,,,
Marshall,Bill Strickling [3071],,,,,,105,,,
Detroit Mercy,John Barrett [154],,,,,,106,,,
Minnesota,Louis Cooke [649],,,,,,107,,,
New Mexico State,Robert Brown [388],,,,,,108,,,
Washington (MO),Donald White [3363],,,,,,109,,,
Davidson,Monk Younger [3501],,,,,,110,,,
Bradley,Alfred Robertson [2725],,,,,,111,,,
St. John's (NY),John Crenny [696],,,,,,112,,,
New York University,Howard Cann [473],,,,,,113,,,
Kansas State,Charles Corsaut [664],,,,,,114,,,
Western Kentucky,E.A. Diddle [819],,,,,,115,,,
Northern Arizona,R.H. Drake [874],,,,,,116,,,
Toledo,Darrell Fox [1104],,,,,,117,,,
Furman,Billy Laval [1861],,,,,,118,,,
Saint Joseph's,John Lavin [1864],,,,,,119,,,
Marquette,Frank Murray [2318],,,,,,120,,,
Utah State,Dick Romney [2756],,,,,,121,,,
Drake,Ossie Solem [2987],,,,,,122,,,
Michigan State,Fred Walker [3281],,,,,,123,,,
Niagara,Peter Dwyer [915],,,,,,124,,,
Montana,John Stewart [3049],,,,,,125,,,
Seton Hall,Frank Hill [1466],,,,,,126,,,
Wichita State,Sam Hill [1470],,,,,,127,,,
Syracuse,Edmund Dollard [840],,,,,,128,,,
Loyola (MD),William Schuerholz [2860],,,,,,129,,,
Loyola (IL),Leonard Sachs [2799],,,,,,130,,,
Maryland,Burton Shipley [2913],,,,,,131,,,
Iowa,Sam Barry [158],,,,,,132,,,
Georgia Tech,William Alexander [33],,,,,,133,,,
Louisiana State,Moon Ducote [892],,,,,,134,,,
Southern Methodist,H.A. Faulkner [1020],,,,,,135,,,
Brown,Harold Evans [997],,,,,,136,,,
Colorado,Joe Mills [2227],,,,,,137,,,
Holy Cross,William Casey [520],,,,,,138,,,
Connecticut,Sumner Dole [837],,,,,,139,,,
William & Mary,Wilder Tasker [3116],,,,,,140,,,
Wabash,Pete Vaughan [3243],,,,,,141,,,
Florida,J.L. White [3367],,,,,,142,,,
Baylor,Frank Bridges [348],,,,,,143,,,
Vanderbilt,Josh Cody [596],,,,,,144,,,
Kent State,Frank Harsh [1379],,,,,,145,,,
Auburn,Wilbur Hutsell [1582],,,,,,146,,,
North Carolina State,Richard Crozier [709],,,,,,147,,,
Lafayette,William Anderson [73],,,,,,148,,,
Wooster,L.C. Boles [285],,,,,,149,,,
Virginia Tech,B.C. Cubbage [713],,,,,,150,,,
Denver,Aubrey DeVine [805],,,,,,151,,,
Utah,Thomas Fitzpatrick [1061],,,,,,152,,,
Arizona State,Aaron McCreary [2097],,,,,,153,,,
Louisville,Fred Enke [979],,,,,,154,,,
Texas-El Paso,Jack Vowell [3262],,,,,,155,,,
Sewanee,M.J. Bennett [212],,,,,,156,,,
Missouri,George Bond [287],,,,,,157,,,
Western State,A.C. Krause [1800],,,,,,158,,,
Citadel,C.F. Myers [2328],,,,,,159,,,
Miami (OH),Harry Ewing [1008],,,,,,160,,,
Bowling Green State,Ray B. McCandless [2069],,,,,,161,,,
Bucknell,Moose McCormick [2089],,,,,,162,,,
Rice,Franklyn Ashcraft [98],,,,,,163,,,
Wyoming,John Corbett [659],,,,,,164,,,
Clemson,Bud Saunders [2823],,,,,,165,,,
Iowa State,Bill Chandler [540],,,,,,166,,,
George Washington,Jack Dailey [729],,,,,,167,,,
Santa Clara,Eddie Keinholz [1722],,,,,,168,,,
Northwestern,Maurice Kent [1746],,,,,,169,,,
