Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
California,Nibs Price [2588],,,,,,1,,,
Notre Dame,George Keogan [1748],,,,,,2,,,
New Hampshire,William Cowell [679],,,,,,3,,,
Springfield,Edward Hickox [1456],,,,,,4,,,
Northern Illinois,Roland Cowell [678],,,,,,5,,,
Fordham,Edward Kelleher [1725],,,,,,6,,,
Muskingum,William Lange [1845],,,,,,7,,,
Wichita State,Leonard Umnus [3216],,,,,,8,,,
Citadel,Benny Blatt [268],,,,,,9,,,
Pittsburg State,John Lance [1835],,,,,,10,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,11,,,
West Texas A&M,Sam Burton [437],,,,,,12,,,
Kansas,Phog Allen [42],,,,,,13,,,
Navy,John Wilson [3433],,,,,,14,,,
Wake Forest,James Baldwin [124],,,,,,15,,,
Arkansas,Francis Schmidt [2844],,,,,,16,,,
Oregon,William Reinhart [2669],,,,,,17,,,
Northern Arizona,E.H. Lynch [1966],,,,,,18,,,
Colgate,Bill Reid [2659],,,,,,19,,,
Denison,Walter Livingston [1920],,,,,,20,,,
Vanderbilt,Josh Cody [596],,,,,,21,,,
Michigan,E.J. Mather [2045],,,,,,22,,,
Rhode Island,Frank Keaney [1712],,,,,,23,,,
Montana State,Ott Romney [2759],,,,,,24,,,
Butler,Tony Hinkle [1480],,,,,,25,,,
Duquesne,Chick Davies [753],,,,,,26,,,
Evansville,John Harmon [1356],,,,,,27,,,
Furman,Billy Laval [1861],,,,,,28,,,
Syracuse,Lew Andreas [74],,,,,,29,,,
Washington,Hec Edmundson [940],,,,,,30,,,
Xavier,Joe Meyer [2194],,,,,,31,,,
Army,Leo Novak [2381],,,,,,32,,,
Utah State,Dick Romney [2756],,,,,,33,,,
South Carolina,Branch Bocock [277],,,,,,34,,,
Richmond,Frank Dobson [834],,,,,,35,,,
Penn State,Dutch Hermann [1441],,,,,,36,,,
Bucknell,John Plant [2547],,,,,,37,,,
Rutgers,Frank Hill [1466],,,,,,38,,,
Seton Hall,Frank Hill [1466],,,,,,39,,,
Indiana,Everett Dean [777],,,,,,40,,,
Arizona,Fred Enke [979],,,,,,41,,,
New Mexico,Roy Johnson [1655],,,,,,42,,,
Loyola (IL),Leonard Sachs [2799],,,,,,43,,,
City College of New York,Nat Holman [1513],,,,,,44,,,
Colorado College,Alvin Twitchell [3212],,,,,,45,,,
UCLA,Caddy Works [3473],,,,,,46,,,
Dartmouth,Leonard Wachter [3265],,,,,,47,,,
Creighton,Arthur Schabinger [2830],,,,,,48,,,
Temple,James Usilton [3222],,,,,,49,,,
Buffalo,Arthur Powell [2567],,,,,,50,,,
Cincinnati,Boyd Chambers [536],,,,,,51,,,
St. Bonaventure,Jack Flavin [1068],,,,,,52,,,
Mississippi,Homer Hazel [1410],,,,,,53,,,
Northern Colorado,George Cooper [653],,,,,,54,,,
Idaho,David MacMillan [1981],,,,,,55,,,
North Carolina,Jimmy Ashmore [99],,,,,,56,,,
Mississippi State,Bernie Bierman [244],,,,,,57,,,
Carleton College,Ozzie Cowles [680],,,,,,58,,,
Purdue,Piggy Lambert [1833],,,,,,59,,,
Westminster (PA),John Lawther [1869],,,,,,60,,,
Oklahoma,Hugh McDermott [2102],,,,,,61,,,
Southern Methodist,James St. Clair [3004],,,,,,62,,,
North Carolina State,Gus Tebell [3129],,,,,,63,,,
Auburn,Mike Papke [2459],,,,,,64,,,
Nebraska,Charlie Black [252],,,,,,65,,,
Harvard,Edward Wachter [3264],,,,,,66,,,
Baylor,Ralph Wolf [3461],,,,,,67,,,
Mount Union,Robert Wright [3481],,,,,,68,,,
Ohio State,Harold Olsen [2432],,,,,,69,,,
Wyoming,Stewart Clark [578],,,,,,70,,,
Canisius,Luke Urban [3221],,,,,,71,,,
Georgia,Herman Stegeman [3028],,,,,,72,,,
Western Kentucky,E.A. Diddle [819],,,,,,73,,,
Bowling Green State,Paul Landis [1837],,,,,,74,,,
Georgia Tech,Roy Mundorff [2307],,,,,,75,,,
Washington & Lee,Cap'n Smith [2952],,,,,,76,,,
Pennsylvania,Edward McNichol [2156],,,,,,77,,,
Villanova,Rube Cashman [521],,,,,,78,,,
St. John's (NY),John Crenny [696],,,,,,79,,,
Lehigh,Roy Geary [1170],,,,,,80,,,
Washburn,Dutch Lonborg [1930],,,,,,81,,,
Miami (OH),Roy Tillotson [3175],,,,,,82,,,
Texas,Doc Stewart [3043],,,,,,83,,,
Texas A&M,Dana Bible [242],,,,,,84,,,
Pittsburgh,Doc Carlson [494],,,,,,85,,,
Wisconsin,Doc Meanwell [2165],,,,,,86,,,
Illinois,Craig Ruby [2783],,,,,,87,,,
Colorado,Howard Beresford [218],,,,,,88,,,
Louisville,Tom King [1766],,,,,,89,,,
Muhlenburg,Harry Benfer [206],,,,,,90,,,
Connecticut,Sumner Dole [837],,,,,,91,,,
Wooster,Ernest Hole [1506],,,,,,92,,,
Saint Mary's (CA),Slip Madigan [1985],,,,,,93,,,
Oregon State,Robert Hager [1304],,,,,,94,,,
Kansas State,Charles Corsaut [664],,,,,,95,,,
Georgetown,John O'Reilly [2411],,,,,,96,,,
West Virginia,Francis Stadsvold [3008],,,,,,97,,,
Southern California,Les Turner [3209],,,,,,98,,,
Davidson,Monk Younger [3501],,,,,,99,,,
Santa Clara,Harlan Dykes [920],,,,,,100,,,
Loyola (MD),Patrick Miller [2216],,,,,,101,,,
Holy Cross,John Reed [2653],,,,,,102,,,
Niagara,Peter Dwyer [915],,,,,,103,,,
George Washington,James Lemon [1889],,,,,,104,,,
San Francisco,James Needles [2342],,,,,,105,,,
Iowa,Sam Barry [158],,,,,,106,,,
Texas Christian,Matty Bell [194],,,,,,107,,,
Missouri,George Edwards [946],,,,,,108,,,
Manhattan,Chief Muller [2301],,,,,,109,,,
Dayton,Harry Baujan [173],,,,,,110,,,
Washington State,Karl Schlademan [2841],,,,,,111,,,
DePaul,Edward Anderson [60],,,,,,112,,,
DePauw,Leonard Hughes [1555],,,,,,113,,,
Stanford,E.P. Husky Hunt [1564],,,,,,114,,,
Valparaiso,Conrad Moll [2244],,,,,,115,,,
Maryland,Burton Shipley [2913],,,,,,116,,,
Princeton,Albert Wittmer [3457],,,,,,117,,,
Yale,George Taylor [3125],,,,,,118,,,
Virginia,Henry Lannigan [1849],,,,,,119,,,
Detroit Mercy,Gus Dorais [858],,,,,,120,,,
Oklahoma State,John Maulbetsch [2050],,,,,,121,,,
Columbia,Daniel Meehan [2168],,,,,,122,,,
Bradley,Alfred Robertson [2725],,,,,,123,,,
William & Mary,Wilder Tasker [3116],,,,,,124,,,
Boston University,Win Carlson [495],,,,,,125,,,
Drake,Bill Boelter [280],,,,,,126,,,
Iowa State,Bill Chandler [540],,,,,,127,,,
Texas Tech,Grady Higgenbotham [1458],,,,,,128,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,129,,,
Marshall,Bill Strickling [3071],,,,,,130,,,
Virginia Tech,Puss Redd [2647],,,,,,131,,,
Western State,A.C. Krause [1800],,,,,,132,,,
Denver,Burt Potter [2564],,,,,,133,,,
Tulane,Claude Simons [2930],,,,,,134,,,
Toledo,David Connelly [630],,,,,,135,,,
Brown,Tuss McLaughry [2146],,,,,,136,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,137,,,
Alabama,Hank Crisp [700],,,,,,138,,,
Ohio,Brandon Grover [1283],,,,,,139,,,
Tennessee,W.H. Britton [352],,,,,,140,,,
New York University,Howard Cann [473],,,,,,141,,,
Chicago,Nelson Norgren [2378],,,,,,142,,,
Saint Joseph's,Tom Temple [3131],,,,,,143,,,
Utah,Ike Armstrong [88],,,,,,144,,,
Colorado State,P.E. Lavik [1862],,,,,,145,,,
Arizona State,Aaron McCreary [2097],,,,,,146,,,
Tulsa,J.B. Miller [2212],,,,,,147,,,
Marquette,Frank Murray [2318],,,,,,148,,,
Washington (MO),Donald White [3363],,,,,,149,,,
New Mexico State,A.L. Burkeholder [425],,,,,,150,,,
Montana,John Stewart [3049],,,,,,151,,,
Kent State,Merle Wagoner [3272],,,,,,152,,,
Duke,George Buckheit [409],,,,,,153,,,
Cornell,Howard Ortner [2441],,,,,,154,,,
