Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Washington College,Team Captains [484],,,,,,1,,,
Minnesota,Louis Cooke [649],,,,,,2,,,
Louisiana State,R.E. Edmonds [938],,,,,,3,,,
Navy,Billy Lush [1957],,,,,,4,,,
Creighton,Thomas Mills [2229],,,,,,5,,,
Citadel,C.F. Myers [2328],,,,,,6,,,
Niagara,John O'Shea [2414],,,,,,7,,,
Oklahoma,Bennie Owen [2448],,,,,,8,,,
Akron,Fred Sefton [2876],,,,,,9,,,
Pennsylvania,Lon Jourdet [1689],,,,,,10,,,
Santa Clara,Norbert Keefe [1717],,,,,,11,,,
Southwestern (KS),Bill Bates [167],,,,,,12,,,
Georgetown,John O'Reilly [2411],,,,,,13,,,
Kansas State,Zora Clevenger [588],,,,,,14,,,
Colorado,Joe Mills [2227],,,,,,15,,,
Rhode Island,Fred Walker [3281],,,,,,16,,,
Idaho,W.C. Bleamaster [270],,,,,,17,,,
Roanoke,Pinky Spruhan [3003],,,,,,18,,,
Texas,Roy Henderson [1430],,,,,,19,,,
Penn State,Hugo Bezdek [237],,,,,,20,,,
Toledo,Sam Monetta [2247],,,,,,21,,,
Fordham,Edward Siskind [2937],,,,,,22,,,
Missouri,John Miller [2213],,,,,,23,,,
Virginia Tech,Charles Bernier [224],,,,,,24,,,
Bucknell,Henry Benfer [207],,,,,,25,,,
Syracuse,Edmund Dollard [840],,,,,,26,,,
Denison,Walter Livingston [1920],,,,,,27,,,
DePauw,Edbert Buss [440],,,,,,28,,,
New Mexico State,John Griffith [1279],,,,,,29,,,
Vanderbilt,Ray Morrison [2280],,,,,,30,,,
Delaware,Burton Shipley [2913],,,,,,31,,,
Cornell,Albert Sharpe [2894],,,,,,32,,,
North Carolina State,Tal Stafford [3009],,,,,,33,,,
Wyoming,John Corbett [659],,,,,,34,,,
Texas A&M,Bill Driver [885],,,,,,35,,,
Utah,Thomas Fitzpatrick [1061],,,,,,36,,,
Yale,Walter Mace [1974],,,,,,37,,,
Chicago,Pat Page [2453],,,,,,38,,,
Washington & Lee,William Raftery [2623],,,,,,39,,,
Wabash,Russell Townsend [3186],,,,,,40,,,
Oregon,Dean Walker [3279],,,,,,41,,,
Lafayette,William Anderson [73],,,,,,42,,,
Millsaps,W.P. Bales [125],,,,,,43,,,
Millikin,Robert Brannan [325],,,,,,44,,,
North Dakota,Harry Caldwell [453],,,,,,45,,,
Clemson,Jiggs Donahue [841],,,,,,46,,,
Stanford,Melbourne Evans [1002],,,,,,47,,,
Michigan,Elmer Mitchell [2232],,,,,,48,,,
Virginia,Henry Lannigan [1849],,,,,,49,,,
Western Michigan,William Spaulding [2992],,,,,,50,,,
Union (NY),W. Hardman [1350],,,,,,51,,,
Carleton College,George Levis [1898],,,,,,52,,,
Colorado College,Claude Rothgeb [2775],,,,,,53,,,
Central Missouri,Phog Allen [42],,,,,,54,,,
Colgate,Walt Hammond [1336],,,,,,55,,,
Indiana State,Birch Bayh [176],,,,,,56,,,
City College of New York,Joseph Deering [786],,,,,,57,,,
