Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Navy,James Colliflower [614],,,,,,1,,,
Washington College,Thomas Kibler [1756],,,,,,2,,,
Washington & Lee,William Raftery [2623],,,,,,3,,,
Washington State,J. Fred Bohler [282],,,,,,4,,,
Montana State,Fred Bennion [215],,,,,,5,,,
California,Ben Cherrington [549],,,,,,6,,,
Kalamazoo,Ralph Young [3498],,,,,,7,,,
Colorado College,Claude Rothgeb [2775],,,,,,8,,,
Louisiana State,Doc Stroud [3075],,,,,,9,,,
Wabash,Paul Sheeks [2899],,,,,,10,,,
Canisius,Raymond McDonald [2111],,,,,,11,,,
Creighton,Thomas Mills [2229],,,,,,12,,,
Minnesota,Louis Cooke [649],,,,,,13,,,
Virginia Tech,Harlan Sanborn [2809],,,,,,14,,,
Georgia,W.A. Cunningham [720],,,,,,15,,,
North Dakota,Thomas Gill [1191],,,,,,16,,,
Kansas State,Zora Clevenger [588],,,,,,17,,,
Brigham Young,E.L. Roberts [2720],,,,,,18,,,
Akron,Fred Sefton [2876],,,,,,19,,,
Roanoke,Pinky Spruhan [3003],,,,,,20,,,
Central Missouri,Phog Allen [42],,,,,,21,,,
Penn State,Dutch Hermann [1441],,,,,,22,,,
Carleton College,Claude Hunt [1563],,,,,,23,,,
Southern Methodist,Dale Morrison [2276],,,,,,24,,,
Citadel,Harry O'Brien [2389],,,,,,25,,,
Wisconsin-Stevens Point,George Corneal [662],,,,,,26,,,
City College of New York,Joseph Deering [786],,,,,,27,,,
Duke,Chick Doak [830],,,,,,28,,,
Arizona,Pop McKale [2131],,,,,,29,,,
Wisconsin,Doc Meanwell [2165],,,,,,30,,,
Southwestern (KS),Bill Bates [167],,,,,,31,,,
Syracuse,Edmund Dollard [840],,,,,,32,,,
Seton Hall,Frank Hill [1466],,,,,,33,,,
Illinois,Ralph Jones [1678],,,,,,34,,,
Denison,Walter Livingston [1920],,,,,,35,,,
