Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Rhode Island,James Baldwin [124],,,,,,1,,,
Stevens Institute,John Davis [763],,,,,,2,,,
Santa Clara,Jerry Desmond [799],,,,,,3,,,
North Dakota,Thomas Gill [1191],,,,,,4,,,
Utah State,Joseph Jensen [1629],,,,,,5,,,
Canisius,Raymond McDonald [2111],,,,,,6,,,
Creighton,Thomas Mills [2229],,,,,,7,,,
Oregon State,Howard Ray [2638],,,,,,8,,,
Miami (OH),George Rider [2699],,,,,,9,,,
Saint Mary's (CA),Otto Rittler [2712],,,,,,10,,,
Wisconsin-Stevens Point,S.A. Tennison [3133],,,,,,11,,,
Missouri,Doc Meanwell [2165],,,,,,12,,,
Syracuse,Edmund Dollard [840],,,,,,13,,,
Union (NY),Oscar Kuolt [1819],,,,,,14,,,
Idaho,Hec Edmundson [940],,,,,,15,,,
Louisiana State,Doc Stroud [3075],,,,,,16,,,
Oklahoma,Bennie Owen [2448],,,,,,17,,,
Pennsylvania,Lon Jourdet [1689],,,,,,18,,,
Navy,James Colliflower [614],,,,,,19,,,
Virginia,Henry Lannigan [1849],,,,,,20,,,
Georgia,Alfred Scott [2866],,,,,,21,,,
Wisconsin,Guy Lowman [1948],,,,,,22,,,
Kentucky,Daddy Boles [284],,,,,,23,,,
Colorado,Melbourne Evans [1002],,,,,,24,,,
Minnesota,Louis Cooke [649],,,,,,25,,,
North Carolina State,Harry Hartsell [1385],,,,,,26,,,
Springfield,Austin Johnson [1640],,,,,,27,,,
California,Walter Christie [563],,,,,,28,,,
Princeton,Fred Luehring [1954],,,,,,29,,,
Bucknell,Malcolm Musser [2324],,,,,,30,,,
Arizona State,George Cooper [653],,,,,,31,,,
Valparaiso,Sidney Winters [3449],,,,,,32,,,
Kalamazoo,Ralph Young [3498],,,,,,33,,,
Boston University,V.B. Allison [48],,,,,,34,,,
Virginia Tech,Charles Bernier [224],,,,,,35,,,
North Carolina,Howell Peacock [2488],,,,,,36,,,
Buffalo,Arthur Powell [2567],,,,,,37,,,
Tulane,Clark Shaughnessy [2895],,,,,,38,,,
Franklin,John Thurber [3167],,,,,,39,,,
Texas,Roy Henderson [1430],,,,,,40,,,
Cornell,Albert Sharpe [2894],,,,,,41,,,
Stanford,Russell Wilson [3437],,,,,,42,,,
Niagara,John O'Shea [2414],,,,,,43,,,
Marietta,Norman Whiting [3374],,,,,,44,,,
Detroit Mercy,Royal Campbell [471],,,,,,45,,,
Saint Joseph's,John Donahue [843],,,,,,46,,,
Indiana,Dana Evans [994],,,,,,47,,,
Rice,Wilbur Tisdale [3178],,,,,,48,,,
Kansas State,Zora Clevenger [588],,,,,,49,,,
City College of New York,Joseph Deering [786],,,,,,50,,,
New Mexico State,John Griffith [1279],,,,,,51,,,
Central Missouri,Phog Allen [42],,,,,,52,,,
Carleton College,George Levis [1898],,,,,,53,,,
Akron,Fred Sefton [2876],,,,,,54,,,
Purdue,Jock Maloney [2007],,,,,,55,,,
Lafayette,William Anderson [73],,,,,,56,,,
Wyoming,John Corbett [659],,,,,,57,,,
Duke,Chick Doak [830],,,,,,58,,,
Army,Ivens Jones [1669],,,,,,59,,,
Vanderbilt,Ralph Palmer [2457],,,,,,60,,,
Western Michigan,William Spaulding [2992],,,,,,61,,,
Northwestern,Norman Elliott [961],,,,,,62,,,
Roanoke,Pinky Spruhan [3003],,,,,,63,,,
Ohio State,Wilbur St. John [3005],,,,,,64,,,
Rutgers,Frank Hill [1466],,,,,,65,,,
Brigham Young,E.L. Roberts [2720],,,,,,66,,,
Southwestern (KS),Bill Bates [167],,,,,,67,,,
South Carolina,Dixon Foster [1100],,,,,,68,,,
Seton Hall,Frank Hill [1466],,,,,,69,,,
Bowling Green State,F.G. Beyerman [236],,,,,,70,,,
North Dakota State,P. J. Davis [769],,,,,,71,,,
Clemson,Jiggs Donahue [841],,,,,,72,,,
Illinois,Ralph Jones [1678],,,,,,73,,,
Arizona,Pop McKale [2131],,,,,,74,,,
Colorado College,Claude Rothgeb [2775],,,,,,75,,,
Millsaps,W.P. Bales [125],,,,,,76,,,
Davidson,William Fetzer [1032],,,,,,77,,,
Denison,Walter Livingston [1920],,,,,,78,,,
Chicago,Pat Page [2453],,,,,,79,,,
Georgetown,John O'Reilly [2411],,,,,,80,,,
Utah,Thomas Fitzpatrick [1061],,,,,,81,,,
Kansas,W.O. Hamilton [1332],,,,,,82,,,
Southern Methodist,Burton Rix [2714],,,,,,83,,,
Lehigh,Roy Geary [1170],,,,,,84,,,
Mount Union,George O'Brien [2388],,,,,,85,,,
Temple,Elwood Geiges [1173],,,,,,86,,,
Wabash,Russell Townsend [3186],,,,,,87,,,
Washington (MO),R.B. Rutherford [2794],,,,,,88,,,
Virginia Military Institute,Earl Abell [4],,,,,,89,,,
St. John's (NY),John Crenny [696],,,,,,90,,,
Texas A&M,Bill Driver [885],,,,,,91,,,
Colorado State,Harry Hughes [1553],,,,,,92,,,
Duquesne,Eugene McGuigan [2126],,,,,,93,,,
Montana,Jerry Nissen [2368],,,,,,94,,,
Nevada,Silas Ross [2771],,,,,,95,,,
Indiana State,Orville Sink [2936],,,,,,96,,,
Nebraska,Doc Stewart [3043],,,,,,97,,,
Millikin,Happy Wann [3300],,,,,,98,,,
DePauw,Edbert Buss [440],,,,,,99,,,
Delaware,William McAvoy [2058],,,,,,100,,,
Washington & Lee,William Raftery [2623],,,,,,101,,,
Catholic,Fred Rice [2685],,,,,,102,,,
Louisville,Ed Bowman [301],,,,,,103,,,
Bradley,Fred Brown [372],,,,,,104,,,
Denver,John Fike [1040],,,,,,105,,,
Northern Colorado,Ralph Glaze [1210],,,,,,106,,,
Colgate,Walt Hammond [1336],,,,,,107,,,
Manhattan,Edward Hanrahan [1341],,,,,,108,,,
Iowa,Maurice Kent [1746],,,,,,109,,,
Gettysburg,Doyle Leathers [1874],,,,,,110,,,
Auburn,Mike Donahue [844],,,,,,111,,,
Marquette,Jack Ryan [2796],,,,,,112,,,
Iowa State,H.H. Walters [3296],,,,,,113,,,
Michigan State,George Gauthier [1168],,,,,,114,,,
Colorado School of Mines,Fred Parsons [2471],,,,,,115,,,
Oklahoma State,Earl Pritchard [2594],,,,,,116,,,
Washington State,J. Fred Bohler [282],,,,,,117,,,
Pittsburgh,George Flint [1073],,,,,,118,,,
William & Mary,Harry Young [3496],,,,,,119,,,
Ohio,Mark Banks [132],,,,,,120,,,
Toledo,Darrell Fox [1104],,,,,,121,,,
Notre Dame,Jesse Harper [1362],,,,,,122,,,
Washington,Claude Hunt [1563],,,,,,123,,,
Yale,Walter Mace [1974],,,,,,124,,,
Dayton,Alphonse Mahrt [1998],,,,,,125,,,
Michigan,Elmer Mitchell [2232],,,,,,126,,,
Richmond,David Satterfield [2817],,,,,,127,,,
Wooster,L.C. Boles [285],,,,,,128,,,
Columbia,John Murray [2320],,,,,,129,,,
Washington College,Team Captains [484],,,,,,130,,,
Alabama,Lonnie Noojin [2374],,,,,,131,,,
Oregon,William Hayward [1409],,,,,,132,,,
Montana State,Fred Bennion [215],,,,,,133,,,
Tennessee,R.H. Fitzgerald [1060],,,,,,134,,,
Wake Forest,E.T. MacDonnell [1973],,,,,,135,,,
Cincinnati,Whitelaw Morrison [2282],,,,,,136,,,
West Virginia,H.P. Mullennex [2300],,,,,,137,,,
Wichita State,Lamar Hoover [1527],,,,,,138,,,
Grove City,Harold White [3366],,,,,,139,,,
