Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Indiana State,Bill Hodges [1493],,,,,,1,,,
Alcorn State,Davey Whitney [3378],,,,,,2,,,
Syracuse,Jim Boeheim [278],,,,,,3,,,
Temple,Don Casey [518],,,,,,4,,,
UCLA,Gary Cunningham [717],,,,,,5,,,
Arkansas,Eddie Sutton [3090],,,,,,6,,,
Georgetown,John Thompson [3154],,,,,,7,,,
Michigan State,Jud Heathcote [1414],,,,,,8,,,
DePaul,Ray Meyer [2196],,,,,,9,,,
Virginia Commonwealth,Dana Kirk [1771],,,,,,10,,,
Notre Dame,Digger Phelps [2525],,,,,,11,,,
Louisiana State,Dale Brown [368],,,,,,12,,,
Appalachian State,Bobby Cremins [695],,,,,,13,,,
Louisiana-Monroe,Lenny Fant [1013],,,,,,14,,,
North Carolina,Dean Smith [2954],,,,,,15,,,
Iona,Jim Valvano [3229],,,,,,16,,,
Detroit Mercy,Smokey Gaines [1139],,,,,,17,,,
Pennsylvania,Bob Weinhauer [3338],,,,,,18,,,
Mercer,Bill Bibb [240],,,,,,19,,,
Purdue,Lee Rose [2767],,,,,,20,,,
Tennessee State,Edward Martin [2030],,,,,,21,,,
Old Dominion,Paul Webb [3329],,,,,,22,,,
San Francisco,Dan Belluomini [198],,,,,,23,,,
Marquette,Hank Raymonds [2641],,,,,,24,,,
Nevada,Jim Carey [488],,,,,,25,,,
Wagner,P.J. Carlesimo [490],,,,,,26,,,
Louisville,Denny Crum [711],,,,,,27,,,
South Alabama,Cliff Ellis [963],,,,,,28,,,
North Carolina A&T,Gene Littles [1917],,,,,,29,,,
Citadel,Les Robinson [2729],,,,,,30,,,
Weber State,Neil McCarthy [2076],,,,,,31,,,
Duke,Bill E. Foster [1097],,,,,,32,,,
Toledo,Bob Nichols [2361],,,,,,33,,,
Texas A&M,Shelby Metcalf [2189],,,,,,34,,,
Eastern Kentucky,Ed Byhre [443],,,,,,35,,,
Texas,Abe Lemons [1890],,,,,,36,,,
