Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Indiana,Bob Knight [1782],,,,,,1,,,
Rutgers,Tom Young [3499],,,,,,2,,,
Nevada-Las Vegas,Jerry Tarkanian [3114],,,,,,3,,,
Marquette,Al McGuire [2127],,,,,,4,,,
Western Michigan,Eldon Miller [2208],,,,,,5,,,
North Carolina,Dean Smith [2954],,,,,,6,,,
North Texas,Bill Blakeley [264],,,,,,7,,,
UCLA,Gene Bartow [163],,,,,,8,,,
Missouri,Norm Stewart [3051],,,,,,9,,,
Alabama,C.M. Newton [2358],,,,,,10,,,
Princeton,Pete Carril [504],,,,,,11,,,
Centenary (LA),Larry Little [1914],,,,,,12,,,
Cincinnati,Gale Catlett [529],,,,,,13,,,
Texas Tech,Gerald Myers [2329],,,,,,14,,,
Texas-Pan American,Abe Lemons [1890],,,,,,15,,,
Charlotte,Lee Rose [2767],,,,,,16,,,
St. John's (NY),Lou Carnesecca [500],,,,,,17,,,
Notre Dame,Digger Phelps [2525],,,,,,18,,,
Pepperdine,Gary Colson [619],,,,,,19,,,
Maryland,Lefty Driesell [883],,,,,,20,,,
Morgan State-nm,Nathaniel Frazier [1114],,,,,,21,,,
Washington,Marv Harshman [1381],,,,,,22,,,
Michigan,Johnny Orr [2437],,,,,,23,,,
Florida State,Hugh Durham [911],,,,,,24,,,
Massachusetts,Jack Leaman [1873],,,,,,25,,,
Tennessee,Ray Mears [2166],,,,,,26,,,
Texas A&M,Shelby Metcalf [2189],,,,,,27,,,
Oral Roberts,Jerry Hale [1317],,,,,,28,,,
North Carolina A&T,Warren Reynolds [2679],,,,,,29,,,
Virginia Tech,Don DeVoe [808],,,,,,30,,,
Georgetown,John Thompson [3154],,,,,,31,,,
Austin Peay,Lake Kelly [1732],,,,,,32,,,
Illinois State,Gene Smithson [2975],,,,,,33,,,
George Washington,Bob Tallent [3110],,,,,,34,,,
Drexel,Ray Haesler [1303],,,,,,35,,,
San Francisco,Bob Gaillard [1137],,,,,,36,,,
Creighton,Tom Apke [80],,,,,,37,,,
Lafayette,Tom Davis [771],,,,,,38,,,
West Texas A&M,Ron Ekker [954],,,,,,39,,,
Texas-El Paso,Don Haskins [1390],,,,,,40,,,
Arizona,Fred Snowden [2979],,,,,,41,,,
Louisiana-Monroe,Lenny Fant [1013],,,,,,42,,,
Toledo,Bob Nichols [2361],,,,,,43,,,
Louisville,Denny Crum [711],,,,,,44,,,
Kansas State,Jack Hartman [1384],,,,,,45,,,
Nebraska,Joe Cipriano [569],,,,,,46,,,
South Florida,Chip Conner [632],,,,,,47,,,
Utah,Jerry Pimm [2537],,,,,,48,,,
Detroit Mercy,Dick Vitale [3258],,,,,,49,,,
North Carolina State,Norm Sloan [2944],,,,,,50,,,
Memphis,Wayne Yates [3490],,,,,,51,,,
New Orleans,Ronald Greene [1263],,,,,,52,,,
Miami (OH),Darrell Hedric [1417],,,,,,53,,,
Washington State,George Raveling [2636],,,,,,54,,,
Syracuse,Roy Danforth [737],,,,,,55,,,
DePaul,Ray Meyer [2196],,,,,,56,,,
Western Kentucky,Jim Richards [2691],,,,,,57,,,
Virginia Military Institute,Bill Blair [258],,,,,,58,,,
Holy Cross,George Blaney [266],,,,,,59,,,
South Carolina State,Tim Autrey [105],,,,,,60,,,
Arkansas,Eddie Sutton [3090],,,,,,61,,,
South Alabama,Cliff Ellis [963],,,,,,62,,,
Kentucky,Joe B. Hall [1320],,,,,,63,,,
South Carolina,Frank McGuire [2128],,,,,,64,,,
Oregon State,Ralph Miller [2217],,,,,,65,,,
Tulane,Charles Moir [2241],,,,,,66,,,
Seton Hall,Bill Raftery [2622],,,,,,67,,,
Providence,Dave Gavitt [1169],,,,,,68,,,
Weber State,Neil McCarthy [2076],,,,,,69,,,
Iowa,Lute Olson [2434],,,,,,70,,,
Connecticut,Dee Rowe [2777],,,,,,71,,,
California-Santa Barbara,Ralph Barkey [142],,,,,,72,,,
Pennsylvania,Chuck Daly [733],,,,,,73,,,
Stetson,Glenn Wilkes [3389],,,,,,74,,,
Clemson,Bill C. Foster [1096],,,,,,75,,,
Wichita State,Harry Miller [2211],,,,,,76,,,
Air Force,Hank Egan [951],,,,,,77,,,
Virginia Commonwealth,Chuck Noe [2371],,,,,,78,,,
Oregon,Dick Harter [1382],,,,,,79,,,
Saint Peter's,Dick McDonald [2106],,,,,,80,,,
Portland State,Ken Edwards [948],,,,,,81,,,
San Jose State,Ivan Guevara [1287],,,,,,82,,,
St. Bonaventure,Jim Satalin [2816],,,,,,83,,,
Wake Forest,Carl Tacy [3109],,,,,,84,,,
Boise State,Bus Connor [635],,,,,,85,,,
Auburn,Bob Davis [754],,,,,,86,,,
Minnesota,Jim Dutcher [914],,,,,,87,,,
Southern Illinois,Paul Lambert [1832],,,,,,88,,,
Dartmouth,Gary Walters [3295],,,,,,89,,,
Houston,Guy Lewis [1902],,,,,,90,,,
Mercer,Bill Bibb [240],,,,,,91,,,
Cal State Fullerton,Bobby Dye [918],,,,,,92,,,
Hofstra,Roger Gaeckler [1136],,,,,,93,,,
Virginia,Terry Holland [1508],,,,,,94,,,
Vermont,Peter Salzberg [2805],,,,,,95,,,
New Mexico,Norm Ellenberger [958],,,,,,96,,,
McNeese State,E.W. Foy [1107],,,,,,97,,,
Idaho State,Jim Killingsworth [1760],,,,,,98,,,
Villanova,Rollie Massimino [2043],,,,,,99,,,
Purdue,Fred Schaus [2835],,,,,,100,,,
Vanderbilt,Roy Skinner [2942],,,,,,101,,,
Arizona State,Ned Wulk [3482],,,,,,102,,,
Niagara,Frank Layden [1870],,,,,,103,,,
Tennessee Tech,Connie Inman [1593],,,,,,104,,,
Louisiana Tech,Emmet Hendricks [1431],,,,,,105,,,
Southern Methodist,Sonny Allen [43],,,,,,106,,,
Middle Tennessee,Jimmy Earle [922],,,,,,107,,,
Maine,Skip Chappelle [546],,,,,,108,,,
Northern Arizona,John Birkett [249],,,,,,109,,,
New Mexico State,Ken Hayes [1403],,,,,,110,,,
Long Island University,Paul Lizzo [1921],,,,,,111,,,
San Diego State,Tim Vezie [3251],,,,,,112,,,
Hardin-Simmons,Preston Vice [3252],,,,,,113,,,
Colgate,Bill Vesp [3249],,,,,,114,,,
Xavier,Tay Baker [122],,,,,,115,,,
Long Beach State,Dwight Jones [1667],,,,,,116,,,
Rhode Island,Jack Kraft [1798],,,,,,117,,,
William & Mary,George Balanis [123],,,,,,118,,,
West Virginia,Joedy Gardner [1155],,,,,,119,,,
Georgia State,Jack Waters [3315],,,,,,120,,,
Montana,Jud Heathcote [1414],,,,,,121,,,
Indiana State,Bob King [1763],,,,,,122,,,
Rider,John Carpenter [503],,,,,,123,,,
Dayton,Don Donoher [851],,,,,,124,,,
Michigan State,Gus Ganakas [1147],,,,,,125,,,
Illinois,Lou Henson [1437],,,,,,126,,,
Jacksonville,Don Beasley [182],,,,,,127,,,
