Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Texas-El Paso,Don Haskins [1390],,,,,,1,,,
Kentucky,Adolph Rupp [2789],,,,,,2,,,
Western Kentucky,John Oldham [2424],,,,,,3,,,
Loyola (IL),George Ireland [1595],,,,,,4,,,
Duke,Vic Bubas [406],,,,,,5,,,
Kansas,Ted Owens [2450],,,,,,6,,,
Long Island University-nm,Roy Rubin [2782],,,,,,7,,,
Vanderbilt,Roy Skinner [2942],,,,,,8,,,
Oklahoma City,Abe Lemons [1890],,,,,,9,,,
Saint Joseph's,Jack Ramsay [2627],,,,,,10,,,
Providence,Joseph Mullaney [2298],,,,,,11,,,
Boston College,Bob Cousy [673],,,,,,12,,,
Nebraska,Joe Cipriano [569],,,,,,13,,,
Weber State,Dick Motta [2291],,,,,,14,,,
Brigham Young,Stan Watts [3322],,,,,,15,,,
Dayton,Don Donoher [851],,,,,,16,,,
Houston,Guy Lewis [1902],,,,,,17,,,
Fairfield,George Bisacca [250],,,,,,18,,,
Virginia Tech,Howie Shannon [2893],,,,,,19,,,
Pacific,Dick Edwards [944],,,,,,20,,,
Syracuse,Fred B. Lewis [1900],,,,,,21,,,
San Francisco,Peter Peletta [2496],,,,,,22,,,
Hardin-Simmons,Lou Henson [1437],,,,,,23,,,
Bradley,Joe Stowell [3066],,,,,,24,,,
Pennsylvania,Jack McCloskey [2083],,,,,,25,,,
Cincinnati,Tay Baker [122],,,,,,26,,,
Davidson,Lefty Driesell [883],,,,,,27,,,
Penn State,John Egli [952],,,,,,28,,,
Temple,Harry Litwack [1919],,,,,,29,,,
Columbia,Jack Rohan [2749],,,,,,30,,,
Oregon State,Paul Valenti [3227],,,,,,31,,,
Utah,Jack Gardner [1154],,,,,,32,,,
Gonzaga,Hank Anderson [63],,,,,,33,,,
Miami (OH),Richard Shrider [2915],,,,,,34,,,
Rhode Island,Ernest Calverley [461],,,,,,35,,,
Rutgers,Bill E. Foster [1097],,,,,,36,,,
Iowa,Ralph Miller [2217],,,,,,37,,,
Princeton,Butch van Breda Kolff [3230],,,,,,38,,,
St. Bonaventure,Larry Weise [3340],,,,,,39,,,
St. John's (NY),Lou Carnesecca [500],,,,,,40,,,
Army,Bob Knight [1782],,,,,,41,,,
Tennessee,Ray Mears [2166],,,,,,42,,,
DePaul,Ray Meyer [2196],,,,,,43,,,
Michigan,Dave Strack [3067],,,,,,44,,,
UCLA,John Wooden [3466],,,,,,45,,,
Michigan State,John Benington [209],,,,,,46,,,
Detroit Mercy,Bob Calihan [456],,,,,,47,,,
Tennessee Tech,Kenny Sidwell [2923],,,,,,48,,,
West Virginia,Bucky Waters [3312],,,,,,49,,,
New Mexico,Bob King [1763],,,,,,50,,,
North Carolina State,Press Maravich [2013],,,,,,51,,,
Georgetown,Tom O'Keefe [2404],,,,,,52,,,
Connecticut,Fred Shabel [2889],,,,,,53,,,
Southern Methodist,Doc Hayes [1401],,,,,,54,,,
Wyoming,Bill Strannigan [3068],,,,,,55,,,
New York University,Lou Rossini [2773],,,,,,56,,,
Eastern Kentucky,Jim Baechtold [113],,,,,,57,,,
Colorado State,Jim Williams [3405],,,,,,58,,,
Wichita State,Gary Thompson [3152],,,,,,59,,,
Cornell,Sam MacNeil [1982],,,,,,60,,,
Texas A&M,Shelby Metcalf [2189],,,,,,61,,,
Villanova,Jack Kraft [1798],,,,,,62,,,
Louisville,Peck Hickman [1455],,,,,,63,,,
Butler,Tony Hinkle [1480],,,,,,64,,,
Auburn,Bill Lynn [1969],,,,,,65,,,
