Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
Jacksonville,Joe Williams [3407],,,,,,2,,,
Kentucky,Adolph Rupp [2789],,,,,,3,,,
Pennsylvania,Dick Harter [1382],,,,,,4,,,
New Mexico State,Lou Henson [1437],,,,,,5,,,
Marquette,Al McGuire [2127],,,,,,6,,,
South Carolina,Frank McGuire [2128],,,,,,7,,,
St. Bonaventure,Larry Weise [3340],,,,,,8,,,
Florida State,Hugh Durham [911],,,,,,9,,,
Western Kentucky,John Oldham [2424],,,,,,10,,,
Houston,Guy Lewis [1902],,,,,,11,,,
Long Beach State,Jerry Tarkanian [3114],,,,,,12,,,
Davidson,Terry Holland [1508],,,,,,13,,,
Iowa,Ralph Miller [2217],,,,,,14,,,
Columbia,Jack Rohan [2749],,,,,,15,,,
Ohio,James Snyder [2982],,,,,,16,,,
Santa Clara,Dick Garibaldi [1156],,,,,,17,,,
Army,Bob Knight [1782],,,,,,18,,,
Cincinnati,Tay Baker [122],,,,,,19,,,
Pacific,Dick Edwards [944],,,,,,20,,,
North Carolina State,Norm Sloan [2944],,,,,,21,,,
Utah State,Ladell Andersen [57],,,,,,22,,,
Drake,Maury John [1636],,,,,,23,,,
Villanova,Jack Kraft [1798],,,,,,24,,,
Niagara,Frank Layden [1870],,,,,,25,,,
Purdue,George King [1764],,,,,,26,,,
Weber State,Phil Johnson [1650],,,,,,27,,,
Washington State,Marv Harshman [1381],,,,,,28,,,
Wyoming,Bill Strannigan [3068],,,,,,29,,,
St. John's (NY),Lou Carnesecca [500],,,,,,30,,,
Notre Dame,Johnny Dee [785],,,,,,31,,,
Massachusetts,Jack Leaman [1873],,,,,,32,,,
Georgetown,Jack Magee [1989],,,,,,33,,,
Kansas State,Cotton Fitzsimmons [1062],,,,,,34,,,
Duquesne,Red Manning [2012],,,,,,35,,,
Ohio State,Fred Taylor [3124],,,,,,36,,,
Dayton,Don Donoher [851],,,,,,37,,,
Southern California,Bob Boyd [304],,,,,,38,,,
Cal State Los Angeles-nm,Bob Miller [2204],,,,,,39,,,
Manhattan,John Powers [2574],,,,,,40,,,
North Texas,Dan Spika [2998],,,,,,41,,,
Louisiana State,Press Maravich [2013],,,,,,42,,,
Texas-El Paso,Don Haskins [1390],,,,,,43,,,
Oklahoma,John MacLeod [1980],,,,,,44,,,
Louisville,John Dromo [887],,,,,,45,,,
North Carolina,Dean Smith [2954],,,,,,46,,,
Oregon,Steve Belko [192],,,,,,47,,,
Hardin-Simmons,Paul Lambert [1832],,,,,,48,,,
Murray State,Cal Luther [1961],,,,,,49,,,
Kansas,Ted Owens [2450],,,,,,50,,,
Nevada-Las Vegas,Rolland Todd [3179],,,,,,51,,,
Duke,Bucky Waters [3312],,,,,,52,,,
Washington,Tex Winter [3445],,,,,,53,,,
Trinity (TX)-nm,Jimmy Littleton [1918],,,,,,54,,,
Utah,Jack Gardner [1154],,,,,,55,,,
Princeton,Pete Carril [504],,,,,,56,,,
Nebraska,Joe Cipriano [569],,,,,,57,,,
Holy Cross,Jack Donohue [852],,,,,,58,,,
Tennessee,Ray Mears [2166],,,,,,59,,,
Delaware,Dan Peters [2511],,,,,,60,,,
Long Island University,Roy Rubin [2782],,,,,,61,,,
Georgia Tech,Whack Hyder [1585],,,,,,62,,,
Bowling Green State,Bob Conibear [625],,,,,,63,,,
Lamar,Jack Martin [2032],,,,,,64,,,
Western Michigan,Clarence Sonny Means [2164],,,,,,65,,,
Baylor,Bill Menefee [2177],,,,,,66,,,
Toledo,Bob Nichols [2361],,,,,,67,,,
Illinois,Harv Schmidt [2845],,,,,,68,,,
Rhode Island,Thomas Carmody [498],,,,,,69,,,
Rider,John Carpenter [503],,,,,,70,,,
East Carolina,Tom Quinn [2612],,,,,,71,,,
Arkansas State-nm,John Rose [2766],,,,,,72,,,
Connecticut,Dee Rowe [2777],,,,,,73,,,
Colorado State,Jim Williams [3405],,,,,,74,,,
Seattle,Morris Buckwalter [411],,,,,,75,,,
Creighton,Eddie Sutton [3090],,,,,,76,,,
Texas Tech,Bob Bass [165],,,,,,77,,,
Boston University,Charles Luce [1951],,,,,,78,,,
Texas A&M,Shelby Metcalf [2189],,,,,,79,,,
East Tennessee State,John Brooks [361],,,,,,80,,,
Middle Tennessee,Jimmy Earle [922],,,,,,81,,,
Tulsa,Ken Hayes [1403],,,,,,82,,,
Butler,Tony Hinkle [1480],,,,,,83,,,
Auburn,Bill Lynn [1969],,,,,,84,,,
