Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Northern Arizona,Frank Brickey [346],,,,,,1,,,
Army,Edward Kelleher [1725],,,,,,2,,,
Dartmouth,Earl Brown [370],,,,,,3,,,
Kentucky,Adolph Rupp [2789],,,,,,4,,,
Denison,Red Armstrong [90],,,,,,5,,,
South Carolina,Henry Findlay [1042],,,,,,6,,,
Arizona,Fred Enke [979],,,,,,7,,,
Arizona State,Rudy Lavik [1863],,,,,,8,,,
Bowling Green State,Harold Anderson [64],,,,,,9,,,
Gonzaga,Charles Henry [1435],,,,,,10,,,
DePaul,Ray Meyer [2196],,,,,,11,,,
Utah,Vadal Peterson [2515],,,,,,12,,,
New Mexico,George White [3364],,,,,,13,,,
Miami (OH),Blue Foster [1098],,,,,,14,,,
Oklahoma State,Hank Iba [1589],,,,,,15,,,
Washington,Hec Edmundson [940],,,,,,16,,,
Indiana State,Glenn Curtis [722],,,,,,17,,,
Vanderbilt,Smokey Harper [1364],,,,,,18,,,
Muhlenburg,Doggie Julian [1695],,,,,,19,,,
Loyola Marymount,Tom Korn [1795],,,,,,20,,,
Long Island University,George Wolfe [3462],,,,,,21,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,22,,,
St. John's (NY),Joe Lapchick [1851],,,,,,23,,,
Iowa,Pops Harrison [1377],,,,,,24,,,
Georgia Tech,Dwight Keith [1724],,,,,,25,,,
Iowa State,Louis Menze [2180],,,,,,26,,,
Rice,Joe Davis [761],,,,,,27,,,
Bucknell,Woody Ludwig [1953],,,,,,28,,,
Rochester (NY),Louis Alexander [31],,,,,,29,,,
Virginia Tech,Mac McEver [2116],,,,,,30,,,
Tulane,Vernon Haynes [1407],,,,,,31,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,32,,,
Pennsylvania,Donald Kellett [1727],,,,,,33,,,
Canisius,Allie Seelbach [2875],,,,,,34,,,
Navy,John Wilson [3433],,,,,,35,,,
Catholic,John Long [1935],,,,,,36,,,
Washington (MO),Lawrence McCreary [2099],,,,,,37,,,
Rhode Island,Frank Keaney [1712],,,,,,38,,,
California,Nibs Price [2588],,,,,,39,,,
Yale,Red Rolfe [2753],,,,,,40,,,
Lafayette,A.R. Winters [3446],,,,,,41,,,
Davidson,Bo Shepard [2904],,,,,,42,,,
Colgate,Karl Lawrence [1867],,,,,,43,,,
Pacific,Chris Kjeldsen [1775],,,,,,44,,,
Marshall,Cam Henderson [1426],,,,,,45,,,
Valparaiso,Loren Ellis [965],,,,,,46,,,
Akron,Russell Beichly [188],,,,,,47,,,
Arkansas,Eugene Lambert [1831],,,,,,48,,,
Ohio State,Harold Olsen [2432],,,,,,49,,,
Kansas,Phog Allen [42],,,,,,50,,,
