Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Citadel,Mel Thompson [3155],,,,,,47,,,
Kentucky,Adolph Rupp [2789],,,,,,48,,,
Detroit Mercy,Bob Calihan [456],,,,,,49,,,
Rhode Island,Ernest Calverley [461],,,,,,50,,,
Lafayette,George Davidson [749],,,,,,51,,,
Santa Clara,Bob Feerick [1023],,,,,,52,,,
Texas A&M,Bobby Rogers [2746],,,,,,53,,,
Colorado State,Jim Williams [3405],,,,,,54,,,
Loyola (IL),George Ireland [1595],,,,,,55,,,
Toledo,Edward Melvin [2174],,,,,,56,,,
North Carolina State,Everett Case [516],,,,,,57,,,
Pennsylvania,Jack McCloskey [2083],,,,,,58,,,
Portland,Albert E. Negratti [2344],,,,,,59,,,
Wake Forest,Bones McKinney [2138],,,,,,60,,,
Xavier,James McCafferty [2063],,,,,,61,,,
Eastern Kentucky,Paul McBrayer [2059],,,,,,62,,,
Indiana,Branch McCracken [2093],,,,,,63,,,
Seton Hall,Richard Regan [2657],,,,,,64,,,
Massachusetts-nm,Matt Zunic [3512],,,,,,65,,,
Morehead State,Bobby Laughlin [1860],,,,,,66,,,
Montana,Frosty Cox [681],,,,,,67,,,
Boston College,Don Martin [2029],,,,,,68,,,
Houston,Guy Lewis [1902],,,,,,69,,,
San Francisco,Peter Peletta [2496],,,,,,70,,,
Princeton,Jake McCandless [2068],,,,,,71,,,
Texas Tech,Polk Robison [2734],,,,,,72,,,
Colorado,Sox Walseth [3291],,,,,,73,,,
Marquette,Eddie Hickey [1453],,,,,,74,,,
California,Rene Herrerias [1443],,,,,,75,,,
Texas,Harold Bradley [315],,,,,,76,,,
William & Mary,William Chambers [539],,,,,,77,,,
Florida State,Bud Kennedy [1739],,,,,,78,,,
Cornell,Sam MacNeil [1982],,,,,,79,,,
Furman,Lyles Alley [46],,,,,,80,,,
Butler,Tony Hinkle [1480],,,,,,81,,,
Florida,Norm Sloan [2944],,,,,,82,,,
Brigham Young,Stan Watts [3322],,,,,,83,,,
Murray State,Cal Luther [1961],,,,,,84,,,
Canisius,Bob MacKinnon [1978],,,,,,85,,,
Iowa State,Glendon Anderson [62],,,,,,86,,,
Oklahoma State,Hank Iba [1589],,,,,,87,,,
Oregon,Steve Belko [192],,,,,,88,,,
Oregon State,Slats Gill [1190],,,,,,89,,,
Colgate,Howard Hartman [1383],,,,,,90,,,
Oklahoma City,Abe Lemons [1890],,,,,,91,,,
Maryland,Bud Millikan [2224],,,,,,92,,,
Centenary (LA),Orvis Sigler [2925],,,,,,93,,,
Navy,Ben Carnevale [501],,,,,,94,,,
Rutgers,Anthony Kuolt [1818],,,,,,95,,,
Georgetown,Tom O'Keefe [2404],,,,,,96,,,
Bucknell,Ben Kribbs [1807],,,,,,97,,,
New York University,Lou Rossini [2773],,,,,,98,,,
Pittsburgh,Robert Timmons [3176],,,,,,99,,,
Idaho State,John Evans [1001],,,,,,100,,,
Texas-El Paso,Harold Davis [758],,,,,,101,,,
Washington,John Grayson [1252],,,,,,102,,,
Southern Methodist,Doc Hayes [1401],,,,,,103,,,
Georgia Tech,Whack Hyder [1585],,,,,,104,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,105,,,
Miami (OH),Richard Shrider [2915],,,,,,106,,,
Air Force,Bob Spear [2993],,,,,,107,,,
Yale,Joseph Vancisin [3239],,,,,,108,,,
Rice,John Frankie [1112],,,,,,109,,,
Iona,James McDermott [2103],,,,,,110,,,
Utah State,Cecil Baker [118],,,,,,111,,,
Denver,Hoyt Brawner [329],,,,,,112,,,
Notre Dame,John Jordan [1685],,,,,,113,,,
Hardin-Simmons,Bill Scott [2867],,,,,,114,,,
Penn State,John Egli [952],,,,,,115,,,
Connecticut,Hugh Greer [1267],,,,,,116,,,
Marshall,Jule Rivlin [2713],,,,,,117,,,
Villanova,Alex Severence [2885],,,,,,118,,,
Missouri,Sparky Stalcup [3012],,,,,,119,,,
Tulane,Clifford Wells [3342],,,,,,120,,,
Harvard,Floyd S. Wilson [3430],,,,,,121,,,
Northwestern,Bill Rohr [2750],,,,,,122,,,
Vermont-nm,Fuzzy Evans [995],,,,,,123,,,
San Jose State,Stuart Inman [1594],,,,,,124,,,
Louisiana State,Jay McCreary [2098],,,,,,125,,,
Brown,Stanley Ward [3302],,,,,,126,,,
Minnesota,John Kundla [1817],,,,,,127,,,
Columbia,Archie Oldham [2423],,,,,,128,,,
Gonzaga,Hank Anderson [63],,,,,,129,,,
Arizona,Fred Enke [979],,,,,,130,,,
Manhattan,Kenneth Norton [2380],,,,,,131,,,
Delaware,Irvin Wisniewski [3451],,,,,,132,,,
Bowling Green State,Harold Anderson [64],,,,,,133,,,
Western Michigan,Don Boven [298],,,,,,134,,,
Nebraska,Jerry Bush [438],,,,,,135,,,
Mississippi,Country Graham [1237],,,,,,136,,,
City College of New York-nm,David Polansky [2550],,,,,,137,,,
Montana State,Dobbie Lambert [1830],,,,,,138,,,
Oklahoma,Doyle Parrack [2469],,,,,,139,,,
Tennessee,John Sines [2934],,,,,,140,,,
Kent State,William Bertka [231],,,,,,141,,,
Boston University,John Burke [423],,,,,,142,,,
Middle Tennessee,Edgar Diddle [820],,,,,,143,,,
Davidson,Lefty Driesell [883],,,,,,144,,,
Richmond,Lester Hooker [1525],,,,,,145,,,
Idaho,Joe Cipriano [569],,,,,,146,,,
Washington State,Marv Harshman [1381],,,,,,147,,,
Clemson,Press Maravich [2013],,,,,,148,,,
East Tennessee State,John Brooks [361],,,,,,149,,,
Illinois,Harry Combes [622],,,,,,150,,,
Pepperdine,Duck Dowell [869],,,,,,151,,,
George Washington,William Reinhart [2669],,,,,,152,,,
South Carolina,Bob Stevens [3036],,,,,,153,,,
Creighton,Red McManus [2150],,,,,,154,,,
Tulsa,Joe Swank [3095],,,,,,155,,,
Tennessee Tech,John Oldham [2424],,,,,,156,,,
Columbia,Kenneth Hunter [1569],,,,,,157,,,
Georgia,Red Lawson [1868],,,,,,158,,,
Fordham,John Bach [110],,,,,,159,,,
West Texas A&M,Metz LaFollette [1826],,,,,,160,,,
Michigan State,Forddy Anderson [61],,,,,,161,,,
Stanford,Howard Dallmar [732],,,,,,162,,,
Wisconsin,John Erickson [981],,,,,,163,,,
Alabama,Hayden Riley [2703],,,,,,164,,,
Wyoming,Bill Strannigan [3068],,,,,,165,,,
New Mexico,Bob Sweeney [3099],,,,,,166,,,
Loyola (LA),Bill Gardiner [1151],,,,,,167,,,
New Hampshire-nm,Bill Olson [2433],,,,,,168,,,
Michigan,Dave Strack [3067],,,,,,169,,,
Saint Francis (PA),Skip Hughes [1558],,,,,,170,,,
Lehigh,Anthony Packer [2451],,,,,,171,,,
Virginia Military Institute,Weenie Miller [2220],,,,,,172,,,
Texas Christian,Buster Brannon [326],,,,,,173,,,
Dartmouth,Doggie Julian [1695],,,,,,174,,,
Muhlenburg,Kenneth Moyer [2294],,,,,,175,,,
Pacific,Van Sweet [3101],,,,,,176,,,
Syracuse,Marcel Guley [1288],,,,,,177,,,
Baylor,BIll Henderson [1425],,,,,,178,,,
Virginia,Billy McCann [2070],,,,,,179,,,
North Texas,Charles Johnson [1641],,,,,,180,,,
