Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Washington College,Thomas Kibler [1756],,,,,,1,,,
Washburn,Dutch Lonborg [1930],,,,,,2,,,
Fordham,Edward Kelleher [1725],,,,,,3,,,
Wabash,Pete Vaughan [3243],,,,,,4,,,
Kansas,Phog Allen [42],,,,,,5,,,
New Mexico,Roy Johnson [1655],,,,,,6,,,
Princeton,Albert Wittmer [3457],,,,,,7,,,
Villanova,Michael Saxe [2826],,,,,,8,,,
Grove City,Bob Thorn [3162],,,,,,9,,,
Syracuse,Lew Andreas [74],,,,,,10,,,
Ohio State,Harold Olsen [2432],,,,,,11,,,
Saint Louis,Dan Savage [2825],,,,,,12,,,
West Texas A&M,Sam Burton [437],,,,,,13,,,
Creighton,Arthur Schabinger [2830],,,,,,14,,,
Union (NY),W. Hardman [1350],,,,,,15,,,
Penn State,Dutch Hermann [1441],,,,,,16,,,
City College of New York,Nat Holman [1513],,,,,,17,,,
Evansville,John Harmon [1356],,,,,,18,,,
Citadel,C.F. Myers [2328],,,,,,19,,,
Canisius,Luke Urban [3221],,,,,,20,,,
Harvard,Edward Wachter [3264],,,,,,21,,,
North Dakota State,George Dewey [810],,,,,,22,,,
Oklahoma State,John Maulbetsch [2050],,,,,,23,,,
Butler,Pat Page [2453],,,,,,24,,,
Montana State,Ott Romney [2759],,,,,,25,,,
Mount Union,Raymond Detrick [802],,,,,,26,,,
Vermont,Tom Keady [1711],,,,,,27,,,
Virginia,Henry Lannigan [1849],,,,,,28,,,
Colorado College,Telfor Mead [2163],,,,,,29,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,30,,,
Tulane,Claude Simons [2930],,,,,,31,,,
Franklin,Griz Wagner [3270],,,,,,32,,,
Arkansas,Francis Schmidt [2844],,,,,,33,,,
Army,Harry Fisher [1051],,,,,,34,,,
Denison,Walter Livingston [1920],,,,,,35,,,
North Carolina,Monk McDonald [2110],,,,,,36,,,
Alabama,Hank Crisp [700],,,,,,37,,,
Oregon State,Robert Hager [1304],,,,,,38,,,
Navy,James Allen [40],,,,,,39,,,
Nebraska,William Kline [1780],,,,,,40,,,
Southern California,Les Turner [3209],,,,,,41,,,
Pennsylvania,Edward McNichol [2156],,,,,,42,,,
Stanford,Andrew Kerr [1750],,,,,,43,,,
Richmond,Frank Dobson [834],,,,,,44,,,
Northern Colorado,George Cooper [653],,,,,,45,,,
St. John's (NY),John Crenny [696],,,,,,46,,,
Georgetown,John O'Reilly [2411],,,,,,47,,,
Colgate,Bill Reid [2659],,,,,,48,,,
Oregon,William Reinhart [2669],,,,,,49,,,
Davidson,Monk Younger [3501],,,,,,50,,,
Texas Christian,Matty Bell [194],,,,,,51,,,
Lehigh,James Baldwin [124],,,,,,52,,,
Indiana State,David Glascock [1207],,,,,,53,,,
California,Nibs Price [2588],,,,,,54,,,
Connecticut,Sumner Dole [837],,,,,,55,,,
Indiana,Everett Dean [777],,,,,,56,,,
Maryland,Burton Shipley [2913],,,,,,57,,,
Dartmouth,Leonard Wachter [3265],,,,,,58,,,
Colorado,Howard Beresford [218],,,,,,59,,,
Rhode Island,Frank Keaney [1712],,,,,,60,,,
Idaho,David MacMillan [1981],,,,,,61,,,
Ohio,Brandon Grover [1283],,,,,,62,,,
Wake Forest,Hank Garrity [1160],,,,,,63,,,
Texas,Doc Stewart [3043],,,,,,64,,,
Mississippi,R.L. Sullivan [3084],,,,,,65,,,
Duquesne,Chick Davies [753],,,,,,66,,,
Washington,Hec Edmundson [940],,,,,,67,,,
Marshall,Russel Meredith [2182],,,,,,68,,,
Holy Cross,Ken Simendinger [2927],,,,,,69,,,
Toledo,Darrell Fox [1104],,,,,,70,,,
