Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Montana-nm,Jiggs Dahlberg [728],,,,,,1,,,
Holy Cross,Buster Sheary [2898],,,,,,2,,,
Bradley,Forddy Anderson [61],,,,,,3,,,
Villanova,Alex Severence [2885],,,,,,4,,,
Ohio State,Tippy Dye [919],,,,,,5,,,
Siena-nm,Dan Cunha [716],,,,,,6,,,
La Salle,Kenneth Loeffler [1928],,,,,,7,,,
Arizona-nm,Fred Enke [979],,,,,,8,,,
Kentucky,Adolph Rupp [2789],,,,,,9,,,
Brooklyn-nm,Al Baggett [114],,,,,,10,,,
City College of New York,Nat Holman [1513],,,,,,11,,,
St. John's (NY),Frank McGuire [2128],,,,,,12,,,
North Carolina State,Everett Case [516],,,,,,13,,,
Iowa,Pops Harrison [1377],,,,,,14,,,
Western Kentucky,E.A. Diddle [819],,,,,,15,,,
Long Island University,Clair Bee [185],,,,,,16,,,
Duquesne,Dudey Moore [2259],,,,,,17,,,
Toledo,Jerry Bush [438],,,,,,18,,,
UCLA,John Wooden [3466],,,,,,19,,,
Wisconsin,Bud Foster [1099],,,,,,20,,,
Indiana,Branch McCracken [2093],,,,,,21,,,
St. Bonaventure,Edward Melvin [2174],,,,,,22,,,
Detroit Mercy,Bob Calihan [456],,,,,,23,,,
Cincinnati,John Wiethe [3384],,,,,,24,,,
Dayton,Tom Blackburn [256],,,,,,25,,,
San Jose State-nm,Walter McPherson [2159],,,,,,26,,,
Columbia,Gordon Ridings [2700],,,,,,27,,,
Lafayette,Raymond Stanley [3016],,,,,,28,,,
Niagara,Taps Gallagher [1144],,,,,,29,,,
Muhlenburg,Bennie Borgmann [295],,,,,,30,,,
Washington (MO),Blair Gullion [1289],,,,,,31,,,
San Francisco,Pete Newell [2354],,,,,,32,,,
Eastern Kentucky-nm,Paul McBrayer [2059],,,,,,33,,,
Cornell,Royner Greene [1264],,,,,,34,,,
William & Mary,Bernard Wilson [3427],,,,,,35,,,
Auburn,Joel Eaves [931],,,,,,36,,,
Kansas State,Jack Gardner [1154],,,,,,37,,,
Nebraska,Harry Good [1223],,,,,,38,,,
Wyoming,Everett Shelton [2902],,,,,,39,,,
Rhode Island,Robert Haire [1311],,,,,,40,,,
Tulane,Clifford Wells [3342],,,,,,41,,,
Connecticut-nm,Hugh Greer [1267],,,,,,42,,,
Canisius,Joseph Niland [2367],,,,,,43,,,
Vanderbilt,Robert Polk [2552],,,,,,44,,,
George Washington,William Reinhart [2669],,,,,,45,,,
Syracuse,Lew Andreas [74],,,,,,46,,,
Southern California,Sam Barry [158],,,,,,47,,,
Navy,Ben Carnevale [501],,,,,,48,,,
Oklahoma State,Hank Iba [1589],,,,,,49,,,
