Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
North Carolina State,Norm Sloan [2944],,,,,,1,,,
Maryland-Eastern Shore,John Bates [168],,,,,,2,,,
Long Beach State,Lute Olson [2434],,,,,,3,,,
Notre Dame,Digger Phelps [2525],,,,,,4,,,
Providence,Dave Gavitt [1169],,,,,,5,,,
UCLA,John Wooden [3466],,,,,,6,,,
Pittsburgh,Buzz Ridl [2701],,,,,,7,,,
Morgan State-nm,Nathaniel Frazier [1114],,,,,,8,,,
Charlotte,Bill C. Foster [1096],,,,,,9,,,
Alabama,C.M. Newton [2358],,,,,,10,,,
Centenary (LA),Larry Little [1914],,,,,,11,,,
Marquette,Al McGuire [2127],,,,,,12,,,
Southern California,Bob Boyd [304],,,,,,13,,,
Maryland,Lefty Driesell [883],,,,,,14,,,
Indiana,Bob Knight [1782],,,,,,15,,,
Vanderbilt,Roy Skinner [2942],,,,,,16,,,
South Carolina,Frank McGuire [2128],,,,,,17,,,
Michigan,Johnny Orr [2437],,,,,,18,,,
Massachusetts,Jack Leaman [1873],,,,,,19,,,
Iowa State,Maury John [1636],,,,,,20,,,
McNeese State,Bill Reigel [2664],,,,,,21,,,
Oral Roberts,Ken Trickey [3192],,,,,,22,,,
North Carolina,Dean Smith [2954],,,,,,23,,,
South Alabama,Jim Taylor [3127],,,,,,24,,,
Pennsylvania,Chuck Daly [733],,,,,,25,,,
Nevada-Las Vegas,Jerry Tarkanian [3114],,,,,,26,,,
Kansas,Ted Owens [2450],,,,,,27,,,
Creighton,Eddie Sutton [3090],,,,,,28,,,
New Mexico,Norm Ellenberger [958],,,,,,29,,,
Louisville,Denny Crum [711],,,,,,30,,,
St. John's (NY),Lou Carnesecca [500],,,,,,31,,,
Utah,Bill E. Foster [1097],,,,,,32,,,
Syracuse,Roy Danforth [737],,,,,,33,,,
Southern Illinois,Paul Lambert [1832],,,,,,34,,,
Georgia Southern,J.E. Rowe [2778],,,,,,35,,,
Arizona,Fred Snowden [2979],,,,,,36,,,
Texas-El Paso,Don Haskins [1390],,,,,,37,,,
Idaho State,Jim Killingsworth [1760],,,,,,38,,,
Bradley,Joe Stowell [3066],,,,,,39,,,
Furman,Joe Williams [3407],,,,,,40,,,
Virginia Commonwealth,Chuck Noe [2371],,,,,,41,,,
Cincinnati,Gale Catlett [529],,,,,,42,,,
Kansas State,Jack Hartman [1384],,,,,,43,,,
Montana,Jud Heathcote [1414],,,,,,44,,,
Connecticut,Dee Rowe [2777],,,,,,45,,,
Purdue,Fred Schaus [2835],,,,,,46,,,
Boston College,Bob Zuffelato [3511],,,,,,47,,,
Florida State,Hugh Durham [911],,,,,,48,,,
Middle Tennessee,Jimmy Earle [922],,,,,,49,,,
Tulsa,Ken Hayes [1403],,,,,,50,,,
Oklahoma,Joe Ramsey [2629],,,,,,51,,,
Rutgers,Tom Young [3499],,,,,,52,,,
Dayton,Don Donoher [851],,,,,,53,,,
Arkansas State,John Rose [2766],,,,,,54,,,
San Francisco,Bob Gaillard [1137],,,,,,55,,,
Toledo,Bob Nichols [2361],,,,,,56,,,
Hawaii,Bruce O'Neil [2408],,,,,,57,,,
Mercer,Joe Dan Gold [1219],,,,,,58,,,
Jacksonville,Bob Gottlieb [1235],,,,,,59,,,
Davidson,Terry Holland [1508],,,,,,60,,,
Manhattan,John Powers [2574],,,,,,61,,,
Wisconsin,John Powless [2575],,,,,,62,,,
Arizona State,Ned Wulk [3482],,,,,,63,,,
Brown,Gerald Alaimo [25],,,,,,64,,,
Fairfield,Fred Barakat [136],,,,,,65,,,
Marshall,Bob Daniels [738],,,,,,66,,,
Lafayette,Tom Davis [771],,,,,,67,,,
Morehead State,Bill Harrell [1365],,,,,,68,,,
Houston,Guy Lewis [1902],,,,,,69,,,
