Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Kentucky,Adolph Rupp [2789],,,,,,1,,,
Hamline-nm,Joe Hutton [1583],,,,,,2,,,
Western Kentucky,E.A. Diddle [819],,,,,,3,,,
Minnesota,Ozzie Cowles [680],,,,,,4,,,
Tulane,Clifford Wells [3342],,,,,,5,,,
Villanova,Alex Severence [2885],,,,,,6,,,
Saint Louis,Eddie Hickey [1453],,,,,,7,,,
Illinois,Harry Combes [622],,,,,,8,,,
San Francisco,Pete Newell [2354],,,,,,9,,,
Oklahoma State,Hank Iba [1589],,,,,,10,,,
Cincinnati,John Wiethe [3384],,,,,,11,,,
Eastern Kentucky-nm,Paul McBrayer [2059],,,,,,12,,,
Loyola (IL),Thomas Haggerty [1306],,,,,,13,,,
Butler,Tony Hinkle [1480],,,,,,14,,,
Bowling Green State,Harold Anderson [64],,,,,,15,,,
Niagara,Taps Gallagher [1144],,,,,,16,,,
Duquesne,Dudey Moore [2259],,,,,,17,,,
Bradley,Forddy Anderson [61],,,,,,18,,,
Connecticut-nm,Hugh Greer [1267],,,,,,19,,,
Siena,Dan Cunha [716],,,,,,20,,,
UCLA,John Wooden [3466],,,,,,21,,,
North Carolina State,Everett Case [516],,,,,,22,,,
Vermont-nm,Fuzzy Evans [995],,,,,,23,,,
La Salle,Charles McGlone [2122],,,,,,24,,,
West Virginia,Lee Patton [2481],,,,,,25,,,
Utah,Vadal Peterson [2515],,,,,,26,,,
Yale,Howard Hobson [1490],,,,,,27,,,
Tennessee,Emmett Lowery [1947],,,,,,28,,,
Akron,Russell Beichly [188],,,,,,29,,,
Rhode Island,Robert Haire [1311],,,,,,30,,,
Syracuse,Lew Andreas [74],,,,,,31,,,
Michigan,Ernie McCoy [2091],,,,,,32,,,
North Carolina,Tom Scott [2871],,,,,,33,,,
Wyoming,Everett Shelton [2902],,,,,,34,,,
Texas,Jack Gray [1250],,,,,,35,,,
Notre Dame,Moose Krause [1802],,,,,,36,,,
William & Mary,Bernard Wilson [3427],,,,,,37,,,
Miami (FL),Hart Morris [2272],,,,,,38,,,
Holy Cross,Buster Sheary [2898],,,,,,39,,,
Washington State,Jack Friel [1128],,,,,,40,,,
Columbia,Gordon Ridings [2700],,,,,,41,,,
Texas Tech-nm,Polk Robison [2734],,,,,,42,,,
Louisville,Peck Hickman [1455],,,,,,43,,,
George Washington,George Garber [1150],,,,,,44,,,
St. Bonaventure,Edward Melvin [2174],,,,,,45,,,
Manhattan,Kenneth Norton [2380],,,,,,46,,,
Davidson,Bo Shepard [2904],,,,,,47,,,
Lafayette,William Anderson [73],,,,,,48,,,
Muhlenburg,Clyde Barker [141],,,,,,49,,,
City College of New York,Nat Holman [1513],,,,,,50,,,
Stanford,Everett Dean [777],,,,,,51,,,
Denver,Hoyt Brawner [329],,,,,,52,,,
Ohio State,Tippy Dye [919],,,,,,53,,,
Oregon State,Slats Gill [1190],,,,,,54,,,
West Texas A&M-nm,Gus Miller [2210],,,,,,55,,,
Seton Hall,Jack Reitemeier [2670],,,,,,56,,,
Pennsylvania,Howard Dallmar [732],,,,,,57,,,
DePaul,Ray Meyer [2196],,,,,,58,,,
