Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Southwestern (KS),Bill Bates [167],,,,,,1,,,
North Dakota,Paul Davis [770],,,,,,2,,,
Texas A&M,Bill Driver [885],,,,,,3,,,
Citadel,C.F. Myers [2328],,,,,,4,,,
Northern Arizona,Gus O'Conner [2394],,,,,,5,,,
Montana State,Walter Powell [2570],,,,,,6,,,
Washington & Lee,William Raftery [2623],,,,,,7,,,
Utah State,Dick Romney [2756],,,,,,8,,,
Kansas,Karl Schlademan [2841],,,,,,9,,,
Pennsylvania,Lon Jourdet [1689],,,,,,10,,,
Millikin,Happy Wann [3300],,,,,,11,,,
Missouri,Doc Meanwell [2165],,,,,,12,,,
New York University,Ed Thorp [3163],,,,,,13,,,
Georgetown,John O'Reilly [2411],,,,,,14,,,
Penn State,Dutch Hermann [1441],,,,,,15,,,
Nebraska,Paul Schissler [2840],,,,,,16,,,
Virginia Military Institute,Pinky Spruhan [3003],,,,,,17,,,
Wyoming,John Corbett [659],,,,,,18,,,
Louisiana State,Doc Stroud [3075],,,,,,19,,,
Buffalo,Arthur Powell [2567],,,,,,20,,,
Central Missouri,Willard Greim [1272],,,,,,21,,,
Franklin,John Thurber [3167],,,,,,22,,,
Creighton,Chuck Kearney [1713],,,,,,23,,,
Delaware,Burton Shipley [2913],,,,,,24,,,
UCLA,Fred Cozens [682],,,,,,25,,,
Army,Joseph O'Shea [2415],,,,,,26,,,
Akron,Fred Sefton [2876],,,,,,27,,,
Ripon,Harold Olsen [2432],,,,,,28,,,
Tulsa,Francis Schmidt [2844],,,,,,29,,,
Syracuse,Edmund Dollard [840],,,,,,30,,,
Utah,Thomas Fitzpatrick [1061],,,,,,31,,,
Marietta,Greasy Neale [2338],,,,,,32,,,
Idaho,Hutch Hutchinson [1581],,,,,,33,,,
Navy,Billy Lush [1957],,,,,,34,,,
DePauw,Edbert Buss [440],,,,,,35,,,
City College of New York,Nat Holman [1513],,,,,,36,,,
Stevens Institute,John Davis [763],,,,,,37,,,
Stanford,Melbourne Evans [1002],,,,,,38,,,
Southern California,Gus Henderson [1428],,,,,,39,,,
Purdue,Piggy Lambert [1833],,,,,,40,,,
Tennessee,John Bender [203],,,,,,41,,,
Virginia Tech,Charles Bernier [224],,,,,,42,,,
Nevada,Raymond Courtright [672],,,,,,43,,,
Vanderbilt,Guy Denton [797],,,,,,44,,,
Chicago,Pat Page [2453],,,,,,45,,,
Seton Hall,Frank Hill [1466],,,,,,46,,,
Virginia,Henry Lannigan [1849],,,,,,47,,,
Niagara,John Blake [262],,,,,,48,,,
Wisconsin,Guy Lowman [1948],,,,,,49,,,
Marquette,Jack Ryan [2796],,,,,,50,,,
Wooster,L.C. Boles [285],,,,,,51,,,
Rutgers,Frank Hill [1466],,,,,,52,,,
Denison,Walter Livingston [1920],,,,,,53,,,
Toledo,Watt Hobt [1491],,,,,,54,,,
Princeton,Fred Luehring [1954],,,,,,55,,,
Western Michigan,William Spaulding [2992],,,,,,56,,,
Washington (MO),R.B. Rutherford [2794],,,,,,57,,,
Birmingham-Southern,Charlie Brown [367],,,,,,58,,,
Canisius,Edward Miller [2207],,,,,,59,,,
Duke,W.J. Rothensies [2774],,,,,,60,,,
Mississippi State,E.C. Hayes [1402],,,,,,61,,,
Bucknell,Malcolm Musser [2324],,,,,,62,,,
Cornell,Howard Ortner [2441],,,,,,63,,,
Colgate,Bill Reid [2659],,,,,,64,,,
Wake Forest,Bill Holding [1505],,,,,,65,,,
Carleton College,Earl Jackson [1598],,,,,,66,,,
Illinois,Ralph Jones [1678],,,,,,67,,,
Mississippi,R.L. Sullivan [3084],,,,,,68,,,
North Carolina State,Richard Crozier [709],,,,,,69,,,
Gettysburg,Doyle Leathers [1874],,,,,,70,,,
Brigham Young,E.L. Roberts [2720],,,,,,71,,,
Grove City,Howard Acher [7],,,,,,72,,,
Miami (OH),George Little [1913],,,,,,73,,,
Arizona,Pop McKale [2131],,,,,,74,,,
Yale,Albert Sharpe [2894],,,,,,75,,,
Detroit Mercy,James Brown [375],,,,,,76,,,
Kalamazoo,Ralph Young [3498],,,,,,77,,,
Ohio State,George Trautman [3188],,,,,,78,,,
North Dakota State,Stanley Borleske [296],,,,,,79,,,
Arizona State,George Cooper [653],,,,,,80,,,
Texas,Berry Whitaker [3360],,,,,,81,,,
Indiana,Jumbo Stiehm [3054],,,,,,82,,,
Wabash,Pete Vaughan [3243],,,,,,83,,,
Millsaps,W.P. Bales [125],,,,,,84,,,
California,William Hollender [1510],,,,,,85,,,
Springfield,Austin Johnson [1640],,,,,,86,,,
Auburn,Mike Donahue [844],,,,,,87,,,
Pittsburgh,George Flint [1073],,,,,,88,,,
Valparaiso,George Keogan [1748],,,,,,89,,,
Saint Joseph's,John Lavin [1864],,,,,,90,,,
Colorado,Joe Mills [2227],,,,,,91,,,
Colorado College,Poss Parsons [2472],,,,,,92,,,
Kansas,Phog Allen [42],,,,,,93,,,
Mount Union,George O'Brien [2388],,,,,,94,,,
Connecticut,M.R. Schwartz [2863],,,,,,95,,,
Fordham,Arthur Devlin [807],,,,,,96,,,
Clemson,Country Morris [2271],,,,,,97,,,
Temple,Francois D'Eliscu [726],,,,,,98,,,
Oklahoma,Bennie Owen [2448],,,,,,99,,,
Georgia,Herman Stegeman [3028],,,,,,100,,,
Kansas State,Zora Clevenger [588],,,,,,101,,,
New Mexico State,John Griffith [1279],,,,,,102,,,
Louisville,Tuley Brucker [398],,,,,,103,,,
West Virginia,Francis Stadsvold [3008],,,,,,104,,,
Drake,Mark Banks [132],,,,,,105,,,
Michigan State,George Gauthier [1168],,,,,,106,,,
Wichita State,Kenneth Cassidy [524],,,,,,107,,,
Colorado State,Harry Hughes [1553],,,,,,108,,,
Rice,Leslie Mann [2010],,,,,,109,,,
Washington State,J. Fred Bohler [282],,,,,,110,,,
Iowa,Jimmy Ashmore [99],,,,,,111,,,
Union (NY),W. Hardman [1350],,,,,,112,,,
Oregon,Shy Huntington [1575],,,,,,113,,,
Muhlenburg,William Ritter [2711],,,,,,114,,,
Washington,Stub Allison [47],,,,,,115,,,
Ohio,Frank Gullum [1290],,,,,,116,,,
Washington College,Thomas Kibler [1756],,,,,,117,,,
Montana,Bernie Bierman [244],,,,,,118,,,
North Carolina,Fred Boye [306],,,,,,119,,,
Minnesota,Louis Cooke [649],,,,,,120,,,
Michigan,E.J. Mather [2045],,,,,,121,,,
Kentucky,George Buchheit [407],,,,,,122,,,
William & Mary,James Driver [886],,,,,,123,,,
Alabama,Bill Moore [2257],,,,,,124,,,
Lehigh,J. Murphy [2312],,,,,,125,,,
Georgia Tech,William Alexander [33],,,,,,126,,,
Indiana State,Birch Bayh [176],,,,,,127,,,
St. John's (NY),John Crenny [696],,,,,,128,,,
South Carolina,Dixon Foster [1100],,,,,,129,,,
Dayton,Harry Solimano [2988],,,,,,130,,,
Baylor,Bubbs Moseley [2285],,,,,,131,,,
Duquesne,Eugene McGuigan [2126],,,,,,132,,,
St. Bonaventure,Richard Phelan [2524],,,,,,133,,,
Oregon State,H.W. Hargiss [1353],,,,,,134,,,
Northern Colorado,William Search [2873],,,,,,135,,,
Cincinnati,Boyd Chambers [536],,,,,,136,,,
Tulane,M.A. Moenck [2239],,,,,,137,,,
Southern Methodist,Burton Rix [2714],,,,,,138,,,
Bradley,Bill Allen [35],,,,,,139,,,
Iowa State,R.N. Berryman [230],,,,,,140,,,
Bradley,Fred Brown [372],,,,,,141,,,
Kent State,Paul Chandler [541],,,,,,142,,,
Butler,F.E. Ellis [964],,,,,,143,,,
Brown,Ed Freeman [1120],,,,,,144,,,
Santa Clara,Robert Harmon [1357],,,,,,145,,,
Bowling Green State,F.G. Beyerman [236],,,,,,146,,,
Northwestern,Norman Elliott [961],,,,,,147,,,
Lafayette,W.F. McAvoy [2057],,,,,,148,,,
Columbia,Bebe Benson [217],,,,,,149,,,
Notre Dame,Gus Dorais [858],,,,,,150,,,
Colorado School of Mines,Ralph Glaze [1210],,,,,,151,,,
Rhode Island,Fred Murray [2319],,,,,,152,,,
Richmond,Frank Dobson [834],,,,,,153,,,
Davidson,Fred Hengeveld [1432],,,,,,154,,,
Dartmouth,W.A. Zahn [3505],,,,,,155,,,
Saint Louis,Armin Fischer [1049],,,,,,156,,,
Furman,Billy Laval [1861],,,,,,157,,,
Texas Christian,T.D. Hackney [1299],,,,,,158,,,
Manhattan,Edward Hanrahan [1341],,,,,,159,,,
Denver,George Koonsman [1794],,,,,,160,,,
Loyola (MD),William Schuerholz [2860],,,,,,161,,,
Oklahoma State,James Pixlee [2545],,,,,,162,,,
Boston University,V.B. Allison [48],,,,,,163,,,
Xavier,Harry Gilligan [1198],,,,,,164,,,
New Mexico,Roy Johnson [1655],,,,,,165,,,
Saint Mary's (CA),Percival Ritchie [2710],,,,,,166,,,
