Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Oklahoma State,Hank Iba [1589],,,,,,1,,,
Yale,Red Rolfe [2753],,,,,,2,,,
Kentucky,Adolph Rupp [2789],,,,,,3,,,
Kansas,Phog Allen [42],,,,,,4,,,
West Virginia,Lee Patton [2481],,,,,,5,,,
Rhode Island,Frank Keaney [1712],,,,,,6,,,
Harvard,Floyd Stahl [3011],,,,,,7,,,
New York University,Howard Cann [473],,,,,,8,,,
North Carolina,Ben Carnevale [501],,,,,,9,,,
Indiana,Harry Good [1223],,,,,,10,,,
Boston University,Russ Peterson [2514],,,,,,11,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,12,,,
Syracuse,Lew Andreas [74],,,,,,13,,,
Loyola (IL),Thomas Haggerty [1306],,,,,,14,,,
Lafayette,William Anderson [73],,,,,,15,,,
Nevada,Jake Lawlor [1866],,,,,,16,,,
Wyoming,Everett Shelton [2902],,,,,,17,,,
Bowling Green State,Harold Anderson [64],,,,,,18,,,
Furman,Lyles Alley [46],,,,,,19,,,
Arizona,Fred Enke [979],,,,,,20,,,
Baylor,BIll Henderson [1425],,,,,,21,,,
California,Nibs Price [2588],,,,,,22,,,
Muhlenburg,Lee Coker [605],,,,,,23,,,
Dartmouth,Ozzie Cowles [680],,,,,,24,,,
Notre Dame,Elmer Ripley [2707],,,,,,25,,,
Holy Cross,Doggie Julian [1695],,,,,,26,,,
St. Bonaventure,Anselm Krieger [1808],,,,,,27,,,
Navy,John Wilson [3433],,,,,,28,,,
DePaul,Ray Meyer [2196],,,,,,29,,,
Louisville,Peck Hickman [1455],,,,,,30,,,
Duke,Gerry Gerard [1176],,,,,,31,,,
Iowa,Pops Harrison [1377],,,,,,32,,,
City College of New York,Nat Holman [1513],,,,,,33,,,
Tennessee,John Mauer [2049],,,,,,34,,,
Ohio State,Harold Olsen [2432],,,,,,35,,,
Indiana State,Glenn Curtis [722],,,,,,36,,,
Northwestern,Dutch Lonborg [1930],,,,,,37,,,
Ohio,William Trautwein [3189],,,,,,38,,,
Toledo,Rollie Boldt [283],,,,,,39,,,
St. John's (NY),Joe Lapchick [1851],,,,,,40,,,
Maine,Eck Allen [37],,,,,,41,,,
Marshall,Cam Henderson [1426],,,,,,42,,,
Virginia,Gus Tebell [3129],,,,,,43,,,
Cornell,Speed Wilson [3438],,,,,,44,,,
West Texas A&M,Gus Miller [2210],,,,,,45,,,
