Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
La Salle,Tom Gola [1218],,,,,,2,,,
Santa Clara,Dick Garibaldi [1156],,,,,,3,,,
Davidson,Lefty Driesell [883],,,,,,4,,,
Weber State,Phil Johnson [1650],,,,,,5,,,
Boston College,Bob Cousy [673],,,,,,6,,,
North Carolina,Dean Smith [2954],,,,,,7,,,
Rutgers,Bill E. Foster [1097],,,,,,8,,,
Drake,Maury John [1636],,,,,,9,,,
Lamar-nm,Jack Martin [2032],,,,,,10,,,
Columbia,Jack Rohan [2749],,,,,,11,,,
New Mexico State,Lou Henson [1437],,,,,,12,,,
Marquette,Al McGuire [2127],,,,,,13,,,
Purdue,George King [1764],,,,,,14,,,
Kentucky,Adolph Rupp [2789],,,,,,15,,,
Villanova,Jack Kraft [1798],,,,,,16,,,
Duquesne,Red Manning [2012],,,,,,17,,,
St. John's (NY),Lou Carnesecca [500],,,,,,18,,,
Trinity (TX)-nm,Robert Polk [2552],,,,,,19,,,
Illinois,Harv Schmidt [2845],,,,,,20,,,
Murray State,Cal Luther [1961],,,,,,21,,,
Louisville,John Dromo [887],,,,,,22,,,
Saint Peter's,Don Kennedy [1741],,,,,,23,,,
South Carolina,Frank McGuire [2128],,,,,,24,,,
Tennessee,Ray Mears [2166],,,,,,25,,,
Baylor,Bill Menefee [2177],,,,,,26,,,
Colorado,Sox Walseth [3291],,,,,,27,,,
Notre Dame,Johnny Dee [785],,,,,,28,,,
Dayton,Don Donoher [851],,,,,,29,,,
Kansas,Ted Owens [2450],,,,,,30,,,
Long Island University,Roy Rubin [2782],,,,,,31,,,
Temple,Harry Litwack [1919],,,,,,32,,,
Princeton,Pete Carril [504],,,,,,33,,,
Seattle,Morris Buckwalter [411],,,,,,34,,,
Massachusetts,Jack Leaman [1873],,,,,,35,,,
Ohio State,Fred Taylor [3124],,,,,,36,,,
St. Bonaventure,Larry Weise [3340],,,,,,37,,,
Colorado State,Jim Williams [3405],,,,,,38,,,
Jacksonville,Joe Williams [3407],,,,,,39,,,
Tulsa,Ken Hayes [1403],,,,,,40,,,
Florida State,Hugh Durham [911],,,,,,41,,,
Washington State,Marv Harshman [1381],,,,,,42,,,
West Texas A&M,Dennis Walling [3290],,,,,,43,,,
Montana State,Roger Craft [683],,,,,,44,,,
Wyoming,Bill Strannigan [3068],,,,,,45,,,
Florida,Tommy Bartlett [162],,,,,,46,,,
Saint Francis (PA),John Clark [574],,,,,,47,,,
Holy Cross,Jack Donohue [852],,,,,,48,,,
San Jose State,Dan Glines [1212],,,,,,49,,,
Southern Illinois,Jack Hartman [1384],,,,,,50,,,
Oklahoma City,Abe Lemons [1890],,,,,,51,,,
Wake Forest,Jack McCloskey [2083],,,,,,52,,,
Texas A&M,Shelby Metcalf [2189],,,,,,53,,,
Northwestern,Brad Snyder [2981],,,,,,54,,,
Morehead State,Bob Wright [3476],,,,,,55,,,
Cincinnati,Tay Baker [122],,,,,,56,,,
California-Santa Barbara,Ralph Barkey [142],,,,,,57,,,
Fordham,Edward Conlin [629],,,,,,58,,,
Pacific,Dick Edwards [944],,,,,,59,,,
New Mexico,Bob King [1763],,,,,,60,,,
Ohio,James Snyder [2982],,,,,,61,,,
Army,Bob Knight [1782],,,,,,62,,,
Wagner,Chester Sellitto [2879],,,,,,63,,,
Texas-El Paso,Don Haskins [1390],,,,,,64,,,
Arizona,Bruce Larson [1857],,,,,,65,,,
Detroit Mercy,Bob Calihan [456],,,,,,66,,,
Houston,Guy Lewis [1902],,,,,,67,,,
Western Kentucky,John Oldham [2424],,,,,,68,,,
Saint Joseph's,Jack McKinney [2139],,,,,,69,,,
East Carolina,Tom Quinn [2612],,,,,,70,,,
Pennsylvania,Dick Harter [1382],,,,,,71,,,
Auburn,Bill Lynn [1969],,,,,,72,,,
North Carolina State,Norm Sloan [2944],,,,,,73,,,
North Texas,Dan Spika [2998],,,,,,74,,,
Penn State,John Bach [110],,,,,,75,,,
Manhattan,John Powers [2574],,,,,,76,,,
Eastern Kentucky,Guy Strong [3074],,,,,,77,,,
Miami (FL),Ron Godfrey [1214],,,,,,78,,,
Gettysburg,Robert Hulton [1561],,,,,,79,,,
Boston University,Charles Luce [1951],,,,,,80,,,
Providence,Joseph Mullaney [2298],,,,,,81,,,
Kent State,Frank Truitt [3198],,,,,,82,,,
Southern California,Bob Boyd [304],,,,,,83,,,
East Tennessee State,John Brooks [361],,,,,,84,,,
Vanderbilt,Roy Skinner [2942],,,,,,85,,,
New York University,Lou Rossini [2773],,,,,,86,,,
Brigham Young,Stan Watts [3322],,,,,,87,,,
George Washington,Wayne Dobbs [832],,,,,,88,,,
Vermont,Art Loche [1925],,,,,,89,,,
DePaul,Ray Meyer [2196],,,,,,90,,,
Missouri,Norm Stewart [3051],,,,,,91,,,
Northwestern,Larry Glass [1209],,,,,,92,,,
Miami (OH),Tates Locke [1927],,,,,,93,,,
Northern Illinois,Thomas Jorgensen [1688],,,,,,94,,,
Toledo,Bob Nichols [2361],,,,,,95,,,
Michigan,Johnny Orr [2437],,,,,,96,,,
Tennessee Tech,Kenny Sidwell [2923],,,,,,97,,,
Bucknell,Don Smith [2955],,,,,,98,,,
Iowa State,Glendon Anderson [62],,,,,,99,,,
Pepperdine,Gary Colson [619],,,,,,100,,,
Kansas State,Cotton Fitzsimmons [1062],,,,,,101,,,
Virginia Tech,Howie Shannon [2893],,,,,,102,,,
Bradley,Joe Stowell [3066],,,,,,103,,,
Duke,Vic Bubas [406],,,,,,104,,,
Delaware,Dan Peters [2511],,,,,,105,,,
Citadel,Dick Campbell [468],,,,,,106,,,
Georgia,Ken Rosemond [2769],,,,,,107,,,
Oregon,Steve Belko [192],,,,,,108,,,
Minnesota,Bill Fitch [1056],,,,,,109,,,
Utah,Jack Gardner [1154],,,,,,110,,,
Hardin-Simmons,Paul Lambert [1832],,,,,,111,,,
Georgetown,Jack Magee [1989],,,,,,112,,,
Louisiana State,Press Maravich [2013],,,,,,113,,,
Iona,James McDermott [2103],,,,,,114,,,
Creighton,Red McManus [2150],,,,,,115,,,
Iowa,Ralph Miller [2217],,,,,,116,,,
Southern Methodist,Bob Prewitt [2583],,,,,,117,,,
Texas Christian,Johnny Swaim [3094],,,,,,118,,,
Middle Tennessee,Ken Trickey [3192],,,,,,119,,,
Washington,Tex Winter [3445],,,,,,120,,,
Richmond,Lewis Mills [2228],,,,,,121,,,
Georgia Tech,Whack Hyder [1585],,,,,,122,,,
Oklahoma State,Hank Iba [1589],,,,,,123,,,
Cornell,Jerry Lace [1825],,,,,,124,,,
Hofstra,Paul Lynner [1970],,,,,,125,,,
California,Jim Padgett [2452],,,,,,126,,,
Michigan State,John Benington [209],,,,,,127,,,
Nebraska,Joe Cipriano [569],,,,,,128,,,
Tulane,Ralph Pedersen [2493],,,,,,129,,,
Oregon State,Paul Valenti [3227],,,,,,130,,,
West Virginia,Bucky Waters [3312],,,,,,131,,,
Texas Tech,Eugene Gibson [1184],,,,,,132,,,
Niagara,Frank Layden [1870],,,,,,133,,,
Western Michigan,Clarence Sonny Means [2164],,,,,,134,,,
Wisconsin,John Powless [2575],,,,,,135,,,
Air Force,Bob Spear [2993],,,,,,136,,,
Colgate,Edward Ashnault [100],,,,,,137,,,
Rider,John Carpenter [503],,,,,,138,,,
Maine,Gil Philbrick [2527],,,,,,139,,,
Gonzaga,Hank Anderson [63],,,,,,140,,,
Idaho,Wayne Anderson [72],,,,,,141,,,
Butler,Tony Hinkle [1480],,,,,,142,,,
Wichita State,Gary Thompson [3152],,,,,,143,,,
Arizona State,Ned Wulk [3482],,,,,,144,,,
Austin Peay,George Fisher [1050],,,,,,145,,,
Mississippi,Cob Jarvis [1618],,,,,,146,,,
Rice,Don Knodel [1786],,,,,,147,,,
Arkansas,Duddy Waller [3289],,,,,,148,,,
Fairleigh Dickinson,Jack Devine [806],,,,,,149,,,
Rhode Island,Thomas Carmody [498],,,,,,150,,,
Dartmouth,Dave Gavitt [1169],,,,,,151,,,
Virginia,Bill Gibson [1183],,,,,,152,,,
Loyola (IL),George Ireland [1595],,,,,,153,,,
Xavier,George Krajack [1799],,,,,,154,,,
Fairfield,Jim Lynam [1964],,,,,,155,,,
Texas,Leon Black [253],,,,,,156,,,
Bowling Green State,Bob Conibear [625],,,,,,157,,,
New Hampshire,William Haubrich [1394],,,,,,158,,,
Marshall,Ellis Johnson [1644],,,,,,159,,,
Indiana,Lou Watson [3318],,,,,,160,,,
Syracuse,Roy Danforth [737],,,,,,161,,,
Seton Hall,Richard Regan [2657],,,,,,162,,,
Yale,Joseph Vancisin [3239],,,,,,163,,,
Utah State,Ladell Andersen [57],,,,,,164,,,
Montana,Robert Cope [657],,,,,,165,,,
Furman,Frank Selvy [2881],,,,,,166,,,
Lafayette,Hal Wissel [3452],,,,,,167,,,
Navy,Dave Smalley [2948],,,,,,168,,,
Centenary (LA),Joe Swank [3095],,,,,,169,,,
Stanford,Howard Dallmar [732],,,,,,170,,,
Mississippi State,Joe Dan Gold [1219],,,,,,171,,,
Texas-Pan American,Sam Williams [3415],,,,,,172,,,
Texas-Arlington,Barry Dowd [868],,,,,,173,,,
Maryland,Frank Fellows [1025],,,,,,174,,,
Idaho State,Danny Miller [2206],,,,,,175,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,176,,,
Canisius,Bob MacKinnon [1978],,,,,,177,,,
Lehigh,Roy Heckman [1415],,,,,,178,,,
Harvard,Robert Harrison [1378],,,,,,179,,,
San Francisco,Phil Vukicevich [3263],,,,,,180,,,
Oklahoma,John MacLeod [1980],,,,,,181,,,
Loyola Marymount,Dick Baker [119],,,,,,182,,,
Saint Mary's (CA),Mike Cimino [566],,,,,,183,,,
Memphis,Moe Iba [1590],,,,,,184,,,
Clemson,Bobby Roberts [2717],,,,,,185,,,
Saint Louis,Buddy Brehmer [334],,,,,,186,,,
William & Mary,Warren Mitchell [2237],,,,,,187,,,
Virginia Military Institute,Gary McPherson [2157],,,,,,188,,,
Connecticut,Burr Carlson [492],,,,,,189,,,
