Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
San Francisco,Phil Woolpert [3472],,,,,,1,,,
Louisville,Peck Hickman [1455],,,,,,2,,,
Alabama,Johnny Dee [785],,,,,,3,,,
Temple,Harry Litwack [1919],,,,,,4,,,
Dayton,Tom Blackburn [256],,,,,,5,,,
Southern Methodist,Doc Hayes [1401],,,,,,6,,,
North Carolina State,Everett Case [516],,,,,,7,,,
Wayne State (MI)-nm,Joel Mason [2042],,,,,,8,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,9,,,
Vanderbilt,Robert Polk [2552],,,,,,10,,,
Illinois,Harry Combes [622],,,,,,11,,,
Holy Cross,Roy Leenig [1882],,,,,,12,,,
Seton Hall,Honey Russell [2792],,,,,,13,,,
Saint Joseph's,Jack Ramsay [2627],,,,,,14,,,
Rice,Don Suman [3086],,,,,,15,,,
Utah,Jack Gardner [1154],,,,,,16,,,
UCLA,John Wooden [3466],,,,,,17,,,
North Carolina,Frank McGuire [2128],,,,,,18,,,
Marshall,Jule Rivlin [2713],,,,,,19,,,
Iowa State,Bill Strannigan [3068],,,,,,20,,,
Washington (MO),Blair Gullion [1289],,,,,,21,,,
Iowa,Bucky O'Connor [2396],,,,,,22,,,
Kentucky,Adolph Rupp [2789],,,,,,23,,,
Stanford,Howard Dallmar [732],,,,,,24,,,
Lafayette,George Davidson [749],,,,,,25,,,
Niagara,Taps Gallagher [1144],,,,,,26,,,
Memphis,Eugene Lambert [1831],,,,,,27,,,
Oklahoma City,Abe Lemons [1890],,,,,,28,,,
Duke,Harold Bradley [315],,,,,,29,,,
Canisius,Joseph Curran [721],,,,,,30,,,
Houston,Alden Pasche [2474],,,,,,31,,,
George Washington,William Reinhart [2669],,,,,,32,,,
Purdue,Ray Eddy [936],,,,,,33,,,
Ohio State,Floyd Stahl [3011],,,,,,34,,,
Saint Louis,Eddie Hickey [1453],,,,,,35,,,
Portland,Albert E. Negratti [2344],,,,,,36,,,
Cincinnati,George Smith [2960],,,,,,37,,,
West Virginia,Fred Schaus [2835],,,,,,38,,,
New Mexico State,Presley Askew [101],,,,,,39,,,
Idaho State-nm,Steve Belko [192],,,,,,40,,,
Brigham Young,Stan Watts [3322],,,,,,41,,,
Missouri,Sparky Stalcup [3012],,,,,,42,,,
California,Pete Newell [2354],,,,,,43,,,
Kansas State,Tex Winter [3445],,,,,,44,,,
Wake Forest,Murray Greason [1253],,,,,,45,,,
Oklahoma State,Hank Iba [1589],,,,,,46,,,
DePaul,Ray Meyer [2196],,,,,,47,,,
Manhattan,Kenneth Norton [2380],,,,,,48,,,
Tennessee Tech,John Oldham [2424],,,,,,49,,,
Morehead State,Bobby Laughlin [1860],,,,,,50,,,
Colgate,Howard Hartman [1383],,,,,,51,,,
Syracuse,Marcel Guley [1288],,,,,,52,,,
Duquesne,Dudey Moore [2259],,,,,,53,,,
Columbia,Lou Rossini [2773],,,,,,54,,,
Seattle,Albert Brightman [350],,,,,,55,,,
Dartmouth,Doggie Julian [1695],,,,,,56,,,
Tulsa,Clarence Iba [1587],,,,,,57,,,
Saint Mary's (CA),James Weaver [3327],,,,,,58,,,
Kansas,Phog Allen [42],,,,,,59,,,
