Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Pittsburgh,Doc Carlson [494],,,,,,1,,,
Oklahoma,Hugh McDermott [2102],,,,,,2,,,
Arkansas,Francis Schmidt [2844],,,,,,3,,,
Wayne State (MI),David Holmes [1514],,,,,,4,,,
Montana State,Ott Romney [2759],,,,,,5,,,
Carleton College,Ozzie Cowles [680],,,,,,6,,,
Illinois Wesleyan,Wally Roettger [2745],,,,,,7,,,
Georgetown,Elmer Ripley [2707],,,,,,8,,,
Auburn,Mike Papke [2459],,,,,,9,,,
Springfield,Edward Hickox [1456],,,,,,10,,,
North Carolina,Jimmy Ashmore [99],,,,,,11,,,
Xavier,Joe Meyer [2194],,,,,,12,,,
Indiana,Everett Dean [777],,,,,,13,,,
Purdue,Piggy Lambert [1833],,,,,,14,,,
Creighton,Arthur Schabinger [2830],,,,,,15,,,
Butler,Tony Hinkle [1480],,,,,,16,,,
Santa Clara,Harlan Dykes [920],,,,,,17,,,
Oregon,William Reinhart [2669],,,,,,18,,,
Westminster (PA),John Lawther [1869],,,,,,19,,,
Southern California,Leo Calland [458],,,,,,20,,,
Furman,Rock Norman [2379],,,,,,21,,,
West Texas A&M,Sam Burton [437],,,,,,22,,,
Evansville,John Harmon [1356],,,,,,23,,,
Southern Methodist,James St. Clair [3004],,,,,,24,,,
St. John's (NY),James Freeman [1121],,,,,,25,,,
Notre Dame,George Keogan [1748],,,,,,26,,,
Pennsylvania,Edward McNichol [2156],,,,,,27,,,
Arizona,Fred Enke [979],,,,,,28,,,
Miami (OH),Roy Tillotson [3175],,,,,,29,,,
Fordham,Edward Kelleher [1725],,,,,,30,,,
Northern Arizona,Rudy Lavik [1863],,,,,,31,,,
Loyola (IL),Leonard Sachs [2799],,,,,,32,,,
Connecticut,Louis Alexander [31],,,,,,33,,,
Washington,Hec Edmundson [940],,,,,,34,,,
Cincinnati,Boyd Chambers [536],,,,,,35,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,36,,,
Maryland,Burton Shipley [2913],,,,,,37,,,
Temple,James Usilton [3222],,,,,,38,,,
Virginia,Henry Lannigan [1849],,,,,,39,,,
Wooster,Ernest Hole [1506],,,,,,40,,,
Wisconsin,Doc Meanwell [2165],,,,,,41,,,
Manhattan,Chief Muller [2301],,,,,,42,,,
Pittsburg State,John Lance [1835],,,,,,43,,,
San Francisco,James Needles [2342],,,,,,44,,,
Bucknell,John Plant [2547],,,,,,45,,,
Rhode Island,Frank Keaney [1712],,,,,,46,,,
Louisville,Tom King [1766],,,,,,47,,,
William & Mary,Wilder Tasker [3116],,,,,,48,,,
Bradley,Alfred Robertson [2725],,,,,,49,,,
Detroit Mercy,Gus Dorais [858],,,,,,50,,,
City College of New York,Nat Holman [1513],,,,,,51,,,
Valparaiso,Earl Scott [2868],,,,,,52,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,53,,,
Citadel,Benny Blatt [268],,,,,,54,,,
Missouri,George Edwards [946],,,,,,55,,,
Navy,John Wilson [3433],,,,,,56,,,
Northwestern,Dutch Lonborg [1930],,,,,,57,,,
Indiana State,Wally Marks [2019],,,,,,58,,,
Texas,Fred Walker [3281],,,,,,59,,,
Dartmouth,Leonard Wachter [3265],,,,,,60,,,
Wichita State,Leonard Umnus [3216],,,,,,61,,,
Seton Hall,Frank Hill [1466],,,,,,62,,,
Washburn,Roy Wynne [3484],,,,,,63,,,
Dayton,Harry Baujan [173],,,,,,64,,,
Richmond,Frank Dobson [834],,,,,,65,,,
Niagara,William McCarthy [2077],,,,,,66,,,
Holy Cross,John Reed [2653],,,,,,67,,,
Duquesne,Chick Davies [753],,,,,,68,,,
Lehigh,Roy Geary [1170],,,,,,69,,,
Penn State,Dutch Hermann [1441],,,,,,70,,,
Kentucky,John Mauer [2049],,,,,,71,,,
Arizona State,Aaron McCreary [2097],,,,,,72,,,
Army,Leo Novak [2381],,,,,,73,,,
St. Bonaventure,Fred Ostergren [2444],,,,,,74,,,
UCLA,Caddy Works [3473],,,,,,75,,,
Mount Union,Robert Wright [3481],,,,,,76,,,
