Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
UCLA,John Wooden [3466],,,,,,1,,,
Houston,Guy Lewis [1902],,,,,,2,,,
St. Bonaventure,Larry Weise [3340],,,,,,3,,,
Long Island University-nm,Roy Rubin [2782],,,,,,4,,,
North Carolina,Dean Smith [2954],,,,,,5,,,
Saint Peter's,Don Kennedy [1741],,,,,,6,,,
Santa Clara,Dick Garibaldi [1156],,,,,,7,,,
Davidson,Lefty Driesell [883],,,,,,8,,,
New Mexico,Bob King [1763],,,,,,9,,,
Columbia,Jack Rohan [2749],,,,,,10,,,
Kentucky,Adolph Rupp [2789],,,,,,11,,,
Army,Bob Knight [1782],,,,,,12,,,
New Mexico State,Lou Henson [1437],,,,,,13,,,
Marquette,Al McGuire [2127],,,,,,14,,,
Duke,Vic Bubas [406],,,,,,15,,,
Weber State,Dick Motta [2291],,,,,,16,,,
Princeton,Pete Carril [504],,,,,,17,,,
Tennessee,Ray Mears [2166],,,,,,18,,,
Vanderbilt,Roy Skinner [2942],,,,,,19,,,
Loyola Marymount,John Arndt [91],,,,,,20,,,
Saint Francis (PA),John Clark [574],,,,,,21,,,
Louisville,John Dromo [887],,,,,,22,,,
Oklahoma City,Abe Lemons [1890],,,,,,23,,,
Kansas,Ted Owens [2450],,,,,,24,,,
Wagner,Chester Sellitto [2879],,,,,,25,,,
Ohio State,Fred Taylor [3124],,,,,,26,,,
Bowling Green State,Bill Fitch [1056],,,,,,27,,,
Duquesne,Red Manning [2012],,,,,,28,,,
Western Kentucky,John Oldham [2424],,,,,,29,,,
La Salle,Jim Harding [1349],,,,,,30,,,
Fordham,John Bach [110],,,,,,31,,,
East Tennessee State,John Brooks [361],,,,,,32,,,
St. John's (NY),Lou Carnesecca [500],,,,,,33,,,
Florida State,Hugh Durham [911],,,,,,34,,,
Notre Dame,Johnny Dee [785],,,,,,35,,,
Dayton,Don Donoher [851],,,,,,36,,,
Delaware,Dan Peters [2511],,,,,,37,,,
Cincinnati,Tay Baker [122],,,,,,38,,,
Southern California,Bob Boyd [304],,,,,,39,,,
Drake,Maury John [1636],,,,,,40,,,
South Carolina,Frank McGuire [2128],,,,,,41,,,
Boston College,Bob Cousy [673],,,,,,42,,,
Marshall,Ellis Johnson [1644],,,,,,43,,,
Georgia,Ken Rosemond [2769],,,,,,44,,,
Villanova,Jack Kraft [1798],,,,,,45,,,
Temple,Harry Litwack [1919],,,,,,46,,,
Bradley,Joe Stowell [3066],,,,,,47,,,
West Virginia,Bucky Waters [3312],,,,,,48,,,
Kansas State,Tex Winter [3445],,,,,,49,,,
Murray State,Cal Luther [1961],,,,,,50,,,
Toledo,Bob Nichols [2361],,,,,,51,,,
Wyoming,Bill Strannigan [3068],,,,,,52,,,
Pacific,Dick Edwards [944],,,,,,53,,,
Utah,Jack Gardner [1154],,,,,,54,,,
Saint Joseph's,Jack McKinney [2139],,,,,,55,,,
Holy Cross,Jack Donohue [852],,,,,,56,,,
Washington State,Marv Harshman [1381],,,,,,57,,,
California,Rene Herrerias [1443],,,,,,58,,,
Iowa,Ralph Miller [2217],,,,,,59,,,
Loyola (IL),George Ireland [1595],,,,,,60,,,
Purdue,George King [1764],,,,,,61,,,
Baylor,Bill Menefee [2177],,,,,,62,,,
Middle Tennessee,Ken Trickey [3192],,,,,,63,,,
Yale,Joseph Vancisin [3239],,,,,,64,,,
Fairfield,George Bisacca [250],,,,,,65,,,
North Carolina State,Norm Sloan [2944],,,,,,66,,,
San Francisco,Phil Vukicevich [3263],,,,,,67,,,
Texas-El Paso,Don Haskins [1390],,,,,,68,,,
Miami (FL),Ron Godfrey [1214],,,,,,69,,,
Florida,Tommy Bartlett [162],,,,,,70,,,
Nebraska,Joe Cipriano [569],,,,,,71,,,
Iona,James McDermott [2103],,,,,,72,,,
Rutgers,Bill E. Foster [1097],,,,,,73,,,
Texas A&M,Shelby Metcalf [2189],,,,,,74,,,
Idaho,Wayne Anderson [72],,,,,,75,,,
Saint Louis,Buddy Brehmer [334],,,,,,76,,,
Rhode Island,Ernest Calverley [461],,,,,,77,,,
Texas Christian,Johnny Swaim [3094],,,,,,78,,,
Morehead State,Bob Wright [3476],,,,,,79,,,
Northwestern,Larry Glass [1209],,,,,,80,,,
Utah State,Ladell Andersen [57],,,,,,81,,,
Gettysburg,Robert Hulton [1561],,,,,,82,,,
Massachusetts,Jack Leaman [1873],,,,,,83,,,
Cornell,Sam MacNeil [1982],,,,,,84,,,
Virginia Tech,Howie Shannon [2893],,,,,,85,,,
Wisconsin,John Erickson [981],,,,,,86,,,
Southern Illinois,Jack Hartman [1384],,,,,,87,,,
American,Alan Kyber [1822],,,,,,88,,,
Louisiana State,Press Maravich [2013],,,,,,89,,,
Lehigh,Roy Heckman [1415],,,,,,90,,,
Bucknell,Don Smith [2955],,,,,,91,,,
Detroit Mercy,Bob Calihan [456],,,,,,92,,,
San Jose State,Dan Glines [1212],,,,,,93,,,
Hofstra,Paul Lynner [1970],,,,,,94,,,
DePaul,Ray Meyer [2196],,,,,,95,,,
Brigham Young,Stan Watts [3322],,,,,,96,,,
Seattle,Morris Buckwalter [411],,,,,,97,,,
Michigan State,John Benington [209],,,,,,98,,,
Penn State,John Egli [952],,,,,,99,,,
Vermont,Art Loche [1925],,,,,,100,,,
Auburn,Bill Lynn [1969],,,,,,101,,,
Oklahoma,John MacLeod [1980],,,,,,102,,,
Niagara,James Maloney [2006],,,,,,103,,,
Tulane,Ralph Pedersen [2493],,,,,,104,,,
Jacksonville,Joe Williams [3407],,,,,,105,,,
Furman,Frank Selvy [2881],,,,,,106,,,
Iowa State,Glendon Anderson [62],,,,,,107,,,
Georgia Tech,Whack Hyder [1585],,,,,,108,,,
Richmond,Lewis Mills [2228],,,,,,109,,,
Oregon State,Paul Valenti [3227],,,,,,110,,,
Miami (OH),Tates Locke [1927],,,,,,111,,,
Georgetown,Jack Magee [1989],,,,,,112,,,
Tulsa,Joe Swank [3095],,,,,,113,,,
West Texas A&M,Dennis Walling [3290],,,,,,114,,,
Washington,Mac Duckworth [891],,,,,,115,,,
Wichita State,Gary Thompson [3152],,,,,,116,,,
Texas,Leon Black [253],,,,,,117,,,
Connecticut,Burr Carlson [492],,,,,,118,,,
Arizona,Bruce Larson [1857],,,,,,119,,,
Western Michigan,Clarence Sonny Means [2164],,,,,,120,,,
Illinois,Harv Schmidt [2845],,,,,,121,,,
Michigan,Dave Strack [3067],,,,,,122,,,
Colorado State,Jim Williams [3405],,,,,,123,,,
Fairleigh Dickinson,Jack Devine [806],,,,,,124,,,
Idaho State,Danny Miller [2206],,,,,,125,,,
Navy,Dave Smalley [2948],,,,,,126,,,
Denver,Troy Bledsoe [271],,,,,,127,,,
Citadel,Dick Campbell [468],,,,,,128,,,
Loyola (LA),Ronald Greene [1263],,,,,,129,,,
Butler,Tony Hinkle [1480],,,,,,130,,,
Syracuse,Fred B. Lewis [1900],,,,,,131,,,
Providence,Joseph Mullaney [2298],,,,,,132,,,
Virginia Military Institute,Gary McPherson [2157],,,,,,133,,,
Northern Illinois,Thomas Jorgensen [1688],,,,,,134,,,
Boston University,Charles Luce [1951],,,,,,135,,,
Eastern Kentucky,Guy Strong [3074],,,,,,136,,,
Arkansas,Duddy Waller [3289],,,,,,137,,,
Indiana,Lou Watson [3318],,,,,,138,,,
Montana State,Roger Craft [683],,,,,,139,,,
Stanford,Howard Dallmar [732],,,,,,140,,,
Arizona State,Ned Wulk [3482],,,,,,141,,,
Colgate,Edward Ashnault [100],,,,,,142,,,
Oklahoma State,Hank Iba [1589],,,,,,143,,,
Xavier,George Krajack [1799],,,,,,144,,,
Hardin-Simmons,Paul Lambert [1832],,,,,,145,,,
Alabama,Hayden Riley [2703],,,,,,146,,,
Tennessee Tech,Kenny Sidwell [2923],,,,,,147,,,
Missouri,Norm Stewart [3051],,,,,,148,,,
Rider,John Carpenter [503],,,,,,149,,,
Texas Tech,Eugene Gibson [1184],,,,,,150,,,
Seton Hall,Richard Regan [2657],,,,,,151,,,
Air Force,Bob Spear [2993],,,,,,152,,,
