Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Kentucky,Adolph Rupp [2789],,,,,,1,,,
Kansas,Phog Allen [42],,,,,,2,,,
Seton Hall,Honey Russell [2792],,,,,,3,,,
Iowa,Bucky O'Connor [2396],,,,,,4,,,
Texas Christian,Buster Brannon [326],,,,,,5,,,
Holy Cross,Buster Sheary [2898],,,,,,6,,,
West Virginia,Red Brown [387],,,,,,7,,,
Duquesne,Dudey Moore [2259],,,,,,8,,,
Dayton,Tom Blackburn [256],,,,,,9,,,
Illinois,Harry Combes [622],,,,,,10,,,
Western Kentucky,E.A. Diddle [819],,,,,,11,,,
La Salle,Kenneth Loeffler [1928],,,,,,12,,,
Boston College,Albert McClellan [2081],,,,,,13,,,
Washington,Tippy Dye [919],,,,,,14,,,
St. John's (NY),Frank McGuire [2128],,,,,,15,,,
Duke,Harold Bradley [315],,,,,,16,,,
Siena,Dan Cunha [716],,,,,,17,,,
Wyoming,Everett Shelton [2902],,,,,,18,,,
Kansas State,Jack Gardner [1154],,,,,,19,,,
St. Bonaventure,Edward Melvin [2174],,,,,,20,,,
Seattle-nm,Albert Brightman [350],,,,,,21,,,
Penn State,Elmer Gross [1282],,,,,,22,,,
Louisville,Peck Hickman [1455],,,,,,23,,,
Miami (OH),Bill Rohr [2750],,,,,,24,,,
Furman,Lyles Alley [46],,,,,,25,,,
Saint Louis,Eddie Hickey [1453],,,,,,26,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,27,,,
Connecticut,Hugh Greer [1267],,,,,,28,,,
Indiana,Branch McCracken [2093],,,,,,29,,,
Pennsylvania,Howard Dallmar [732],,,,,,30,,,
Fordham,John Bach [110],,,,,,31,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,32,,,
Clemson,Banks McFadden [2117],,,,,,33,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,34,,,
North Carolina State,Everett Case [516],,,,,,35,,,
Murray State-nm,Harlan Hodges [1495],,,,,,36,,,
Oklahoma State,Hank Iba [1589],,,,,,37,,,
DePaul,Ray Meyer [2196],,,,,,38,,,
Oklahoma City,Doyle Parrack [2469],,,,,,39,,,
Villanova,Alex Severence [2885],,,,,,40,,,
