Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
California,Nibs Price [2588],,,,,,1,,,
Mount Union,Robert Wright [3481],,,,,,2,,,
Syracuse,Lew Andreas [74],,,,,,3,,,
Notre Dame,George Keogan [1748],,,,,,4,,,
Manchester,Bob Stauffer [3023],,,,,,5,,,
Lehigh,Charles Lingle [1910],,,,,,6,,,
Washburn,Dutch Lonborg [1930],,,,,,7,,,
Arkansas,Francis Schmidt [2844],,,,,,8,,,
Cincinnati,Boyd Chambers [536],,,,,,9,,,
Muskingum,William Lange [1845],,,,,,10,,,
Kansas,Phog Allen [42],,,,,,11,,,
Mississippi,Homer Hazel [1410],,,,,,12,,,
Columbia,Daniel Meehan [2168],,,,,,13,,,
North Dakota State,Ion Cortright [665],,,,,,14,,,
UCLA,Caddy Works [3473],,,,,,15,,,
North Carolina State,Gus Tebell [3129],,,,,,16,,,
Massachusetts,Kid Gore [1230],,,,,,17,,,
New Mexico,Roy Johnson [1655],,,,,,18,,,
Kentucky,Ray Eklund [955],,,,,,19,,,
Springfield,Leslie Mann [2010],,,,,,20,,,
West Texas A&M,Sam Burton [437],,,,,,21,,,
Maryland,Burton Shipley [2913],,,,,,22,,,
Fordham,Edward Kelleher [1725],,,,,,23,,,
Oregon,William Reinhart [2669],,,,,,24,,,
North Carolina,Harlan Sanborn [2809],,,,,,25,,,
Duquesne,Chick Davies [753],,,,,,26,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,27,,,
Bradley,Alfred Robertson [2725],,,,,,28,,,
Connecticut,Sumner Dole [837],,,,,,29,,,
Saint Mary's (CA),Slip Madigan [1985],,,,,,30,,,
Bowling Green State,Paul Landis [1837],,,,,,31,,,
Purdue,Piggy Lambert [1833],,,,,,32,,,
Butler,Pat Page [2453],,,,,,33,,,
Oregon State,Robert Hager [1304],,,,,,34,,,
Arizona State,Aaron McCreary [2097],,,,,,35,,,
Loyola (MD),William Schuerholz [2860],,,,,,36,,,
Georgia,Herman Stegeman [3028],,,,,,37,,,
Oklahoma,Hugh McDermott [2102],,,,,,38,,,
Richmond,Frank Dobson [834],,,,,,39,,,
Evansville,John Harmon [1356],,,,,,40,,,
Northern Colorado,George Cooper [653],,,,,,41,,,
Utah State,Dick Romney [2756],,,,,,42,,,
St. John's (NY),John Crenny [696],,,,,,43,,,
New York University,Howard Cann [473],,,,,,44,,,
St. Bonaventure,Glenn Carberry [486],,,,,,45,,,
Western Kentucky,E.A. Diddle [819],,,,,,46,,,
Iowa,Sam Barry [158],,,,,,47,,,
Wyoming,Stewart Clark [578],,,,,,48,,,
Indiana,Everett Dean [777],,,,,,49,,,
Michigan,E.J. Mather [2045],,,,,,50,,,
Navy,Herbert Underwood [3220],,,,,,51,,,
Wichita State,Leonard Umnus [3216],,,,,,52,,,
Colorado College,Telfor Mead [2163],,,,,,53,,,
Saint Louis,Dan Savage [2825],,,,,,54,,,
DePaul,Edward Anderson [60],,,,,,55,,,
Brigham Young,E.L. Roberts [2720],,,,,,56,,,
Villanova,Michael Saxe [2826],,,,,,57,,,
Detroit Mercy,Gus Dorais [858],,,,,,58,,,
Wake Forest,R.S. Hayes [1404],,,,,,59,,,
Temple,Samuel Dienes [822],,,,,,60,,,
Niagara,Peter Dwyer [915],,,,,,61,,,
Pennsylvania,Edward McNichol [2156],,,,,,62,,,
Bucknell,Malcolm Musser [2324],,,,,,63,,,
Colgate,Bill Reid [2659],,,,,,64,,,
Harvard,Edward Wachter [3264],,,,,,65,,,
New Mexico State,Robert Brown [388],,,,,,66,,,
Army,Ernest Blood [275],,,,,,67,,,
Pittsburgh,Doc Carlson [494],,,,,,68,,,
Buffalo,Arthur Powell [2567],,,,,,69,,,
South Carolina,Branch Bocock [277],,,,,,70,,,
City College of New York,Nat Holman [1513],,,,,,71,,,
Mississippi State,Bernie Bierman [244],,,,,,72,,,
Citadel,Locke Brown [380],,,,,,73,,,
Washington,Hec Edmundson [940],,,,,,74,,,
Brown,Harold Evans [997],,,,,,75,,,
Ohio,Brandon Grover [1283],,,,,,76,,,
Stanford,Andrew Kerr [1750],,,,,,77,,,
Montana State,Ott Romney [2759],,,,,,78,,,
Southern Methodist,James St. Clair [3004],,,,,,79,,,
Loyola (IL),Leonard Sachs [2799],,,,,,80,,,
Colorado,Howard Beresford [218],,,,,,81,,,
Kansas State,Charles Corsaut [664],,,,,,82,,,
Tulane,Claude Simons [2930],,,,,,83,,,
Dartmouth,Leonard Wachter [3265],,,,,,84,,,
Muhlenburg,Harry Benfer [206],,,,,,85,,,
Virginia,Henry Lannigan [1849],,,,,,86,,,
Texas Christian,Matty Bell [194],,,,,,87,,,
Ohio State,Harold Olsen [2432],,,,,,88,,,
Marshall,Charles Tallman [3111],,,,,,89,,,
Seton Hall,Frank Hill [1466],,,,,,90,,,
Idaho,David MacMillan [1981],,,,,,91,,,
San Francisco,James Needles [2342],,,,,,92,,,
Virginia Military Institute,William Raftery [2623],,,,,,93,,,
DePauw,Leonard Hughes [1555],,,,,,94,,,
Denison,Walter Livingston [1920],,,,,,95,,,
Washington & Lee,Cap'n Smith [2952],,,,,,96,,,
Xavier,Joe Meyer [2194],,,,,,97,,,
Furman,Billy Laval [1861],,,,,,98,,,
Creighton,Arthur Schabinger [2830],,,,,,99,,,
Texas,Doc Stewart [3043],,,,,,100,,,
Wooster,L.C. Boles [285],,,,,,101,,,
Baylor,Frank Bridges [348],,,,,,102,,,
Tennessee,Mark Banks [132],,,,,,103,,,
Illinois,Craig Ruby [2783],,,,,,104,,,
Drake,Bill Boelter [280],,,,,,105,,,
Manhattan,Arthur Carroll [506],,,,,,106,,,
Florida,Brady Cowell [677],,,,,,107,,,
Carleton College,Ozzie Cowles [680],,,,,,108,,,
Indiana State,David Glascock [1207],,,,,,109,,,
Penn State,Dutch Hermann [1441],,,,,,110,,,
Rhode Island,Frank Keaney [1712],,,,,,111,,,
Oklahoma State,John Maulbetsch [2050],,,,,,112,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,113,,,
Alabama,Hank Crisp [700],,,,,,114,,,
West Virginia,Francis Stadsvold [3008],,,,,,115,,,
Texas A&M,Dana Bible [242],,,,,,116,,,
Wisconsin,Doc Meanwell [2165],,,,,,117,,,
Holy Cross,John Reed [2653],,,,,,118,,,
William & Mary,Wilder Tasker [3116],,,,,,119,,,
Davidson,Monk Younger [3501],,,,,,120,,,
Dayton,Harry Baujan [173],,,,,,121,,,
Boston University,Win Carlson [495],,,,,,122,,,
Arizona,Fred Enke [979],,,,,,123,,,
Nebraska,Ernest Bearg [181],,,,,,124,,,
Missouri,George Bond [287],,,,,,125,,,
Miami (OH),Roy Tillotson [3175],,,,,,126,,,
Washington (MO),Donald White [3363],,,,,,127,,,
Texas Tech,Grady Higgenbotham [1458],,,,,,128,,,
Kent State,Merle Wagoner [3272],,,,,,129,,,
Denver,Middlebrook [2200],,,,,,130,,,
Tulsa,J.B. Miller [2212],,,,,,131,,,
Minnesota,Harold Taylor [3126],,,,,,132,,,
Princeton,Albert Wittmer [3457],,,,,,133,,,
Sewanee,M.J. Bennett [212],,,,,,134,,,
Duke,George Buckheit [409],,,,,,135,,,
Cornell,Howard Ortner [2441],,,,,,136,,,
Northern Arizona,Talbert Jessuppe [1631],,,,,,137,,,
Georgetown,John O'Reilly [2411],,,,,,138,,,
Canisius,Luke Urban [3221],,,,,,139,,,
Marquette,Frank Murray [2318],,,,,,140,,,
Texas-El Paso,George Powell [2568],,,,,,141,,,
Western State,A.C. Krause [1800],,,,,,142,,,
George Washington,James Lemon [1889],,,,,,143,,,
Georgia Tech,Harold Hansen [1343],,,,,,144,,,
Washington State,J. Fred Bohler [282],,,,,,145,,,
Utah,Ike Armstrong [88],,,,,,146,,,
Louisville,Tom King [1766],,,,,,147,,,
Auburn,Mike Papke [2459],,,,,,148,,,
Montana,John Stewart [3049],,,,,,149,,,
Southern California,Les Turner [3209],,,,,,150,,,
Santa Clara,Russell Wilson [3437],,,,,,151,,,
Valparaiso,Millard Anderson [70],,,,,,152,,,
Lafayette,Michael Miller [2214],,,,,,153,,,
Chicago,Nelson Norgren [2378],,,,,,154,,,
Vanderbilt,Josh Cody [596],,,,,,155,,,
Rutgers,Frank Hill [1466],,,,,,156,,,
Colorado School of Mines,Raymond Courtright [672],,,,,,157,,,
Northwestern,Maurice Kent [1746],,,,,,158,,,
Michigan State,John H. Kobs [1790],,,,,,159,,,
Toledo,Louis Moorhead [2262],,,,,,160,,,
Saint Joseph's,John Lavin [1864],,,,,,161,,,
Yale,George Taylor [3125],,,,,,162,,,
Virginia Tech,Buford Blair [259],,,,,,163,,,
Iowa State,Bill Chandler [540],,,,,,164,,,
Clemson,A.A. Gillian [1196],,,,,,165,,,
Colorado State,P.E. Lavik [1862],,,,,,166,,,
St. Francis (NY),Frank Brennan [336],,,,,,167,,,
Rice,Franklyn Ashcraft [98],,,,,,168,,,
