Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Dakota Wesleyan,Stewart Ferguson [1029],,,,,,1,,,
Carleton College,Marshall Diebold [821],,,,,,2,,,
Purdue,Piggy Lambert [1833],,,,,,3,,,
City College of New York,Nat Holman [1513],,,,,,4,,,
Mount Union,Robert Wright [3481],,,,,,5,,,
Furman,Dizzy McLeod [2149],,,,,,6,,,
Northest Missouri State,Hank Iba [1589],,,,,,7,,,
Canisius,Luke Urban [3221],,,,,,8,,,
Arizona,Fred Enke [979],,,,,,9,,,
Notre Dame,George Keogan [1748],,,,,,10,,,
Wyoming,Willard Witte [3456],,,,,,11,,,
Westminster (PA),John Lawther [1869],,,,,,12,,,
Kentucky,Adolph Rupp [2789],,,,,,13,,,
Loyola (IL),Leonard Sachs [2799],,,,,,14,,,
DePauw,Donovan Moffett [2240],,,,,,15,,,
West Texas A&M,Sam Burton [437],,,,,,16,,,
St. John's (NY),James Freeman [1121],,,,,,17,,,
Minnesota,Dave McMillan [2152],,,,,,18,,,
Texas Christian,Francis Schmidt [2844],,,,,,19,,,
Princeton,Albert Wittmer [3457],,,,,,20,,,
Washington State,Jack Friel [1128],,,,,,21,,,
Rhode Island,Frank Keaney [1712],,,,,,22,,,
Navy,John Wilson [3433],,,,,,23,,,
Creighton,Arthur Schabinger [2830],,,,,,24,,,
Long Island University,Clair Bee [185],,,,,,25,,,
Alabama,Hank Crisp [700],,,,,,26,,,
Auburn,Sam McAllister [2053],,,,,,27,,,
Maryland,Burton Shipley [2913],,,,,,28,,,
Niagara,Taps Gallagher [1144],,,,,,29,,,
Providence,Albert McClellan [2081],,,,,,30,,,
Santa Clara,Harlan Dykes [920],,,,,,31,,,
Buffalo,Arthur Powell [2567],,,,,,32,,,
Baylor,Ralph Wolf [3461],,,,,,33,,,
Xavier,Joe Meyer [2194],,,,,,34,,,
North Carolina,George Shepard [2905],,,,,,35,,,
Washington,Hec Edmundson [940],,,,,,36,,,
Arkansas,Charles Bassett [166],,,,,,37,,,
Richmond,Frank Dobson [834],,,,,,38,,,
Butler,Tony Hinkle [1480],,,,,,39,,,
Colgate,Lloyd Jordan [1686],,,,,,40,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,41,,,
George Washington,James Pixlee [2545],,,,,,42,,,
Georgia,Red Smith [2969],,,,,,43,,,
Columbia,Daniel Meehan [2168],,,,,,44,,,
Kansas,Phog Allen [42],,,,,,45,,,
Northwestern,Dutch Lonborg [1930],,,,,,46,,,
Northern Colorado,John Davis [762],,,,,,47,,,
Lafayette,H.A. Lorenz [1941],,,,,,48,,,
Dartmouth,Dolly Stark [3019],,,,,,49,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,50,,,
Colorado College,Dutch Clark [572],,,,,,51,,,
Duquesne,Chick Davies [753],,,,,,52,,,
San Francisco,James Needles [2342],,,,,,53,,,
William & Mary,John Kellison [1728],,,,,,54,,,
Saint Louis,Mike Nyikos [2387],,,,,,55,,,
Louisville,Edward Weber [3332],,,,,,56,,,
Indiana State,Roy Goodland [1226],,,,,,57,,,
Springfield,Edward Hickox [1456],,,,,,58,,,
Army,Leo Novak [2381],,,,,,59,,,
California,Nibs Price [2588],,,,,,60,,,
La Salle,Thomas Conley [628],,,,,,61,,,
Western Kentucky,E.A. Diddle [819],,,,,,62,,,
Temple,James Usilton [3222],,,,,,63,,,
Michigan,Cappy Cappon [481],,,,,,64,,,
Illinois,Craig Ruby [2783],,,,,,65,,,
Oklahoma,Hugh McDermott [2102],,,,,,66,,,
Manhattan,Neil Cohalan [601],,,,,,67,,,
Wichita State,Eugene Johnson [1645],,,,,,68,,,
New Mexico,Thomas Churchill [565],,,,,,69,,,
Brigham Young,Ott Romney [2759],,,,,,70,,,
North Carolina State,Ray Sermon [2884],,,,,,71,,,
Syracuse,Lew Andreas [74],,,,,,72,,,
Virginia,Gus Tebell [3129],,,,,,73,,,
Utah,Vadal Peterson [2515],,,,,,74,,,
DePaul,Jim Kelly [1731],,,,,,75,,,
Iowa State,Louis Menze [2180],,,,,,76,,,
Mississippi,Ed Walker [3280],,,,,,77,,,
Texas,Ed Olle [2429],,,,,,78,,,
Colorado,Howard Beresford [218],,,,,,79,,,
Tulsa,Oliver Hodge [1492],,,,,,80,,,
Marquette,Bill Chandler [540],,,,,,81,,,
South Carolina,Rock Norman [2379],,,,,,82,,,
Duke,Eddie Cameron [463],,,,,,83,,,
Fordham,Edward Kelleher [1725],,,,,,84,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,85,,,
Oregon,William Reinhart [2669],,,,,,86,,,
Georgia Tech,Roy Mundorff [2307],,,,,,87,,,
Tennessee,W.H. Britton [352],,,,,,88,,,
Northern Arizona,Aaron McCreary [2097],,,,,,89,,,
Seton Hall,Les Fries [1129],,,,,,90,,,
Texas A&M,John Reid [2660],,,,,,91,,,
Washington (MO),Donald White [3363],,,,,,92,,,
Ohio,Brandon Grover [1283],,,,,,93,,,
Detroit Mercy,Lloyd Brazil [331],,,,,,94,,,
New York University,Howard Cann [473],,,,,,95,,,
Valparaiso,Jake Christiansen [562],,,,,,96,,,
Loyola (MD),Walter Comerford [623],,,,,,97,,,
Missouri,George Edwards [946],,,,,,98,,,
Oregon State,Slats Gill [1190],,,,,,99,,,
Ohio State,Harold Olsen [2432],,,,,,100,,,
Cornell,Howard Ortner [2441],,,,,,101,,,
Montana State,Schubert Dyche [917],,,,,,102,,,
Pennsylvania,Lon Jourdet [1689],,,,,,103,,,
Washington & Lee,Ray Ellerman [960],,,,,,104,,,
New Mexico State,Jerry Hines [1478],,,,,,105,,,
UCLA,Caddy Works [3473],,,,,,106,,,
Toledo,David Connelly [630],,,,,,107,,,
Virginia Tech,George S. Gummy Proctor [2596],,,,,,108,,,
Pittsburgh,Doc Carlson [494],,,,,,109,,,
Kansas State,Charles Corsaut [664],,,,,,110,,,
Texas-El Paso,Mack Saxon [2827],,,,,,111,,,
Harvard,Edward Wachter [3264],,,,,,112,,,
Southern California,Sam Barry [158],,,,,,113,,,
Yale,Elmer Ripley [2707],,,,,,114,,,
Marshall,Tom Dandalet [735],,,,,,115,,,
Indiana,Everett Dean [777],,,,,,116,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,117,,,
Wisconsin,Doc Meanwell [2165],,,,,,118,,,
Saint Mary's (CA),Vincent McNally [2155],,,,,,119,,,
Bucknell,John Plant [2547],,,,,,120,,,
Vanderbilt,Josh Cody [596],,,,,,121,,,
Citadel,Johnny Douglas [864],,,,,,122,,,
Bradley,Alfred Robertson [2725],,,,,,123,,,
St. Francis (NY),George Hinchcliffe [1476],,,,,,124,,,
Southern Methodist,James St. Clair [3004],,,,,,125,,,
Florida,Brady Cowell [677],,,,,,126,,,
Clemson,Joe Davis [761],,,,,,127,,,
Penn State,Dutch Hermann [1441],,,,,,128,,,
St. Bonaventure,Carroll Reilly [2666],,,,,,129,,,
Texas Tech,Dell Morgan [2266],,,,,,130,,,
Washburn,George Gardner [1153],,,,,,131,,,
Villanova,Doc Jacobs [1606],,,,,,132,,,
Boston University,Win Carlson [495],,,,,,133,,,
Miami (OH),John Mauer [2049],,,,,,134,,,
Tulane,George Rody [2744],,,,,,135,,,
Arizona State,Ted Shipkey [2911],,,,,,136,,,
Rice,Russell Daugherty [743],,,,,,137,,,
Lehigh,Roy Geary [1170],,,,,,138,,,
Georgetown,Fred Mesmer [2186],,,,,,139,,,
Mississippi State,Ray Dauber [742],,,,,,140,,,
Wake Forest,Fred Emmerson [971],,,,,,141,,,
Idaho,Richard Fox [1106],,,,,,142,,,
Bowling Green State,Paul Landis [1837],,,,,,143,,,
Colorado State,Joe Ryan [2797],,,,,,144,,,
West Virginia,Francis Stadsvold [3008],,,,,,145,,,
Utah State,Dick Romney [2756],,,,,,146,,,
Rutgers,Frank Hill [1466],,,,,,147,,,
Stanford,John Bunn [414],,,,,,148,,,
Montana,John Stewart [3049],,,,,,149,,,
Iowa,Rollie Williams [3413],,,,,,150,,,
Western State,Telfor Mead [2163],,,,,,151,,,
Cincinnati,Frank Rice [2684],,,,,,152,,,
Sewanee,Allen Lincoln [1908],,,,,,153,,,
Connecticut,John Heldman [1423],,,,,,154,,,
Muhlenburg,George Holstrom [1519],,,,,,155,,,
Oklahoma State,Puny James [1612],,,,,,156,,,
Dayton,Bill Belanich [190],,,,,,157,,,
Davidson,Red Laird [1829],,,,,,158,,,
Denver,Stuart Clark [579],,,,,,159,,,
Nebraska,Charlie Black [252],,,,,,160,,,
Kent State,Merle Wagoner [3272],,,,,,161,,,
Brown,Arthur Kahler [1697],,,,,,162,,,
Chicago,Nelson Norgren [2378],,,,,,163,,,
Drake,Bill Boelter [280],,,,,,164,,,
Colorado School of Mines,Dick Moles [2242],,,,,,165,,,
Virginia Military Institute,William Raftery [2623],,,,,,166,,,
