Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
San Diego,Bill Grier [1275],,24,717,319,906,130,726,282,1067
Rhode Island,Dan Hurley [1577],,120,717,239,906,343,726,284,1067
Southern Utah,Nick Robinson [2730],,278,717,257,906,256,726,296,1067
Norfolk State,Robert Jones [1679],,4,717,0,906,1,726,55,1067
Saint Francis (PA),Rob Krimmel [1810],,257,717,281,906,325,726,339,1067
Hofstra,Joe Mihalich [2201],,242,717,284,906,285,726,250,1067
Old Dominion,Jeff Jones [1672],,245,717,256,906,310,726,305,1067
Southern Mississippi,Donnie Tyndall [3214],,12,717,222,906,34,726,120,1067
New Hampshire,Bill Herrion [1445],,96,717,314,906,162,726,199,1067
Indiana State,Greg Lansing [1850],,343,717,109,906,193,726,25,1067
Central Arkansas,Clarence Finley [1044],,84,717,245,906,256,726,292,1067
Cincinnati,Mick Cronin [702],,161,717,146,906,256,726,127,1067
Troy,Phil Cunningham [719],,313,717,208,906,285,726,248,1067
Morehead State,Sean Woods [3468],,68,717,167,906,130,726,117,1067
Tennessee,Cuonzo Martin [2027],,295,717,97,906,285,726,11,1067
Chattanooga,Will Wade [3269],,126,717,219,906,130,726,320,1067
Quinnipiac,Tom Moore [2261],,252,717,52,906,130,726,10,1067
Utah Valley,Dick Hunsaker [1562],,82,717,192,906,130,726,209,1067
Memphis,Josh Pastner [2476],,2,717,162,906,1,726,1,1067
Providence,Ed Cooley [650],,164,717,223,906,224,726,318,1067
Missouri State,Paul Lusk [1959],,340,717,0,906,256,726,218,1067
Northern Kentucky,Dave Bezold [238],,229,717,138,906,224,726,95,1067
American,Mike Brennan [338],,53,717,205,906,193,726,258,1067
La Salle,John Giannini [1181],,110,717,104,906,162,726,134,1067
Mississippi,Andy Kennedy [1737],,294,717,40,906,98,726,118,1067
Green Bay,Brian Wardle [3303],,136,717,161,906,98,726,170,1067
Purdue,Matt Painter [2455],,287,717,0,906,224,726,245,1067
Weber State,Randy Rahe [2624],,7,717,1,906,34,726,163,1067
Portland,Eric Reveno [2674],,27,717,331,906,256,726,322,1067
Alabama-Birmingham,Jerod Haase [1297],,192,717,307,906,162,726,232,1067
Kansas State,Bruce Weber [3331],,172,717,110,906,34,726,125,1067
Saint Peter's,John Dunne [905],,335,717,302,906,224,726,289,1067
Maryland-Eastern Shore,Frankie Allen [38],,104,717,325,906,285,726,335,1067
Stephen F. Austin,Brad Underwood [3219],,20,717,31,906,34,726,77,1067
Penn State,Patrick Chambers [538],,291,717,315,906,325,726,273,1067
Fordham,Tom Pecora [2492],,117,717,329,906,340,726,196,1067
Maine,Ted Woodward [3469],,97,717,86,906,193,726,205,1067
