Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Kentucky,Adolph Rupp [2789],,,,,,1,,,
Seattle,Albert Brightman [350],,,,,,2,,,
Holy Cross,Buster Sheary [2898],,,,,,3,,,
Western Kentucky,E.A. Diddle [819],,,,,,4,,,
Duquesne,Dudey Moore [2259],,,,,,5,,,
Connecticut,Hugh Greer [1267],,,,,,6,,,
George Washington,William Reinhart [2669],,,,,,7,,,
Notre Dame,John Jordan [1685],,,,,,8,,,
Wichita State,Ralph Miller [2217],,,,,,9,,,
La Salle,Kenneth Loeffler [1928],,,,,,10,,,
Indiana,Branch McCracken [2093],,,,,,11,,,
Oklahoma State,Hank Iba [1589],,,,,,12,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,13,,,
Rice,Don Suman [3086],,,,,,14,,,
Idaho State-nm,Steve Belko [192],,,,,,15,,,
Saint Francis (PA)-nm,Skip Hughes [1558],,,,,,16,,,
Niagara,Taps Gallagher [1144],,,,,,17,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,18,,,
Texas Tech,Polk Robison [2734],,,,,,19,,,
North Carolina State,Everett Case [516],,,,,,20,,,
Dayton,Tom Blackburn [256],,,,,,21,,,
Duke,Harold Bradley [315],,,,,,22,,,
Illinois,Harry Combes [622],,,,,,23,,,
Minnesota,Ozzie Cowles [680],,,,,,24,,,
Iowa,Bucky O'Connor [2396],,,,,,25,,,
Maryland,Bud Millikan [2224],,,,,,26,,,
Kansas,Phog Allen [42],,,,,,27,,,
Louisville,Peck Hickman [1455],,,,,,28,,,
Colorado State,Bill Strannigan [3068],,,,,,29,,,
Fordham,John Bach [110],,,,,,30,,,
Penn State,Elmer Gross [1282],,,,,,31,,,
Richmond,Lester Hooker [1525],,,,,,32,,,
Santa Clara,Bob Feerick [1023],,,,,,33,,,
Oklahoma City,Doyle Parrack [2469],,,,,,34,,,
UCLA,John Wooden [3466],,,,,,35,,,
Bowling Green State,Harold Anderson [64],,,,,,36,,,
Cornell,Royner Greene [1264],,,,,,37,,,
California,Nibs Price [2588],,,,,,38,,,
Morehead State-nm,Bobby Laughlin [1860],,,,,,39,,,
Navy,Ben Carnevale [501],,,,,,40,,,
Furman,Lyles Alley [46],,,,,,41,,,
Army,Bob Vanatta [3238],,,,,,42,,,
Pennsylvania,Howard Dallmar [732],,,,,,43,,,
Wyoming,Everett Shelton [2902],,,,,,44,,,
Alabama,Johnny Dee [785],,,,,,45,,,
Auburn,Joel Eaves [931],,,,,,46,,,
San Francisco,Phil Woolpert [3472],,,,,,47,,,
Oregon State,Slats Gill [1190],,,,,,48,,,
Idaho,Charles Finley [1043],,,,,,49,,,
Tulane,Clifford Wells [3342],,,,,,50,,,
Vermont-nm,Fuzzy Evans [995],,,,,,51,,,
West Texas A&M,Gus Miller [2210],,,,,,52,,,
Villanova,Alex Severence [2885],,,,,,53,,,
Princeton,Cappy Cappon [481],,,,,,54,,,
Texas,Thurman Hull [1559],,,,,,55,,,
Loyola (LA)-nm,Jim McCafferty [2064],,,,,,56,,,
Oregon,William Borcher [294],,,,,,57,,,
Lafayette,Butch van Breda Kolff [3230],,,,,,58,,,
Brigham Young,Stan Watts [3322],,,,,,59,,,
Saint Joseph's,John McMenamin [2151],,,,,,60,,,
Xavier,Ned Wulk [3482],,,,,,61,,,
Bradley,Forddy Anderson [61],,,,,,62,,,
Virginia,Bus Male [2003],,,,,,63,,,
Southern Methodist,Doc Hayes [1401],,,,,,64,,,
Arkansas,Glen Rose [2764],,,,,,65,,,
Wake Forest,Murray Greason [1253],,,,,,66,,,
Arizona,Fred Enke [979],,,,,,67,,,
John Carroll,Fred George [1174],,,,,,68,,,
Manhattan,Kenneth Norton [2380],,,,,,69,,,
Southern California,Forrest Twogood [3213],,,,,,70,,,
Marshall,Cam Henderson [1426],,,,,,71,,,
Stanford,Robert Burnett [429],,,,,,72,,,
Toledo,Jerry Bush [438],,,,,,73,,,
Seton Hall,Honey Russell [2792],,,,,,74,,,
Temple,Harry Litwack [1919],,,,,,75,,,
City College of New York-nm,David Polansky [2550],,,,,,76,,,
Muhlenburg,Bennie Borgmann [295],,,,,,77,,,
Wisconsin,Bud Foster [1099],,,,,,78,,,
Washington (MO),Blair Gullion [1289],,,,,,79,,,
