Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Kentucky,Joe B. Hall [1320],,,,,,1,,,
DePaul,Ray Meyer [2196],,,,,,2,,,
UCLA,Gary Cunningham [717],,,,,,3,,,
Arkansas,Eddie Sutton [3090],,,,,,4,,,
Detroit Mercy,Smokey Gaines [1139],,,,,,5,,,
New Mexico,Norm Ellenberger [958],,,,,,6,,,
Marquette,Hank Raymonds [2641],,,,,,7,,,
Illinois State,Gene Smithson [2975],,,,,,8,,,
Texas-Pan American,Bill White [3361],,,,,,9,,,
Texas,Abe Lemons [1890],,,,,,10,,,
Michigan State,Jud Heathcote [1414],,,,,,11,,,
Temple,Don Casey [518],,,,,,12,,,
Virginia Commonwealth,Dana Kirk [1771],,,,,,13,,,
Kansas,Ted Owens [2450],,,,,,14,,,
Southern,Carl Stewart [3041],,,,,,15,,,
Fairfield,Fred Barakat [136],,,,,,16,,,
Jackson State,Paul Covington [675],,,,,,17,,,
Duke,Bill E. Foster [1097],,,,,,18,,,
Florida State,Hugh Durham [911],,,,,,19,,,
San Francisco,Bob Gaillard [1137],,,,,,20,,,
Utah,Jerry Pimm [2537],,,,,,21,,,
North Texas,Bill Blakeley [264],,,,,,22,,,
Syracuse,Jim Boeheim [278],,,,,,23,,,
Fresno State,Tiny Grant [1243],,,,,,24,,,
Toledo,Bob Nichols [2361],,,,,,25,,,
New Orleans,Butch van Breda Kolff [3230],,,,,,26,,,
Rhode Island,Jack Kraft [1798],,,,,,27,,,
Rutgers,Tom Young [3499],,,,,,28,,,
Louisville,Denny Crum [711],,,,,,29,,,
Alcorn State,Davey Whitney [3378],,,,,,30,,,
Houston,Guy Lewis [1902],,,,,,31,,,
Utah State,Dutch Belnap [199],,,,,,32,,,
St. John's (NY),Lou Carnesecca [500],,,,,,33,,,
Providence,Dave Gavitt [1169],,,,,,34,,,
Virginia Military Institute,Charlie Schmaus [2843],,,,,,35,,,
Lafayette,Roy Chipman [558],,,,,,36,,,
Notre Dame,Digger Phelps [2525],,,,,,37,,,
North Carolina,Dean Smith [2954],,,,,,38,,,
Georgetown,John Thompson [3154],,,,,,39,,,
Holy Cross,George Blaney [266],,,,,,40,,,
Louisiana-Monroe,Lenny Fant [1013],,,,,,41,,,
Charlotte,Lee Rose [2767],,,,,,42,,,
Nebraska,Joe Cipriano [569],,,,,,43,,,
North Carolina-Wilmington,Mel Gibson [1185],,,,,,44,,,
Indiana,Bob Knight [1782],,,,,,45,,,
St. Bonaventure,Jim Satalin [2816],,,,,,46,,,
Santa Clara,Carroll Williams [3398],,,,,,47,,,
Cal State Fullerton,Bobby Dye [918],,,,,,48,,,
Indiana State,Bob King [1763],,,,,,49,,,
Villanova,Rollie Massimino [2043],,,,,,50,,,
Montana,Jim Brandenburg [324],,,,,,51,,,
McNeese State,Glenn Duhon [897],,,,,,52,,,
Virginia,Terry Holland [1508],,,,,,53,,,
