Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Alcorn State,Davey Whitney [3378],,,,,,1,,,
DePaul,Ray Meyer [2196],,,,,,2,,,
Louisville,Denny Crum [711],,,,,,3,,,
Weber State,Neil McCarthy [2076],,,,,,4,,,
Syracuse,Jim Boeheim [278],,,,,,5,,,
Oregon State,Ralph Miller [2217],,,,,,6,,,
Iona,Jim Valvano [3229],,,,,,7,,,
Old Dominion,Paul Webb [3329],,,,,,8,,,
Kentucky,Joe B. Hall [1320],,,,,,9,,,
Brigham Young,Frank Arnold [92],,,,,,10,,,
St. John's (NY),Lou Carnesecca [500],,,,,,11,,,
Louisiana State,Dale Brown [368],,,,,,12,,,
Georgetown,John Thompson [3154],,,,,,13,,,
Missouri,Norm Stewart [3051],,,,,,14,,,
South Alabama,Cliff Ellis [963],,,,,,15,,,
Toledo,Bob Nichols [2361],,,,,,16,,,
Notre Dame,Digger Phelps [2525],,,,,,17,,,
Washington State,George Raveling [2636],,,,,,18,,,
Maryland,Lefty Driesell [883],,,,,,19,,,
Furman,Eddie Holbrook [1502],,,,,,20,,,
Texas A&M,Shelby Metcalf [2189],,,,,,21,,,
San Francisco,Dan Belluomini [198],,,,,,22,,,
Arizona State,Ned Wulk [3482],,,,,,23,,,
Howard,A.B. Williamson [3420],,,,,,24,,,
Murray State,Ronald Greene [1263],,,,,,25,,,
Villanova,Rollie Massimino [2043],,,,,,26,,,
Bucknell,Charles Woollum [3471],,,,,,27,,,
Grambling,Fred Hobdy [1489],,,,,,28,,,
Tennessee State,Edward Martin [2030],,,,,,29,,,
Duke,Bill E. Foster [1097],,,,,,30,,,
Lafayette,Roy Chipman [558],,,,,,31,,,
Western Kentucky,Gene Keady [1710],,,,,,32,,,
Indiana,Bob Knight [1782],,,,,,33,,,
Ohio State,Eldon Miller [2208],,,,,,34,,,
Virginia Tech,Charles Moir [2241],,,,,,35,,,
North Carolina,Dean Smith [2954],,,,,,36,,,
Arkansas,Eddie Sutton [3090],,,,,,37,,,
Clemson,Bill C. Foster [1096],,,,,,38,,,
Nevada-Las Vegas,Jerry Tarkanian [3114],,,,,,39,,,
Texas-El Paso,Don Haskins [1390],,,,,,40,,,
North Carolina State,Norm Sloan [2944],,,,,,41,,,
Saint Peter's,Bob Dukiet [899],,,,,,42,,,
La Salle,Lefty Ervin [984],,,,,,43,,,
Kansas State,Jack Hartman [1384],,,,,,44,,,
Florida State,Joe Williams [3407],,,,,,45,,,
Fresno State,Tiny Grant [1243],,,,,,46,,,
Virginia,Terry Holland [1508],,,,,,47,,,
Northeastern,Jim Calhoun [454],,,,,,48,,,
Saint Joseph's,Jim Lynam [1964],,,,,,49,,,
Louisiana-Lafayette,Bobby Paschal [2473],,,,,,50,,,
Boston University,Rick Pitino [2542],,,,,,51,,,
Iowa,Lute Olson [2434],,,,,,52,,,
Purdue,Lee Rose [2767],,,,,,53,,,
Bradley,Dick Versace [3248],,,,,,54,,,
James Madison,Lou Campanelli [465],,,,,,55,,,
Cleveland State,Ray Dieringer [823],,,,,,56,,,
Illinois State,Bob Donewald [847],,,,,,57,,,
Jacksonville,Tates Locke [1927],,,,,,58,,,
Connecticut,Dom Perno [2504],,,,,,59,,,
UCLA,Larry Brown [379],,,,,,60,,,
Texas-Pan American,Bill White [3361],,,,,,61,,,
Marquette,Hank Raymonds [2641],,,,,,62,,,
Lamar,Billy Tubbs [3201],,,,,,63,,,
Utah State,Rod Tueller [3205],,,,,,64,,,
Bowling Green State,John Weinert [3337],,,,,,65,,,
Minnesota,Jim Dutcher [914],,,,,,66,,,
Boston College,Tom Davis [771],,,,,,67,,,
North Carolina-Wilmington,Mel Gibson [1185],,,,,,68,,,
Loyola (IL),Jerry Lyne [1968],,,,,,69,,,
Long Beach State,Tex Winter [3445],,,,,,70,,,
Wyoming,Jim Brandenburg [324],,,,,,71,,,
Washington,Marv Harshman [1381],,,,,,72,,,
Penn State,Dick Harter [1382],,,,,,73,,,
Oral Roberts,Ken Hayes [1403],,,,,,74,,,
Louisiana-Monroe,Benny Hollis [1511],,,,,,75,,,
Utah,Jerry Pimm [2537],,,,,,76,,,
Duquesne,Mike Rice [2689],,,,,,77,,,
Evansville,Dick Walters [3294],,,,,,78,,,
Maryland-Eastern Shore-nm,Kirkland Hall [1321],,,,,,79,,,
Holy Cross,George Blaney [266],,,,,,80,,,
West Texas A&M,Ken Edwards [948],,,,,,81,,,
Texas,Abe Lemons [1890],,,,,,82,,,
Colorado,Bill Blair [258],,,,,,83,,,
Western Carolina,Steve Cottrell [668],,,,,,84,,,
New Mexico State,Weldon Drew [880],,,,,,85,,,
Idaho,Don Monson [2252],,,,,,86,,,
Louisiana Tech,Andy Russo [2793],,,,,,87,,,
Southern Mississippi,M.K. Turk [3207],,,,,,88,,,
Illinois,Lou Henson [1437],,,,,,89,,,
Tennessee,Don DeVoe [808],,,,,,90,,,
Yale,Ray Carazo [485],,,,,,91,,,
Arkansas-Little Rock,Ron Kestenbaum [1753],,,,,,92,,,
Portland,Jack Avina [106],,,,,,93,,,
Pepperdine,Jim Harrick [1367],,,,,,94,,,
Montana,Mike Montgomery [2254],,,,,,95,,,
Virginia Commonwealth,J.D. Barnett [150],,,,,,96,,,
Alabama-Birmingham,Gene Bartow [163],,,,,,97,,,
Alabama,C.M. Newton [2358],,,,,,98,,,
Kent State,Ed Douma [866],,,,,,99,,,
Gonzaga,Dan Fitzgerald [1057],,,,,,100,,,
Indiana State,Bill Hodges [1493],,,,,,101,,,
South Carolina,Frank McGuire [2128],,,,,,102,,,
St. Bonaventure,Jim Satalin [2816],,,,,,103,,,
San Jose State,Bill Berry [226],,,,,,104,,,
Pittsburgh,Tim Grgurich [1274],,,,,,105,,,
Wichita State,Gene Smithson [2975],,,,,,106,,,
Pennsylvania,Bob Weinhauer [3338],,,,,,107,,,
Marshall,Bob Zuffelato [3511],,,,,,108,,,
Nebraska,Joe Cipriano [569],,,,,,109,,,
George Washington,Bob Tallent [3110],,,,,,110,,,
Southern Methodist,Sonny Allen [43],,,,,,111,,,
Creighton,Tom Apke [80],,,,,,112,,,
Mercer,Bill Bibb [240],,,,,,113,,,
Michigan,Johnny Orr [2437],,,,,,114,,,
Mississippi,Bob Weltlich [3345],,,,,,115,,,
Arkansas State,Marvin Adams [15],,,,,,116,,,
Oklahoma,Dave Bliss [274],,,,,,117,,,
Eastern Kentucky,Ed Byhre [443],,,,,,118,,,
McNeese State,Glenn Duhon [897],,,,,,119,,,
Morehead State,Wayne Martin [2036],,,,,,120,,,
East Carolina,Dave Odom [2421],,,,,,121,,,
Drake,Bob Ortegel [2440],,,,,,122,,,
Charlotte,Mike Pratt [2579],,,,,,123,,,
Campbell,Danny Roberts [2719],,,,,,124,,,
Delaware State,Ajac Triplett [3195],,,,,,125,,,
Stetson,Glenn Wilkes [3389],,,,,,126,,,
