Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Texas,Theo Bellmont [197],,,,,,1,,,
Syracuse,Edmund Dollard [840],,,,,,2,,,
Wisconsin,Doc Meanwell [2165],,,,,,3,,,
Navy,Laurence Wild [3388],,,,,,4,,,
Kansas,W.O. Hamilton [1332],,,,,,5,,,
Denison,Walter Livingston [1920],,,,,,6,,,
Virginia,Henry Lannigan [1849],,,,,,7,,,
Nebraska Wesleyan,William Kline [1780],,,,,,8,,,
Georgia,Howell Peacock [2488],,,,,,9,,,
Washington College,Thomas Kibler [1756],,,,,,10,,,
Saint Mary's (CA),Otto Rittler [2712],,,,,,11,,,
Tennessee,Zora Clevenger [588],,,,,,12,,,
Oklahoma,Bennie Owen [2448],,,,,,13,,,
Rochester (NY),Arthur Powell [2567],,,,,,14,,,
Cornell,Albert Sharpe [2894],,,,,,15,,,
Utah,Fred Bennion [215],,,,,,16,,,
Mississippi State,E.C. Hayes [1402],,,,,,17,,,
Kentucky,Alpha Brummage [401],,,,,,18,,,
Citadel,Hans Kangeter [1702],,,,,,19,,,
Lehigh,S.E. Muthart [2327],,,,,,20,,,
Washington,Anthony Savage [2824],,,,,,21,,,
North Dakota State,Howard Wood [3464],,,,,,22,,,
Richmond,Frank Dobson [834],,,,,,23,,,
Nebraska,Jumbo Stiehm [3054],,,,,,24,,,
Seton Hall,Frank Hill [1466],,,,,,25,,,
Brigham Young,E.L. Roberts [2720],,,,,,26,,,
Central Missouri,Phog Allen [42],,,,,,27,,,
Union (NY),Fred Dawson [775],,,,,,28,,,
Duquesne,Alexander Hogarty [1500],,,,,,29,,,
Arizona,Raymond Quigley [2608],,,,,,30,,,
Kent State,Alexander Whyte [3380],,,,,,31,,,
Catholic,Fred Rice [2685],,,,,,32,,,
Millikin,Jimmy Ashmore [99],,,,,,33,,,
Columbia,Harry Fisher [1051],,,,,,34,,,
Virginia Tech,Branch Bocock [277],,,,,,35,,,
Ohio State,Wilbur St. John [3005],,,,,,36,,,
Indiana State,Alfred Westphal [3355],,,,,,37,,,
Kalamazoo,E.J. Mather [2045],,,,,,38,,,
Roanoke,Pinky Spruhan [3003],,,,,,39,,,
Fordham,Clement Risacher [2708],,,,,,40,,,
Texas A&M,Frank Steger [3029],,,,,,41,,,
Utah State,Clayton Teetzel [3130],,,,,,42,,,
Oberlin,A.J. Pyle [2606],,,,,,43,,,
Nevada,Silas Ross [2771],,,,,,44,,,
Niagara,A. V. Barrett [153],,,,,,45,,,
Illinois,Ralph Jones [1678],,,,,,46,,,
Idaho,John Griffith [1279],,,,,,47,,,
Notre Dame,Jesse Harper [1362],,,,,,48,,,
Wabash,Clarence Thurber [3166],,,,,,49,,,
Chicago,Pat Page [2453],,,,,,50,,,
Vanderbilt,Guy Denton [797],,,,,,51,,,
Saint Joseph's,John Donahue [843],,,,,,52,,,
Penn State,J.F. Haddow [1301],,,,,,53,,,
Tulane,Carl Hanson [1345],,,,,,54,,,
Detroit Mercy,Walter Hardy [1351],,,,,,55,,,
Carleton College,Claude Hunt [1563],,,,,,56,,,
Princeton,Fred Luehring [1954],,,,,,57,,,
Michigan State,John Macklin [1979],,,,,,58,,,
