Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
New York University,Howard Cann [473],,,,,,1,,,
DePaul,Jim Kelly [1731],,,,,,2,,,
Long Island University,Clair Bee [185],,,,,,3,,,
South Carolina,Rock Norman [2379],,,,,,4,,,
Kansas,Phog Allen [42],,,,,,5,,,
Kentucky,Adolph Rupp [2789],,,,,,6,,,
Akron,Red Blair [261],,,,,,7,,,
City College of New York,Nat Holman [1513],,,,,,8,,,
Duquesne,Chick Davies [753],,,,,,9,,,
Xavier,Clem Crowe [705],,,,,,10,,,
Wyoming,Willard Witte [3456],,,,,,11,,,
Alabama,Hank Crisp [700],,,,,,12,,,
Syracuse,Lew Andreas [74],,,,,,13,,,
Texas Christian,Francis Schmidt [2844],,,,,,14,,,
Purdue,Piggy Lambert [1833],,,,,,15,,,
Navy,John Wilson [3433],,,,,,16,,,
St. John's (NY),James Freeman [1121],,,,,,17,,,
Pennsylvania,Lon Jourdet [1689],,,,,,18,,,
Notre Dame,George Keogan [1748],,,,,,19,,,
Westminster (PA),John Lawther [1869],,,,,,20,,,
Creighton,Arthur Schabinger [2830],,,,,,21,,,
La Salle,Leonard Tanseer [3112],,,,,,22,,,
Pittsburgh,Doc Carlson [494],,,,,,23,,,
North Carolina,George Shepard [2905],,,,,,24,,,
Rhode Island,Frank Keaney [1712],,,,,,25,,,
Washington,Hec Edmundson [940],,,,,,26,,,
New Mexico,Roy Johnson [1655],,,,,,27,,,
Marquette,Bill Chandler [540],,,,,,28,,,
Texas Tech,Dell Morgan [2266],,,,,,29,,,
Western Kentucky,E.A. Diddle [819],,,,,,30,,,
Louisiana State,Harry Rabenhorst [2614],,,,,,31,,,
Duke,Eddie Cameron [463],,,,,,32,,,
Villanova,Doc Jacobs [1606],,,,,,33,,,
West Virginia,Marshall Glenn [1211],,,,,,34,,,
George Washington,Ted O'Leary [2405],,,,,,35,,,
California,Nibs Price [2588],,,,,,36,,,
Carleton College,Marshall Diebold [821],,,,,,37,,,
Providence,Albert McClellan [2081],,,,,,38,,,
Western Michigan,Herbert W. Buck Read [2643],,,,,,39,,,
Michigan State,Benjamin VanAlstyne [3237],,,,,,40,,,
Wisconsin,Doc Meanwell [2165],,,,,,41,,,
Texas A&M,John Reid [2660],,,,,,42,,,
Utah State,Dick Romney [2756],,,,,,43,,,
Springfield,Edward Hickox [1456],,,,,,44,,,
Fordham,Edward Kelleher [1725],,,,,,45,,,
Colgate,Robert Hubbard [1545],,,,,,46,,,
Illinois,Craig Ruby [2783],,,,,,47,,,
Iowa,Rollie Williams [3413],,,,,,48,,,
Oregon,William Reinhart [2669],,,,,,49,,,
Southern California,Sam Barry [158],,,,,,50,,,
Arizona,Fred Enke [979],,,,,,51,,,
Butler,Tony Hinkle [1480],,,,,,52,,,
Bowling Green State,Paul Landis [1837],,,,,,53,,,
Penn State,Earl Leslie [1897],,,,,,54,,,
Richmond,Malcolm Pitt [2543],,,,,,55,,,
Arkansas,Glen Rose [2764],,,,,,56,,,
Indiana,Everett Dean [777],,,,,,57,,,
Dartmouth,Dolly Stark [3019],,,,,,58,,,
Vanderbilt,Josh Cody [596],,,,,,59,,,
North Carolina State,Ray Sermon [2884],,,,,,60,,,
Muhlenburg,John Utz [3224],,,,,,61,,,
Louisville,Red Money [2248],,,,,,62,,,
Texas,Ed Olle [2429],,,,,,63,,,
Cincinnati,Tay Brown [390],,,,,,64,,,
Cornell,Howard Ortner [2441],,,,,,65,,,
Washington & Lee,Harry Young [3496],,,,,,66,,,
Princeton,Fritz Crisler [699],,,,,,67,,,
Marshall,Tom Dandalet [735],,,,,,68,,,
San Francisco,Wally Cameron [464],,,,,,69,,,
Montana,Adolph Lewandowski [1899],,,,,,70,,,
Florida,Ben Clemmons [585],,,,,,71,,,
Utah,Vadal Peterson [2515],,,,,,72,,,
Yale,Elmer Ripley [2707],,,,,,73,,,
Rutgers,Frank Hill [1466],,,,,,74,,,
Brigham Young,Ott Romney [2759],,,,,,75,,,
Tennessee,W.H. Britton [352],,,,,,76,,,
Oregon State,Slats Gill [1190],,,,,,77,,,
Northwestern,Dutch Lonborg [1930],,,,,,78,,,
Maryland,Burton Shipley [2913],,,,,,79,,,
Santa Clara,Harlan Dykes [920],,,,,,80,,,
Dayton,Louis Tschudi [3200],,,,,,81,,,
Washington State,Jack Friel [1128],,,,,,82,,,
Missouri,George Edwards [946],,,,,,83,,,
Oklahoma,Hugh McDermott [2102],,,,,,84,,,
Saint Louis,Mike Nyikos [2387],,,,,,85,,,
Niagara,Taps Gallagher [1144],,,,,,86,,,
St. Francis (NY),Rody Cooney [651],,,,,,87,,,
Canisius,Allie Seelbach [2875],,,,,,88,,,
Army,Leo Novak [2381],,,,,,89,,,
Citadel,Charlie Willard [3390],,,,,,90,,,
Colorado,Hank Iba [1589],,,,,,91,,,
Western State,Telfor Mead [2163],,,,,,92,,,
Georgia,Rex Enright [980],,,,,,93,,,
New Mexico State,Jerry Hines [1478],,,,,,94,,,
Georgetown,Fred Mesmer [2186],,,,,,95,,,
Valparaiso,Jake Christiansen [562],,,,,,96,,,
Tulane,Ray Dauber [742],,,,,,97,,,
Rice,Jimmy Kitts [1774],,,,,,98,,,
St. Bonaventure,Carroll Reilly [2666],,,,,,99,,,
Northern Colorado,John Davis [762],,,,,,100,,,
Colorado College,Juan Reid [2661],,,,,,101,,,
Denver,Clyde Hubbard [1542],,,,,,102,,,
Indiana State,Wally Marks [2019],,,,,,103,,,
Detroit Mercy,Lloyd Brazil [331],,,,,,104,,,
Washburn,Elmer Holm [1512],,,,,,105,,,
Loyola (IL),Leonard Sachs [2799],,,,,,106,,,
Arizona State,Rudy Lavik [1863],,,,,,107,,,
Minnesota,Dave McMillan [2152],,,,,,108,,,
Manhattan,Neil Cohalan [601],,,,,,109,,,
Baylor,Ralph Wolf [3461],,,,,,110,,,
Brown,Arthur Kahler [1697],,,,,,111,,,
Mississippi,Ed Walker [3280],,,,,,112,,,
UCLA,Caddy Works [3473],,,,,,113,,,
Tulsa,Chet Benefiel [205],,,,,,114,,,
Saint Mary's (CA),Vincent McNally [2155],,,,,,115,,,
Temple,James Usilton [3222],,,,,,116,,,
Mississippi State,Goat Hale [1316],,,,,,117,,,
Boston University,John Harmon [1356],,,,,,118,,,
Colorado State,Joe Ryan [2797],,,,,,119,,,
Stanford,John Bunn [414],,,,,,120,,,
Toledo,David Connelly [630],,,,,,121,,,
Ohio State,Harold Olsen [2432],,,,,,122,,,
Southern Methodist,James St. Clair [3004],,,,,,123,,,
Northern Arizona,Aaron McCreary [2097],,,,,,124,,,
Nebraska,William Browne [394],,,,,,125,,,
Virginia,Gus Tebell [3129],,,,,,126,,,
Washington (MO),Donald White [3363],,,,,,127,,,
Clemson,Joe Davis [761],,,,,,128,,,
Lehigh,Fay Bartlett [161],,,,,,129,,,
Wake Forest,Murray Greason [1253],,,,,,130,,,
Kent State,Donald Starn [3020],,,,,,131,,,
Saint Joseph's,Bill Ferguson [1028],,,,,,132,,,
Iowa State,Louis Menze [2180],,,,,,133,,,
Connecticut,John Heldman [1423],,,,,,134,,,
Georgia Tech,Roy Mundorff [2307],,,,,,135,,,
Drake,Bill Williams [3395],,,,,,136,,,
Davidson,Red Laird [1829],,,,,,137,,,
William & Mary,John Kellison [1728],,,,,,138,,,
Virginia Military Institute,William Raftery [2623],,,,,,139,,,
Michigan,Cappy Cappon [481],,,,,,140,,,
Furman,Flucie Stewart [3045],,,,,,141,,,
Miami (OH),John Mauer [2049],,,,,,142,,,
Ohio,Brandon Grover [1283],,,,,,143,,,
Columbia,Paul Mooney [2256],,,,,,144,,,
Idaho,Richard Fox [1106],,,,,,145,,,
Lafayette,H.A. Lorenz [1941],,,,,,146,,,
Chicago,Nelson Norgren [2378],,,,,,147,,,
Oklahoma State,Puny James [1612],,,,,,148,,,
Loyola (MD),Walter Comerford [623],,,,,,149,,,
Montana State,Schubert Dyche [917],,,,,,150,,,
Bradley,Alfred Robertson [2725],,,,,,151,,,
Kansas State,Frank Root [2760],,,,,,152,,,
Texas-El Paso,Mack Saxon [2827],,,,,,153,,,
Auburn,Ralph Jordan [1687],,,,,,154,,,
Harvard,Wes Fesler [1031],,,,,,155,,,
Bucknell,Malcolm Musser [2324],,,,,,156,,,
Colorado School of Mines,Dutch Clark [572],,,,,,157,,,
Virginia Tech,Monk Younger [3501],,,,,,158,,,
Sewanee,Allen Lincoln [1908],,,,,,159,,,
