Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
San Francisco,Phil Woolpert [3472],,,,,,1,,,
Marquette,Jack Nagle [2330],,,,,,2,,,
Kentucky,Adolph Rupp [2789],,,,,,3,,,
Lafayette,Butch van Breda Kolff [3230],,,,,,4,,,
North Carolina State,Everett Case [516],,,,,,5,,,
Dayton,Tom Blackburn [256],,,,,,6,,,
Utah,Jack Gardner [1154],,,,,,7,,,
Duquesne,Dudey Moore [2259],,,,,,8,,,
La Salle,Kenneth Loeffler [1928],,,,,,9,,,
Marshall,Cam Henderson [1426],,,,,,10,,,
UCLA,John Wooden [3466],,,,,,11,,,
Connecticut,Hugh Greer [1267],,,,,,12,,,
George Washington,William Reinhart [2669],,,,,,13,,,
Alabama,Johnny Dee [785],,,,,,14,,,
Manhattan,Kenneth Norton [2380],,,,,,15,,,
Illinois,Harry Combes [622],,,,,,16,,,
Memphis-nm,Eugene Lambert [1831],,,,,,17,,,
Niagara,Taps Gallagher [1144],,,,,,18,,,
Ohio,James Snyder [2982],,,,,,19,,,
Missouri,Sparky Stalcup [3012],,,,,,20,,,
Colorado,Bebe Lee [1877],,,,,,21,,,
Pennsylvania,Raymond Stanley [3016],,,,,,22,,,
Seattle,Albert Brightman [350],,,,,,23,,,
Saint Francis (PA)-nm,Skip Hughes [1558],,,,,,24,,,
Tulsa,Clarence Iba [1587],,,,,,25,,,
Oregon State,Slats Gill [1190],,,,,,26,,,
Iowa,Bucky O'Connor [2396],,,,,,27,,,
Holy Cross,Buster Sheary [2898],,,,,,28,,,
DePaul,Ray Meyer [2196],,,,,,29,,,
Vanderbilt,Robert Polk [2552],,,,,,30,,,
St. Francis (NY),Daniel Lynch [1965],,,,,,31,,,
Cincinnati,George Smith [2960],,,,,,32,,,
Canisius,Joseph Curran [721],,,,,,33,,,
Dartmouth,Doggie Julian [1695],,,,,,34,,,
Texas Tech,Polk Robison [2734],,,,,,35,,,
Duke,Harold Bradley [315],,,,,,36,,,
Saint Louis,Eddie Hickey [1453],,,,,,37,,,
Texas Christian,Buster Brannon [326],,,,,,38,,,
Maryland,Bud Millikan [2224],,,,,,39,,,
Louisville,Peck Hickman [1455],,,,,,40,,,
Tulane,Clifford Wells [3342],,,,,,41,,,
Idaho State-nm,Steve Belko [192],,,,,,42,,,
Utah State,Cecil Baker [118],,,,,,43,,,
Minnesota,Ozzie Cowles [680],,,,,,44,,,
Tennessee,Emmett Lowery [1947],,,,,,45,,,
West Texas A&M,Gus Miller [2210],,,,,,46,,,
Columbia,Lou Rossini [2773],,,,,,47,,,
Richmond,Lester Hooker [1525],,,,,,48,,,
