Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv,WinLossRank,WinLossInv
Loyola (IL),Leonard Sachs [2799],,,,,,1,,,
Arkansas,Francis Schmidt [2844],,,,,,2,,,
Montana State,Schubert Dyche [917],,,,,,3,,,
Rhode Island,Frank Keaney [1712],,,,,,4,,,
St. John's (NY),James Freeman [1121],,,,,,5,,,
East Central,Mickey McBride [2060],,,,,,6,,,
San Francisco,James Needles [2342],,,,,,7,,,
Washington,Hec Edmundson [940],,,,,,8,,,
Fordham,Edward Kelleher [1725],,,,,,9,,,
Texas,Fred Walker [3281],,,,,,10,,,
Butler,Tony Hinkle [1480],,,,,,11,,,
Washington & Lee,Cap'n Smith [2952],,,,,,12,,,
Westminster (PA),John Lawther [1869],,,,,,13,,,
Wisconsin,Doc Meanwell [2165],,,,,,14,,,
West Texas A&M,Sam Burton [437],,,,,,15,,,
Oklahoma,Hugh McDermott [2102],,,,,,16,,,
Rider,Clair Bee [185],,,,,,17,,,
Ohio Wesleyan,Raymond Detrick [802],,,,,,18,,,
Providence,Albert McClellan [2081],,,,,,19,,,
California,Nibs Price [2588],,,,,,20,,,
Mount Union,Robert Wright [3481],,,,,,21,,,
Colorado,Howard Beresford [218],,,,,,22,,,
Northern Arizona,Rudy Lavik [1863],,,,,,23,,,
Arizona,Fred Enke [979],,,,,,24,,,
Springfield,Edward Hickox [1456],,,,,,25,,,
Michigan,George Veenker [3245],,,,,,26,,,
Temple,James Usilton [3222],,,,,,27,,,
Carleton College,Ozzie Cowles [680],,,,,,28,,,
Colgate,Lloyd Jordan [1686],,,,,,29,,,
Indiana State,Wally Marks [2019],,,,,,30,,,
Wyoming,George McLaren [2141],,,,,,31,,,
Saint Louis,Mike Nyikos [2387],,,,,,32,,,
Santa Clara,Harlan Dykes [920],,,,,,33,,,
Pennsylvania,Edward McNichol [2156],,,,,,34,,,
Purdue,Piggy Lambert [1833],,,,,,35,,,
Cincinnati,Frank Rice [2684],,,,,,36,,,
Creighton,Arthur Schabinger [2830],,,,,,37,,,
Pittsburgh,Doc Carlson [494],,,,,,38,,,
Citadel,Benny Blatt [268],,,,,,39,,,
Notre Dame,George Keogan [1748],,,,,,40,,,
Syracuse,Lew Andreas [74],,,,,,41,,,
Seton Hall,Frank Hill [1466],,,,,,42,,,
Southern California,Leo Calland [458],,,,,,43,,,
Wichita State,Eugene Johnson [1645],,,,,,44,,,
West Virginia,Francis Stadsvold [3008],,,,,,45,,,
New York University,Howard Cann [473],,,,,,46,,,
Georgia Tech,Roy Mundorff [2307],,,,,,47,,,
North Carolina State,Gus Tebell [3129],,,,,,48,,,
St. Bonaventure,Carroll Reilly [2666],,,,,,49,,,
Georgia,Herman Stegeman [3028],,,,,,50,,,
Wooster,Ernest Hole [1506],,,,,,51,,,
Northwestern,Dutch Lonborg [1930],,,,,,52,,,
Kentucky,John Mauer [2049],,,,,,53,,,
Army,Leo Novak [2381],,,,,,54,,,
Georgetown,Elmer Ripley [2707],,,,,,55,,,
Washburn,Roy Wynne [3484],,,,,,56,,,
