Alan Gooch [707]: (-0.33226778604308704, 0.3495091653534318) -- 1
Matt Rhule [1543]: (-0.32488847569825946, 0.3568884756982594) -- 1
Mike Canales [256]: (-0.32408175300918385, 0.357695198387335) -- 1
Florida A&M_UNKNOWN_COACH: (-0.3072750303201082, 0.3745019210764106) -- 1
Mike Bath [96]: (-0.3008884756982595, 0.38088847569825934) -- 1
Paul Petrino [1456]: (-0.3008884756982595, 0.38088847569825934) -- 1
Mark Hutson [910]: (-0.2904683076310326, 0.39130864376548624) -- 1
Keith Burns [226]: (-0.26330226880170776, 0.4184746825948111) -- 1
Michael Haywood [815]: (-0.25685486225288134, 0.4249220891436375) -- 1
Sean Kugler [1052]: (-0.25288847569825945, 0.4288884756982594) -- 1
P.J. Fleck [631]: (-0.25288847569825945, 0.4288884756982594) -- 1
Todd Monken [1293]: (-0.25288847569825945, 0.4288884756982594) -- 1
Ellis Johnson [950]: (-0.2514575813893164, 0.43031937000720244) -- 1
Paul Haynes [814]: (-0.22888847569825949, 0.45288847569825935) -- 1
Mike Kruczek [1048]: (-0.21157813087067326, 0.4701988205258456) -- 1
Mike DeBord [453]: (-0.20225144934630898, 0.2798376562428606) -- 2
Larry Porter [1483]: (-0.19482606539962685, 0.28726304018954274) -- 2
Lee Owens [1415]: (-0.19363075969113658, 0.28845834589803304) -- 2
Jeff Woodruff [2018]: (-0.18932041486355033, 0.29276869072561923) -- 2
Curtis Johnson [948]: (-0.1864169309828123, 0.4953600204137065) -- 1
Dean Pees [1443]: (-0.18501007003596415, 0.2970790355532055) -- 2
David Elson [561]: (-0.17720421007077636, 0.21641989634528613) -- 3
George Barlow [80]: (-0.16441788746296535, 0.5173590639335535) -- 1
Don Strock [1778]: (-0.16307991628546564, 0.23054419013059685) -- 3
Todd Dodge [493]: (-0.16039748738170073, 0.23322661903436176) -- 3
Stan Parrish [1429]: (-0.14860757800466887, 0.3334815275845007) -- 2
Garrick McGee [1207]: (-0.14806894303848728, 0.33402016255068234) -- 2
Tim Kish [1024]: (-0.14761116477388972, 0.5341657866226291) -- 1
Gary Nord [1372]: (-0.14190662176010208, 0.3401824838290675) -- 2
Trent Miles [1268]: (-0.14088847569825946, 0.5408884756982594) -- 1
Mike Locksley [1111]: (-0.14020421666013105, 0.34188488892903857) -- 2
Rob Ianello [915]: (-0.13600253598786216, 0.34608656960130746) -- 2
Steve Logan [1113]: (-0.13399192397412155, 0.5477850274223973) -- 1
Charley Molnar [1290]: (-0.13180878043686126, 0.35028032515230834) -- 2
Gary Darnell [434]: (-0.1307925419552543, 0.2628315644608082) -- 3
