Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Syracuse,Syracuse_UNKNOWN_COACH,,40,2,49,16,38,1
Army,Charles Daly [430],,7,2,15,16,1,1
South Carolina,N.B. Edgerton [545],,78,2,42,16,75,1
Wake Forest,W.C. Smith [1712],,79,2,68,16,79,1
West Virginia Wesleyan,West Virginia Wesleyan_UNKNOWN_COACH,,64,2,38,16,68,1
Lafayette,Wilmer Crowell [405],,43,2,59,16,38,1
Colorado Mines,William Hanley [767],,6,2,7,16,1,1
Baylor,Bubs Mosley [1317],,55,2,61,16,57,1
Washington & Lee,Jogger Elcock [551],,7,2,24,16,1,1
Dartmouth,Frank Cavanaugh [285],,30,2,40,16,30,1
Lehigh,Tom Keady [977],,25,2,27,16,21,1
Alabama,Tubby Graves [723],,78,2,25,16,63,1
Florida,Florida_UNKNOWN_COACH,,78,2,57,16,82,1
Wofford,Wofford_UNKNOWN_COACH,,85,2,68,16,86,1
Sewanee,Harris Cope [359],,79,2,30,16,79,1
Tennessee,Zora Clevenger [321],,8,2,23,16,1,1
Navy,Navy_UNKNOWN_COACH,,57,2,48,16,57,1
Carlisle,Pop Warner [1926],,58,2,29,16,57,1
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,49,2,39,16,52,1
Colorado College,C.J. Rothget [1592],,22,2,35,16,16,1
West Virginia,Sol Metzger [1256],,70,2,68,16,79,1
Virginia,Joseph Wood [2013],,24,2,8,16,21,1
Washington & Jefferson,Bob Folwell [638],,11,2,3,16,10,1
Yale,Frank Hinkey [850],,16,2,2,16,16,1
Mississippi,Mississippi_UNKNOWN_COACH,,55,2,46,16,57,1
Clemson,Bob Williams [1982],,75,2,36,16,72,1
Texas,Dave Allerdice [21],,7,2,4,16,1,1
Purdue,Andy Smith [1697],,32,2,68,16,21,1
Virginia Tech,Branch Bocock [158],,67,2,52,16,72,1
Drake,John Griffith [733],,51,2,68,16,52,1
Wyoming,Ralph Thacker [1823],,62,2,68,16,63,1
Kansas State,Guy Lowman [1123],,52,2,68,16,52,1
Northwestern,Fred Murphy [1330],,47,2,68,16,38,1
Muhlenberg,Muhlenberg_UNKNOWN_COACH,,49,2,68,16,46,1
Kansas,H.M. Wheaton [1956],,46,2,55,16,46,1
Oklahoma State,Paul Davis [445],,44,2,41,16,46,1
Virginia Military Institute,Frank Gorton [712],,78,2,68,16,75,1
Harvard,Percy Haughton [805],,6,2,1,16,1,1
Auburn,Mike Donahue [500],,9,2,6,16,1,1
Penn State,Bill Hollenback [860],,34,2,53,16,30,1
North Carolina State,Jack Hegarty [820],,69,2,56,16,75,1
Michigan,Fielding Yost [2036],,48,2,51,16,46,1
Pennsylvania,George Brooke [193],,52,2,47,16,52,1
Louisiana State,E.T. McDonald [1199],,63,2,68,16,68,1
Colorado,Fred Folsom [637],,14,2,16,16,10,1
Tulane,Edwin Sweetland [1800],,77,2,68,16,68,1
Arkansas,E.T. Pickering [1463],,59,2,68,16,63,1
Rice,Phillip Arbuckle [45],,44,2,37,16,46,1
Newberry,Joe Parrish [1428],,84,2,68,16,85,1
Cornell,Cornell_UNKNOWN_COACH,,34,2,20,16,30,1
Missouri,Henry Schulte [1642],,40,2,21,16,38,1
Chicago,Amos Alonzo Stagg [1730],,21,2,28,16,16,1
Iowa,Jesse Hawley [808],,28,2,45,16,21,1
Brown,Edward Robinson [1561],,42,2,62,16,38,1
Georgia Tech,John Heisman [821],,75,2,19,16,68,1
Indiana,Clarence Childs [298],,41,2,66,16,30,1
Texas Christian,Daddy Boles [161],,60,2,68,16,63,1
Notre Dame,Jesse Harper [783],,26,2,22,16,21,1
Georgetown,Georgetown_UNKNOWN_COACH,,60,2,54,16,63,1
Dickinson,Dickinson_UNKNOWN_COACH,,67,2,68,16,72,1
Vanderbilt,Dan McGugin [1210],,79,2,68,16,82,1
Pittsburgh,Joseph Duff [528],,18,2,12,16,16,1
Wisconsin,William Juneau [972],,21,2,33,16,16,1
Colorado State,Harry Hughes [900],,50,2,43,16,52,1
Colgate,Laurence Bankart [73],,25,2,31,16,21,1
Minnesota,Henry Williams [1985],,14,2,11,16,10,1
Illinois,Robert Zuppke [2053],,7,2,5,16,1,1
Haskell,Haskell_UNKNOWN_COACH,,34,2,10,16,30,1
Citadel,George Rogers [1576],,82,2,60,16,84,1
Ohio State,John Wilce [1977],,28,2,58,16,21,1
Rutgers,George Sanford [1615],,32,2,64,16,30,1
Bucknell,George Cockill [327],,42,2,68,16,38,1
Mississippi State,E.C. Hayes [810],,16,2,34,16,10,1
Oklahoma,Bennie Owen [1412],,14,2,9,16,10,1
Princeton,Wilder Penfield [1448],,23,2,13,16,21,1
Davidson,Davidson_UNKNOWN_COACH,,39,2,32,16,38,1
North Carolina,T.C. Trenchard [1861],,32,2,14,16,30,1
Denver,Harry Buckingham [217],,56,2,68,16,57,1
Iowa State,Homer Hubbard [893],,34,2,26,16,30,1
Utah State,Utah State_UNKNOWN_COACH,,56,2,65,16,57,1
Georgia,W.A. Cunningham [416],,77,2,44,16,75,1
Utah,Nelson Norgren [1373],,28,2,50,16,21,1
Washington (MO),W.P. Edmunds [546],,46,2,67,16,46,1
Nebraska,Jumbo Stiehm [1755],,7,2,18,16,1,1
Texas A&M,Charley Moran [1303],,39,2,17,16,38,1
Trinity (Texas),Trinity (Texas)_UNKNOWN_COACH,,13,2,63,16,10,1
