Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,71,73,88,90,76,30
Wake Forest,D.C. Walker [1909],,67,73,114,90,106,30
Washington & Lee,Tex Tilson [1843],,82,73,93,90,106,30
New Mexico,Ted Shipkey [1679],,96,73,79,90,92,30
William & Mary,William & Mary_UNKNOWN_COACH,,93,73,109,90,125,30
Gonzaga,Mike Pecarovich [1442],,92,73,118,90,92,30
Dartmouth,Red Blaik [148],,5,73,34,90,1,30
California,Stub Allison [23],,4,73,3,90,1,30
San Francisco,George Malley [1143],,70,73,98,90,58,30
Washburn,Elmer Holm [868],,118,73,118,90,113,30
Sewanee,Heck Clark [316],,86,73,118,90,99,30
Tennessee,Bob Neyland [1364],,32,73,62,90,49,30
Santa Clara,Buck Shaw [1661],,5,73,8,90,1,30
Colorado College,W.T. VandeGraaff [1885],,91,73,61,90,99,30
Detroit Mercy,Gus Dorais [512],,84,73,54,90,87,30
Yale,Ducky Pond [1481],,23,73,19,90,23,30
Mississippi,Ed Walker [1911],,109,73,87,90,92,30
Purdue,Mal Elward [562],,52,73,63,90,36,30
Clemson,Jess Neely [1350],,48,73,83,90,63,30
Virginia Tech,Henry Redd [1520],,94,73,85,90,58,30
Temple,Pop Warner [1926],,30,73,69,90,58,30
Drake,Vee Green [727],,50,73,77,90,49,30
Kansas State,Wesley Fry [658],,113,73,66,90,99,30
Wyoming,Wyoming_UNKNOWN_COACH,,71,73,105,90,106,30
Kansas,Adrian Lindsey [1103],,104,73,39,90,106,30
Penn State,Bob Higgins [842],,54,73,44,90,29,30
Furman,Furman_UNKNOWN_COACH,,82,73,102,90,120,30
Fordham,Jimmy Crowley [407],,4,73,6,90,1,30
New York University,Mal Stevens [1745],,32,73,76,90,76,30
Cornell,Carl Snavely [1715],,44,73,47,90,26,30
Missouri,Don Faurot [599],,111,73,82,90,79,30
Oregon,Prink Callison [248],,79,73,49,90,87,30
Creighton,Marchy Schwartz [1643],,121,73,118,90,106,30
Georgetown,Jack Hagerty [749],,70,73,97,90,72,30
