Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
Syracuse,Syracuse_UNKNOWN_COACH,,47,15,9,27,24,6
Army,Charles Daly [430],,41,15,28,27,38,6
South Carolina,N.B. Edgerton [545],,61,15,38,27,58,6
Wake Forest,W.C. Smith [1712],,66,15,73,27,77,6
West Virginia Wesleyan,West Virginia Wesleyan_UNKNOWN_COACH,,45,15,73,27,44,6
Lafayette,Wilmer Crowell [405],,46,15,52,27,24,6
Colorado Mines,William Hanley [767],,46,15,25,27,24,6
Baylor,Bubs Mosley [1317],,54,15,30,27,38,6
Washington & Lee,Jogger Elcock [551],,11,15,36,27,9,6
Lehigh,Tom Keady [977],,53,15,65,27,44,6
Dartmouth,Frank Cavanaugh [285],,44,15,62,27,24,6
Alabama,Thomas Kelley [983],,50,15,27,27,24,6
Florida,Florida_UNKNOWN_COACH,,52,15,47,27,44,6
Wofford,Harvey Hester [836],,84,15,61,27,85,6
Sewanee,Harris Cope [359],,59,15,20,27,31,6
Tennessee,Zora Clevenger [321],,64,15,73,27,81,6
Navy,Jonas Ingram [919],,62,15,51,27,68,6
Presbyterian,Walter Johnson [955],,84,15,48,27,62,6
Carlisle,Choc Kelly [987],,57,15,73,27,50,6
Southwestern (TX),Southwestern (TX)_UNKNOWN_COACH,,73,15,73,27,85,6
Colorado College,C.J. Rothget [1592],,46,15,31,27,9,6
West Virginia,Sol Metzger [1256],,47,15,55,27,38,6
Virginia,Harry Varner [1888],,14,15,3,27,17,6
Washington & Jefferson,Bob Folwell [638],,10,15,32,27,9,6
Yale,Frank Hinkey [850],,49,15,13,27,38,6
Mississippi,Fred Robbins [1555],,63,15,73,27,62,6
Clemson,Bob Williams [1982],,58,15,49,27,77,6
Texas,Dave Allerdice [21],,58,15,11,27,17,6
Purdue,Andy Smith [1697],,45,15,56,27,62,6
Virginia Tech,Branch Bocock [158],,62,15,53,27,71,6
Drake,John Griffith [733],,53,15,41,27,77,6
Wyoming,John Corbett [360],,50,15,73,27,44,6
Kansas State,John Bender [114],,16,15,73,27,17,6
Northwestern,Fred Murphy [1330],,46,15,73,27,71,6
Kansas,Herman Olcott [1401],,12,15,43,27,9,6
Oklahoma State,John Griffith [734],,71,15,73,27,77,6
Virginia Military Institute,Frank Gorton [712],,54,15,57,27,74,6
Harvard,Percy Haughton [805],,10,15,2,27,9,6
Auburn,Mike Donahue [500],,20,15,12,27,31,6
Penn State,Dick Harlow [779],,15,15,37,27,17,6
Furman,W.B. Bible [133],,79,15,46,27,81,6
North Carolina State,Jack Hegarty [820],,61,15,58,27,62,6
Michigan,Fielding Yost [2036],,45,15,73,27,31,6
Pennsylvania,George Brooke [193],,50,15,39,27,31,6
Louisiana State,E.T. McDonald [1199],,53,15,18,27,50,6
Colorado,Fred Folsom [637],,49,15,68,27,38,6
Tulane,Clark Shaughnessy [1659],,65,15,73,27,62,6
Arkansas,T.T. McConnell [1191],,50,15,73,27,54,6
Rice,Phillip Arbuckle [45],,61,15,17,27,44,6
Newberry,William Shaw [1664],,84,15,63,27,87,6
Cornell,Cornell_UNKNOWN_COACH,,5,15,1,27,1,6
Missouri,Henry Schulte [1642],,57,15,54,27,74,6
Chicago,Amos Alonzo Stagg [1730],,14,15,24,27,9,6
Iowa,Jesse Hawley [808],,42,15,73,27,68,6
Brown,Edward Robinson [1561],,44,15,44,27,31,6
Georgia Tech,John Heisman [821],,6,15,6,27,1,6
Cumberland,Cumberland_UNKNOWN_COACH,,84,15,73,27,87,6
Indiana,Clarence Childs [298],,42,15,69,27,68,6
Texas Christian,Ewing Freeland [650],,73,15,66,27,81,6
Notre Dame,Jesse Harper [783],,11,15,10,27,9,6
Georgetown,Georgetown_UNKNOWN_COACH,,49,15,22,27,44,6
Vanderbilt,Dan McGugin [1210],,17,15,14,27,24,6
Pittsburgh,Pop Warner [1926],,5,15,8,27,1,6
Wisconsin,William Juneau [972],,17,15,35,27,17,6
Colorado State,Harry Hughes [900],,5,15,7,27,1,6
Colgate,Laurence Bankart [73],,44,15,23,27,31,6
Minnesota,Henry Williams [1985],,6,15,19,27,1,6
Illinois,Robert Zuppke [2053],,6,15,21,27,1,6
Mississippi College,Dana Bible [132],,60,15,64,27,58,6
Haskell,Haskell_UNKNOWN_COACH,,55,15,70,27,62,6
Citadel,George Rogers [1576],,56,15,40,27,54,6
Ohio State,John Wilce [1977],,20,15,59,27,24,6
Bucknell,George Johnson [951],,64,15,71,27,71,6
Mississippi State,E.C. Hayes [810],,48,15,16,27,54,6
Oklahoma,Bennie Owen [1412],,6,15,15,27,1,6
Gettysburg,Gettysburg_UNKNOWN_COACH,,66,15,73,27,74,6
Princeton,John Rush [1600],,47,15,4,27,17,6
Davidson,William Fetzer [617],,42,15,42,27,54,6
North Carolina,T.C. Trenchard [1861],,45,15,33,27,50,6
Denver,John Fike [620],,48,15,60,27,31,6
Kentucky,J.J. Tigert [1838],,46,15,50,27,58,6
Iowa State,Iowa State_UNKNOWN_COACH,,13,15,45,27,9,6
Utah State,Utah State_UNKNOWN_COACH,,51,15,72,27,50,6
Georgia,W.A. Cunningham [416],,21,15,34,27,38,6
Utah,Nelson Norgren [1373],,46,15,26,27,17,6
Washington (MO),W.P. Edmunds [546],,52,15,67,27,81,6
Nebraska,Jumbo Stiehm [1755],,5,15,5,27,1,6
Texas A&M,E.H. Harlan [778],,62,15,29,27,58,6
