Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Karl Dorrell [513],,85,125,45,144,58,70
Middle Tennessee State,Andy McCollum [1190],,90,125,89,144,99,70
Wake Forest,Jim Grobe [736],,73,125,41,144,67,70
New Mexico,Rocky Long [1116],,107,125,29,144,56,70
Southern Mississippi,Jeff Bower [169],,43,125,46,144,61,70
California,Jeff Tedford [1819],,93,125,3,144,59,70
Cincinnati,Rick Minter [1283],,61,125,80,144,80,70
Troy,Larry Blakeney [150],,55,125,77,144,101,70
Tennessee,Phillip Fulmer [664],,17,125,9,144,9,70
Memphis,Tommy West [1955],,64,125,47,144,74,70
Mississippi,David Cutcliffe [426],,29,125,21,144,5,70
Purdue,Joe Tiller [1840],,17,125,18,144,31,70
Clemson,Tommy Bowden [168],,41,125,11,144,36,70
Virginia Tech,Frank Beamer [102],,73,125,23,144,61,70
Temple,Bobby Wallace [1915],,78,125,103,144,86,70
Alabama-Birmingham,Watson Brown [209],,65,125,64,144,67,70
Wyoming,Joe Glenn [700],,113,125,75,144,77,70
Kansas State,Bill Snyder [1716],,28,125,14,144,20,70
Kansas,Mark Mangino [1147],,53,125,67,144,40,70
Penn State,Joe Paterno [1433],,36,125,99,144,50,70
Northern Illinois,Joe Novak [1376],,7,125,55,144,31,70
Buffalo,Jim Hofher [855],,87,125,115,144,112,70
Boise State,Dan Hawkins [807],,3,125,40,144,1,70
Louisville,Bobby Petrino [1455],,32,125,73,144,77,70
Missouri,Gary Pinkel [1467],,46,125,51,144,21,70
East Carolina,John Thompson [1831],,78,125,113,144,92,70
Oregon,Mike Bellotti [113],,87,125,15,144,28,70
Miami (OH),Terry Hoeppner [853],,3,125,28,144,26,70
Bowling Green State,Gregg Brandon [179],,5,125,32,144,28,70
Marshall,Bob Pruett [1498],,44,125,56,144,104,70
Vanderbilt,Bobby Johnson [946],,61,125,107,144,74,70
Wisconsin,Barry Alvarez [25],,28,125,13,144,44,70
South Florida,Jim Leavitt [1083],,43,125,69,144,71,70
Akron,Lee Owens [1415],,69,125,94,144,110,70
Colorado State,Sonny Lubick [1124],,104,125,35,144,50,70
Duke,Carl Franks [648],,60,125,78,144,71,70
Brigham Young,Gary Crowton [408],,111,125,54,144,80,70
Washington,Keith Gilbertson [690],,96,125,26,144,11,70
Louisiana-Lafayette,Rickey Bustle [228],,79,125,95,144,96,70
Illinois,Ron Turner [1869],,83,125,115,144,92,70
Arizona State,Dirk Koetter [1036],,96,125,62,144,61,70
Kent State,Dean Pees [1443],,76,125,93,144,107,70
Rutgers,Greg Schiano [1634],,75,125,86,144,67,70
Connecticut,Randy Edsall [547],,69,125,71,144,64,70
Arizona,Mike Hankwitz [765],John Mackovic [1136],96,125,84,144,67,70
Kentucky,Rich Brooks [195],,40,125,97,144,80,70
Air Force,Fisher DeBerry [452],,109,125,61,144,74,70
Georgia,Mark Richt [1548],,5,125,10,144,5,70
Utah,Urban Meyer [1259],,36,125,19,144,1,70
Nebraska,Bo Pelini [1444],Frank Solich [1721],29,125,33,144,22,70
Fresno State,Pat Hill [847],,54,125,53,144,54,70
Syracuse,Paul Pasqualoni [1432],,74,125,58,144,80,70
Army,Todd Berry [125],,97,125,115,144,96,70
South Carolina,Lou Holtz [876],,30,125,72,144,38,70
Baylor,Guy Morriss [1311],,65,125,91,144,80,70
Eastern Michigan,Jeff Woodruff [2018],,87,125,100,144,112,70
Florida State,Bobby Bowden [166],,17,125,12,144,13,70
Florida,Ron Zook [2052],,22,125,1,144,15,70
Alabama,Mike Shula [1683],,32,125,68,144,46,70
Oregon State,Mike Riley [1550],,82,125,16,144,55,70
Tulsa,Steve Kragthorpe [1042],,51,125,76,144,28,70
Texas Tech,Mike Leach [1079],,40,125,34,144,36,70
Nevada-Las Vegas,John Robinson [1564],,112,125,39,144,42,70
Miami (FL),Larry Coker [332],,16,125,8,144,11,70
San Jose State,Fitz Hill [845],,93,125,105,144,99,70
Navy,Paul Johnson [954],,60,125,81,144,71,70
Maryland,Ralph Friedgen [654],,17,125,27,144,33,70
New Mexico State,Tony Samuel [1612],,99,125,102,144,107,70
West Virginia,Rich Rodriguez [1573],,28,125,49,144,46,70
Boston College,Tom O'Brien [1384],,71,125,48,144,49,70
Ohio,Brian Knorr [1031],,81,125,109,144,115,70
Idaho,Tom Cable [232],,93,125,101,144,104,70
San Diego State,Tom Craft [378],,110,125,70,144,59,70
Virginia,Al Groh [737],,40,125,43,144,40,70
Texas,Mack Brown [204],,17,125,24,144,19,70
Ball State,Brady Hoke [856],,81,125,82,144,50,70
Texas-El Paso,Gary Nord [1372],,101,125,112,144,101,70
Northwestern,Randy Walker [1913],,23,125,60,144,33,70
Southern California,Pete Carroll [270],,4,125,7,144,1,70
Arkansas State,Steve Roberts [1557],,91,125,98,144,101,70
Oklahoma State,Les Miles [1267],,25,125,38,144,23,70
Washington State,Bill Doba [486],,38,125,17,144,13,70
Louisiana-Monroe,Charlie Weatherbie [1939],,100,125,106,144,112,70
Auburn,Tommy Tuberville [1867],,21,125,25,144,17,70
Michigan,Lloyd Carr [269],,19,125,6,144,5,70
North Carolina State,Chuck Amato [26],,58,125,30,144,35,70
Colorado,Gary Barnett [84],,47,125,59,144,38,70
Louisiana State,Nick Saban [1608],,3,125,5,144,1,70
Arkansas,Houston Nutt [1380],,23,125,37,144,18,70
Tulane,Chris Scelfo [1629],,65,125,90,144,86,70
