Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Bob Toledo [1849],,7,98,14,125,9,49
Wake Forest,Jim Caldwell [239],,32,98,75,125,69,49
New Mexico,Dennis Franchione [645],,89,98,41,125,33,49
Southern Mississippi,Jeff Bower [169],,19,98,39,125,53,49
California,Tom Holmoe [870],,24,98,89,125,47,49
Cincinnati,Rick Minter [1283],,63,98,43,125,71,49
Tennessee,Phillip Fulmer [664],,6,98,2,125,4,49
Memphis,Rip Scherer [1633],,65,98,94,125,95,49
Mississippi,Tommy Tuberville [1867],,22,98,8,125,19,49
Purdue,Joe Tiller [1840],,45,98,22,125,9,49
Clemson,Tommy West [1955],,25,98,61,125,31,49
Virginia Tech,Frank Beamer [102],,87,98,56,125,19,49
Temple,Ron Dickerson [474],,92,98,85,125,86,49
Alabama-Birmingham,Watson Brown [209],,72,98,104,125,99,49
Wyoming,Dana Dimel [484],,89,98,71,125,61,49
Kansas State,Bill Snyder [1716],,2,98,17,125,4,49
Kansas,Terry Allen [20],,69,98,76,125,73,49
Penn State,Joe Paterno [1433],,19,98,20,125,4,49
Northern Illinois,Joe Novak [1376],,75,98,109,125,107,49
Boise State,Houston Nutt [1380],,88,98,93,125,107,49
Louisville,Ron Cooper [357],,77,98,107,125,99,49
Missouri,Larry Smith [1706],,51,98,49,125,33,49
East Carolina,Steve Logan [1113],,61,98,67,125,67,49
Oregon,Mike Bellotti [113],,23,98,16,125,26,49
Miami (OH),Randy Walker [1913],,66,98,32,125,73,49
Bowling Green State,Gary Blackney [147],,69,98,70,125,86,49
Vanderbilt,Woody Widenhofer [1974],,33,98,96,125,53,49
Marshall,Bob Pruett [1498],,63,98,30,125,77,49
Wisconsin,Barry Alvarez [25],,46,98,53,125,39,49
Akron,Lee Owens [1415],,72,98,101,125,102,49
Colorado State,Sonny Lubick [1124],,51,98,28,125,31,49
Duke,Fred Goldsmith [706],,47,98,91,125,86,49
Brigham Young,LaVell Edwards [550],,107,98,29,125,67,49
Washington,Jim Lambright [1061],,12,98,15,125,15,49
Illinois,Ron Turner [1869],,54,98,109,125,102,49
Louisiana-Lafayette,Nelson Stokley [1763],,76,98,109,125,102,49
Arizona State,Bruce Snyder [1717],,21,98,13,125,19,49
Kent State,Jim Corrigall [363],,73,98,92,125,105,49
Rutgers,Terry Shea [1665],,97,98,109,125,95,49
Arizona,Dick Tomey [1853],,17,98,18,125,28,49
Kentucky,Hal Mumme [1326],,30,98,77,125,47,49
Air Force,Fisher DeBerry [452],,78,98,19,125,28,49
Georgia,Jim Donnan [504],,10,98,5,125,15,49
Utah,Ron McBride [1178],,106,98,38,125,61,49
Nebraska,Tom Osborne [1408],,1,98,4,125,1,49
