Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,115,127,8,170,34,72
Wake Forest,Al Groh [737],,64,127,104,170,82,72
New Mexico,Joe Morrison [1309],,66,127,120,170,110,72
William & Mary,Jimmye Laycock [1076],,72,127,77,170,93,72
Dartmouth,Joseph Yukica [2045],,19,127,61,170,99,72
West Texas A&M,West Texas A&M_UNKNOWN_COACH,,84,127,53,170,47,72
Southern Mississippi,Bobby Collins [341],,49,127,37,170,34,72
Indiana State,Dennis Raetz [1507],,92,127,119,170,105,72
California,Roger Theder [1825],,109,127,111,170,99,72
Cincinnati,Mike Gottfried [713],,13,127,74,170,23,72
East Tennessee State,Jack Carlisle [265],,100,127,102,170,85,72
Tennessee,Johnny Majors [1142],,38,127,46,170,19,72
Chattanooga,Bill Oliver [1403],,100,127,83,170,76,72
Memphis,Rex Dockery [491],,68,127,116,170,79,72
Yale,Carmen Cozza [377],,6,127,52,170,1,72
Mississippi,Steve Sloan [1695],,54,127,47,170,76,72
Purdue,Jim Young [2038],,126,127,55,170,51,72
Clemson,Danny Ford [640],,1,127,6,170,1,72
Virginia Tech,Bill Dooley [507],,56,127,89,170,56,72
Temple,Wayne Hardin [773],,13,127,72,170,19,72
Drake,Drake_UNKNOWN_COACH,,6,127,59,170,45,72
Kansas State,Jim Dickey [477],,69,127,106,170,47,72
Wyoming,Al Kincaid [1008],,38,127,24,170,27,72
Kansas,Don Fambrough [592],,48,127,35,170,38,72
Penn State,Joe Paterno [1433],,10,127,3,170,10,72
Furman,Dick Sheridan [1674],,91,127,79,170,79,72
Long Beach State,Dave Currey [420],,111,127,124,170,121,72
Northern Illinois,Bill Mallory [1144],,122,127,121,170,136,72
Cal State Fullerton,Gene Murphy [1331],,113,127,136,170,124,72
Cornell,Bob Blackman [146],,22,127,125,170,121,72
Louisville,Bob Weber [1945],,64,127,43,170,47,72
Missouri,Warren Powers [1486],,55,127,19,170,32,72
East Carolina,Ed Emory [566],,65,127,71,170,82,72
Texas-Arlington,Harold Elliott [557],,89,127,81,170,51,72
Oregon,Rich Brooks [195],,121,127,114,170,113,72
Miami (OH),Tom Reed [1522],,10,127,65,170,89,72
Pacific,Bob Toledo [1849],,110,127,41,170,116,72
Bowling Green State,Dennis Stolz [1765],,119,127,78,170,129,72
Vanderbilt,George MacIntyre [1132],,62,127,85,170,75,72
Marshall,Sonny Randle [1515],,110,127,126,170,129,72
Wisconsin,Dave McClain [1187],,122,127,23,170,36,72
Colorado State,Sarkis Arslanian [51],Chester Caddas [234],92,127,136,170,116,72
Colgate,Frederick Dunlap [532],,17,127,109,170,69,72
Duke,Red Wilson [1997],,61,127,76,170,51,72
Brigham Young,LaVell Edwards [550],,39,127,15,170,1,72
Western Carolina,Bob Waters [1932],,98,127,108,170,99,72
Washington,Don James [928],,45,127,14,170,23,72
Illinois,Mike White [1964],,116,127,29,170,14,72
Louisiana-Lafayette,Sam Robertson [1559],,103,127,130,170,105,72
Arizona State,Darryl Rogers [1574],,45,127,13,170,19,72
Kent State,Ed Chlebek [302],,118,127,122,170,132,72
Rutgers,Frank Burns [224],,16,127,90,170,66,72
Princeton,Frank Navarro [1347],,21,127,45,170,116,72
Arizona,Larry Smith [1706],,113,127,49,170,105,72
Kentucky,Fran Curci [417],,66,127,94,170,62,72
Air Force,Ken Hatfield [803],,107,127,96,170,111,72
Georgia,Vince Dooley [509],,5,127,32,170,14,72
Utah,Wayne Howard [889],,36,127,40,170,23,72
Nebraska,Tom Osborne [1408],,14,127,16,170,11,72
Fresno State,Jim Sweeney [1799],,113,127,64,170,99,72
Syracuse,Dick MacPherson [1137],,79,127,69,170,62,72
Army,Ed Cavanaugh [284],,86,127,70,170,113,72
South Carolina,Jim Carlen [264],,56,127,30,170,19,72
Wichita State,Willie Jeffries [937],,85,127,98,170,51,72
Baylor,Grant Teaff [1816],,58,127,63,170,99,72
Eastern Michigan,Mike Stock [1761],,124,127,136,170,138,72
Southern Illinois,Rey Dempsey [459],,77,127,56,170,1,72
Florida State,Bobby Bowden [166],,39,127,44,170,45,72
Florida,Charley Pell [1446],,46,127,51,170,41,72
Alabama,Bear Bryant [215],,9,127,5,170,6,72
Oregon State,Joe Avezzano [54],,123,127,117,170,116,72
Tulsa,John Cooper [355],,85,127,39,170,41,72
Texas Tech,Jerry Moore [1300],,68,127,129,170,105,72
Nevada-Las Vegas,Tony Knap [1028],,83,127,31,170,51,72
Miami (FL),Howard Schnellenberger [1639],,9,127,4,170,6,72
Navy,George Welsh [1954],,109,127,62,170,59,72
San Jose State,Jack Elway [563],,73,127,60,170,89,72
Maryland,Jerry Claiborne [311],,57,127,105,170,76,72
New Mexico State,Gil Krueger [1049],,97,127,128,170,111,72
Boston College,Jack Bicknell [134],,64,127,68,170,64,72
West Virginia,Don Nehlen [1352],,13,127,48,170,14,72
Ohio,Brian Burke [221],,118,127,97,170,124,72
San Diego State,Doug Scovil [1648],,42,127,50,170,29,72
Virginia,Dick Bestwick [129],,66,127,112,170,85,72
Texas,Fred Akers [10],,5,127,2,170,1,72
Ball State,Dwight Wallace [1916],,120,127,100,170,134,72
Texas-El Paso,Billy Alton [24],Bill Michael [1261],97,127,134,170,113,72
Northwestern,Dennis Green [724],,128,127,135,170,66,72
Southern California,John Robinson [1564],,42,127,17,170,11,72
Oklahoma State,Jimmy Johnson [952],,54,127,27,170,30,72
Arkansas State,Larry Lacewell [1057],,99,127,58,170,89,72
Washington State,Jim Walden [1906],,46,127,26,170,14,72
Virginia Military Institute,Bob Thalman [1824],,71,127,75,170,89,72
Harvard,Joseph Restic [1536],,21,127,113,170,116,72
Louisiana-Monroe,Pat Collins [344],,101,127,93,170,99,72
McNeese State,Ernie Duplechin [536],,93,127,66,170,56,72
Auburn,Pat Dye [540],,56,127,67,170,38,72
Michigan,Bo Schembechler [1631],,113,127,20,170,38,72
North Carolina State,Monte Kiffin [1003],,60,127,103,170,79,72
Pennsylvania,Jerry Berndt [121],,26,127,131,170,129,72
Louisiana State,Jerry Stovall [1773],,65,127,115,170,59,72
Colorado,Chuck Fairbanks [589],,66,127,92,170,41,72
Tulane,Vince Gibson [686],,55,127,86,170,74,72
Arkansas,Lou Holtz [876],,35,127,1,170,27,72
Holy Cross,Rick Carter [274],,18,127,80,170,72,72
North Texas,Bob Tyler [1871],,94,127,118,170,93,72
Southern Methodist,Ron Meyer [1258],,4,127,7,170,6,72
Rice,Ray Alborn [12],,57,127,82,170,72,72
Illinois State,Bob Otolski [1410],,119,127,133,170,137,72
Stanford,Paul Wiggin [1976],,118,127,57,170,93,72
Columbia,Bob Naso [1346],,24,127,132,170,127,72
Western Michigan,Elliot Uzelac [1875],,113,127,101,170,127,72
Toledo,Chuck Stobart [1760],,78,127,42,170,85,72
Richmond,Dal Shealy [1666],,70,127,84,170,85,72
James Madison,James Madison_UNKNOWN_COACH,,93,127,123,170,134,72
Iowa,Hayden Fry [657],,112,127,9,170,32,72
Brown,John Anderson [38],,24,127,127,170,124,72
Michigan State,Frank Waters [1933],,124,127,54,170,59,72
Georgia Tech,Bill Curry [421],,101,127,28,170,82,72
Indiana,Lee Corso [364],,124,127,88,170,64,72
Texas Christian,F. Dry [526],,62,127,25,170,105,72
Notre Dame,Gerry Faust [600],,107,127,73,170,56,72
Central Michigan,Herb Deromedi [464],,95,127,87,170,121,72
Pittsburgh,Jackie Sherrill [1677],,6,127,11,170,11,72
Minnesota,Joe Salem [1610],,126,127,33,170,41,72
Lamar,Bob Frederick [649],,97,127,107,170,93,72
Houston,Bill Yeoman [2035],,35,127,18,170,69,72
Hawaii,Dick Tomey [1853],,38,127,36,170,6,72
Citadel,Art Baker [65],,96,127,99,170,93,72
Ohio State,Earle Bruce [212],,101,127,22,170,47,72
Mississippi State,Emory Bellard [112],,54,127,12,170,36,72
Louisiana Tech,Billy Brewer [181],,96,127,95,170,69,72
Oklahoma,Barry Switzer [1802],,37,127,21,170,14,72
North Carolina,Dick Crum [409],,6,127,10,170,23,72
Appalachian State,Mike Working [2022],,103,127,110,170,132,72
Iowa State,Donnie Duncan [530],,58,127,34,170,31,72
Utah State,Bruce Snyder [1717],,43,127,91,170,93,72
Texas A&M,Tom Wilson [1998],,47,127,38,170,66,72
