Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,81,90,22,114,18,47
Wake Forest,Jim Caldwell [239],,51,90,97,114,73,47
New Mexico,Dennis Franchione [645],,88,90,18,114,63,47
Southern Mississippi,Jeff Bower [169],,26,90,65,114,50,47
California,Keith Gilbertson [690],,78,90,56,114,15,47
Cincinnati,Rick Minter [1283],,63,90,98,114,73,47
Tennessee,Phillip Fulmer [664],,23,90,25,114,24,47
Memphis,Chuck Stobart [1760],,46,90,78,114,63,47
Mississippi,Joe Lee Dunn [535],,38,90,84,114,69,47
Purdue,Jim Colletto [338],,50,90,57,114,46,47
Clemson,Tommy West [1955],,44,90,67,114,54,47
Virginia Tech,Frank Beamer [102],,30,90,37,114,39,47
Temple,Ron Dickerson [474],,50,90,95,114,71,47
Wyoming,Joe Tiller [1840],,67,90,53,114,59,47
Kansas State,Bill Snyder [1716],,8,90,31,114,24,47
Kansas,Glen Mason [1163],,23,90,75,114,35,47
Penn State,Joe Paterno [1433],,2,90,6,114,1,47
Northern Illinois,Charlie Sadler [1609],,72,90,93,114,94,47
Louisville,Howard Schnellenberger [1639],,58,90,40,114,24,47
Missouri,Larry Smith [1706],,62,90,94,114,78,47
East Carolina,Steve Logan [1113],,43,90,63,114,48,47
Oregon,Rich Brooks [195],,64,90,10,114,6,47
Miami (OH),Randy Walker [1913],,84,90,73,114,59,47
Pacific,Chuck Shelton [1671],,84,90,88,114,90,47
Bowling Green State,Gary Blackney [147],,31,90,51,114,54,47
Vanderbilt,Gerry DiNardo [485],,38,90,74,114,71,47
Wisconsin,Barry Alvarez [25],,50,90,23,114,42,47
Akron,Gerry Faust [600],,90,90,103,114,102,47
Colorado State,Sonny Lubick [1124],,25,90,15,114,6,47
Duke,Fred Goldsmith [706],,43,90,41,114,44,47
Brigham Young,LaVell Edwards [550],,40,90,19,114,30,47
Washington,Jim Lambright [1061],,70,90,7,114,14,47
Louisiana-Lafayette,Nelson Stokley [1763],,61,90,52,114,90,47
Illinois,Lou Tepper [1822],,52,90,33,114,47,47
Arizona State,Bruce Snyder [1717],,82,90,44,114,27,47
Rutgers,Doug Graber [715],,41,90,72,114,69,47
Kent State,Jim Corrigall [363],,89,90,100,114,98,47
Arizona,Dick Tomey [1853],,60,90,24,114,12,47
Kentucky,Bill Curry [421],,49,90,85,114,86,47
Air Force,Fisher DeBerry [452],,42,90,16,114,54,47
Georgia,Ray Goff [703],,22,90,68,114,27,47
Utah,Ron McBride [1178],,40,90,9,114,1,47
Nebraska,Tom Osborne [1408],,2,90,1,114,1,47
Fresno State,Jim Sweeney [1799],,69,90,60,114,82,47
Syracuse,Paul Pasqualoni [1432],,37,90,49,114,35,47
Army,Bob Sutton [1794],,56,90,80,114,75,47
South Carolina,Brad Scott [1645],,29,90,58,114,50,47
Baylor,Chuck Reedy [1523],,73,90,62,114,39,47
Eastern Michigan,Ron Cooper [357],,87,90,71,114,80,47
Florida State,Bobby Bowden [166],,7,90,5,114,18,47
Florida,Steve Spurrier [1728],,8,90,2,114,21,47
Alabama,Gene Stallings [1732],,7,90,4,114,1,47
Oregon State,Jerry Pettibone [1457],,84,90,35,114,86,47
Tulsa,David Rader [1506],,80,90,69,114,75,47
Texas Tech,Spike Dykes [543],,70,90,38,114,35,47
Nevada-Las Vegas,Jeff Horton [885],,78,90,26,114,78,47
Miami (FL),Dennis Erickson [576],,8,90,3,114,15,47
San Jose State,John Ralston [1514],,94,90,77,114,86,47
Navy,George Chaump [294],,67,90,89,114,90,47
Maryland,Mark Duffner [529],,48,90,79,114,59,47
New Mexico State,Jim Hess [835],,91,90,90,114,98,47
Ohio,Tom Lichtenberg [1099],,92,90,105,114,106,47
West Virginia,Don Nehlen [1352],,42,90,42,114,63,47
Boston College,Dan Henning [826],,36,90,28,114,21,47
San Diego State,Ted Tollner [1852],,66,90,64,114,86,47
Virginia,George Welsh [1954],,31,90,34,114,30,47
Texas,John Mackovic [1136],,58,90,32,114,10,47
Ball State,Paul Schudel [1641],,86,90,50,114,82,47
