Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Bill Barnes [82],George Dickerson [473],100,87,57,119,32,52
Wake Forest,Paul Amen [27],,99,87,74,119,72,52
William & Mary,Milt Drewer [521],,77,87,100,119,103,52
New Mexico,Marv Levy [1093],,77,87,43,119,8,52
Dartmouth,Bob Blackman [146],,42,87,35,119,78,52
West Texas A&M,Clark Jarnagin [936],,88,87,107,119,103,52
California,Pete Elliott [558],,81,87,39,119,21,52
Cincinnati,George Blackburn [144],,21,87,38,119,35,52
Tennessee,Bowden Wyatt [2029],,81,87,24,119,45,52
Detroit Mercy,Wally Fromhart [656],,40,87,99,119,75,52
Yale,Jordan Olivar [1402],,50,87,109,119,108,52
Mississippi,John Vaught [1889],,12,87,21,119,8,52
Purdue,Jack Mollenkopf [1289],,7,87,5,119,17,52
Clemson,Frank Howard [888],,77,87,20,119,38,52
Virginia Tech,Frank Moseley [1315],,77,87,58,119,41,52
Drake,Warren Gaer [668],,56,87,111,119,68,52
Wyoming,Bob Devaney [468],,75,87,36,119,56,52
Kansas State,Bernard Mertes [1254],,79,87,61,119,54,52
Kansas,Jack Mitchell [1285],,46,87,77,119,53,52
Penn State,Rip Engle [567],,23,87,28,119,60,52
Furman,Robert King [1016],,88,87,103,119,95,52
Cornell,George James [929],,45,87,49,119,83,52
Missouri,Dan Devine [469],,38,87,60,119,51,52
Oregon,Len Casanova [275],,103,87,70,119,83,52
Pacific,Moose Myers [1342],,50,87,44,119,83,52
Vanderbilt,Arthur Guepe [738],,76,87,66,119,48,52
Wisconsin,Milt Bruhn [213],,7,87,4,119,13,52
Colorado State,Tuffy Mullison [1325],,80,87,68,119,60,52
Colgate,Fred Rice [1544],,51,87,111,119,111,52
Duke,Bill Murray [1334],,97,87,37,119,38,52
Brigham Young,Harold Kopp [1039],,77,87,71,119,87,52
Washington,Jim Owens [1414],,104,87,83,119,68,52
Illinois,Ray Eliot [553],,90,87,11,119,41,52
Arizona State,Frank Kush [1054],,59,87,75,119,65,52
Rutgers,John Stiegman [1754],,3,87,76,119,1,52
Princeton,Richard Colman [345],,45,87,51,119,87,52
Marquette,Johnny Druze [525],,45,87,89,119,78,52
Arizona,Edward Doherty [495],,86,87,90,119,95,52
Kentucky,Blanton Collier [339],,18,87,53,119,26,52
Air Force,Ben Martin [1157],,3,87,15,119,1,52
Georgia,Wallace Butts [230],,80,87,41,119,23,52
Utah,Ray Nagel [1345],,89,87,102,119,95,52
Nebraska,William Jennings [943],,49,87,42,119,56,52
Hardin-Simmons,Sammy Baugh [98],,70,87,26,119,60,52
Syracuse,Ben Schwartzwalder [1644],,18,87,16,119,26,52
Army,Red Blaik [148],,3,87,10,119,1,52
Wichita State,Woody Woodard [2015],,28,87,34,119,65,52
South Carolina,Warren Giese [688],,94,87,29,119,8,52
Baylor,Sam Boyd [171],,83,87,67,119,41,52
Florida State,Thomas Nugent [1378],,75,87,47,119,38,52
Alabama,Bear Bryant [215],,76,87,56,119,8,52
Florida,Bob Woodruff [2016],,19,87,54,119,13,52
Tulsa,Robert Dobbs [488],,25,87,19,119,1,52
Oregon State,Tommy Prothro [1497],,98,87,48,119,26,52
Texas Tech,DeWitt Weaver [1941],,76,87,87,119,56,52
Miami (FL),Andy Gustafson [741],,83,87,93,119,78,52
Navy,Eddie Erdelatz [575],,21,87,63,119,56,52
San Jose State,Robert Titchenal [1847],,57,87,84,119,87,52
Maryland,Tommy Mont [1294],,99,87,59,119,75,52
New Mexico State,Warren Woodson [2020],,80,87,104,119,68,52
Boston College,Mike Holovak [871],,34,87,32,119,72,52
West Virginia,Art Lewis [1095],,42,87,73,119,83,52
George Washington,Bo Sherman [1675],,49,87,88,119,92,52
Idaho,Skip Stahley [1731],,100,87,92,119,92,52
Virginia,Richard Voris [1898],,103,87,91,119,111,52
Texas,Darrell Royal [1597],,23,87,6,119,21,52
Dayton,William Kerr [996],,40,87,106,119,78,52
Texas-El Paso,Ben Collins [340],,81,87,81,119,99,52
Northwestern,Ara Parseghian [1430],,16,87,3,119,18,52
Southern California,Don Clark [314],,98,87,52,119,65,52
Oklahoma State,Cliff Speegle [1726],,17,87,12,119,26,52
Virginia Military Institute,John McKenna [1220],,77,87,65,119,45,52
Washington State,Jim Sutherland [1791],,82,87,40,119,23,52
Harvard,John Yovicsin [2044],,48,87,55,119,99,52
Auburn,Ralph Jordan [970],,2,87,22,119,1,52
Villanova,Francis Reagan [1519],,31,87,46,119,68,52
Michigan,Bennie Oosterbaan [1406],,27,87,95,119,60,52
North Carolina State,Earle Edwards [549],,101,87,82,119,108,52
Pennsylvania,Steve Sebo [1650],,46,87,69,119,92,52
Colorado,Dallas Ward [1921],,42,87,64,119,52,52
Louisiana State,Paul Dietzel [483],,3,87,7,119,1,52
Tulane,Andy Pilney [1466],,75,87,72,119,54,52
Arkansas,Frank Broyles [211],,31,87,30,119,45,52
Holy Cross,Edward Anderson [33],,37,87,18,119,75,52
Southern Methodist,Bill Meek [1246],,25,87,8,119,35,52
North Texas,Odus Mitchell [1286],,21,87,27,119,30,52
Rice,Jess Neely [1350],,19,87,14,119,18,52
Stanford,Jack Curtice [422],,103,87,96,119,87,52
Columbia,Aldo Donelli [502],,49,87,108,119,103,52
Richmond,Edwin Merrick [1250],,80,87,80,119,87,52
Iowa,Forest Evashevski [583],,8,87,2,119,8,52
Brown,Alva Kelley [982],,47,87,62,119,95,52
Michigan State,Duffy Daugherty [437],,83,87,50,119,18,52
Georgia Tech,Bobby Dodd [492],,76,87,25,119,37,52
Indiana,Phil Dickens [472],,14,87,78,119,13,52
Texas Christian,Abe Martin [1156],,15,87,13,119,13,52
Notre Dame,Terry Brennan [180],,15,87,17,119,32,52
Pittsburgh,John Michelosen [1264],,52,87,23,119,30,52
Minnesota,Murray Warmath [1925],,87,87,101,119,72,52
Houston,Hal Lahar [1059],,24,87,33,119,32,52
Citadel,Eddie Teague [1817],,83,87,79,119,103,52
Ohio State,Woody Hayes [812],,10,87,1,119,1,52
Montana,Ray Jenkins [939],,95,87,110,119,108,52
Mississippi State,Wade Walker [1914],,77,87,97,119,48,52
Oklahoma,Bud Wilkinson [1979],,11,87,9,119,23,52
Davidson,Davidson_UNKNOWN_COACH,,82,87,94,119,99,52
North Carolina,Jim Tatum [1812],,99,87,31,119,41,52
Denver,John Roning [1582],,82,87,105,119,99,52
Iowa State,Clay Stapleton [1735],,52,87,86,119,60,52
Boston University,Steve Sinko [1693],,36,87,98,119,78,52
Utah State,Everett Faunce [598],,93,87,85,119,103,52
Texas A&M,Jim Myers [1341],,35,87,45,119,48,52
