Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,Terry Donahue [501],,91,119,26,163,16,61
Wake Forest,John Mackovic [1136],,85,119,12,163,53,61
William & Mary,James Root [1584],,103,119,109,163,90,61
New Mexico,Bill Mondt [1291],,37,119,94,163,67,61
Dartmouth,Joseph Yukica [2045],,65,119,59,163,138,61
West Texas A&M,Bill Yung [2046],,73,119,66,163,102,61
Southern Mississippi,Bobby Collins [341],,68,119,77,163,49,61
California,Roger Theder [1825],,93,119,44,163,36,61
Indiana State,Dick Jamieson [930],,74,119,99,163,112,61
Cincinnati,Ralph Staub [1738],,132,119,117,163,112,61
East Tennessee State,Jack Carlisle [265],,114,119,69,163,90,61
Tennessee,Johnny Majors [1142],,95,119,31,163,63,61
Chattanooga,Joe Morrison [1309],,19,119,73,163,93,61
Memphis,Richard Williamson [1990],,108,119,95,163,109,61
Yale,Carmen Cozza [377],,12,119,32,163,1,61
Mississippi,Steve Sloan [1695],,99,119,84,163,61,61
Clemson,Danny Ford [640],,86,119,13,163,36,61
Purdue,Jim Young [2038],,72,119,20,163,20,61
Virginia Tech,Bill Dooley [507],,92,119,86,163,85,61
Temple,Wayne Hardin [773],,17,119,28,163,33,61
Drake,Chuck Shelton [1671],,94,119,122,163,115,61
Kansas State,Jim Dickey [477],,85,119,98,163,99,61
Wyoming,Bill Lewis [1096],,43,119,101,163,77,61
Kansas,Don Fambrough [592],,71,119,114,163,42,61
Penn State,Joe Paterno [1433],,27,119,11,163,31,61
Northwestern State,Northwestern State_UNKNOWN_COACH,,25,119,130,163,124,61
Furman,Dick Sheridan [1674],,108,119,103,163,96,61
Long Beach State,Dave Currey [420],,38,119,93,163,67,61
Northern Illinois,Pat Culpepper [412],,116,119,63,163,70,61
Cal State Fullerton,Jim Colletto [338],,68,119,135,163,74,61
Cornell,Bob Blackman [146],,63,119,51,163,130,61
Louisville,Vince Gibson [686],,100,119,96,163,110,61
Missouri,Warren Powers [1486],,27,119,33,163,20,61
East Carolina,Pat Dye [540],,92,119,60,163,87,61
Texas-Arlington,Harold Elliott [557],,18,119,64,163,90,61
Oregon,Rich Brooks [195],,93,119,65,163,47,61
Miami (OH),Tom Reed [1522],,128,119,80,163,77,61
Pacific,Bob Toledo [1849],,76,119,125,163,77,61
Bowling Green State,Dennis Stolz [1765],,131,119,90,163,118,61
Vanderbilt,George MacIntyre [1132],,119,119,131,163,106,61
Marshall,Sonny Randle [1515],,134,119,113,163,118,61
Wisconsin,Dave McClain [1187],,91,119,89,163,31,61
Colorado State,Sarkis Arslanian [51],,41,119,75,163,70,61
Colgate,Frederick Dunlap [532],,62,119,82,163,134,61
Duke,Red Wilson [1997],,98,119,112,163,85,61
Brigham Young,LaVell Edwards [550],,10,119,23,163,27,61
