Teamname,Coach,Secondary,NickRank,NickInv,PageRank,PageRankInv,ApproxRank,ApproxInv
UCLA,William Spaulding [1723],,91,33,39,51,85,17
Wake Forest,F.S. Miller [1270],,90,33,66,51,21,17
Lafayette,Herb McCracken [1195],,69,33,106,51,76,17
Washington & Lee,Jimmy DeHart [456],,112,33,106,51,101,17
William & Mary,John Kellison [984],,73,33,86,51,85,17
New Mexico,New Mexico_UNKNOWN_COACH,,115,33,106,51,115,17
Gonzaga,Mike Pecarovich [1442],,88,33,72,51,101,17
Dartmouth,Jack Cannell [258],,36,33,106,51,53,17
California,William Ingram [920],,69,33,32,51,21,17
San Francisco,Lawrence Lewis [1098],,91,33,82,51,105,17
Sewanee,Heck Clark [316],,105,33,106,51,96,17
Tennessee,Bob Neyland [1364],,8,33,5,51,1,17
Santa Clara,Santa Clara_UNKNOWN_COACH,,87,33,41,51,96,17
Colorado College,W.T. VandeGraaff [1885],,59,33,53,51,76,17
Washington & Jefferson,Leroy Day [450],,58,33,69,51,43,17
Detroit Mercy,Gus Dorais [512],,20,33,17,51,21,17
Yale,Mal Stevens [1745],,28,33,74,51,43,17
Mississippi,Mississippi_UNKNOWN_COACH,,61,33,106,51,33,17
Purdue,Noble Kizer [1026],,7,33,6,51,1,17
Clemson,Jess Neely [1350],,98,33,89,51,76,17
Grinnell,Lester Watt [1936],,74,33,106,51,76,17
Virginia Tech,Henry Redd [1520],,58,33,40,51,21,17
Temple,Henry Miller [1272],,57,33,48,51,66,17
Drake,Drake_UNKNOWN_COACH,,86,33,92,51,101,17
Wyoming,John Rhodes [1541],,83,33,94,51,112,17
Kansas State,Bo McMillin [1231],,74,33,106,51,91,17
Kansas,Bill Hargiss [776],,59,33,25,51,43,17
Penn State,Bob Higgins [842],,66,33,106,51,91,17
Fordham,Frank Cavanaugh [285],,19,33,30,51,21,17
New York University,Howard Cann [257],,25,33,70,51,33,17
Cornell,Gilmour Dobie [489],,30,33,68,51,33,17
Missouri,Frank Carideo [262],,84,33,83,51,76,17
Oregon,Prink Callison [248],,80,33,23,51,43,17
Creighton,Creighton_UNKNOWN_COACH,,50,33,63,51,66,17
Georgetown,Jack Hagerty [749],Tommy Mills [1281],56,33,106,51,76,17
Vanderbilt,Dan McGugin [1210],,61,33,35,51,21,17
